,or2898,or3181,or3464,or4432,or2054,or3747,or1200,or634,or4318,or1483
f981,-0.9860116,-0.988399864,-0.986693961,-0.963834869,-0.968774661,-0.987717503,-0.984880565,-0.989676472,-0.975093825,-0.98558295
f982,-0.816500506,-0.816982132,-0.816982132,-0.817463758,-0.995908709,-0.816982132,-0.998583566,-0.998953999,-0.825169773,-0.998398286
f983,-0.969137754,-0.967090341,-0.963697814,-0.951282218,-0.998683529,-0.96056098,-0.99984308,-0.999713974,-0.949389903,-0.999835062
f984,0.220884265,0.301937834,0.477023273,0.238547018,-0.955789914,0.60567093,-0.980960323,-0.966497031,-0.525684034,-0.984752353
f985,-1,-1,0.97826087,-1,-0.735721159,0.97826087,-0.91880621,-0.938605503,-0.496376812,-0.958416928
f986,-1,-1,-0.379090348,-1,-0.994850332,-0.379707759,-0.998379816,-0.998601796,-0.789462852,-0.999076751
f987,-1,-1,1,-1,-0.995869083,0.997909043,-0.995157265,-0.996228996,-0.502352326,-0.99759059
f988,-0.535451076,-1,-0.600551026,-0.775830317,-0.992171199,-0.599173616,-0.998131549,-0.999854225,-0.859217305,-0.999674656
f989,-1,-1,-0.407297538,-0.214476416,-0.995440521,-0.407297538,-1,-1,-0.716404628,-1
f990,-0.761690128,-1,-0.706862677,-0.656334512,-0.998756771,-0.706862677,-0.997085215,-0.998753091,-0.784897025,-0.999431952
f991,0.071598972,0.171744465,0.391449439,0.426032736,-1,0.509944863,-1,-1,0.285759649,-1
f992,-0.029611316,0.078823374,0.129534235,-0.273558985,-0.986578887,0.129534235,-0.99324304,-0.996637298,-0.727442641,-0.990622748
f993,0.710310881,0.738911917,0.533678756,-0.038860104,-0.976500937,0.533678756,-0.989994914,-0.991490252,-0.601036269,-0.984148884
f994,0.192675159,0.200664809,-0.182714968,0.005565287,-0.999696051,-0.157937898,-0.999497371,-0.99844944,-0.752464172,-0.993828171
f995,-0.319953122,-0.334226749,-0.365906212,-0.579453545,-0.993862709,-0.326228052,-0.997010685,-0.998635683,-0.927980198,-0.995001211
f996,0.29416213,0.296781194,0.164905766,0.194090505,-0.995642028,0.174754924,-0.99666153,-0.999950878,-0.694018266,-0.999411333
f997,0.184163678,0.15805233,0.031118599,0.089138798,-0.799681036,0.069901783,-0.966636287,-0.942513054,-0.697397376,-0.971748342
f998,-0.388423735,-0.420808154,-0.540990171,-0.779694212,-0.994186661,-0.457247907,-0.998760568,-0.9984899,-0.959031671,-0.999106865
f999,0.471740483,0.423242514,0.38831493,0.053546475,-0.988928583,0.405294065,-0.997550088,-0.997922772,-0.787429624,-0.997504076
f1000,-0.308093576,-0.292152677,-0.35334777,-0.519873834,-0.890177465,-0.315327777,-0.946823487,-0.963691154,-0.915534986,-0.94929384
f1001,0.357207189,0.412089113,0.182678048,-0.065205988,-0.992857362,0.256177955,-0.999679825,-0.993227148,-0.891339591,-0.998247522
f1002,0.225229177,0.195920683,0.070466494,0.154182755,-0.99895068,0.127594649,-0.999828791,-0.998439633,-0.756793063,-0.999600884
f1003,0.028574265,0.046549499,0.101613584,-0.434721516,-0.989549583,0.060151122,-0.997174115,-0.982754852,-0.830849783,-0.994082565
f1004,0.26565762,0.256085595,0.268152401,-0.228444676,-0.998539671,0.333475992,-0.997483481,-0.988286298,-0.812515658,-0.988744082
f1005,0.886521785,0.8982143,0.583231636,-0.317960851,-0.754666483,0.617517154,-0.958132852,-0.935060449,-0.88068664,-0.966262048
f1006,-0.371690697,-0.353039292,-0.376476928,-0.472269072,-0.933291795,-0.284598042,-0.985732116,-0.983782619,-0.914220299,-0.989956537
f1007,0.854419931,0.878177998,0.533324328,-0.112117665,-0.843584694,0.535134324,-0.965506731,-0.974187743,-0.876157887,-0.965561552
f1008,-0.164083524,-0.208586254,-0.252201065,-0.380588389,-0.968787305,-0.290327122,-0.984913449,-0.98984676,-0.858243917,-0.985745293
f1009,-0.170311954,-0.084447457,-0.102150206,-0.267553858,-1,-0.150452837,-1,-1,-0.845213891,-1
f1010,0.629145168,0.550027956,0.399128201,-0.422473022,-1,0.32994073,-1,-1,-0.285468258,-1
f1011,-0.994729908,-0.994295125,-0.993109354,-0.998458498,-1,-0.992819499,-1,-1,-0.994953887,-1
f1012,-0.283947628,-0.223653943,-0.571129599,-0.966048048,-1,-0.521836138,-1,-1,-0.994984174,-1
f1013,0.2876,0.3118,0.2964,0.4714,-1,0.3348,-1,-1,-0.257,-1
f1014,-0.182549866,-0.211944477,-0.18838213,-0.384579494,-1,-0.234340371,-1,-1,0.46576461,-1
f1015,-0.980445044,-0.978759272,-0.986850978,-0.998314228,-1,-0.985165206,-1,-1,-0.999325691,-1
f1016,0.357818047,0.368028919,0.194860794,-0.135382731,-1,0.239238971,-1,-1,-0.827267655,-1
f1017,0.691589099,0.612446655,0.467790584,-0.290394166,-1,0.394772674,-1,-1,-0.331334386,-1
f1018,-0.283947628,-0.223653943,-0.571129599,-0.966048048,-1,-0.521836138,-1,-1,-0.994984174,-1
f1019,-0.935732449,-0.939629798,-0.937384306,-0.990876073,-1,-0.943062563,-1,-1,-0.994434533,-1
f1020,-0.003389929,0.157479073,0.351347529,-1,-1,0.501264696,-1,-1,-0.419074026,-1
f1021,0.753273122,0.733865868,0.532466115,-0.023026799,-1,0.543531145,-1,-1,-0.61346312,-1
f1022,-0.468319559,-0.519130701,-0.471686563,-0.193143557,-1,-0.504744414,-1,-1,-0.384450566,-1
f1023,0.106391586,0.111100324,0.169902913,-0.238673139,-1,0.175566343,-1,-1,-0.701456311,-1
f1024,0.106010488,0.109915288,0.169826543,-0.230334812,-1,0.173860428,-1,-1,-0.697458653,-1
