,or4331,or4359,or4344,or4440,or4378,or4332,or2066,or4397,or567,or2135,or4328,or4329,or73,or4413,or2096,or2070,or2738,or1,or1885,or2055,or3300,or3583,or4388,or4375,or353,or4392,or2620,or4500,or2061,or2236,or2831,or1995,or4280,or2548,or2176,or2147,or2064,or2060,or4293,or4486,or2116,or191,or2265,or3021,or187,or3017,or2058,or2084,or1416,or2099,or2203,or1992,or2903,or1036,or4149,or4321,or2451,or2222,or2065,or1985,or2029,or568,or2149,or2617,or3114,or2080,or2090,or4387,or2734,or3186,or2124,or4319,or2455,or4322,or2111,or2059,or2266,or2900,or4412,or4434,or4333,or70,or470,or4399,or636,or4325,or4411,or2057,or2095,or4363,or356,or2126,or3681,or4374,or2069,or3397,or639,or1133,or285,or2228,or1319,or4350,or851,or2128,or922,or2133,or4316,or4379,or2016,or4362,or4360,or3680,or2148,or2549,or757,or2086,or2115,or2170,or4030,or2068,or2114,or2098,or2334,or3866,or4247,or4354,or4323,or4358,or4467,or4256,or3398,or2112,or2094,or1983,or2052,or4390,or4492,or4334
f11,-1,-1,-1,-1,-1,-1,-0.340487577,-1,-0.512422723,0.022512539,-1,-1,0.624635483,-1,-0.245305027,0.244371865,-1,-0.46576461,-0.292429721,0.609938178,-1,-1,-1,-1,0.541117462,-1,-1,-1,0.746179867,-0.179750379,-1,0.038842879,-1,-1,0.53621836,0.108830048,0.16785256,-0.109063338,-1,-1,-0.012247755,0.349352619,-1,-1,0.022512539,-1,-0.165053074,0.218010031,-0.591974805,0.191414907,-0.024612154,0.212411058,-1,-0.177884055,-1,-1,-1,0.092180719,0.365916249,0.038842879,-0.068937361,0.196015343,0.510089817,-1,-1,0.304560831,0.235740114,-1,-1,-1,0.346553132,-1,-1,-1,-0.092266418,0.594774291,-1,-1,-1,-1,-1,0.503324391,-0.100898169,-1,0.531085968,-1,-1,0.064738131,0.23410708,-1,0.6810918,0.039076169,-1,-1,-0.148022862,-1,0.712819316,-0.568412458,0.267914932,-0.201679692,-0.228741397,-1,0.250493795,0.019348406,0.692523037,0.131225942,-1,-1,-0.137524787,-1,-1,-1,0.193281232,-1,0.846212825,0.231774175,0.095299195,0.243671993,-1,0.776740931,0.115128893,0.234573661,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.056572962,0.54229681,-0.113029278,-0.235973405,-1,-1,-1
f12,-1,-1,-1,-1,-1,-1,0.4286,-1,0.574,0.122,-1,-1,-0.3936,-1,0.3516,-0.0678,-1,0.5354,0.3926,-0.3806,-1,-1,-1,-1,-0.3222,-1,-1,-1,-0.4974,0.2946,-1,0.1092,-1,-1,-0.3178,0.02,-0.0022,0.2338,-1,-1,0.1528,-0.1574,-1,-1,0.1226,-1,0.2448,-0.0448,0.6418,-0.0224,0.1612,-0.04,-1,0.2944,-1,-1,-1,0.103061224,-0.1716,0.061,0.1982,0.040239992,-0.2972,-1,-1,-0.1186,-0.0598,-1,-1,-1,-0.1566,-1,-1,-1,0.2208,-0.3694,-1,-1,-1,-1,-1,-0.2902,0.228,-1,-0.3134,-1,-1,0.0858,-0.0584,-1,-0.4414,0.109,-1,-1,0.2694,-1,-0.4686,0.6206,-0.023966942,0.3122,0.3378,-1,0.012327679,0.126312631,-0.4512,0.03,-1,-1,0.2492,-1,-1,-1,-0.0254,-1,-0.45960293,-0.058,0.061,-0.0674,-1,-0.5232,0.0432,-0.0586,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0884,-0.312562814,0.2378,0.3422,-1,-1,-1
f13,-1,-1,-1,-1,-1,-1,-0.992286006,-1,-0.489025719,-0.99799367,-1,-1,-0.991352024,-1,-0.997872598,-0.997146168,-1,-0.597004341,-0.976425619,-0.998408773,-1,-1,-1,-1,-0.99308162,-1,-1,-1,-0.997492087,-0.960738191,-1,-0.998235813,-1,-1,-0.994897694,-0.911652282,-0.997803414,-0.995676012,-1,-1,-0.998650916,-0.994811215,-1,-1,-0.963678503,-1,-0.909957279,-0.999152498,-0.409931335,-0.990591003,-0.925419859,-0.999066019,-1,-0.977497968,-1,-1,-1,-0.987681047,-0.9987201,-0.770776761,-0.966411263,-0.93022219,-0.994863103,-1,-1,-0.997405607,-0.995399277,-1,-1,-1,-0.993531314,-1,-1,-1,-0.987097221,-0.988584672,-1,-1,-1,-1,-1,-0.99308162,-0.967137693,-1,-0.994499888,-1,-1,-0.9957279,-0.998771987,-1,-0.998270405,-0.995831676,-1,-1,-0.999411938,-1,-0.997647751,-0.362350174,-0.924955584,-0.970648771,-0.975007351,-1,-0.904237698,-0.999792428,-0.997111576,-0.999498417,-1,-1,-0.910320494,-1,-1,-1,-0.992337894,-1,-0.996584513,-0.994136673,-0.99991352,-0.992701109,-1,-0.99944653,-0.996143003,-0.997059688,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.977117457,-0.998557222,-0.956448795,-0.990781258,-1,-1,-1
f14,-1,-1,-1,-1,-1,-1,-0.999354414,-1,-0.25944664,-0.999525692,-1,-1,-1,-1,-1,-1,-1,-0.154150198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.833333333,-1,-0.20342556,-1,-1,-0.998603426,-0.979038208,-1,-0.986719368,-1,-1,-0.856969697,-0.997364954,-1,-1,-0.998682477,-1,-1,-0.901818182,-0.457180501,-0.999881423,-0.636837945,-1,-1,-1,-1,-1,-1,-0.980116157,-0.990750988,0.008063241,-0.931949934,-0.101843701,-0.91599473,-1,-1,-0.999934124,-0.996218709,-1,-1,-1,-1,-1,-1,-1,-0.863412385,-0.918181818,-1,-1,-1,-1,-1,-1,-0.998682477,-1,-1,-1,-1,-0.969907773,-0.98544137,-1,-0.990777339,-0.874176548,-1,-1,-1,-1,-0.986482213,-0.402766798,0.028974619,-0.902147563,-1,-1,-0.106435185,-1,-0.987918314,-0.681752306,-1,-1,-0.983293808,-1,-1,-1,-0.99969697,-1,-0.994992321,-0.999051383,-0.990935441,-0.996785244,-1,-0.994031621,-0.997496706,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.93599473,-0.999006892,-0.230039526,-0.899064559,-1,-1,-1
f15,-1,-1,-1,-1,-1,-1,-0.982931882,-1,-0.255054612,-0.959484278,-1,-1,-0.61707631,-1,-0.972613421,-0.8958293,-1,-0.197908178,-0.425190196,-0.892111347,-1,-1,-1,-1,-0.629132031,-1,-1,-1,-0.9076725,-0.672119948,-1,-0.874530088,-1,-1,-0.629159852,-0.963545356,-0.910610696,-0.960233896,-1,-1,-0.948362103,-0.755330696,-1,-1,-0.191880318,-1,-0.952348219,-0.953471101,-0.363368307,-0.842605612,-0.521115092,-0.96374242,-1,-0.34066723,-1,-1,-1,-0.952666629,-0.955601718,-0.910106828,-0.779702571,-0.113599331,-0.938063735,-1,-1,-0.801535791,-0.861950407,-1,-1,-1,-0.867424168,-1,-1,-1,-0.831736144,-0.922663325,-1,-1,-1,-1,-1,-0.743043134,-0.318388104,-1,-0.631200823,-1,-1,-0.931785487,-0.93817811,-1,-0.240489601,-0.704308722,-1,-1,-0.94295944,-1,-0.163312897,-0.328552776,-0.088763542,-0.92386967,-0.366553026,-1,-0.106195847,-0.919146716,-0.197052685,-0.960249352,-1,-1,-0.778693291,-1,-1,-1,-0.898124524,-1,-8.69E-06,-0.885211765,-0.901337064,-0.733460382,-1,-0.87237706,-0.841430952,-0.674364167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.906078208,-0.896539984,-0.479683599,-0.938413042,-1,-1,-1
f16,-1,-1,-1,-1,-1,-1,-0.945762225,-1,0.626537695,-0.957488756,-1,-1,-0.897315836,-1,-0.984248249,-0.917051732,-1,0.790811821,-0.289507732,-0.912780071,-1,-1,-1,-1,-0.854188487,-1,-1,-1,-0.956934262,0.188630809,-1,0.116895652,-1,-1,-0.902593802,-0.868215144,-0.959357608,-0.921426078,-1,-1,-0.892284312,-0.765880106,-1,-1,-0.412646582,-1,-0.940894995,-0.9426817,0.855749286,-0.807980613,0.082619678,-0.794734356,-1,-0.41654858,-1,-1,-1,0.114311783,-0.962273838,-0.519664017,0.092559505,-0.143856044,-0.961657733,-1,-1,-0.209722137,0.396627852,-1,-1,-1,-0.865750724,-1,-1,-1,-0.686299879,-0.90442158,-1,-1,-1,-1,-1,-0.864456903,-0.283264535,-1,-0.858028875,-1,-1,-0.913950671,-0.961082702,-1,-0.876779003,-0.751278418,-1,-1,-0.918468774,-1,-0.840202904,0.867640113,-0.138641103,0.48333436,-0.390487339,-1,-0.030014218,-0.847354994,-0.873924383,-0.972542255,-1,-1,-0.667652435,-1,-1,-1,-0.939190438,-1,-0.684675999,-0.927587128,-0.912923829,-0.922391309,-1,-0.855605529,-0.871336742,-0.848458711,-1,-1,-1,-1,-1,-1,-1,-1,-1,-0.727804818,-0.968111149,-0.143100651,-0.888526072,-1,-1,-1
f17,-0.988258318,-0.996819123,-0.986469121,-0.994390406,-0.99725856,-0.985851068,-0.961126818,-0.998035511,0.007859568,-0.952190846,-0.97151401,-0.976383783,-0.961167694,-0.985094422,-0.958249594,-0.819588741,-0.980670566,-0.058032724,-0.366063744,-0.350948666,-0.987091964,-0.985132963,-0.989319037,-0.983038562,-0.885773978,-0.998827531,-0.976303859,-0.995581412,-0.339199055,-0.47070886,-0.982630479,-0.672323466,-0.996844514,-0.982391248,-0.966883537,-0.749947202,-0.98548898,-0.952590524,-1,-0.991173747,-0.890363457,-0.892132484,-0.984496255,-0.979824244,-0.425463546,-0.98830026,-0.931250923,-0.947085874,0.058600447,-0.261459504,0.557936211,-0.910653904,-0.976545326,-0.438671072,-0.982818061,-0.995505102,-0.994960268,-0.24657958,-0.802261811,-0.937321025,-0.800667643,-0.934224618,-0.857678464,-0.988965035,-0.979941761,0.103109991,-0.072437011,-0.99722311,-0.988157425,-0.988178978,-0.960113999,-0.987954307,-0.99168059,-0.994530357,-0.322862236,-0.290415687,-0.989704208,-0.989046397,-0.997900844,-0.958858808,-0.987825293,-0.923470836,-0.424101009,-0.99691329,-0.895686435,-0.993942137,-0.995231473,-0.860158281,-0.755102134,-0.987559178,-0.788579669,-0.350857831,-0.985616264,-0.992230521,-0.853209342,1,-0.769853868,0.043330949,-0.605877715,-0.643328678,-0.486727754,-0.99473372,-0.299547488,-0.874266134,-0.779128203,-0.968716149,-0.993504711,-0.996237201,-0.919510395,-0.973353237,-0.991923308,-0.991669771,-0.8709632,-0.988550596,-0.854946246,-0.931366738,-0.922069694,-0.871287938,-0.9863099,-0.10412281,-0.935679168,-0.448717512,-0.985232247,-0.989680364,-0.986098243,-0.989293258,-0.992021698,-0.996229656,-1,-0.992490771,-0.992431649,-0.856865484,-0.705372476,-0.431027239,-0.938065879,-0.981680534,-0.989748275,-0.992255115
f18,-0.92469891,-0.917750772,-0.933013755,-0.932445011,-0.90257105,-0.887574037,-0.945892241,-0.955783937,0.797676722,-0.990625844,-0.826191394,-0.712368867,-0.955275401,-0.753997576,-0.983427885,-0.976058832,-0.954486021,0.726249437,-0.021230677,-0.933354345,-0.964750867,-0.960844965,-0.814959625,-0.881566048,-0.927960378,-0.95689084,-0.773947833,-0.89502448,-0.965156836,-0.500228125,-0.933840529,-0.920744409,-0.944446684,-0.932929311,-0.945216869,-0.975659613,-0.977040372,-0.968956926,-1,-0.788772837,-0.958556206,-0.954374906,-0.920462165,-0.952493232,-0.282905598,-0.922926077,-0.968758817,-0.982422332,0.731757467,-0.87019961,-0.383478913,-0.9819991,-0.776251331,-0.104676572,-0.918544503,-0.843910378,-0.951721251,-0.728148441,-0.98510881,-0.916358997,-0.833594477,-0.56374061,-0.981996098,-0.777020322,-0.943085657,-0.859741858,-0.885568062,-0.795531534,-0.921985129,-0.864571609,-0.961275702,-0.859593332,-0.964540071,-0.873693259,-0.824283356,-0.952681975,-0.588386436,-0.778664368,-0.939152388,-0.831311407,-0.96207603,-0.955275401,0.036470059,-0.938417192,-0.926390515,-0.847312633,-0.872159366,-0.951505328,-0.952582921,-0.801498846,-0.89974486,-0.794074741,-0.884011763,-0.90468374,-0.927882335,-0.966253919,-0.88445445,0.747879334,-0.564326495,-0.791931562,-0.105369953,-0.894751518,-0.529647905,-0.959482666,-0.888260543,-0.9669098,-0.890602066,-0.860953047,-0.83719946,-0.958153768,-0.878967573,-0.973346538,-0.958475161,-0.712877036,-0.873499806,-0.935869728,-0.963926159,-0.914335885,-0.959599854,-0.962902596,-0.926693682,-0.775980789,-0.686018409,-0.954843522,-0.899902422,-0.931841356,-0.883939371,-0.973390521,-1,-0.87717653,-0.895074662,-0.973051178,-0.979929665,-0.551730452,-0.926276452,-0.751232213,-0.859819227,-0.951232306
f19,-0.959638283,-0.965270476,-0.97257566,-0.966366705,-0.964277634,-0.94965515,-0.994338465,-0.974128759,0.422076494,-0.974001637,-0.889452989,-0.879171514,-0.974858316,-0.941809942,-0.993081381,-0.989093631,-0.94287493,0.224958708,-0.492331204,-0.985857803,-0.985830645,-0.986576966,-0.872810875,-0.968632306,-0.952277359,-0.984483153,-0.87564489,-0.972198048,-0.984710132,-0.750121926,-0.981917616,-0.957091526,-0.972329479,-0.981668566,-0.983136448,-0.986768025,-0.989433509,-0.993919437,-1,-0.94440466,-0.990907091,-0.976022283,-0.976624412,-0.940373759,-0.882206555,-0.9738537,-0.979313981,-0.990569541,0.80275185,-0.937820891,-0.892433168,-0.990860532,-0.876912083,-0.765975154,-0.976817335,-0.945686227,-0.982001688,-0.944694947,-0.992455167,-0.986360637,-0.925906526,-0.90752803,-0.995535023,-0.917619263,-0.985736611,-0.887318698,-0.894896122,-0.940629384,-0.973534495,-0.924678711,-0.990541605,-0.922943119,-0.960225944,-0.93817776,-0.839628648,-0.975996676,-0.884573672,-0.918226662,-0.979130114,-0.89413822,-0.974930585,-0.985566811,-0.78303658,-0.978869274,-0.947861269,-0.941911772,-0.956389666,-0.987666607,-0.983318027,-0.940578059,-0.93365389,-0.826841308,-0.956429307,-0.961077049,-0.987901729,-0.991848321,-0.929999034,0.611456227,-0.91438591,-0.936407835,-0.697201009,-0.952169035,-0.89417275,-0.962255765,-0.924640131,-0.991530977,-0.939705355,-0.945315094,-0.821508012,-0.984570228,-0.968146184,-0.993814222,-0.987983206,-0.916721528,-0.967904717,-0.987440798,-0.97831297,-0.931728689,-0.987483184,-0.991072374,-0.973268337,-0.91967232,-0.90220022,-0.987747143,-0.965279787,-0.976120948,-0.953608718,-0.990876437,-1,-0.96244234,-0.9586467,-0.963933323,-0.992028874,-0.846989574,-0.98372076,-0.933878408,-0.955022264,-0.966181307
f20,-0.384432695,-0.834609758,-0.917253072,-0.811443375,-0.82387381,-0.688474972,-0.988050884,-0.870012085,0.443640743,-0.979182999,-0.41096957,-0.210418971,-0.947871627,-0.844782335,-0.986848698,-0.975727979,-0.763471546,0.369885156,-0.369594207,-0.95546863,-0.95958024,-0.954628951,-0.443402351,-0.87977768,-0.912715282,-0.934737091,-0.457909914,-0.925906736,-0.966552981,-0.779371712,-0.954103878,-0.908334882,-0.943014728,-0.953471748,-0.943186135,-0.91864539,-0.97880921,-0.979764897,-1,-0.862359452,-0.972127484,-0.975350149,-0.945497072,-0.753115359,-0.470836398,-0.929304373,-0.979027422,-0.989727882,0.551673765,-0.875912247,-0.575915479,-0.987121463,-0.463433874,-0.458762012,-0.941613084,-0.728304379,-0.939446487,-0.906437363,-0.984725174,-0.957889165,-0.876546677,-0.648657683,-0.974020674,-0.652648513,-0.969798236,-0.81917718,-0.861494104,-0.775637148,-0.928441293,-0.617574071,-0.958499349,-0.526553553,-0.847619913,-0.733751786,-0.835702682,-0.961338123,-0.750175867,-0.655209562,-0.864475772,-0.598186528,-0.838823317,-0.948477771,-0.439518964,-0.912283857,-0.912689016,-0.693703941,-0.829409114,-0.972412372,-0.96221097,-0.869072015,-0.891096151,-0.827901611,-0.899962389,-0.845581392,-0.970232274,-0.979622458,-0.894646133,0.583425602,-0.654556435,-0.873974607,-0.429450914,-0.845747699,-0.623546195,-0.969055281,-0.905310224,-0.980589253,-0.770649134,-0.74879347,-0.911856578,-0.935157085,-0.8583646,-0.991536625,-0.954559414,-0.778859032,-0.870495389,-0.948190863,-0.943830668,-0.929592348,-0.954466648,-0.971448603,-0.940688822,-0.85246054,-0.549923219,-0.972727592,-0.919661949,-0.916146575,-0.737388284,-0.960583555,-1,-0.779462045,-0.893987437,-0.966241827,-0.972101137,-0.596425368,-0.954466472,-0.771093662,-0.848592025,-0.818764001
f21,-0.999638424,-0.991890703,-0.989077994,-0.96917288,-0.986778447,-0.976004775,-0.98210334,-0.981030977,0.558188935,-0.98954071,-0.965338463,-0.995526466,-0.941544885,-0.994064728,-0.992077244,-0.988637787,-0.964155242,0.642484342,-0.32473904,-0.987625261,-0.96979345,-0.988637597,-0.993995527,-0.961442983,-0.900313152,-0.999889337,-0.998654343,-0.993975621,-0.984295407,-0.734775574,-0.938172025,-0.911377871,-0.995694893,-0.937320465,-0.965297495,-0.911826722,-0.987708768,-0.984556367,-1,-0.982761794,-0.979128392,-0.956158664,-0.938071559,-0.962585812,-0.321503132,-0.956481824,-0.985224426,-0.98441023,0.623444676,-0.945109603,-0.787646138,-0.995960334,-0.998668055,-0.468042797,-0.965155655,-0.99588324,-0.967476437,-0.952505219,-0.972447808,-0.978736952,-0.929227557,-0.69279729,-0.973324635,-0.982547447,-0.964779101,-0.907531315,-0.879337161,-0.986751869,-0.955950537,-0.995460855,-0.976435282,-0.999725627,-0.984339408,-0.998571315,-0.870897704,-0.957265136,-0.985834126,-0.982676126,-0.959408583,-0.999937807,-0.956725972,-0.904488518,-0.458768267,-0.999379244,-0.905469729,-0.997319061,-0.984460436,-0.98210334,-0.981377871,-0.982346689,-0.831419624,-0.866722338,-0.991169669,-0.974413488,-0.969337161,-0.954109338,-0.83874739,0.53506785,-0.663555272,-0.857635699,-0.448872651,-0.991546664,-0.717753073,-0.976004907,-0.83802714,-0.991654489,-0.999701481,-0.995896205,-0.915292276,-0.996648682,-0.993691687,-0.948798931,-0.981748434,-0.994797913,-0.88071018,-0.979582463,-0.976539666,-0.894358038,-0.990446327,-0.971341336,-0.964363257,-0.790474948,-0.985990744,-0.972640354,-0.990261221,-0.902067788,-0.986310663,-0.99419332,-1,-0.989466923,-0.996389483,-0.987734864,-0.987017551,-0.669592902,-0.9759238,-0.98548736,-0.986130503,-0.997089563
f22,-0.99769622,-0.990641031,-1,-0.999381733,-0.886046022,-0.972145784,-0.963218234,-0.986057223,0.337732794,-0.980805737,-0.938439453,-0.967676061,-0.915629614,-0.947047648,-0.924584662,-0.816298994,-0.999990453,0.16319466,-0.681653784,-0.945140638,-0.883589358,-0.983661709,-0.983875742,-0.977330211,-0.932689802,-1,-0.991637531,-0.973975236,-0.959179622,-0.522429495,-0.866473807,-0.764240604,-0.964423758,-0.864634744,-0.882929886,-0.985895877,-0.940128044,-0.958720548,-1,-0.947703439,-0.885222155,-0.908805539,-0.87105234,-0.999990006,-0.698189759,-0.99734698,-0.934073229,-0.961710734,0.688952442,-0.803454223,-0.381264191,-0.960172215,-0.991722745,-0.741488517,-0.98904207,-0.984043716,-0.913907985,-0.895154223,-0.930450265,-0.854706131,-0.781834311,-0.717313335,-0.990775091,-0.98052061,-0.946228823,-0.881847339,-0.800857972,-0.888288258,-0.997314591,-0.966527298,-0.966379022,-0.999151677,-0.999606941,-0.99906659,-0.751491991,-0.958726752,-0.969920833,-0.980664233,-0.951021608,-1,-0.986624056,-0.945717583,-0.769222179,-0.996895532,-0.932137673,-1,-0.99214121,-0.926914153,-0.931650682,-0.982433229,-0.864449049,-0.820002606,-0.991343573,-0.953832564,-0.911904289,-0.956574812,-0.863304465,0.594857749,-0.74364856,-0.863261039,-0.635858034,-0.995521935,-0.607006074,-0.954128321,-0.866263633,-0.966013003,-1,-0.992062424,-0.745303795,-1,-0.984793041,-0.970148517,-0.94367036,-0.985023743,-0.903499754,-0.95909277,-0.931802673,-0.95145601,-0.993259025,-0.92638994,-0.839696267,-0.881233172,-0.979937083,-0.998935168,-0.998324461,-0.93693633,-1,-0.980334605,-1,-0.982979449,-0.988783467,-0.9092429,-0.95480336,-0.385780488,-0.960590965,-0.988767206,-0.996644334,-0.987347292
f23,-0.999840357,-0.998432694,-0.998994414,-0.994239382,-0.989849151,-0.997503274,-0.980008309,-0.99720687,0.712769166,-0.972387004,-0.993219668,-0.99763244,-0.97385053,-0.99365311,-0.954795159,-0.976689013,-0.990175314,0.551254015,-0.065405306,-0.970214911,-0.991000368,-0.998151569,-0.997868502,-0.998250017,-0.934204561,-0.999989706,-0.99928183,-0.998022286,-0.970501711,-0.616243882,-0.989188982,-0.894491108,-0.996427039,-0.989040081,-0.893023364,-0.91516606,-0.958772409,-0.971513949,-1,-0.995922841,-0.979131036,-0.969632874,-0.983982378,-0.989745148,-0.480384735,-0.993538489,-0.974605491,-0.979434708,0.86751076,-0.853166511,-0.447672592,-0.955453113,-0.999289149,-0.199568956,-0.997823075,-0.998295574,-0.991570798,-0.78845871,-0.981269388,-0.963044895,-0.839096409,-0.722516866,-0.980868711,-0.996720552,-0.991672684,-0.796350462,-0.82563365,-0.992985618,-0.993459605,-0.996881538,-0.955668214,-0.999827148,-0.993207838,-0.99926138,-0.743773158,-0.956996776,-0.996849528,-0.996744732,-0.996820014,-0.99981511,-0.996613811,-0.974694062,-0.303243167,-0.999766927,-0.9306069,-0.998244116,-0.995915443,-0.970480623,-0.952977349,-0.997740057,-0.846477308,-0.722668005,-0.998145515,-0.995722158,-0.915355854,-0.996689002,-0.835313172,0.850948024,-0.616140985,-0.83918498,-0.185317495,-0.998104782,-0.67662331,-0.923602168,-0.821601571,-0.978401382,-0.99978715,-0.996870066,-0.846810503,-0.999072216,-0.997296718,-0.995736801,-0.947928814,-0.997349611,-0.862253376,-0.957178135,-0.954698153,-0.836063914,-0.999448717,-0.978599612,-0.93811011,-0.75786013,-0.995588877,-0.998564385,-0.998365726,-0.992728943,-0.99671048,-0.99598646,-1,-0.998308735,-0.998570008,-0.972273127,-0.977733318,-0.544594335,-0.962180275,-0.998978803,-0.995833562,-0.998949295
f24,-0.995275788,-0.983508884,-0.982729418,-0.645254606,-0.890627985,-0.994316182,-0.982057222,-0.983864219,0.570590068,-0.993082548,-0.925822037,-0.989596117,-0.987085007,-0.98485603,-0.967438356,-0.965496576,0.09257538,0.370801919,-0.456997037,-0.975552144,-0.990176222,-0.989526717,-0.977481868,-0.993269043,-0.984139482,-0.996260949,-0.993597487,-0.994828495,-0.976270399,-0.851119583,-0.943565471,-0.914674944,-0.981000279,-0.942788195,-0.966223894,-0.943772198,-0.979435705,-0.984662879,-1,-0.986039562,-0.989072103,-0.98640527,-0.937800501,0.140412817,-0.711791729,-0.977608791,-0.978527124,-0.982372167,1,-0.93608891,-0.707384771,-0.992946601,-0.99366273,-0.548500898,-0.990111753,-0.869195741,-0.977654661,-0.92886812,-0.986357689,-0.970318173,-0.918945955,-0.848588058,-0.989137811,-0.974453962,-0.962320589,-0.840264191,-0.864523986,-0.984724248,-0.97733543,-0.993027938,-0.984998216,-0.982661334,0.354952299,-0.991843128,-0.898501747,-0.96626921,-0.88949193,-0.974642315,-0.927146412,-0.998219335,-0.954594123,-0.984139482,-0.711791729,-0.998638315,-0.97260662,-0.992621947,-0.870343934,-0.979730258,-0.977691048,-0.974857282,-0.987085007,-0.792766471,-0.907582316,-0.955893974,-0.957756643,-0.980339043,-0.926568067,0.815476467,-0.875943409,-0.893517013,-0.46000827,-0.99166887,-0.80601079,-0.989284016,-0.928414685,-0.993839322,-0.993119771,-0.967652555,-0.928670719,-0.995407016,-0.991130789,-0.980780336,-0.976127655,-0.910676158,-0.950099254,-0.972864919,-0.975239466,-0.853500926,-0.997461424,-0.984187063,-0.980865418,-0.906948606,-0.974827705,-0.989001777,-0.918223755,-0.980982703,-0.862017931,-0.95436982,-1,-0.989412264,-0.923806117,-0.964375011,-0.968793605,-0.653468072,-0.946194325,-0.991779979,-0.471003251,-0.903356338
f25,-0.958696405,-0.988394041,-0.951856247,-0.978673044,-0.989673285,-0.949003263,-0.99276301,-0.99210622,0.659945144,-0.993359818,-0.898038212,-0.916730654,-0.987729189,-0.947282016,-0.993694476,-0.990735538,-0.93017194,0.49982779,-0.597871572,-0.984198542,-0.953043349,-0.947135297,-0.962132534,-0.938356975,-0.963187566,-0.995871742,-0.916612297,-0.984150565,-0.986443542,-0.664909245,-0.935711939,-0.885507754,-0.98868115,-0.934826497,-0.977167925,-0.976618527,-0.982748355,-0.981825255,-1,-0.968069663,-0.9886244,-0.976852788,-0.942266949,-0.927114581,-0.744822903,-0.956599571,-0.984307306,-0.987857475,0.986981785,-0.91566885,-0.798198143,-0.988549102,-0.917462027,-0.51888938,-0.937774746,-0.983981456,-0.980588509,-0.916378064,-0.990141519,-0.979976267,-0.868886382,-0.696509836,-0.994874147,-0.960292491,-0.927641838,-0.858944236,-0.905673716,-0.989547256,-0.956069722,-0.958200191,-0.986792145,-0.957632011,-0.969933808,-0.980693955,-0.823891548,-0.959060112,-0.963062406,-0.960585257,-0.990508274,-0.855340702,-0.95494224,-0.973785085,-0.61793156,-0.989114572,-0.964925002,-0.978560598,-0.982425321,-0.980481044,-0.989179376,-0.955338931,-0.956494397,-0.794915701,-0.948966303,-0.971351231,-0.980522876,-0.927291744,-0.95622667,0.92359189,-0.696053112,-0.879405814,-0.616567826,-0.981043689,-0.670466473,-0.941038434,-0.952099215,-0.995166974,-0.977146465,-0.986556253,-0.947115592,-0.906133346,-0.971273582,-0.968047526,-0.952902395,-0.959472357,-0.963513496,-0.981181038,-0.984212486,-0.95979636,-0.95136757,-0.984000535,-0.975413756,-0.94518294,-0.947346742,-0.962292444,-0.950613742,-0.957261302,-0.971235688,-0.986441169,-1,-0.973049129,-0.973201248,-0.98335074,-0.99478953,-0.690889899,-0.98101092,-0.934832428,-0.963232763,-0.972616948
f26,-0.994713986,-0.99411594,-0.995330709,-0.995280947,-0.991371929,-0.991714334,-0.947737865,-0.996693007,0.459543292,-0.964862398,-0.986892323,-0.97942957,-0.883682421,-0.981998794,-0.973214646,-0.949757268,-0.996827284,0.416812737,0.150251618,-0.948448695,-0.995666499,-0.997007329,-0.986841809,-0.991379115,-0.89983764,-0.996995066,-0.984108187,-0.992263158,-0.950871978,-0.558445545,-0.993235997,-0.867446425,-0.995554181,-0.993142836,-0.953408347,-0.935605296,-0.956800943,-0.956090114,-1,-0.984433382,-0.968465012,-0.844909894,-0.992377303,-0.996688369,-0.428105235,-0.99458478,-0.940064136,-0.984781783,0.722792591,-0.90058078,-0.427782131,-0.991050008,-0.984270126,-0.091058894,-0.994145429,-0.988862535,-0.99524698,-0.837244408,-0.980258322,-0.806105057,-0.627977609,-0.381666374,-0.95319833,-0.984143159,-0.995166022,-0.905055776,-0.810192328,-0.983947066,-0.994518669,-0.990020379,-0.960290471,-0.990199248,-0.997521922,-0.991180715,-0.511708495,-0.926122182,-0.970823473,-0.984260072,-0.994969207,-0.988241524,-0.997140891,-0.925685991,-0.216471862,-0.995657315,-0.89983764,-0.989356893,-0.990962162,-0.927253047,-0.969095065,-0.98588027,-0.822292587,-0.73452128,-0.991775479,-0.992611774,-0.956849409,-0.99694774,-0.836089145,0.666103927,-0.380827854,-0.788205074,-0.176810798,-0.992591598,-0.302560766,-0.920912293,-0.823924264,-0.951453566,-0.992374393,-0.990179753,-0.850063409,-0.997083099,-0.991318283,-0.997660931,-0.93995105,-0.979744624,-0.809529981,-0.9823585,-0.96499164,-0.837106923,-0.997075279,-0.881937657,-0.957172514,-0.692840815,-0.977790444,-0.996835193,-0.992995668,-0.99423253,-0.991909968,-0.997828189,-1,-0.991164083,-0.99250541,-0.809126083,-0.91802241,-0.405342531,-0.932293476,-0.982478522,-0.990174577,-0.996396589
