,or4331,or4359,or4344,or4440,or4378,or4332,or2066,or4397,or567,or2135,or4328,or4329,or73,or4413,or2096,or2070,or2738,or1,or1885,or2055,or3300,or3583,or4388,or4375,or353,or4392,or2620,or4500,or2061,or2236,or2831,or1995,or4280,or2548,or2176,or2147,or2064,or2060,or4293,or4486,or2116,or191,or2265,or3021,or187,or3017,or2058,or2084,or1416,or2099,or2203,or1992,or2903,or1036,or4149,or4321,or2451,or2222,or2065,or1985,or2029,or568,or2149,or2617,or3114,or2080,or2090,or4387,or2734,or3186,or2124,or4319,or2455,or4322,or2111,or2059,or2266,or2900,or4412,or4434,or4333,or70,or470,or4399,or636,or4325,or4411,or2057,or2095,or4363,or356,or2126,or3681,or4374,or2069,or3397,or639,or1133,or285,or2228,or1319,or4350,or851,or2128,or922,or2133,or4316,or4379,or2016,or4362,or4360,or3680,or2148,or2549,or757,or2086,or2115,or2170,or4030,or2068,or2114,or2098,or2334,or3866,or4247,or4354,or4323,or4358,or4467,or4256,or3398,or2112,or2094,or1983,or2052,or4390,or4492,or4334
f944,-0.888423989,-0.821935661,-0.67992775,-0.721128564,-0.770766171,-0.78110067,-1,-0.878295265,-0.52270841,-1,-0.905869173,-0.904588792,-0.916573894,-0.912133891,-1,-1,-0.501918287,-0.623853669,-0.115802055,-1,-0.048517274,-0.042138235,-0.835265336,-0.304936324,-1,-0.754188099,-0.679264696,-0.297619864,-1,-0.65647969,0.321878501,-1,-0.638681208,0.271509248,-1,-1,-1,-1,-0.464938153,-0.675448751,-1,-1,0.233440794,-0.461645198,-0.572558429,-0.221940234,-1,-1,-0.446396368,-0.722846442,-0.763263129,-1,-0.675995153,-0.429018464,-0.004984338,-0.695863914,-0.253035188,-0.675434326,-1,-1,-1,-0.807134304,-1,-0.774172897,0.449367812,-0.66539743,-0.885655416,-0.821135423,-0.237213343,-0.670530672,-1,-0.832978942,-0.516336283,-0.782335322,-0.812895064,-1,-0.268931293,-0.772869653,-0.756384754,-0.790863571,-0.785902097,-1,-0.642209597,-0.861330224,-0.744910658,-0.844959645,-0.883896929,-1,-1,-0.561629741,-0.834609153,-0.506820785,-0.008322473,-0.409195875,-1,0.475844251,-0.774904944,-0.46340808,-0.805136665,-0.461818183,-0.360050625,-0.887257928,-0.807527723,-1,-0.777121863,-1,-0.696869927,-0.763632622,-0.661946097,-0.703980611,-0.908978668,0.523538423,-1,-0.235971321,-1,-1,-1,-1,0.356883188,-1,-1,-0.733044732,-0.77808263,-0.021514964,0.027253813,-0.736698905,-0.795550678,-0.768396364,1,-0.91688959,-0.016096211,-1,-1,-0.480137166,-0.935500739,-0.405309006,-0.629146947,-0.831081236
f945,-0.933885032,-0.851544805,-0.401737998,-0.942974729,-0.776399355,-0.889147138,-1,-0.88671927,0.062819535,-1,-0.944159055,-0.955262106,-0.955070842,-0.976935262,-1,-1,-0.947131521,-0.210572034,-0.846893263,-1,0.749485559,0.767724171,-0.921627263,0.319605027,-1,-0.835332687,-0.75709485,0.337814031,-1,-0.968523799,1,-1,-1,0.954906808,-1,-1,-1,-1,-0.1972346,-0.929574933,-1,-0.978331489,0.776606611,-0.943103592,-0.518943533,0.502287229,-1,-1,0.185031365,-0.793069782,-0.8539123,-1,-0.743060593,-0.884686639,0.767724171,-0.889916949,0.40185643,-0.851424291,-1,-1,-1,-0.821940767,-1,-0.84574161,0.931338732,-0.765265366,-0.986743128,-0.950317547,0.450176909,-0.736872493,-1,-0.853824631,-0.94996225,-0.896904469,-0.983969137,-1,-0.112171214,-0.84192216,-0.929917541,-0.812491673,-0.840678618,-1,-0.884679068,-0.933352085,-0.824460872,-0.907208101,-0.892818547,-0.986007524,-1,0.292483975,-0.901650444,-0.949853821,-0.096685369,-0.403366445,-0.953495708,0.958548609,-0.894387295,0.160386614,-0.811351174,-0.95484408,-0.871458642,-0.798635065,-0.82230399,-1,-0.895427454,-1,-0.756709944,-0.81459385,-0.897844648,-0.725118062,-0.886837703,0.958548609,-1,-0.054864244,-0.977438682,-1,-1,-0.972130962,0.252661031,-1,-1,-0.952077051,-0.849531451,0.767724171,-0.096685369,-0.413107522,-0.858473108,-0.981312654,0.201586996,-1,-0.096685369,-1,-1,-0.67058814,-0.960053488,0.366504315,-0.150305704,-0.979007831
f946,-0.886792453,-0.877358491,-0.698113208,-1,-0.830188679,-0.905660377,-1,-0.933962264,0.086829013,-1,-0.952830189,-0.962264151,-1,-0.924528302,-1,-1,-0.544207158,-0.192738571,-0.845801607,-1,-0.188679245,-0.216981132,-0.858490566,-0.443396226,-1,-0.68864811,-0.754716981,0.424528302,-1,-0.96781274,0.160377358,-1,-0.613207547,0.122641509,-1,-1,-1,-1,-0.216981132,-0.518675395,-1,-0.97784199,0.20754717,-0.519237511,-0.571452967,-0.226415094,-1,-1,0.208625833,-0.788395154,-0.904210684,-1,-0.773584906,-0.882081669,-0.226415094,-0.905660377,-0.235849057,-0.848067912,-1,-1,-1,-0.868496582,-1,-0.735849057,0.150943396,-0.759962625,-0.98644365,-0.933962264,-0.235849057,-0.867924528,-1,-0.867924528,-0.518867925,-0.943396226,-0.983606994,-1,-0.083163671,-0.754716981,-0.811320755,-0.91509434,-0.877358491,-1,-0.882073926,-0.886792453,-0.820495379,-0.91509434,-0.933962264,-1,-1,-0.688679245,-1,-0.948721001,-0.254716981,-0.575471698,-1,0.141509434,-1,0.186600167,-0.818587504,-0.953823992,-0.868554846,-0.877358491,-0.868764836,-1,-1,-1,-0.839622642,-0.858490566,-0.986554257,-0.811320755,-0.952830189,0.103773585,-1,-0.093637923,-0.976929014,-1,-1,-1,-0.245283019,-1,-1,-0.950994454,-0.726415094,-0.216981132,-0.301886792,-0.698113208,-0.943396226,-0.89570494,-0.056603774,-0.886792453,-0.179245283,-1,-1,-0.706318374,-0.959151082,-0.245283019,-0.443396226,-0.905660377
f947,-0.933966531,-0.854364541,-0.859791949,-0.770239711,-0.886928991,-0.863410222,-1,-0.929443691,-1,-1,-0.975576662,-0.956580733,-0.323297877,-0.790140208,-1,-1,-0.628521618,-1,-1,-1,-0.148801447,-0.13794663,-0.940298507,-0.453640886,-1,-0.843494074,-0.863410222,-0.138851199,-1,-1,-0.120759837,-1,-0.73767526,-0.078245138,-1,-1,-1,-1,-0.658977838,-0.675093918,-1,-1,-0.089099955,-0.610091691,-0.066537214,-0.296246043,-1,-1,-1,-1,-0.866648174,-1,-0.82180009,-1,-0.127091814,-0.877883311,-0.296246043,-1,-1,-1,-1,-0.292290763,-1,-0.910447761,-0.099050204,-1,-1,-0.935775667,-0.298055179,-0.819990954,-1,-0.91587517,-0.628222524,-0.905924921,-1,-1,-0.492477589,-0.917684306,-0.854364541,-0.878787879,-0.876074175,-1,-1,-0.853459973,-1,-0.955676165,-0.923111714,-1,-1,-0.813658978,0.481295368,-1,-0.224785165,-0.568521031,-1,-0.10990502,0.466200801,-1,-0.868282202,-1,-1,-0.885119855,-0.293734416,-1,0.451760476,-1,-0.750339213,-0.848032564,0.340576757,-0.732247852,-0.923111714,-0.10990502,-1,-0.472023803,-1,-1,-1,-1,-0.347806422,-1,-1,-1,-0.917684306,-0.130710086,-0.206693804,-0.735866124,-0.910447761,-0.660900613,0.73767526,-0.880597015,-0.224785165,-1,-1,-0.364131379,-1,-0.603799186,-0.667118951,-0.92492085
f948,-0.852731591,-0.878859857,-0.691211401,-0.662707838,-0.80760095,-0.798099762,-1,-0.86935867,-1,-1,-0.871733967,-0.881235154,-1,-0.888361045,-1,-1,-0.543350065,-1,-1,-1,0.211401425,0.220902613,-0.864608076,-0.342042755,-1,-0.752944416,-0.684085511,-0.071258907,-1,-1,0.42280285,-1,-0.494061758,0.410926366,-1,-1,-1,-1,-0.520190024,-0.379514276,-1,-1,0.394299287,-0.513289835,-1,0,-1,-1,-1,-1,0.983577709,-1,-0.67695962,-1,0.251781473,-0.717339667,-0.040380048,-1,-1,-1,-1,-1,-1,-0.786223278,0.534441805,-1,-1,-0.819477435,-0.009501188,-0.669833729,-1,-0.847980998,-0.551068884,-0.748218527,-1,-1,-0.112327674,-0.783847981,-0.767220903,-0.817102138,-0.767220903,-1,-1,-0.857482185,-1,-0.855106888,-0.852731591,-1,-1,-0.536817102,-1,-1,0.247030879,-0.501187648,-1,0.534441805,-1,-1,-1,-1,-1,-0.809976247,-1,-1,-1,-1,-0.698337292,-0.788598575,-1,-0.762470309,-0.926365796,0.541567696,-1,-0.082271648,-1,-1,-1,-1,0.978622328,-1,-1,-1,-0.786223278,0.2304038,0.251781473,-0.700712589,-0.793349169,-0.787536256,0.928741093,-0.93824228,0.225653207,-1,-1,-1,-1,-0.342042755,-0.467933492,-0.798099762
f949,-0.887640449,-0.752808989,0.078651685,-0.95505618,-0.820224719,-0.842696629,-1,-0.887640449,-1,-1,-0.887640449,-0.93258427,-1,-0.97752809,-1,-1,-0.9321432,-1,-0.900448382,-1,0.505617978,0.505617978,-0.887640449,0.573033708,-1,-0.932577527,-0.707865169,0.235955056,-1,-1,1,-1,-0.303370787,1,-1,-1,-1,-1,-0.191011236,-0.449667507,-1,-1,1,-0.928425809,-1,0.505617978,-1,-1,-0.866435526,-1,-1,-1,-0.707865169,-1,0.505617978,-0.865168539,0.505617978,-1,-1,-1,-1,-0.893642294,-1,-0.775280899,1,-1,-1,-0.91011236,0.505617978,-0.707865169,-1,-0.865168539,-0.93258427,-0.887640449,-1,-1,0.238307841,-0.775280899,-0.887640449,-0.775280899,-0.865168539,-1,-1,-0.93258427,-1,-0.93258427,-0.887640449,-0.398228612,-1,-0.033707865,-1,-1,0.235955056,-0.505617978,1,1,-0.64453422,-1,-0.892540669,-1,-1,-0.752808989,-0.893859253,-1,-0.648035132,-1,-0.820224719,-0.775280899,-1,-0.617977528,-0.842696629,1,-1,0.276813075,-1,-1,-1,0.198557685,0.483146067,-1,-1,-1,-0.775280899,0.505617978,0.235955056,-0.303370787,-0.887640449,-0.977415166,0.280898876,-0.842696629,0.235955056,-1,-1,-1,-1,-0.101123596,-0.101123596,-0.95505618
f950,-0.949402979,-0.945576465,-0.851403493,-0.907893301,-0.887000538,-0.844536244,-1,-0.969232249,-1,-1,-0.933560386,-0.931728523,-1,-0.976194379,-1,-1,-0.697706666,-1,-1,-1,-0.270838875,-0.249750307,-0.914861011,-0.67211716,-1,-0.899479852,-0.823805745,-0.505270662,-1,-1,0.26347025,-1,-0.697663161,0.208237622,-1,-1,-1,-1,-0.732791862,-0.847693344,-1,-1,0.129553115,-0.669515558,-1,-0.312476311,-1,-1,-1,-1,-1,-1,-0.815979373,-1,-0.140058877,-0.938616994,-0.429117375,-1,-1,-1,-1,-1,-1,-0.867482786,0.281917733,-1,-1,-0.925781927,-0.370154503,-0.798328123,-1,-0.864268065,-0.723135535,-0.923928573,-1,-1,-0.621073583,-0.861528523,-0.929769375,-0.895089984,-0.815277581,-1,-1,-0.9644637,-1,-0.925032882,-0.94252709,-1,-1,-0.850011559,-1,-1,-0.487637038,-0.712098296,-1,0.501596189,-1,-1,-1,-1,-1,-0.947104943,-1,-1,-1,-1,-0.886653604,-0.914745132,-1,-0.835848819,-0.971849189,0.552530275,-1,-0.578449637,-1,-1,-1,-1,0.451191413,-1,-1,-1,-0.877206124,-0.21598736,-0.322447215,-0.791899538,-0.890749019,-0.943187038,-0.203288128,-0.936116527,-0.510830196,-1,-1,-1,-1,-0.685839461,-0.760271324,-0.88088897
f951,-0.97395773,-0.970676552,-0.840467182,-0.941597151,-0.945408819,-0.923358741,-1,-0.987378477,-0.764982528,-1,-0.962106676,-0.966999666,-0.6928575,-0.990603682,-1,-1,-0.86052129,-0.806439788,-0.17862487,-0.828584119,-0.478627245,-0.440979849,-0.965250972,-0.782881929,-0.743035463,-0.949955048,-0.857163039,-0.724275436,-1,-0.567519156,0.093603295,-0.864756963,-0.844527713,0.011365104,-1,-1,-1,-1,-0.859929119,-0.860852741,-1,-0.775533584,-0.059301944,-0.854320742,-0.786254182,-0.568367553,-1,-1,-0.375391216,-0.721167453,-0.857012809,-1,-0.844437802,-0.215216324,-0.359322963,-0.964188632,-0.660433385,-0.561607595,-1,-1,-1,-0.724325495,-1,-0.915106447,0.488100605,-0.755021227,-0.638678529,-0.963009338,-0.604666869,-0.823099854,-1,-0.927898209,-0.880933557,-0.954168711,-0.900001781,-1,-0.760107135,-0.910813308,-0.974860468,-0.893997474,-0.915184533,-0.741830085,-0.352869056,-0.985155949,-1,-0.95696859,-0.972612835,-1,-1,-0.870750306,-0.723495242,-0.683403513,-0.638013356,-0.816650269,-0.8336096,0.615969803,-0.637375278,-0.395994875,-0.788281341,-0.562822499,-0.158489685,-0.965897161,-0.67777017,-0.881129063,-0.546176522,-1,-0.937367718,-0.956067188,-0.617224957,-0.864971369,-0.984951032,0.678765175,-1,-0.714821264,-0.959704292,-0.741637484,-1,-1,0.370448185,-0.745977652,-1,0.221902845,-0.921442239,-0.399663167,-0.626408296,-0.854497149,-0.94307731,-0.980261756,-0.585937224,-0.969649058,-0.646590189,-1,-1,-0.647855856,-0.911453379,-0.75273687,-0.84494258,-0.948116604
f952,-0.939893229,-0.926736821,-0.647601541,-0.87692744,-0.910226973,-0.840655085,-1,-0.976533363,-0.779809509,-1,-0.926173064,-0.935406933,-1,-0.98383716,-1,-1,-0.806083006,-0.806439788,-0.17862487,-0.828584119,-0.260503738,-0.217444849,-0.944936398,-0.530707654,-0.743035463,-0.910341681,-0.746656888,-0.402562493,-1,-0.603489875,0.144403407,-0.864756963,-0.697847763,0.030583328,-1,-1,-1,-1,-0.663787073,-0.634110146,-1,-0.775533584,-0.068908786,-0.781524466,-0.786254182,-0.343524472,-1,-1,-0.391357699,-0.721167453,-0.866826532,-1,-0.714657542,-0.256202546,0.077281609,-0.92099904,-0.531575107,-0.561607595,-1,-1,-1,-0.724325495,-1,-0.867786772,0.323509799,-0.755021227,-0.638678529,-0.935876818,-0.427332427,-0.671365367,-1,-0.867752095,-0.833989363,-0.90290609,-0.900001781,-1,-0.527924575,-0.860600913,-0.959237878,-0.830501156,-0.833429559,-0.741830085,-0.460772369,-0.968428883,-1,-0.921411355,-0.937212717,-1,-1,-0.655327449,-1,-0.683403513,-0.184460762,-0.577062435,-1,0.533895001,-1,-0.410503196,-0.788281341,-0.562822499,-0.28340157,-0.923426192,-0.67777017,-0.881129063,-1,-1,-0.896617377,-0.92788529,-0.774324339,-0.700866519,-0.965837267,0.717132421,-1,-0.455556831,-0.959704292,-1,-1,-1,0.830522626,-0.745977652,-1,0.221902845,-0.877009379,-0.097505214,-0.055207005,-0.616487925,-0.894205836,-0.953829493,-0.091397972,-0.933051927,-0.258558405,-1,-1,-0.647855856,-0.911453379,-0.370476457,-0.597657835,-0.89595469
f953,-0.954073107,-0.933164469,-0.788071761,-0.879759,-0.891128181,-0.858604943,-1,-0.966887863,-1,-1,-0.939105569,-0.942472592,-0.030446995,-0.96475744,-1,-1,-0.818251859,-1,-1,-1,-0.494597491,-0.433139513,-0.942307454,-0.770046879,-1,-0.928955848,-0.823822411,-0.782972548,-1,-0.886451674,0.264806515,-1,-0.84340167,0.160031989,-1,-1,-1,-1,-0.840678475,-0.831718392,-1,-1,0.073337978,-0.802354699,-1,-0.639821182,-1,-1,-1,-1,-1,-1,-0.817651737,-0.870619291,-0.223919505,-0.897719623,-0.653188042,-1,-1,-1,-1,-1,-1,-0.876329479,0.506428637,-1,-1,-0.931809033,-0.595289161,-0.789631771,-1,-0.890494037,-0.829840271,-0.910066253,-1,-1,-0.392034677,-0.889471166,-0.911887703,-0.816538199,-0.873538855,-1,-0.65938292,-0.950778971,-1,-0.937248909,-0.935110212,-1,-1,-0.903713892,-0.318888175,-1,-0.233691881,-0.6348607,-1,0.562256425,0.144693066,-1,-1,-1,-1,-0.924617425,-1,-1,0.133419205,-1,-0.855463093,-0.905872836,-0.504086293,-0.740017438,-0.964076113,0.698179563,-1,-0.500522299,-1,-1,-1,-1,0.6161478,-1,-1,-1,-0.876674015,-0.288156839,-0.177867438,-0.832989868,-0.898909393,-0.923144963,-0.20808015,-0.940087243,-0.115348738,-1,-1,-1,-1,-0.711407165,-0.85335943,-0.905217565
f954,-0.979628517,-0.980827116,-0.602864743,-0.928423946,-0.92085685,-0.903635021,-1,-0.993751506,-1,-1,-0.966693316,-0.975195218,-1,-0.994739646,-1,-1,-0.940622189,-1,-1,-1,-0.680462257,-0.592942975,-0.97499413,-0.921546242,-1,-0.951922616,-0.851053107,-0.988706294,-1,-1,0.011004147,-1,-0.902073167,-0.162318685,-1,-1,-1,-1,-0.959924805,-0.90028831,-1,-1,-0.285889246,-0.941171211,-1,-0.802662682,-1,-1,-1,-1,-1,-1,-0.855931105,-1,-0.410194967,-0.983914425,-0.82298083,-1,-1,-1,-1,-1,-1,-0.899058293,0.037135459,-1,-1,-0.982292029,-0.813131496,-0.841542883,-1,-0.943136503,-0.939342144,-0.952346176,-1,-1,-0.729340985,-0.901242509,-0.932991304,-0.823825903,-0.951086675,-1,-1,-0.985064012,-1,-0.954954551,-0.95472139,-1,-1,-0.898150155,-1,-1,-0.582110185,-0.7725716,-1,0.02986639,-1,-1,-1,-1,-0.034491411,-0.841091337,-1,-1,-1,-1,-0.944883588,-0.938926275,-1,-0.861497415,-0.994359454,0.303535234,-1,-0.82855365,-1,0.997017557,-1,-1,0.536502915,-1,-1,-1,-0.915195762,-0.382837668,-0.603753421,-0.953425852,-0.956050082,-0.99160061,-0.834041375,-0.984511201,-0.548907649,-1,-1,-1,-1,-0.799458613,-0.941257523,-0.934302699
f955,-0.961577441,-0.954893976,-0.826376855,-0.907899748,-0.905888573,-0.906586576,-1,-0.968124068,-0.905343501,-1,-0.938503434,-0.948620639,-1,-0.969991749,-1,-1,-0.882275399,-1,-1,-1,-0.58625155,-0.534517619,-0.967803361,-0.837500652,-1,-0.926534408,-0.850203944,-0.878711968,-1,-1,0.042916906,-1,-0.793932285,-0.040896272,-1,-1,-1,-1,-0.839169782,-0.854944787,-1,-1,-0.150172238,-0.866516381,-1,-0.686432735,-1,-1,-0.910300569,-1,-0.9373485,-1,-0.833953377,-1,-0.399827359,-0.915860582,-0.703847063,-1,-1,-1,-1,-1,-1,-0.892407915,0.374046857,-1,-1,-0.945885549,-0.69374418,-0.799763667,-1,-0.907552746,-0.896077803,-0.916716641,-1,-1,-0.513370636,-0.889723619,-0.906696616,-0.85254531,-0.913006976,-1,-1,-0.96206013,-1,-0.930478516,-0.931896506,-1,-1,-0.916944838,-0.612251353,-1,-0.214305157,-0.693003382,0.06224828,0.534250339,-1,-0.907377841,-1,-1,-1,-0.925665102,-1,-1,-0.394980381,-1,-0.904045487,-0.925037936,-1,-0.781363101,-0.968766705,0.633111168,-1,-0.664071185,-1,-1,-1,-1,1,-1,-1,-1,-0.901313822,-0.47650039,-0.159744345,-0.889023293,-0.907380682,-0.956867563,-0.356621847,-0.957069216,-0.114071982,-1,-1,-1,-1,-0.654672039,-0.859164714,-0.932650284
f956,-0.973478913,-0.964215313,-0.843833296,-0.913534614,-0.915960205,-0.902546237,-1,-0.979691723,-1,-1,-0.949616379,-0.963428499,-1,-0.983238444,-1,-1,-0.876881016,-1,-1,-1,-0.623320121,-0.610990911,-0.958205208,-0.788629811,-1,-0.941995499,-0.806113395,-0.908929011,-1,-1,0.113270657,-1,-0.834925198,0.012036625,-1,-1,-1,-1,-0.889089199,-0.892328123,-1,-1,-0.083385735,-0.851472339,-1,-0.680003585,-1,-1,-0.935713528,-1,-1,-1,-0.786850269,-1,-0.543837611,-0.946185833,-0.714368919,-1,-1,-1,-1,-1,-1,-0.876617801,0.318574969,-1,-1,-0.948693042,-0.707153331,-0.768448037,-1,-0.919831666,-0.89279134,-0.944361015,-1,-1,-0.528487393,-0.868000194,-0.944365119,-0.903843191,-0.927454032,-1,-1,-0.974533916,-1,-0.947629889,-0.960090374,-1,-1,-0.947659337,-1,-1,-0.355176783,-0.712122837,-1,0.418336279,-1,-1,-1,-1,-1,-0.940286794,-1,-1,-1,-1,-0.922280286,-0.94157127,-1,-0.785522806,-0.976818323,0.515900326,-1,-0.649574778,-1,-1,-1,-1,0.984103386,-1,-1,-1,-0.884870472,-0.571049436,-0.327224313,-0.890709303,-0.939499282,-0.967199993,-0.662842314,-0.961864362,-0.239787133,-1,-1,-1,-1,-0.740487221,-0.856603198,-0.950113093
f957,-0.998163866,-0.990548774,-0.831828255,-0.956464799,-0.912101715,-0.962679108,-1,-0.986064194,-0.928169956,-1,-0.911687774,-0.944251585,-0.983011108,-0.997145233,-1,-1,-0.835371865,-0.933205281,-1,-1,-0.64858204,-0.630100017,-0.950471085,-0.857678172,-0.997055852,-0.885205465,-0.697708692,-0.544176064,-1,-0.939490839,-0.414877166,-1,-0.958472219,-0.460618972,-1,-1,-1,-1,-1,-0.896587512,-1,-1,-0.478974477,-0.817054519,-0.986439071,-0.679266896,-1,-1,-0.914377822,-0.987530044,-0.913996583,-1,-0.694019555,-0.641854257,-0.571066025,-0.956258477,-1,-1,-1,-1,-1,-0.965767383,-1,-0.857184427,-0.156782846,-1,-0.986834571,-0.989482129,-0.698120038,-0.74289901,-1,-0.927708209,-0.847539856,-0.962617471,-1,-1,-0.056927156,-0.863255998,-0.962638233,-0.842715299,-0.968879144,-0.997042035,-0.307112982,-0.98074719,-1,-0.945895672,-0.990407333,-1,-1,-1,-0.672790452,-1,-0.311751941,-0.711174759,-1,-0.154691729,-1,-0.992315644,-0.966560928,-0.992762002,0.257728362,-0.884475354,-0.965837214,-1,-0.617893351,-1,-0.909471437,-0.980379963,-0.451593231,-0.871538716,-0.99583723,0.578556545,-1,0.08890551,-1,-1,-1,-1,0.12244843,-0.967175894,-1,-0.882741536,-0.822114909,-0.591932428,-0.693008059,-0.956375263,-0.934680978,-0.991282461,-0.455675683,-0.945161867,1,-1,-1,-1,-1,-0.78653283,-0.958877726,-0.981884555
f958,-0.993663206,-0.99002292,-0.985169206,-0.970608063,-0.970608063,-0.969664285,-1,-0.999865175,-0.751385638,-1,-0.995820413,-0.976270729,-0.660833468,-0.999730349,-1,-1,-0.972179963,-0.792426584,-0.007540414,-0.792879857,-0.807334502,-0.76311177,-0.969124983,-0.970473237,-0.767468521,-0.998651611,-0.934474855,-0.96804638,-1,-0.554419745,-0.824996629,-0.836587153,-0.968316031,-0.842119455,-1,-1,-1,-1,-1,-0.994221769,-1,-0.728779412,-0.818659836,-0.966361642,-0.772532546,-0.851152757,-1,-1,-0.475446569,-0.697753969,-0.894603968,-1,-0.938789268,-0.139966807,-0.275178644,-0.987461238,-1,-0.498987352,-1,-1,-1,-0.67531992,-1,-0.97802346,-0.813131994,-0.703994529,-0.591051444,-0.996224889,-0.858298503,-0.935823109,-1,-0.983416476,-0.979102063,-0.990157746,-0.884484195,-1,-0.916114043,-0.976675206,-0.99676419,-0.841445328,-0.991236349,-0.766377756,-0.475375608,-0.998651746,-1,-0.988809492,-0.999325873,-1,-1,-1,-0.737958389,-0.625880905,-0.871781044,-0.88742079,-1,-1,-0.561844072,-0.435114445,-0.750511295,-0.556879756,-0.239533042,-0.99824727,-0.619050405,-0.856369402,-0.553506359,-1,-0.984629904,-0.991371174,-0.72630673,-0.82176082,-0.997573143,-1,-1,-0.923951788,-0.951311088,-0.989402859,-1,-1,-0.24538223,-0.74229841,-1,0.167064626,-0.981798571,-0.668464339,-0.90413914,-0.970473237,-0.985438857,-0.994037872,-0.970742888,-0.997573143,-0.850883106,-1,-1,-0.574507653,-0.893009979,-0.990697047,-0.985843333,-0.996090063
f959,-0.92591944,-0.886690018,-0.809281961,-0.91943958,-0.890542907,-0.657443082,-1,-0.96882662,-0.991482792,-1,-0.914535902,-0.930998249,-0.988752509,-0.989316988,-1,-1,-0.709142703,-0.994652656,-1,-1,0.088791594,0.138879159,-0.933975482,-0.543957968,-0.96970472,-0.896837319,-0.70647986,-0.680385289,-1,-0.974350544,0.476707531,-1,-0.777583187,0.253590193,-1,-1,-1,-1,-0.8117338,-0.912434326,-1,-1,0.399649737,-0.662157702,-0.988949166,0.055691769,-1,-1,-0.91625644,-0.987355487,1,-1,-0.704903678,-0.992004006,0.210157618,-1,-0.264623468,-0.988769224,-1,-1,-1,-0.99924235,-1,-0.776707531,0.088616462,-1,-0.990159436,-0.958318739,0.032924694,-0.690542907,-1,-0.795096322,-0.775831874,-0.900875657,-0.997921158,-1,-0.271821364,-0.802977233,-0.938353765,-0.800175131,-0.747810858,-0.96956261,-0.950619884,-0.975481611,-1,-0.879859895,-0.941330998,-1,-1,-0.842031524,-0.996036269,-0.996703738,-0.160945709,-0.637127846,-0.921306494,0.052539405,-1,-0.936013714,-1,-0.96721996,-0.992846444,-0.914711033,-0.999243896,-1,-0.988438762,-1,-0.827495622,-0.941155867,-0.966723663,-0.51558669,-0.935901926,0.110507881,-1,-0.153471509,-1,-0.88195664,-1,-1,0.24028021,-0.983161785,-1,-0.887602496,-0.790367776,0.186514886,0.12854641,-0.62206655,-0.894570928,-0.721197934,-0.190718039,-0.970052539,-0.068301226,-1,-1,-1,-1,-0.640455342,-0.900525394,-0.905429072
f960,-0.986007637,-0.971231728,-0.915810554,-0.984240293,-0.970053726,-0.94940689,-1,-0.996858203,-0.750194171,-1,-0.977554942,-0.986069283,-0.616563573,-0.994997901,-1,-1,-0.939166933,-0.764621595,-0.343673817,-0.793989234,-0.565138151,-0.543356819,-0.987188404,-0.892737694,-0.659893751,-0.98261012,-0.930308232,-0.831515102,-1,-0.521894302,-0.006344975,-0.789134125,-0.922274058,-0.13947615,-1,-1,-1,-1,-0.962664542,-0.960319885,-1,-0.833307609,-0.133291572,-0.91888236,-0.782896602,-0.48643352,-1,-1,-0.5443578,-0.66727075,-0.848793868,-1,-0.914763219,-0.470211769,-0.481231851,-1,-0.637336019,-0.487344697,-1,-1,-1,-0.643286134,-1,-0.941147793,-0.139835486,-0.694477284,-0.570684455,-0.979876161,-0.524878669,-0.922171722,-1,-0.957407494,-0.952418516,-0.984594549,-0.916316625,-1,-0.627282797,-0.942268339,-0.987581992,-0.932674756,-0.913699085,-0.658298371,-0.477819411,-0.996177868,-1,-0.973409925,-0.989426229,-1,-1,-0.955489163,-0.684160438,-0.624875291,-0.497653965,-0.872095636,-0.916152322,-0.08911154,-0.554912302,-0.554867297,-0.72248538,-0.515287517,-0.531172815,-0.971606497,-0.569256692,-0.845250012,-0.454366333,-1,-0.976279957,-0.976450326,-0.661533473,-0.755357194,-0.985143358,0.052325582,-1,-0.528418084,-0.961430974,-0.677585207,-1,-1,0.668771653,-0.735599079,-1,0.147465437,-0.948214303,-0.511529527,-0.490320513,-0.881852432,-0.985494214,-0.971365059,-0.781250081,-0.987373278,-0.414437997,-1,-1,-0.5448853,-0.879751337,-0.89659273,-0.90433883,-0.976833662
