,or2098,or2073,or4374,or4315,or4468,or4407,or2063,or4436,or2126,or2110,or4317,or2051,or2155,or4390,or2204,or4362,or4327,or2053,or2143,or4314,or4337
f107,-0.701434919,-0.238434521,-0.443459433,-0.601226585,-0.718607469,-0.378448141,-0.163422111,0.00617016,-0.431497965,-0.677459293,-0.457917389,-0.481317762,-0.869114128,-0.60259694,-0.692391779,-0.033132712,-0.366991653,-0.318857228,-0.467858916,-0.571729831,-0.572272739
f108,-0.529604997,-0.608887562,-0.730582502,-1,-0.900537636,-0.834636862,-0.145426236,-1,-0.526416498,-0.581001286,-0.807291642,-0.675317839,-0.439021679,-1,-0.120283851,-0.119047611,-0.811464946,-0.668216976,-0.32232776,-0.89473685,-0.63366337
f109,-0.965445313,-0.893272352,-0.64920943,-0.566422861,-0.805745013,-0.596296904,-0.864652545,-0.517174713,-0.936061381,-0.866539076,-0.435446434,-0.886186728,-0.909926249,-0.834449337,-0.608223007,-0.139727893,-0.447672442,-0.862999807,-0.726494524,-0.588831573,-0.642263091
f110,-0.957844098,-0.849906459,-0.974919099,-0.958666667,-0.986111111,-0.953817502,-0.706841871,-0.907943578,-0.615091314,-0.729380846,-0.892361119,-0.781576837,-0.670227171,-0.97632685,0.59776392,-0.917989418,-0.973673043,-0.81844098,-0.333113586,-0.970602183,-0.96589659
f111,-0.836777679,-0.829109373,-0.799352749,-0.834666667,-0.90277778,-0.79217877,-0.44771722,-0.769858956,-0.347425529,-0.490991913,-0.677083335,-0.709869584,-0.642255961,-0.92898053,-0.22621198,-0.425925924,-0.763057329,-0.773153271,-0.277110321,-0.82361308,-0.761276131
f112,-0.785722297,-0.778579216,-0.61818632,-0.606927163,-0.604679501,-0.466442629,-0.77488173,-0.685035202,-1,-0.944454965,-0.67922668,-0.936510242,-0.86472826,-0.656333699,-0.779814776,0.128661625,-0.455863272,-0.751115589,-0.69250188,-0.483191707,-0.70318917
f113,-0.828486293,-0.715141334,-0.75242274,-0.699377467,-0.751053665,-0.579823611,-0.780106254,-0.80707472,-1,-0.92879814,-0.770405064,-0.936311497,-0.757233206,-0.730289758,-0.770987772,-0.30384226,-0.539527261,-0.912998747,-0.841681626,-0.680622699,-0.737749168
f114,-0.606116775,-0.66163114,-0.638804657,-0.628153506,-0.62602722,-0.495255284,-0.733063021,-0.70204363,-0.800741427,-0.932808156,-0.696548774,-0.963253012,-0.851714551,-0.674892037,-1,0.06771272,-0.485247223,-0.991218721,-0.735866543,-0.511099894,-0.719217265
f115,-0.474277978,-0.620036101,-0.650188431,-0.588810373,-0.605888709,-0.376480175,-0.156949458,-0.771723946,-0.4316787,-0.07698556,-0.57568122,-0.344584838,-0.553249097,-0.673678758,0.169855596,-0.269481104,-0.538467415,-0.550812274,0.115613718,-0.378000281,-0.721258512
f116,-0.588114651,-0.741871164,-0.868225305,-0.879812937,-0.854934117,-0.787872447,-0.737609006,-0.88082746,-0.707272106,-0.643209316,-0.88265509,-0.499916676,-0.749028309,-0.906682852,-0.726920667,-0.778731936,-0.853899706,-0.699830103,-0.748205447,-0.830987604,-0.899426749
f117,-0.773445569,-0.682555257,-0.833965787,-0.807851507,-0.945579154,-0.925011709,-0.496798182,-0.874117521,-0.673827722,-0.561609172,-0.915635345,-0.845331543,-0.504441231,-0.874367399,-0.176409833,-0.648188193,-0.903152604,-0.876316877,-0.493234869,-0.747405639,-0.911345224
f118,-0.699711723,-0.83591634,-0.865670678,-0.944656319,-0.953508333,-0.945248919,-0.631981135,-0.713677598,-0.640642999,-0.580501707,-0.935444383,-0.862908675,-0.736713409,-0.880474344,-0.364214537,-0.656847218,-0.809058426,-0.906725238,-0.445934984,-0.872891914,-0.822104162
f119,-0.842806605,-0.866325489,-0.677572936,-0.76570618,-0.76163539,-0.682921827,-0.615168421,-0.773381626,-0.694953647,-0.695820574,-0.763714152,-0.887019869,-0.782009872,-0.668996165,-0.635219598,-0.381159804,-0.649263701,-0.907182908,-0.502300152,-0.553413733,-0.776123982
f120,-0.850923023,-0.818874262,-0.479195149,-0.571655895,-0.637353709,-0.501468857,-0.868460752,-0.765419851,-0.858897384,-0.857673978,-0.570720099,-0.900883609,-0.766185035,-0.631293873,-0.838532333,-0.008940402,-0.530450188,-0.930582728,-0.9039368,-0.266114471,-0.656673392
f121,-0.704306493,-0.798954273,-0.739815525,-0.794888305,-0.87612888,-0.829713932,-0.400399277,-0.916646563,-0.706005007,-0.482282853,-0.836869513,-0.752346548,-0.831111956,-0.860542546,-0.431555598,-0.514088375,-0.683693197,-0.848730868,-0.631967551,-0.30894041,-0.862615333
f122,-0.702079245,-0.740819751,-0.499257348,-0.593882898,-0.624753333,-0.50845712,-0.474016554,-0.780883438,-0.447961999,-0.492448161,-0.584206033,-0.776203885,-0.747191171,-0.630511275,-0.3224109,-0.035975479,-0.546464168,-0.826663253,-0.457860455,-0.284651125,-0.669765114
f123,-0.684578389,-0.790237981,-0.821679457,-0.864750499,-0.907742758,-0.879150451,-0.87025795,-0.944024349,-0.83002838,-0.750259235,-0.886277792,-0.840499252,-0.878793934,-0.89789417,-0.873198864,-0.66932537,-0.781299397,-0.887625689,-0.903977037,-0.520508533,-0.905370777
f124,-0.652830189,-0.685100057,-0.896334258,-0.972541714,-0.996362903,-1,-0.459805603,-1,-0.537358491,-0.429777015,-0.983160714,-0.667352773,-0.589068039,-0.961032892,-0.1567753,-0.994142857,-0.996806551,-0.738090337,-0.50485992,-0.833067263,-0.986275342
f125,-0.052388451,-0.124619423,-0.818726087,-0.839569154,-0.940892657,-0.82712172,-0.147926509,-0.771708102,-0.138057743,-0.155485564,-0.891423546,-0.097112861,-0.130708661,-0.841997124,-0.087454068,-0.876053233,-0.966823459,-0.090813648,-0.159685039,-0.958022536,-0.925176562
f126,-0.645463951,-0.683741202,-0.874671508,-0.794486215,-0.885365295,-0.787597486,-0.21056236,-0.704774185,-0.50314421,-0.556707998,-0.814689718,-0.787033762,-0.71858474,-0.811671216,-0.33961697,-0.821602619,-0.873353767,-0.824821314,-0.41596852,-0.94920623,-0.808390613
f127,-0.715042268,-0.706284822,-0.768292883,-0.678969993,-0.710581262,-0.40723858,-0.346427468,-0.652946533,-0.846143322,-0.65741043,-0.687772379,-0.753690727,-0.776230355,-0.792981617,-1,-0.435401501,-0.590678947,-0.794896814,-0.499523995,-0.400326787,-0.603564255
f128,-0.62826143,-0.71182831,-1,-0.974322843,-0.967869041,-0.678160501,-0.285410064,-0.986160641,-0.712951898,-0.689280866,-0.840654516,-0.762244562,-0.797592164,-1,-0.449229904,-0.867538474,-1,-0.814183234,-0.600611965,-0.465491436,-0.544802473
f129,-0.863539307,-0.658579516,-1,-0.980201306,-0.996304007,-0.949612264,-0.548125681,-0.998162705,-0.496738068,-0.526861841,-0.971356057,-0.72059905,-0.581793428,-1,-0.131708815,-0.939620386,-1,-0.790297192,-0.482562175,-0.695942302,-0.924372427
f130,-0.852199413,-0.64457478,-0.832023222,-0.955761429,-0.866955729,-0.872602193,-0.539589443,-0.924051277,-0.48797654,-0.516715543,-0.871830627,-0.706744868,-0.569501466,-0.856187154,-0.127272727,-0.797305931,-0.675126991,-0.774780059,-0.475073314,-0.927681363,-0.917446315
f131,0.061650993,-0.346220829,-0.861990871,-0.963653746,-0.885714146,-0.891572242,-0.18112156,-0.937600797,-0.179031696,-0.420411007,-0.894696495,-0.379658656,-0.263322884,-0.881843873,-0.34691745,-0.833467268,-0.733085481,-0.378265413,-0.176941832,-0.940583263,-0.932174183
f132,-0.751496568,-0.687863704,-0.764113428,-0.677414107,-0.710659948,-0.449625169,-0.426353897,-0.648959492,-0.624526365,-0.711305322,-0.7084202,-0.760773132,-0.731241573,-0.803892041,0.312540378,-0.447063368,-0.609454065,-0.878388766,-0.573246909,-0.477662645,-0.745132674
f133,-0.468032403,-0.122041745,-0.768292883,-0.683129706,-0.715786494,-0.459376748,-0.263586797,-0.655179252,-0.50033334,-1,-0.713586431,-0.477019187,-0.482395707,-0.792981617,-0.272866311,-0.456860337,-0.590678947,-0.499594896,-0.454551702,-0.486917454,-0.677299628
f134,-0.997352774,-0.993931579,-0.681132526,-0.60451133,-0.711682623,-0.486249278,-0.994349288,-0.590372475,-0.994367574,-0.991196644,-0.679976908,-0.996001519,-0.993825265,-0.72332707,-0.978811558,-0.484107436,-0.580044429,-0.996686608,-0.990633709,-0.496215094,-0.759726869
f135,-0.999636752,-0.998634615,-0.698473555,-0.626019264,-0.727362241,-0.514188679,-0.997696581,-0.612649324,-0.997226496,-0.999527778,-0.697380783,-0.998258547,-0.997893162,-0.708727354,-0.902794872,-0.512163317,-0.57650739,-0.999378205,-0.992076923,-0.523612522,-0.704460962
f136,-0.688729181,-0.610440401,-0.748455424,-0.709818182,-0.784090912,-0.768410357,-0.401686494,-0.607612881,-0.620187077,-0.712840681,-0.703125003,-0.683083275,-0.770793095,-0.905029678,-0.092008397,-0.670995668,-0.854777068,-0.843320737,-0.598615815,-0.6019656,-0.79477948
f137,-0.824587492,-0.782257539,-0.748455424,-0.709818182,-0.784090912,-0.768410357,-0.536739698,-0.607612881,-0.684996138,-0.751477804,-0.703125003,-0.841705649,-0.743968826,-0.893158392,0.320632879,-0.670995668,-0.828372896,-0.910269896,-0.625346877,-0.6019656,-0.77767777
f138,-0.99972962,-0.99891848,-0.993608846,-0.890603201,-0.978927301,-0.839550414,-0.99891848,-0.673713436,-0.998107341,-0.99945924,-0.833970216,-0.998107341,-0.998107341,-1,-0.981073408,-1,-0.774886634,-0.998648101,-0.995403542,-0.581397738,-0.962510038
f139,0.212409307,0.216162122,-0.62063738,-0.521870197,-0.681676373,-0.534983214,0.012009007,-0.730215297,-0.029522142,-0.05404053,-0.568614215,0.286214661,-0.205404053,-0.817905168,-0.360020015,-0.427223813,-0.690799747,0.205654241,-0.102576933,-0.628814212,-0.653902742
f140,-0.007171483,-0.01096815,-0.432163862,0.959460765,-0.573719828,-0.614142579,0.161358363,-0.674745476,0.19552837,0.21746467,-0.051982439,-0.070660198,0.343809323,-0.720708819,0.460873233,-0.381734398,-0.469952472,-0.002320186,0.255009492,-0.424142317,-0.507206811
f141,-0.999636752,-0.998634615,-0.605536115,-0.058843665,-0.681510669,-0.578586832,-0.997696581,-0.657840252,-0.997226496,-0.999527778,-0.406868554,-0.998258547,-0.997893162,-0.80924683,-0.902794872,-0.487079245,-0.595894161,-0.999378205,-0.992076923,-0.494558388,-0.639930498
f142,-1,-0.999745797,-0.77136753,-0.686453016,-0.711376967,-0.452768075,-0.990364904,-0.651462544,-0.738876589,-0.998925789,-0.691568614,-1,-0.996818368,-0.796849613,-0.983599836,-0.436220834,-0.589823906,-1,-0.987863879,-0.407808123,-0.613931534
f143,-0.674364167,-0.506191501,-0.95477749,-0.939932339,-0.975368298,-0.948810094,-0.539734998,-0.96711643,-0.656287541,-0.662051876,-0.948534586,-0.521826071,-0.792598329,-0.981651726,-0.197282208,-0.926428699,-0.964719339,-0.774651534,-0.670449922,-0.931557231,-0.974425126
f144,-0.866805054,-0.698465704,-0.738976468,-0.373747766,-0.716638378,-0.770280709,-0.707888087,-0.614712718,-0.710216606,-0.641173285,-0.172688866,-0.802563177,-0.845288809,-0.859737211,-0.075361011,0.171768341,-0.47836013,-0.894747292,-0.756859206,-0.174278849,-0.738454248
f145,-0.741772152,-0.804700564,-0.884818621,-0.609617706,-0.796615716,-0.703876894,-0.283216679,-0.972081936,-0.653473035,-0.827131156,-0.990673207,-0.9426444,-0.767822572,-0.86051475,-0.086645038,-0.914726453,-0.84715939,-0.954566535,-0.549747899,-0.51346772,-0.929079428
f146,-0.776951584,-0.793066348,-0.939035018,-0.864644193,-0.902470597,-0.740404978,-0.697860132,-0.944058859,-0.780508069,-0.734817693,-0.914603161,-0.912017334,-0.812890018,-0.99040948,0.136174537,-0.587464915,-0.887122021,-0.95303945,-0.674459056,-0.793565076,-0.944735814
f147,-0.91967232,-0.960879074,-0.794307149,0.412577767,-0.749594317,-0.76302355,-0.580001187,-0.860494555,-0.824506391,-0.946995278,-0.343923182,-0.931181624,-0.924903187,-0.924029176,-0.39096366,-0.733160016,-0.546760844,-0.98139981,-0.775447516,-0.280968703,-0.511306076
f148,-0.875992188,-0.863347202,-0.447479543,-0.6818159,-0.5573135,-0.256252908,-0.707175002,-0.673816862,-0.841083468,-0.84222977,-0.639746116,-0.876754691,-0.864072344,-0.683319978,0.861353486,0.381797914,-0.497412355,-0.962876794,-0.682824149,-0.374988357,-0.721945401
f149,-0.875750542,-0.94638502,-0.546843416,-0.469745578,-0.681947828,-0.49574159,-0.758334881,-0.735845647,-0.911931291,-0.914227793,-0.526756889,-0.915280099,-0.907276385,-0.736629665,0.782308883,0.386182812,-0.565554202,-0.94823584,-0.839415042,-0.1527045,-0.74635044
f150,-0.881233172,-0.730765413,-0.69350242,-0.685674276,-0.867205973,-0.720192517,-0.606502103,-0.856620234,-0.814034641,-0.626174051,-0.723636816,-0.888838915,-0.683989479,-0.895842181,-0.622988449,-0.377172578,-0.796718084,-0.893842203,-0.834134645,-0.511725982,-0.866159659
f151,-0.75786013,-0.824528624,-0.906584719,-1,-0.968962019,-0.879593441,-0.437174845,-1,-0.667028682,-0.801630968,-1,-0.868746534,-0.77801631,-0.876559133,0.073515859,-1,-0.980388746,-0.961944087,-0.571802437,-1,-1
f152,-0.906948606,-0.852211693,-0.999577363,-1,-0.991735004,-0.977351024,-0.723533044,-0.998374722,-0.776178635,-0.918465608,-1,-0.90062026,-0.906377628,-0.979613068,-0.082373866,-0.998445903,-0.994412997,-0.957713593,-0.78924317,-0.986040518,-0.977900778
f153,-0.94518294,-0.926952419,-0.987919861,-1,-1,-0.977302396,-0.731062861,-1,-0.786613382,-0.892555104,-1,-0.926280313,-0.822647734,-0.978418509,-0.459607418,-1,-0.990272164,-0.95298606,-0.724470089,-1,-1
f154,-0.692840815,-0.730918667,-0.969422828,-0.954924515,-0.945536826,-0.937403159,-0.462935888,-0.870539138,-0.620723915,-0.717622921,-0.986771968,-0.828980848,-0.799756056,-0.987866304,-0.095097699,-0.759153483,-0.900873263,-0.904248015,-0.370382636,-0.940361273,-0.833658847
f155,-0.953605002,-0.986744286,-0.990853341,-0.982765164,-0.979966507,-0.953506545,-0.950987495,-0.917750713,-0.98923674,-0.988122035,-0.986422241,-0.985155239,-0.984894351,-0.996537381,-0.356280724,-0.884598123,-0.961110613,-0.998147909,-0.980927124,-0.972570426,-0.950543117
f156,-0.743645411,-0.583371688,-0.990850739,-0.982765164,-0.979915631,-0.953367129,-0.26964647,-0.917740709,-0.415233646,-0.536588712,-0.986422241,-0.675714918,-0.454537876,-0.996411889,0.119102412,-0.884588557,-0.961076222,-0.766241435,-0.322334633,-0.972484498,-0.950407085
f157,-0.795467051,-0.54025582,-1,-1,-1,-0.991740742,-0.193506442,-0.988478541,-0.284608078,-0.543231471,-1,-0.660161017,-0.47308235,-1,0.291506177,-1,-1,-0.764886707,-0.310909387,-0.958404937,-0.942898229
f158,-0.907168871,-0.822357461,-0.994113837,-0.984448658,-0.998361502,-0.987734729,-0.739437989,-0.99300974,-0.800495057,-0.868794047,-0.986595067,-0.894555946,-0.730556388,-0.998983572,-0.033650233,-0.990511286,-0.992394759,-0.934843731,-0.746574803,-0.992843078,-0.569659018
f159,-0.752436306,-0.588308121,-0.751243014,-0.83469697,-0.820032991,-0.715567969,-0.424363057,-0.845373559,-0.38098328,-0.48660828,-0.827809345,-0.734394904,-0.522985669,-0.946981847,-0.084474522,-0.672017798,-0.886288363,-0.816926752,-0.578479299,-0.802482867,-0.798144813
f160,-0.720207254,-0.652849741,-0.843778997,-0.67502323,-0.802009535,-0.690408233,-0.310880829,-0.970244175,-0.544041451,-0.652849741,-0.929536277,-0.70984456,-0.678756477,-0.718501828,-0.344559585,-0.905041824,-0.947770816,-0.844559585,-0.484455959,-0.874235441,-0.994677623
f161,-0.834325659,-0.7744689,-0.765555346,-0.928903419,-0.769568267,-0.636001347,-0.515172831,-0.807832538,-0.765695099,-0.790304263,-0.857912071,-0.82057338,-0.815051344,-0.802373517,-0.626851802,-0.747386394,-0.862954813,-0.904342655,-0.704430086,-0.828885471,-0.697166034
f162,0.129055166,0.28030946,-0.969676395,-1,-0.999685908,-1,0.389197771,-1,0.016483358,0.190785485,-1,0.221200312,0.136907133,-0.92421988,0.126052943,-1,-1,0.207112959,0.132103577,-1,-1
f163,-0.995484859,-0.93317131,-0.988629632,-0.984875889,-0.962824836,-0.974202684,-0.879135519,-0.993900307,-0.951370092,-0.921829707,-0.983630989,-0.973016659,-0.917813689,-0.984735249,-0.898470765,-0.99420818,-0.987070805,-0.974974756,-0.942746787,-0.974237914,-0.991424764
f164,-0.064037471,-0.551268567,-0.918359883,-0.886983951,-0.86637446,-0.846206753,-0.673660873,-0.821082905,-0.180626074,-0.478604993,-0.815704401,-0.21715838,-0.568301339,-0.906262548,-0.23715732,-0.930275641,-0.911231992,-0.361660752,-0.27172227,-0.894721187,-0.908542678
f165,-0.685763707,-0.371789496,-0.91624136,-0.882286894,-0.863843443,-0.841967533,-0.194202747,-0.821513333,-0.392493941,-0.384579096,-0.815501646,-0.378760876,-0.393332634,-0.902172683,-0.108239857,-0.929090512,-0.910837515,-0.612066254,-0.14964881,-0.893217605,-0.90892317
f166,-0.389676942,-0.387889659,-0.358207209,-0.632498066,-0.147769139,-0.014709547,-0.348090536,-0.471452324,-0.516240548,-0.468595336,0.582846102,-0.230168317,-0.401914275,-0.572016651,-0.557942401,-0.401577377,0.358829943,-0.331308031,-0.377679054,-0.192509104,-0.38721609
f167,-0.575011684,-0.59214831,-0.982835289,-0.976347894,-0.997619709,-0.879326517,-0.592927247,-0.983255767,-0.596977722,-0.596821935,-0.514830969,-0.593706185,-0.572207509,-0.983458352,-0.576569559,-0.99012609,-0.901018929,-0.59214831,-0.582801059,-0.912181853,-1
f168,-0.983553951,-0.893301243,-0.927396454,-1,-1,-0.968899837,-0.916165263,-1,-0.952266346,-0.861211392,-1,-0.959887686,-0.876454071,-0.994816546,-0.856799037,-1,-1,-0.916165263,-0.907340554,-0.455454473,-1
f169,-0.217908183,-0.049702795,-1,-1,-1,-1,-0.46806627,-1,-0.262425699,-0.368913621,-1,-0.069179208,-0.299860883,-0.948426599,-0.490325028,-1,-1,-0.063867459,-0.336284305,-0.891481133,-1
f170,0.306941432,0.065618221,-0.993523939,-1,-1,-1,0.529555315,-1,0.333785249,0.386388286,-1,0.131236443,0.322668113,-0.951709341,0.513286334,-1,-1,0.096258134,0.382592191,-0.997639848,-1
f171,-0.742097621,-0.079414721,-0.964274725,-0.893572117,-1,-0.844860958,-0.363565285,-1,-0.72914107,-0.605048587,-0.847351552,-0.305819278,-0.667820842,-0.994517787,-0.596336424,-1,-1,-0.477716966,-0.677203172,-0.548448832,-0.954037795
f172,-0.719929763,0.207023705,-0.954316782,-0.904901292,-1,-0.856709667,-0.130640913,-1,-0.588586479,-0.531518876,-0.863600875,-0.106760316,-0.5023705,-0.966649512,-0.416505707,-1,-1,-0.293064091,-0.548375768,-0.500555879,-0.95893044
f173,-0.746354697,-0.538148525,-0.993638549,-0.990664175,-1,-0.976957554,-0.795184808,-1,-0.975584944,-0.87114276,-0.99629341,-0.729399797,-0.956595456,-0.956505397,-0.936249576,-1,-1,-0.85079688,-0.950491692,-0.910207755,-0.992335057
f174,-0.850909888,-0.698750274,-0.995650851,-0.999590434,-1,-0.998055136,-0.804867354,-1,-0.979828985,-0.702696777,-1,-0.68033326,-0.966673975,-0.984518142,-0.913615435,-1,-1,-0.811444859,-0.892567419,-1,-1
f175,-0.680174776,-0.106558304,-0.991953246,-0.987719339,-1,-0.991467359,-0.234775524,-1,-0.108692428,0.007124177,-0.974334665,-0.115640208,-0.287971741,-0.996099013,-0.242505422,-1,-1,-0.254763285,-0.203064633,-0.920472307,-0.995529753
f176,-0.810148808,0.046295158,-0.891276098,-0.82869194,-0.886689173,-0.680233339,-0.025517256,-0.853036631,0.163935835,0.297306464,-0.864724721,-0.028729561,0.051379943,-0.915130497,-0.132944244,-0.782288371,-0.847420563,-0.141660278,-0.055180351,-0.711221312,-0.877796583
f177,-0.581966766,-0.185387654,-1,-1,-0.983562178,-1,-0.612377669,-0.989612195,-0.199269618,-0.764648185,-1,-0.521164152,-0.709282335,-0.957655051,-0.566896572,-1,-0.998593285,-0.450036652,-0.822311545,-0.994075245,-1
f178,-0.749573827,-0.770361658,-0.967319475,-0.974670262,-0.921204416,-0.066635105,-0.751607206,-0.992595537,-0.91407342,-0.55952792,-0.837044282,-0.535744869,-0.914559197,-0.986888601,-0.656883729,-1,-0.79349158,-0.728462516,-0.546057954,-0.930447354,-0.959114999
f179,-0.807971563,-0.274438088,-0.995327202,-0.977586973,-0.975692007,-0.990097665,-0.178372693,-0.763353997,-0.989663814,-0.728251446,-0.919808329,-0.440941448,-0.989663814,-0.998006147,-0.404406375,-0.479023052,-0.888662252,-0.509138867,-0.298844577,-0.594135769,-0.98933773
f180,-0.796359815,-0.429093917,-0.903611949,-0.8793824,-0.819616528,-0.738310494,-0.509010561,-0.838209364,-0.737150796,-0.751939345,-0.84297413,-0.476110147,-0.9301652,-0.891003734,-0.654319808,-0.694375835,-0.795100774,-0.672915329,-0.60585886,-0.747905775,-0.839816875
f181,-0.723437373,-0.274298561,-0.827810304,-0.883301652,-0.747422124,-0.676344052,-0.231826685,-0.756074542,-0.507532845,-0.52527453,-0.818337118,-0.220721993,-0.999844506,-0.817386768,-0.432240452,-0.563810492,-0.575021642,-0.546301976,-0.432045701,-0.479345129,-0.755614471
f182,-0.781375411,-0.380419405,-0.875850197,-0.77361155,-0.971611664,-0.784906258,-0.533318013,-0.819047021,-0.685626015,-0.713365661,-0.887489961,-0.421545018,-1,-0.977449709,-0.12953429,-0.697712107,-0.81859331,-0.655688866,-0.397633136,-0.759569565,-0.777582274
f183,-0.976669243,-0.902963501,-0.799904437,-0.730652971,-0.753542434,-0.559672346,-0.929713962,-0.651854562,-1,-0.962373685,-0.735578665,-0.981811166,-1,-0.843043517,-0.905333195,-0.357910835,-0.589722101,-0.988096062,-0.847044248,-0.441027518,-0.667936374
f184,-0.749525784,-0.424624749,-0.796381477,-0.720350021,-0.752689906,-0.489982774,-0.322451686,-0.65899674,-0.188363761,-0.135474625,-0.727377423,-0.444072816,-0.223772455,-0.840985038,-0.031356377,-0.385523318,-0.594025917,-0.581917408,-0.183591876,-0.436087381,-0.677779985
f185,-0.594740517,-0.232498459,-0.661361174,-0.583512445,-0.533880449,-0.294400657,0.530305858,-0.594716231,0.509181688,-0.18734633,0.728364386,-0.388061424,-0.248349234,-0.8096947,0.174438629,-0.305895891,-0.346152162,-0.59752217,0.33633849,-0.304705555,-0.369131563
f186,-0.655508003,-0.259969021,-0.915048546,-1,-0.95295699,-1,0.354396715,-1,0.573889117,-0.236736547,-1,-0.313351376,-0.371160229,-0.951890036,-0.031015081,-1,-1,-0.553303708,0.344914787,-1,-1
