,or2098,or2073,or4374,or4315,or4468,or4407,or2063,or4436,or2126,or2110,or4317,or2051,or2155,or4390,or2204,or4362,or4327,or2053,or2143,or4314,or4337
f854,-1,-0.954037795,-0.605048587,-0.305819278,-0.596336424,-0.677203172,-1,-0.117390819,-0.994517787,-0.964274725,-0.477716966,-0.893572117,-1,-0.72914107,-1,-0.742097621,-0.363565285,-0.847351552,-0.844860958,-0.697643248,-0.079414721
f855,-1,-1,0.386388286,0.131236443,0.513286334,0.382592191,-1,-0.117136659,-0.951709341,-0.993523939,0.096258134,-1,-1,0.333785249,-1,0.306941432,0.529555315,-1,-1,0.4170282,0.065618221
f856,-1,-1,-0.368913621,-0.069179208,-0.490325028,-0.336284305,-1,0.15189073,-0.948426599,-1,-0.063867459,-1,-1,-0.262425699,-1,-0.217908183,-0.46806627,-1,-1,-0.361325408,-0.049702795
f857,-1,-1,-0.861211392,-0.959887686,-0.856799037,-0.907340554,-1,-0.94263939,-0.994816546,-0.927396454,-0.916165263,-1,-1,-0.952266346,-1,-0.983553951,-0.916165263,-1,-0.968899837,-0.918973125,-0.893301243
f858,-0.99012609,-1,-0.596821935,-0.593706185,-0.576569559,-0.582801059,-0.901018929,-0.590590435,-0.983458352,-0.982835289,-0.59214831,-0.976347894,-0.896366382,-0.596977722,-0.997619709,-0.575011684,-0.592927247,-0.514830969,-0.879326517,-0.576569559,-0.59214831
f859,-0.401577377,-0.38721609,-0.468595336,-0.230168317,-0.557942401,-0.377679054,0.358829943,-0.427684506,-0.572016651,-0.358207209,-0.331308031,-0.632498066,-0.862675674,-0.516240548,-0.147769139,-0.389676942,-0.348090536,0.582846102,-0.014709547,-0.291581596,-0.387889659
f860,-0.929090512,-0.90892317,-0.384579096,-0.378760876,-0.108239857,-0.14964881,-0.910837515,-0.436471328,-0.902172683,-0.91624136,-0.612066254,-0.882286894,-0.936539286,-0.392493941,-0.863843443,-0.685763707,-0.194202747,-0.815501646,-0.841967533,-0.26454555,-0.371789496
f861,-0.930275641,-0.908542678,-0.478604993,-0.21715838,-0.23715732,-0.27172227,-0.911231992,-0.228758219,-0.906262548,-0.918359883,-0.361660752,-0.886983951,-0.938437643,-0.180626074,-0.86637446,-0.064037471,-0.673660873,-0.815704401,-0.846206753,-0.253630152,-0.551268567
f862,-0.99420818,-0.991424764,-0.921829707,-0.973016659,-0.898470765,-0.942746787,-0.987070805,-0.979382393,-0.984735249,-0.988629632,-0.974974756,-0.984875889,-0.984445245,-0.951370092,-0.962824836,-0.995484859,-0.879135519,-0.983630989,-0.974202684,-0.95796619,-0.93317131
f863,-1,-1,0.190785485,0.221200312,0.126052943,0.132103577,-1,-0.002326723,-0.92421988,-0.969676395,0.207112959,-1,-1,0.016483358,-0.999685908,0.129055166,0.389197771,-1,-1,0.496550331,0.28030946
f864,-0.747386394,-0.697166034,-0.790304263,-0.82057338,-0.626851802,-0.704430086,-0.862954813,-0.808076313,-0.802373517,-0.765555346,-0.904342655,-0.928903419,-0.896203509,-0.765695099,-0.769568267,-0.834325659,-0.515172831,-0.857912071,-0.636001347,-0.642192452,-0.7744689
f865,-0.905041824,-0.994677623,-0.652849741,-0.70984456,-0.344559585,-0.484455959,-0.947770816,-0.619170984,-0.718501828,-0.843778997,-0.844559585,-0.67502323,-0.863660855,-0.544041451,-0.802009535,-0.720207254,-0.310880829,-0.929536277,-0.690408233,-0.528497409,-0.652849741
f866,-0.672017798,-0.798144813,-0.48660828,-0.734394904,-0.084474522,-0.578479299,-0.886288363,-0.65723328,-0.946981847,-0.751243014,-0.816926752,-0.83469697,-0.891899925,-0.38098328,-0.820032991,-0.752436306,-0.424363057,-0.827809345,-0.715567969,-0.48504379,-0.588308121
f867,-0.990511286,-0.569659018,-0.868794047,-0.894555946,-0.033650233,-0.746574803,-0.992394759,-0.917732196,-0.998983572,-0.994113837,-0.934843731,-0.984448658,-0.995301446,-0.800495057,-0.998361502,-0.907168871,-0.739437989,-0.986595067,-0.987734729,-0.692780677,-0.822357461
f868,-1,-0.942898229,-0.543231471,-0.660161017,0.291506177,-0.310909387,-1,-0.63867977,-1,-1,-0.764886707,-1,-1,-0.284608078,-1,-0.795467051,-0.193506442,-1,-0.991740742,-0.4295112,-0.54025582
f869,-0.884588557,-0.950407085,-0.536588712,-0.675714918,0.119102412,-0.322334633,-0.961076222,-0.626267661,-0.996411889,-0.990850739,-0.766241435,-0.982765164,-0.974985782,-0.415233646,-0.979915631,-0.743645411,-0.26964647,-0.986422241,-0.953367129,-0.32460292,-0.583371688
f870,-0.884598123,-0.950543117,-0.988122035,-0.985155239,-0.356280724,-0.980927124,-0.961110613,-0.97783743,-0.996537381,-0.990853341,-0.998147909,-0.982765164,-0.974985782,-0.98923674,-0.979966507,-0.953605002,-0.950987495,-0.986422241,-0.953506545,-0.980252264,-0.986744286
f871,-0.759153483,-0.833658847,-0.717622921,-0.828980848,-0.095097699,-0.370382636,-0.900873263,-0.766670167,-0.987866304,-0.969422828,-0.904248015,-0.954924515,-0.882957308,-0.620723915,-0.945536826,-0.692840815,-0.462935888,-0.986771968,-0.937403159,-0.704262555,-0.730918667
f872,-1,-1,-0.892555104,-0.926280313,-0.459607418,-0.724470089,-0.990272164,-0.938486981,-0.978418509,-0.987919861,-0.95298606,-1,-1,-0.786613382,-1,-0.94518294,-0.731062861,-1,-0.977302396,-0.732103092,-0.926952419
f873,-0.998445903,-0.977900778,-0.918465608,-0.90062026,-0.082373866,-0.78924317,-0.994412997,-0.900622525,-0.979613068,-0.999577363,-0.957713593,-1,-1,-0.776178635,-0.991735004,-0.906948606,-0.723533044,-1,-0.977351024,-0.700122919,-0.852211693
f874,-1,-1,-0.801630968,-0.868746534,0.073515859,-0.571802437,-0.980388746,-0.788029026,-0.876559133,-0.906584719,-0.961944087,-1,-1,-0.667028682,-0.968962019,-0.75786013,-0.437174845,-1,-0.879593441,-0.677471599,-0.824528624
f875,-0.377172578,-0.866159659,-0.626174051,-0.888838915,-0.622988449,-0.834134645,-0.796718084,-0.728780228,-0.895842181,-0.69350242,-0.893842203,-0.685674276,-0.919176181,-0.814034641,-0.867205973,-0.881233172,-0.606502103,-0.723636816,-0.720192517,-0.787355609,-0.730765413
f876,0.386182812,-0.74635044,-0.914227793,-0.915280099,0.782308883,-0.839415042,-0.565554202,-0.947149489,-0.736629665,-0.546843416,-0.94823584,-0.469745578,-0.73382855,-0.911931291,-0.681947828,-0.875750542,-0.758334881,-0.526756889,-0.49574159,-0.818888889,-0.94638502
f877,0.381797914,-0.721945401,-0.84222977,-0.876754691,0.861353486,-0.682824149,-0.497412355,-0.878001189,-0.683319978,-0.447479543,-0.962876794,-0.6818159,-0.704841921,-0.841083468,-0.5573135,-0.875992188,-0.707175002,-0.639746116,-0.256252908,-0.730768447,-0.863347202
f878,-0.733160016,-0.511306076,-0.946995278,-0.931181624,-0.39096366,-0.775447516,-0.546760844,-0.969275931,-0.924029176,-0.794307149,-0.98139981,0.412577767,-0.920937039,-0.824506391,-0.749594317,-0.91967232,-0.580001187,-0.343923182,-0.76302355,-0.596105833,-0.960879074
f879,-0.587464915,-0.944735814,-0.734817693,-0.912017334,0.136174537,-0.674459056,-0.887122021,-0.869994023,-0.99040948,-0.939035018,-0.95303945,-0.864644193,-0.920153039,-0.780508069,-0.902470597,-0.776951584,-0.697860132,-0.914603161,-0.740404978,-0.686769277,-0.793066348
f880,-0.914726453,-0.929079428,-0.827131156,-0.9426444,-0.086645038,-0.549747899,-0.84715939,-0.969246889,-0.86051475,-0.884818621,-0.954566535,-0.609617706,-0.931688222,-0.653473035,-0.796615716,-0.741772152,-0.283216679,-0.990673207,-0.703876894,-0.718116158,-0.804700564
f881,0.171768341,-0.738454248,-0.641173285,-0.802563177,-0.075361011,-0.756859206,-0.47836013,-0.806101083,-0.859737211,-0.738976468,-0.894747292,-0.373747766,-0.843788042,-0.710216606,-0.716638378,-0.866805054,-0.707888087,-0.172688866,-0.770280709,-0.754097473,-0.698465704
f882,-0.926428699,-0.974425126,-0.662051876,-0.521826071,-0.197282208,-0.670449922,-0.964719339,-0.34951041,-0.981651726,-0.95477749,-0.774651534,-0.939932339,-0.9851529,-0.656287541,-0.975368298,-0.674364167,-0.539734998,-0.948534586,-0.948810094,-0.689572149,-0.506191501
f883,-0.436220834,-0.613931534,-0.998925789,-1,-0.983599836,-0.987863879,-0.589823906,-0.999261993,-0.796849613,-0.77136753,-1,-0.686453016,-0.563794134,-0.738876589,-0.711376967,-1,-0.990364904,-0.691568614,-0.452768075,-0.983116031,-0.999745797
f884,-0.487079245,-0.639930498,-0.999527778,-0.998258547,-0.902794872,-0.992076923,-0.595894161,-0.998555556,-0.80924683,-0.605536115,-0.999378205,-0.058843665,-0.848530976,-0.997226496,-0.681510669,-0.999636752,-0.997696581,-0.406868554,-0.578586832,-0.998410256,-0.998634615
f885,-0.381734398,-0.507206811,0.21746467,-0.070660198,0.460873233,0.255009492,-0.469952472,-0.117696688,-0.720708819,-0.432163862,-0.002320186,0.959460765,-0.90337671,0.19552837,-0.573719828,-0.007171483,0.161358363,-0.051982439,-0.614142579,0.39780637,-0.01096815
f886,-0.427223813,-0.653902742,-0.05404053,0.286214661,-0.360020015,-0.102576933,-0.690799747,0.342757068,-0.817905168,-0.62063738,0.205654241,-0.521870197,-0.850572379,-0.029522142,-0.681676373,0.212409307,0.012009007,-0.568614215,-0.534983214,-0.268701526,0.216162122
f887,-1,-0.962510038,-0.99945924,-0.998107341,-0.981073408,-0.995403542,-0.774886634,-0.99891848,-1,-0.993608846,-0.998648101,-0.890603201,-0.856191838,-0.998107341,-0.978927301,-0.99972962,-0.99891848,-0.833970216,-0.839550414,-0.99891848,-0.99891848
f888,-0.670995668,-0.77767777,-0.751477804,-0.841705649,0.320632879,-0.625346877,-0.828372896,-0.813754372,-0.893158392,-0.748455424,-0.910269896,-0.709818182,-0.844686649,-0.684996138,-0.784090912,-0.824587492,-0.536739698,-0.703125003,-0.768410357,-0.605897122,-0.782257539
f889,-0.670995668,-0.79477948,-0.712840681,-0.683083275,-0.092008397,-0.598615815,-0.854777068,-0.5907763,-0.905029678,-0.748455424,-0.843320737,-0.709818182,-0.844686649,-0.620187077,-0.784090912,-0.688729181,-0.401686494,-0.703125003,-0.768410357,-0.683661302,-0.610440401
f890,-0.512163317,-0.704460962,-0.999527778,-0.998258547,-0.902794872,-0.992076923,-0.57650739,-0.998555556,-0.708727354,-0.698473555,-0.999378205,-0.626019264,-0.612137306,-0.997226496,-0.727362241,-0.999636752,-0.997696581,-0.697380783,-0.514188679,-0.998410256,-0.998634615
f891,-0.484107436,-0.759726869,-0.991196644,-0.996001519,-0.978811558,-0.990633709,-0.580044429,-0.997355538,-0.72332707,-0.681132526,-0.996686608,-0.60451133,-0.589831009,-0.994367574,-0.711682623,-0.997352774,-0.994349288,-0.679976908,-0.486249278,-0.99353609,-0.993931579
f892,-0.456860337,-0.677299628,-1,-0.477019187,-0.272866311,-0.454551702,-0.590678947,-0.664047264,-0.792981617,-0.768292883,-0.499594896,-0.683129706,-0.557698969,-0.50033334,-0.715786494,-0.468032403,-0.263586797,-0.713586431,-0.459376748,-0.005914172,-0.122041745
f893,-0.447063368,-0.745132674,-0.711305322,-0.760773132,0.312540378,-0.573246909,-0.609454065,-0.701116927,-0.803892041,-0.764113428,-0.878388766,-0.677414107,-0.549720893,-0.624526365,-0.710659948,-0.751496568,-0.426353897,-0.7084202,-0.449625169,-0.597488747,-0.687863704
f894,-0.833467268,-0.932174183,-0.420411007,-0.379658656,-0.34691745,-0.176941832,-0.733085481,-0.066875653,-0.881843873,-0.861990871,-0.378265413,-0.963653746,-0.893508331,-0.179031696,-0.885714146,0.061650993,-0.18112156,-0.894696495,-0.891572242,-0.277951933,-0.346220829
f895,-0.797305931,-0.917446315,-0.516715543,-0.706744868,-0.127272727,-0.475073314,-0.675126991,-0.736656891,-0.856187154,-0.832023222,-0.774780059,-0.955761429,-0.870384462,-0.48797654,-0.866955729,-0.852199413,-0.539589443,-0.871830627,-0.872602193,-0.587683284,-0.64457478
f896,-0.939620386,-0.924372427,-0.526861841,-0.72059905,-0.131708815,-0.482562175,-1,-0.745406863,-1,-1,-0.790297192,-0.980201306,-1,-0.496738068,-0.996304007,-0.863539307,-0.548125681,-0.971356057,-0.949612264,-0.59833197,-0.658579516
f897,-0.867538474,-0.544802473,-0.689280866,-0.762244562,-0.449229904,-0.600611965,-1,-0.562512854,-1,-1,-0.814183234,-0.974322843,-1,-0.712951898,-0.967869041,-0.62826143,-0.285410064,-0.840654516,-0.678160501,-0.523255247,-0.71182831
f898,-0.435401501,-0.603564255,-0.65741043,-0.753690727,-1,-0.499523995,-0.590678947,-0.638237378,-0.792981617,-0.768292883,-0.794896814,-0.678969993,-0.557698969,-0.846143322,-0.710581262,-0.715042268,-0.346427468,-0.687772379,-0.40723858,-0.525988295,-0.706284822
f899,-0.821602619,-0.808390613,-0.556707998,-0.787033762,-0.33961697,-0.41596852,-0.873353767,-0.612245722,-0.811671216,-0.874671508,-0.824821314,-0.794486215,-0.846004658,-0.50314421,-0.885365295,-0.645463951,-0.21056236,-0.814689718,-0.787597486,-0.60557592,-0.683741202
f900,-0.876053233,-0.925176562,-0.155485564,-0.097112861,-0.087454068,-0.159685039,-0.966823459,-0.053228346,-0.841997124,-0.818726087,-0.090813648,-0.839569154,-0.884784971,-0.138057743,-0.940892657,-0.052388451,-0.147926509,-0.891423546,-0.82712172,-0.050918635,-0.124619423
f901,-0.994142857,-0.986275342,-0.429777015,-0.667352773,-0.1567753,-0.50485992,-0.996806551,-0.84434534,-0.961032892,-0.896334258,-0.738090337,-0.972541714,-0.985955625,-0.537358491,-0.996362903,-0.652830189,-0.459805603,-0.983160714,-1,-0.182252716,-0.685100057
f902,-0.66932537,-0.905370777,-0.750259235,-0.840499252,-0.873198864,-0.903977037,-0.781299397,-0.941151038,-0.89789417,-0.821679457,-0.887625689,-0.864750499,-0.929147155,-0.83002838,-0.907742758,-0.684578389,-0.87025795,-0.886277792,-0.879150451,-0.579155589,-0.790237981
f903,-0.035975479,-0.669765114,-0.492448161,-0.776203885,-0.3224109,-0.457860455,-0.546464168,-0.805614814,-0.630511275,-0.499257348,-0.826663253,-0.593882898,-0.711813476,-0.447961999,-0.624753333,-0.702079245,-0.474016554,-0.584206033,-0.50845712,-0.400233239,-0.740819751
f904,-0.514088375,-0.862615333,-0.482282853,-0.752346548,-0.431555598,-0.631967551,-0.683693197,-0.909623855,-0.860542546,-0.739815525,-0.848730868,-0.794888305,-0.90471624,-0.706005007,-0.87612888,-0.704306493,-0.400399277,-0.836869513,-0.829713932,0.173153342,-0.798954273
f905,-0.008940402,-0.656673392,-0.857673978,-0.900883609,-0.838532333,-0.9039368,-0.530450188,-0.868578382,-0.631293873,-0.479195149,-0.930582728,-0.571655895,-0.721046341,-0.858897384,-0.637353709,-0.850923023,-0.868460752,-0.570720099,-0.501468857,-0.89132132,-0.818874262
f906,-0.381159804,-0.776123982,-0.695820574,-0.887019869,-0.635219598,-0.502300152,-0.649263701,-0.907658319,-0.668996165,-0.677572936,-0.907182908,-0.76570618,-0.819465406,-0.694953647,-0.76163539,-0.842806605,-0.615168421,-0.763714152,-0.682921827,-0.662094327,-0.866325489
f907,-0.656847218,-0.822104162,-0.580501707,-0.862908675,-0.364214537,-0.445934984,-0.809058426,-0.783739935,-0.880474344,-0.865670678,-0.906725238,-0.944656319,-0.967012452,-0.640642999,-0.953508333,-0.699711723,-0.631981135,-0.935444383,-0.945248919,-0.645634122,-0.83591634
f908,-0.648188193,-0.911345224,-0.561609172,-0.845331543,-0.176409833,-0.493234869,-0.903152604,-0.647231977,-0.874367399,-0.833965787,-0.876316877,-0.807851507,-0.920057482,-0.673827722,-0.945579154,-0.773445569,-0.496798182,-0.915635345,-0.925011709,-0.550712663,-0.682555257
f909,-0.778731936,-0.899426749,-0.643209316,-0.499916676,-0.726920667,-0.748205447,-0.853899706,-1,-0.906682852,-0.868225305,-0.699830103,-0.879812937,-0.902283215,-0.707272106,-0.854934117,-0.588114651,-0.737609006,-0.88265509,-0.787872447,-0.575944177,-0.741871164
f910,-0.269481104,-0.721258512,-0.07698556,-0.344584838,0.169855596,0.115613718,-0.538467415,-1,-0.673678758,-0.650188431,-0.550812274,-0.588810373,-0.650830908,-0.4316787,-0.605888709,-0.474277978,-0.156949458,-0.57568122,-0.376480175,0.472382671,-0.620036101
f911,0.06771272,-0.719217265,-0.932808156,-0.963253012,-1,-0.735866543,-0.485247223,-1,-0.674892037,-0.638804657,-0.991218721,-0.628153506,-0.68135644,-0.800741427,-0.62602722,-0.606116775,-0.733063021,-0.696548774,-0.495255284,-0.674189064,-0.66163114
f912,-0.30384226,-0.737749168,-0.92879814,-0.936311497,-0.770987772,-0.841681626,-0.539527261,-0.307272801,-0.730289758,-0.75242274,-0.912998747,-0.699377467,-0.690430139,-1,-0.751053665,-0.828486293,-0.780106254,-0.770405064,-0.579823611,-0.881519491,-0.715141334
f913,0.128661625,-0.70318917,-0.944454965,-0.936510242,-0.779814776,-0.69250188,-0.455863272,-0.052768702,-0.656333699,-0.61818632,-0.751115589,-0.606927163,-0.663167113,-1,-0.604679501,-0.785722297,-0.77488173,-0.67922668,-0.466442629,-0.857485893,-0.778579216
f914,-0.425925924,-0.761276131,-0.490991913,-0.709869584,-0.22621198,-0.277110321,-0.763057329,-1,-0.92898053,-0.799352749,-0.773153271,-0.834666667,-0.915531345,-0.347425529,-0.90277778,-0.836777679,-0.44771722,-0.677083335,-0.79217877,-0.403406303,-0.829109373
f915,-0.917989418,-0.96589659,-0.729380846,-0.781576837,0.59776392,-0.333113586,-0.973673043,-0.858155902,-0.97632685,-0.974919099,-0.81844098,-0.958666667,-0.971843775,-0.615091314,-0.986111111,-0.957844098,-0.706841871,-0.892361119,-0.953817502,-0.476890869,-0.849906459
f916,-0.139727893,-0.642263091,-0.866539076,-0.886186728,-0.608223007,-0.726494524,-0.447672442,-0.771557714,-0.834449337,-0.64920943,-0.862999807,-0.566422861,-0.901549229,-0.936061381,-0.805745013,-0.965445313,-0.864652545,-0.435446434,-0.596296904,-0.854838334,-0.893272352
f917,-0.119047611,-0.63366337,-0.581001286,-0.675317839,-0.120283851,-0.32232776,-0.811464946,-0.285148815,-1,-0.730582502,-0.668216976,-1,-0.899182548,-0.526416498,-0.900537636,-0.529604997,-0.145426236,-0.807291642,-0.834636862,-0.297728275,-0.608887562
f918,-0.033132712,-0.572272739,-0.677459293,-0.481317762,-0.692391779,-0.467858916,-0.366991653,0.077191968,-0.60259694,-0.443459433,-0.318857228,-0.601226585,-0.440413328,-0.431497965,-0.718607469,-0.701434919,-0.163422111,-0.457917389,-0.378448141,-0.228529587,-0.238434521
f919,-0.631353599,-0.949208327,-0.673517853,-0.594224304,-0.514807069,-0.43858979,-0.696230386,-0.164457141,-0.84614931,-0.762292281,-0.519276591,-0.910458898,-0.656901432,-0.496771914,-0.905975826,-0.687189405,-0.214056877,-0.795967541,-0.774896671,-0.293697258,-0.439324774
f920,-0.315560085,-0.505662469,-0.778102102,-0.795471471,-0.23027027,-0.318654655,-0.398665729,-1,-0.563265686,-0.493227676,-0.81803003,-0.491641259,-0.587745928,-0.735951952,-0.694965233,-0.782846847,-0.570234234,-0.432635333,-0.503001231,-0.473657658,-0.729681682
f921,0.315809524,-0.658019802,-0.746342149,-0.797913817,-0.445729066,-0.320669383,-0.8944,-0.284505359,-1,-0.72334466,-0.840592403,-1,-0.774125341,-0.795406413,-0.930362903,-0.75249349,-0.550852547,-0.88126875,-0.305340782,-0.459994317,-0.688273494
f922,0.128661625,-0.70318917,-0.960298454,-0.96322385,-0.943697333,-0.914572864,-0.455863272,-0.93510116,-0.656333699,-0.61818632,-0.971112254,-0.606927163,-0.663167113,-0.951510514,-0.604679501,-0.9610862,-0.922512215,-0.67922668,-0.466442629,-0.908133011,-0.938884886
f923,-0.096662095,-0.968078994,-0.537802267,-0.590797562,-0.259012215,-0.199423035,-0.65128704,-0.092806637,-0.639298795,-0.829153657,-0.676571485,-0.931565082,-0.883335619,-0.464430037,-0.703139051,-0.600108372,-0.230263183,-0.933077351,-0.747815666,-0.289608145,-0.646273196
f924,-0.091995081,-0.467428325,-0.681935229,-0.803485378,-0.370644613,-0.455075809,-0.335014665,-0.39402293,-0.758478486,-0.4749548,-0.755873962,-0.265779432,-0.539331936,-0.811904991,-0.57913789,-0.671891528,-0.397292475,-0.485996306,-0.328740743,-0.41770042,-0.651440844
f925,-0.464246222,-0.900574958,-0.82010582,-0.759259259,-0.526455026,-0.412698413,-0.97228,-0.476190476,-1,-0.898299822,-0.751322751,-1,-0.811517007,-0.666666667,-0.97088241,-0.772486772,-0.555555556,-0.854554219,-0.765892124,-0.597883598,-0.666666667
f926,-1,-0.859851187,-0.475412668,-0.75275328,-0.079907749,-0.286056093,-0.919054427,-0.638303202,-1,-0.963673896,-0.781897021,-0.864526003,-1,-0.432241235,-0.990289994,-0.737291722,-0.225332769,-0.976534153,-1,-0.382660597,-0.677794957
f927,-1,-0.996367052,-0.396403846,-0.598186507,0.276116265,0.160915996,-0.999834121,-0.502060151,-1,-0.999058352,-0.71721277,-1,-1,-0.058132691,-0.999923316,-0.754197382,0.025899039,-0.999391717,-1,-0.250231241,-0.654076856
f928,0.088140997,-0.827720069,-0.476233184,-0.748878924,-0.207174888,-0.269955157,-0.656294201,-0.772197309,-0.657260801,-0.815863733,-0.87264574,-0.271389773,-0.882397781,-0.678923767,-0.796909464,-0.886995516,-0.45470852,-0.525849112,-0.761956957,-0.555156951,-0.788340807
f929,-0.159628631,-0.789816718,-0.912408759,-0.503649635,-1,-1,-0.590449866,-0.854014599,-0.581854662,-0.776515845,-0.167883212,-0.111855346,-1,-0.708029197,-0.79167512,-0.138686131,-0.693430657,-0.421531054,-0.709585046,0.503649635,-0.854014599
