,or2228,or2334,or3469,or4334,or1995,or4411,or4333,or1205,or4412,or3680,or2123,or757,or4486,or285,or1134,or2738,or4413,or2900,or1417,or4379,or4360,or2099,or636,or4249,or2548,or356,or2115,or1416,or2052,or2065,or1133,or2128,or4380,or2066,or4293,or4492,or4332,or2112,or4259,or3398,or2057,or2124,or2147,or4392,or3115,or191,or474,or922,or4322,or2337,or3021,or2,or2222,or2549,or2086,or2617,or4256,or639,or4358,or2266,or2831,or1885,or1983,or4399,or2068,or70,or2620,or2148,or4376,or3186,or2029,or4149,or4387,or2832,or4247,or2135,or4363,or2094,or4316,or4321,or568,or1992,or1985,or353,or284,or2096
f25,-0.879405814,-0.947346742,-0.944697354,-0.972616948,-0.885507754,-0.982425321,-0.95494224,-0.950699227,-0.990508274,-0.968047526,-0.979588621,-0.963513496,-0.968069663,-0.696053112,-0.679648162,-0.93017194,-0.947282016,-0.960585257,-0.666900463,-0.986556253,-0.971273582,-0.91566885,-0.964925002,-0.986292957,-0.934826497,-0.956494397,-0.984212486,0.986981785,-0.98101092,-0.990141519,0.92359189,-0.941038434,-0.991393791,-0.99276301,-1,-0.963232763,-0.949003263,-0.98335074,-0.971433536,-0.973201248,-0.980481044,-0.986792145,-0.976618527,-0.995871742,-0.960832339,-0.976852788,-0.96799944,-0.952099215,-0.980693955,-0.934465531,-0.927114581,-0.773954917,-0.916378064,-0.959472357,-0.981181038,-0.960292491,-0.973049129,-0.95622667,-0.986441169,-0.963062406,-0.935711939,-0.597871572,-0.690889899,-0.989114572,-0.984000535,-0.973785085,-0.916612297,-0.952902395,-0.989257976,-0.958200191,-0.868886382,-0.937774746,-0.989547256,-0.959887827,-0.950613742,-0.993359818,-0.955338931,-0.99478953,-0.977146465,-0.983981456,-0.696509836,-0.988549102,-0.979976267,-0.963187566,0.654328459,-0.993694476
f26,-0.788205074,-0.977790444,-0.990455579,-0.996396589,-0.867446425,-0.990962162,-0.997140891,-0.835039055,-0.994969207,-0.997660931,-0.93521757,-0.809529981,-0.984433382,-0.380827854,-0.285567735,-0.996827284,-0.981998794,-0.984260072,-0.344275802,-0.990179753,-0.991318283,-0.90058078,-0.89983764,-0.99032678,-0.993142836,-0.822292587,-0.96499164,0.722792591,-0.932293476,-0.980258322,0.666103927,-0.920912293,-0.992018624,-0.947737865,-1,-0.990174577,-0.991714334,-0.809126083,-0.993896895,-0.99250541,-0.927253047,-0.960290471,-0.935605296,-0.996995066,-0.985399915,-0.844909894,-0.847147396,-0.823924264,-0.991180715,-0.9806873,-0.996688369,-0.461007109,-0.837244408,-0.979744624,-0.9823585,-0.984143159,-0.991164083,-0.836089145,-0.997828189,-0.970823473,-0.993235997,0.150251618,-0.405342531,-0.995657315,-0.881937657,-0.925685991,-0.984108187,-0.93995105,-0.99239637,-0.990020379,-0.627977609,-0.994145429,-0.983947066,-0.979952272,-0.992995668,-0.964862398,-0.98588027,-0.91802241,-0.992374393,-0.988862535,-0.381666374,-0.991050008,-0.806105057,-0.89983764,0.458816307,-0.973214646
f27,-0.949137241,-0.991264009,-0.9942347,-0.997014328,-0.969428467,-0.995947441,-0.997593398,-0.972442665,-0.997969774,-0.99915193,-0.997080451,-0.960469959,-0.994917527,-0.195967351,-0.317560976,-0.994359681,-0.994526078,-0.992727756,-0.528634874,-0.995066065,-0.997060715,-0.976971241,-0.991044776,-0.992221067,-0.997610941,-0.973061522,-0.998536585,-0.373862395,-0.990091008,-0.998216236,-0.375296687,-0.997356853,-0.997326948,-0.99706589,-1,-0.995823799,-0.995486188,-0.987870404,-0.997185937,-0.996338416,-0.967797597,-0.992704769,-0.962846742,-0.998665108,-0.994191076,-0.99271933,-0.955297347,-0.97174372,-0.994629776,-0.988530101,-0.994112725,-0.210002463,-0.937237654,-0.992643178,-0.989814343,-0.992673739,-0.996645367,-0.965424099,-0.99891786,-0.989842049,-0.997643399,-0.787266108,-0.525809975,-0.998165905,-0.992260648,-0.991263196,-0.989254756,-0.978791409,-0.997439277,-0.993292613,-0.905445941,-0.997845297,-0.994375064,-0.992718597,-0.996893557,-0.995398617,-0.994723309,-0.99511939,-0.994800116,-0.995203711,-0.177563728,-0.998099745,-0.996774663,-0.991263196,-0.356388788,-0.997459046
f28,-0.654094987,-0.621472932,-0.769224969,-0.768501209,-0.700492388,-0.746733984,-0.831181387,-0.803284326,-0.826355081,-0.975746507,-0.936797131,-0.666875066,-0.878516209,-0.408620066,-0.376193412,0.185531902,-0.863550127,-0.704469628,-0.373918178,-0.772002806,-0.880014427,-0.719118043,-0.873431,-0.743680717,-0.910951183,-0.832917944,-0.895509453,0.756609033,-0.830774708,-0.942747475,0.689084957,-0.889224982,-0.861466178,-0.953144078,-1,-0.396858888,-0.748729536,-0.850244457,-0.909793208,-0.846613194,-0.856483114,-0.914367841,-0.954405009,-0.945030758,-0.794599009,-0.755803149,-0.696865085,-0.810075291,-0.782233336,-0.6306661,0.237439357,-0.511372634,-0.775624161,-0.743670967,-0.916066451,-0.702274475,-0.816118081,-0.818373816,-0.927155317,-0.701650011,-0.912160994,-0.055559126,-0.296911066,-0.92946794,-0.869026426,-0.885717263,-0.565948217,-0.911998819,-0.856173103,-0.691547042,-0.625812615,-0.944841302,-0.808811573,-0.746298727,-0.861790904,-0.941726225,-0.873597039,-0.89018761,-0.812545666,-0.665821363,-0.45453764,-0.951869252,-0.812406103,-0.871127978,0.55619046,-0.943001051
f29,-0.652156271,-0.999985756,-0.99998217,-0.989704069,-0.683732597,-0.999850978,-0.998604201,-0.790388771,-0.996212075,-0.999943462,-0.935181229,-0.696514433,-1,-0.46522226,-0.379318613,-0.996752514,-1,-0.98255024,-0.315047017,-1,-0.998630654,-0.73886206,-0.852570034,-1,-1,-0.822321684,-0.878262687,0.802924622,-0.814206273,-0.928381498,0.757287731,-0.84305562,-1,-0.945079571,-1,-0.999678783,-0.987930228,-0.804658369,-0.999622358,-0.999221078,-0.877475738,-0.908179043,-0.953692973,-1,-1,-0.726412281,-0.719671717,-0.808494745,-0.999970839,-0.995229354,-0.996610325,-0.512148423,-0.704925514,-0.999978627,-0.899405792,-0.982420626,-1,-0.805955605,-1,-0.998920021,-1,-0.182556785,-0.281238953,-0.97491056,-0.863691836,-0.873965208,-0.994966614,-0.890220622,-0.999977766,-0.999577659,-0.630398362,-0.999802985,-0.999987441,-0.999978847,-0.996752687,-0.926690787,-1,-0.923121712,-0.997121213,-0.998488793,-0.465775065,-0.929869323,-0.80136302,-0.857980308,0.482292112,-0.935076712
f30,-0.863423043,-0.991729192,-0.998883765,-0.988612494,-0.848781539,-0.994056895,-0.994610662,-0.945291437,-0.987407239,-0.999603221,-0.986903579,-0.952618395,-0.996889005,-0.762204666,-0.776992974,-0.990349024,-0.996398428,-0.990269354,-0.733762173,-0.998065878,-0.991912647,-0.890404192,-0.947835044,-0.997222917,-0.999767205,-0.947446145,-0.985074705,0.999033009,-0.964936068,-0.989815063,0.961509557,-0.958194484,-0.999077703,-0.985631776,-1,-0.994844274,-0.98872495,-0.966302468,-0.996145447,-0.979401494,-0.970664438,-0.975909313,-0.941854415,-0.994208283,-0.99335806,-0.975825227,-0.959797756,-0.944429554,-0.994692246,-0.999464774,-0.989926465,-0.807286737,-0.906647194,-0.997380296,-0.978358323,-0.990197076,-0.999930692,-0.944261382,-0.988463763,-0.960181018,-0.999770367,-0.656255748,-0.774239152,-0.99941626,-0.979220206,-0.968467687,-0.995888468,-0.973796648,-0.999339815,-0.997120679,-0.844850511,-0.9946507,-0.997315813,-0.997407152,-0.994259148,-0.983960564,-0.990088611,-0.981746118,-0.997554144,-0.997868856,-0.782543273,-0.992516331,-0.959344338,-0.951650454,0.883530148,-0.987481672
f31,-0.622571656,-0.999830503,-0.996815014,-0.999184822,-0.707269108,-0.999903186,-0.994649845,-0.818933121,-0.999450761,-0.999993044,-0.893833599,-0.760072979,-0.998424795,-0.45673988,-0.309132166,-0.999754084,-1,-0.999292277,-0.305131369,-0.999083605,-0.999903914,-0.707109873,-0.867874204,-0.999219913,-0.999965242,-0.820859873,-0.872770701,0.904295382,-0.811759554,-0.936313694,0.870103503,-0.837810214,-0.999028182,-0.91433121,-1,-0.999744895,-0.999279671,-0.797269108,-0.999681228,-0.997709929,-0.888694268,-0.908849522,-0.947261146,-0.99921023,-0.998742903,-0.809713376,-0.790837899,-0.821409236,-0.996531945,-0.998569684,-0.999743317,-0.461556575,-0.707526323,-0.998260298,-0.923447452,-0.99928702,-1,-0.821882962,-0.993071601,-0.984412783,-0.999965714,-0.219916401,-0.29776672,-0.999075911,-0.880744427,-0.847929936,-0.998020912,-0.891238057,-0.9999215,-0.99851072,-0.699880573,-0.998191248,-0.998871098,-0.998278132,-0.998487746,-0.92459793,-0.999562266,-0.902730212,-0.948861404,-0.998486843,-0.449420479,-0.94258758,-0.787941879,-0.867436306,0.623407643,-0.937480096
f32,-0.772020725,-0.981743876,-0.978628632,-0.97127471,-0.769430052,-0.990263807,-0.985645538,-0.632124352,-0.997956365,-0.993523395,-0.92746114,-0.526092943,-0.964635229,-0.286681583,-0.360103627,-0.988509615,-0.995284232,-0.955202501,-0.401554404,-0.98752815,-0.986913405,-0.78238342,-0.80753886,-0.990116322,-0.992502519,-0.608782383,-0.914507772,0.953367876,-0.911917098,-0.945595855,0.888601036,-0.919681087,-0.991189003,-0.966321244,-1,-0.97713466,-0.986922705,-0.893782383,-0.99036466,-0.981259754,-0.922279793,-0.914507772,-0.917098446,-0.994779307,-0.986062773,-0.839533679,-0.5552438,-0.590569948,-0.979409621,-0.988207473,-0.988006519,-0.434858874,-0.767368087,-0.975553152,-0.914507772,-0.954869752,-0.994332761,-0.601554404,-0.991255265,-0.947690556,-0.992604379,-0.142487047,-0.352331606,-0.99494255,-0.816062176,-0.866243523,-0.975810938,-0.917098446,-0.987713537,-0.986984023,-0.720207254,-0.956057971,-0.979766772,-0.975803769,-0.992025294,-0.955958549,-0.976845352,-0.906267087,-0.977944061,-0.989294113,-0.393749688,-0.953367876,-0.867875648,-0.806295337,0.748316062,-0.968911917
f33,-0.860185456,-0.987030986,-0.994210414,-0.977234861,-0.880817126,-0.991317808,-0.990211087,-0.812613833,-0.983985394,-0.998210154,-0.95347698,-0.838680055,-0.989217351,-0.696508719,-0.622165277,-0.986864085,-0.99502022,-0.972093697,-0.622165277,-0.995245045,-0.987749931,-0.876632578,-0.919029907,-0.994841647,-0.998205617,-0.848702845,-0.958639333,0.425565779,-0.950405088,-0.97048633,0.425565779,-0.955920735,-0.997118848,-0.977608995,-1,-0.989433335,-0.979849472,-0.945747675,-0.993563004,-0.972767142,-0.961426111,-0.961719318,-0.967458438,-0.992433396,-0.98967858,-0.954670319,-0.863077322,-0.813961916,-0.989677462,-0.99499272,-0.98628894,-0.770716777,-0.867281865,-0.991980073,-0.957700475,-0.971886413,-0.998763822,-0.826721018,-0.984984482,-0.943651107,-0.998229995,-0.413872481,-0.558009226,-0.988148136,-0.910053729,-0.953046087,-0.988335705,-0.962597608,-0.996738574,-0.993520489,-0.849846957,-0.984870934,-0.992805812,-0.992062289,-0.990579358,-0.981410673,-0.984191824,-0.959603923,-0.988906249,-0.994745698,-0.680332106,-0.97027322,-0.933882099,-0.928223377,0.015750423,-0.982011025
f34,0.154250743,-1,-1,-0.999709626,-0.022845761,-0.987397566,-1,-0.038214832,-1,-1,0.19215958,-0.317422836,-0.88113208,-0.169864401,0.013896827,-1,-1,-1,0.119655899,-1,-1,0.066377991,-0.205409775,-1,-0.955383462,-0.269577668,-0.080534627,0.558777172,0.062174879,0.036332669,0.417384025,0.031459054,-0.946468256,-1,-1,-1,-1,-0.036194105,-1,-0.999377146,-0.048491672,-0.159897232,-0.269755492,-1,-1,-0.466468058,-0.414742287,-0.142080194,-1,-1,-1,-0.23227985,0.102715963,-1,-0.064449641,-1,-1,-0.17863064,-1,-0.999881866,-0.955989621,0.291406137,0.288669496,-1,-0.074229959,-0.336992235,-1,-0.136895586,-1,-1,0.014335614,-1,-1,-1,-0.978737296,-0.189965648,-1,-0.175253305,-1,-1,0.030189135,-0.057302041,-0.060904708,-0.300150573,0.097308392,0.051055108
f35,-0.724845711,-1,-1,-0.998722619,-0.930656681,-0.999194349,-1,-0.784943254,-0.988781977,-0.994380501,-0.732935765,-0.813592437,-0.973656753,-0.646645168,-0.449090447,-0.9987827,-1,-0.998698527,-0.449090447,-1,-1,-0.871622403,-0.923999723,-1,-0.988230359,-0.793495597,-0.877678386,-0.241569008,-0.858400943,-0.927651804,-0.241337864,-0.959360751,-0.99934024,-0.952106881,-1,-0.999303518,-1,-0.86182188,-0.997558066,-1,-0.793079537,-0.879481312,-0.804266926,-0.998908744,-1,-0.824422717,-0.823273998,-0.784897025,-1,-1,-0.998729401,-0.657301396,-0.880889878,-0.999201722,-0.931072741,-0.99868886,-0.999888311,-0.784897025,-1,-1,-0.988390261,-0.656334512,-0.446779003,-0.999042379,-0.862931373,-0.924045952,-0.992987131,-0.830293785,-0.997901287,-0.998598914,-0.662852784,-0.999788705,-1,-0.999209906,-0.999674259,-0.949194462,-0.997837013,-0.893603886,-1,-1,-0.646169983,-0.986501167,-0.806717056,-0.924045952,-0.436608649,-0.982571713
f36,-0.735390092,-0.564644147,-0.996044068,-1,-0.798279442,-0.999153278,-0.999706735,-0.726490656,-1,-1,-0.909225749,-0.900476983,-0.998469272,-0.548899093,-0.401957876,-1,-1,-0.917858623,-0.354494215,-0.999854425,-1,-0.82379116,-0.805398991,-1,-0.999183735,-0.738356571,-0.893206764,-0.142094334,-0.832690596,-0.92583803,-0.157520024,-0.87064859,-1,-0.960249184,-1,-0.995721699,-1,-0.829130822,-0.999673288,-1,-0.88252744,-0.881934144,-0.893800059,-0.996732061,-1,-0.908039158,-0.906243146,-0.728270543,-0.983406348,-0.995438179,-1,-0.57082503,-0.776605985,-1,-0.891426876,-0.91724849,-0.999789689,-0.734796796,-1,-0.901956931,-0.999194825,-0.228715515,-0.317116583,-1,-0.856422427,-0.81251854,-0.99441832,-0.877781074,-1,-0.999896132,-0.677840403,-0.99388589,-1,-1,-1,-0.926431326,-1,-0.940968563,-1,-1,-0.547064995,-0.957876001,-0.852269356,-0.807178879,-0.22515574,-0.959062593
f37,-0.904616886,-0.986233527,-0.979488565,-0.986695578,-0.650633663,-0.989339712,-0.984329352,-0.869325575,-0.999964806,-0.996655845,-0.965831404,-0.811704193,-0.996692196,-0.799590765,-0.846967166,-1,-1,-0.988413743,-0.846087667,-1,-0.99978024,-0.802482842,-0.73888884,-0.999957536,-0.997429415,-0.869819116,-0.87060506,-0.85530024,-0.804386788,-0.874987125,-0.854918556,-0.584613954,-0.999974209,-0.87859857,-1,-0.999952316,-0.997354288,-0.830518171,-0.999375506,-0.983791378,-0.869651076,-0.908202554,-0.947190728,-0.999909645,-0.987362167,-0.826305538,-0.823335272,-0.871981693,-0.992486949,-0.995770318,-1,-0.807811761,-0.811515838,-0.991071819,-0.823090822,-0.988327683,-1,-0.873295311,-1,-0.984594024,-0.997464339,-0.781939763,-0.838264435,-1,-0.868030254,-0.743683893,-0.993955107,-0.891507049,-0.999994917,-0.9874109,-0.893412848,-0.994234448,-1,-0.991163346,-0.996849951,-0.78542104,-0.995039045,-0.811406116,-0.996678991,-0.999979215,-0.796616172,-0.473557575,-0.860036208,-0.742047112,-0.82151922,-0.703455629
f38,-0.521170936,-0.991326062,-0.990804588,-0.99139087,-0.50026137,-0.999418003,-0.987632245,-0.523261892,-0.998527351,-0.999415731,-0.840041819,-1,-0.977009723,-0.205090875,0.005750131,-0.994196799,-1,-0.994278761,0.040250915,-0.993864591,-0.998723898,-1,-0.700993204,-0.999064803,-0.995813908,-0.541035024,-0.820177731,0.531625719,-0.707266074,-0.869315212,0.675901725,-1,-0.991669078,-0.941453215,-1,-1,-0.972404934,-0.703084161,-1,-0.999835875,-0.792995295,-0.79613173,-0.812859383,-0.996014336,-0.999263817,-0.845269211,-1,-0.524307371,-0.990339203,-0.979611073,-0.993942711,-0.243727746,-0.631948964,-0.999496892,-0.813904861,-0.994236264,-0.993933555,-0.535807632,-0.995687156,-0.996487384,-0.99587078,-1,0.04338735,-0.998111567,-0.744903293,-0.709357031,-0.969224071,-0.817041296,-0.999439471,-0.981567855,-0.43857815,-1,-1,-0.99950205,-0.999832834,-0.873497125,-0.997181168,-0.897028267,-0.975572063,-0.983644452,-0.156436248,-0.92577104,-0.748039728,-0.699947726,0.573444851,-0.927861997
f39,-0.841736983,-0.994771673,-0.995219006,-0.998408924,-0.344103725,-0.997825512,-0.997714282,-0.79831241,-0.998222767,-0.999645014,-0.945462029,-1,-0.994798379,-0.788455945,-0.833916444,-0.994230527,-0.992865737,-0.995212801,-0.82753653,-0.995500843,-0.998007537,-1,-0.641901626,-0.997593042,-0.997661121,-0.797694999,-0.866227619,-0.816217329,-0.811895452,-0.835562873,-0.798929821,-1,-0.997125019,-0.888660218,-1,-0.99678411,-0.994900083,-0.80448652,-0.997548962,-0.998457135,-0.909034781,-0.84605886,-0.91294505,-0.998268626,-0.997447607,-0.919736571,-1,-0.798724017,-0.997818434,-0.992447621,-0.993977916,-0.798753256,-0.713134894,-0.995719437,-0.754270426,-0.995177242,-0.996188511,-0.803663305,-0.998607255,-0.9947137,-0.997692896,-1,-0.828359745,-0.997805653,-0.830623585,-0.651780202,-0.989853406,-0.901831653,-0.997570631,-0.99440672,-0.848528504,-0.998532021,-0.996264446,-0.99576332,-0.9977284,-0.773410167,-0.996667528,-0.911473399,-0.994260355,-0.996613925,-0.775610778,-0.499485491,-0.88145709,-0.640461,-0.745832476,-0.623379296
f40,-0.307971014,-0.544515762,-0.685068926,-0.860317971,-0.402173913,-0.849109372,-0.818815618,-0.525362319,-0.916149066,-0.963175866,-0.847826087,-1,-0.738024286,-0.255150317,-0.061594203,-0.752558403,-0.695064327,-0.702883085,0.007246377,-0.807640221,-0.913668004,-1,-0.677536232,-0.896894864,-0.87669666,-0.547101449,-0.793478261,0.532608696,-0.666666667,-0.858695652,0.525362319,-1,-0.874995836,-0.923913043,-1,-0.860252909,-0.767939896,-0.641304348,-0.890117886,-0.847793632,-0.84057971,-0.800724638,-0.81884058,-0.923575011,-0.823661226,-0.873188406,-1,-0.532608696,-0.860727855,-0.65302416,-0.741724394,-0.292133314,-0.645075421,-0.768985194,-0.855072464,-0.700676147,-0.836930847,-0.543478261,-0.940470693,-0.656321264,-0.87837185,-1,-0.047101449,-0.905550689,-0.699275362,-0.670289855,-0.527297763,-0.826086957,-0.89469469,-0.692943101,-0.43115942,-0.904204752,-0.840333385,-0.771353445,-0.885312514,-0.833333333,-0.829680557,-0.821571626,-0.737003283,-0.855157358,-0.250400661,-0.913043478,-0.775362319,-0.65942029,0.384057971,-0.913043478
f41,-0.734301289,-0.835369326,-0.926177796,-0.974989047,-0.804958591,-0.876421011,-0.973725196,-0.580225915,-0.961065891,-0.959580733,-0.88961107,-0.585877673,-0.918101014,-0.288125093,-0.062512318,-0.843758352,-0.986901223,-0.809114037,-0.027718314,-0.88425636,-0.97153384,-0.777439983,-0.778935423,-0.946424439,-0.947768137,-0.652959954,-0.90517874,0.468442185,-0.808889821,-0.925411469,0.345483279,-0.885511143,-0.953121739,-0.947111857,-1,-0.894881477,-0.949702643,-0.864031869,-0.925974106,-0.974198648,-0.863979453,-0.907956809,-0.896530035,-0.987989462,-0.94226659,-0.653369205,-0.630147985,-0.607213544,-0.90621536,-0.835786235,-0.836917451,-0.374701686,-0.82611663,-0.901822037,-0.882272775,-0.807696166,-0.959836022,-0.628529196,-0.98759749,-0.868262501,-0.948477756,0.198204586,-0.260719153,-0.959178628,-0.820421428,-0.793123493,-0.730849232,-0.866862355,-0.955584328,-0.911180344,-0.727644407,-0.968510907,-0.952099189,-0.902828509,-0.982793898,-0.957752385,-0.938291539,-0.891374263,-0.915154518,-0.918277419,-0.225117695,-0.96189328,-0.813764546,-0.78121973,0.007085344,-0.940612224
f42,-0.964174007,-0.997566844,-0.998532577,-0.999053576,-0.968115293,-0.99909934,-0.999415133,-0.954661665,-0.999355307,-0.999870398,-0.951042097,-0.966400148,-0.999045901,-0.948543383,-0.964167778,-0.997901366,-0.998980166,-0.997946336,-0.962864398,-0.999059661,-0.999168038,-0.964562374,-0.963604693,-0.996636722,-0.999698129,-0.938078054,-0.973561462,-0.959825979,-0.966137954,-0.967452547,-0.963188296,-0.970161591,-0.999604359,-0.964711243,-1,-0.999220041,-0.999045063,-0.975197461,-0.999475264,-0.998752871,-1,-0.965294883,-0.959098453,-0.99967387,-0.998132597,-0.971578205,-0.942472913,-0.957470862,-0.998324575,-0.996779771,-0.997809479,-0.970926868,-0.970639694,-0.997737151,-0.958964533,-0.997931082,-0.999437885,-0.959691748,-0.999783711,-0.996735298,-0.99970223,-0.951573727,-0.971854765,-0.999762683,-0.961561951,-0.965690413,-0.99745268,-0.966286511,-0.999337133,-0.998127003,-0.962298821,-0.999257932,-0.996754737,-0.997760349,-0.999112787,-0.9808252,-0.998837303,-0.968363854,-0.999065565,-0.998774475,-0.966097809,-0.974853942,-0.969723574,-0.946505336,-0.95193749,-0.955714958
f43,-0.820353513,-0.993856301,-0.996493111,-0.995538411,-0.819390262,-0.997065174,-0.997399242,-0.814092376,-0.996862918,-0.999368448,-0.830467659,-0.798534205,-0.996445025,-0.793468037,-0.80638636,-0.99496779,-0.997226828,-0.992728398,-0.832875789,-0.997416363,-0.997230921,-0.812165872,-0.809276116,-0.995882136,-0.998839965,-0.804604344,-0.821413091,-0.817945384,-0.818908636,-0.81361075,-0.817463758,-0.815518806,-0.998628034,-0.818089871,-1,-0.997024222,-0.995426623,-0.831768049,-0.998013195,-0.994638675,-0.81842701,-0.828059529,-0.815055628,-0.998376057,-0.996156214,-0.810865482,-0.820099248,-0.811684246,-0.996340979,-0.99467934,-0.994747459,-0.785509725,-0.805875247,-0.995772945,-0.81120262,-0.992674386,-0.998578531,-0.809757742,-0.997544733,-0.987946044,-0.998855725,-0.820353513,-0.827096277,-0.997711657,-0.814766652,-0.803014979,-0.993506308,-0.812358522,-0.998438108,-0.99603848,-0.832394163,-0.996876644,-0.995507317,-0.995816278,-0.997486707,-0.811684246,-0.996032793,-0.81853108,-0.996406168,-0.997413701,-0.796926921,-0.816693156,-0.813562587,-0.82252083,-0.806579011,-0.817463758
f44,-0.955987718,-0.98502934,-0.984276052,-0.992214302,-0.984646878,-0.995003072,-0.987188933,-0.965540771,-0.997301261,-0.990915099,-0.876833845,-0.934799355,-0.990921393,-0.970393429,-0.9580348,-0.980146107,-0.985010937,-0.988793387,-0.968952576,-0.996177601,-0.991832349,-0.941999318,-0.965881952,-0.996102739,-0.981469516,-0.959058342,-0.894916411,-0.985329239,-0.872057318,-0.885704538,-0.982599795,-0.971337973,-0.997553036,-0.75332651,-1,-0.98954614,-0.985500331,-0.914363698,-0.991877828,-0.992380434,-0.727055612,-0.784715114,-0.868304333,-0.998826231,-0.988863638,-0.932787445,-0.932004292,-0.964176049,-0.994510801,-0.981366884,-0.979276822,-0.971286283,-0.950911787,-0.988476961,-0.952575913,-0.988710146,-0.992337182,-0.964176049,-0.996144879,-0.989497703,-0.98172127,-0.966564313,-0.955305357,-0.996904996,-0.90105766,-0.963834869,-0.976290756,-0.81712726,-0.996945769,-0.988115252,-0.949164108,-0.982307778,-0.997028019,-0.988595089,-0.985958231,-0.900375299,-0.987301723,-0.828895415,-0.993502159,-0.995445521,-0.971059481,-0.90822245,-0.858068918,-0.962811327,-0.976799727,-0.948140566
f45,-0.328356546,-0.97811486,-0.990594995,-0.996449224,-0.189749304,-0.991094178,-0.997182654,0.02551532,-0.995042692,-0.997695098,0.282674095,0.463053551,-0.984660764,0.160247704,-0.056713092,-0.996873628,-0.982261738,-0.984489986,-0.087688022,-0.990323198,-0.991445097,0.031977716,0.020835655,-0.990468077,-0.993242999,0.151197772,-0.013036212,-0.57637883,-0.088579387,0.124011142,-0.570807799,-0.056841617,-0.992135208,-0.232089136,-1,-0.990318097,-0.991835363,0.10551532,-0.993986043,-0.992614884,-0.056044568,-0.013036212,0.070529248,-0.99703896,-0.985613179,0.386072423,0.388860462,0.061392758,-0.991309538,-0.980969401,-0.996736742,0.147807575,-0.175487465,-0.980040495,0.047576602,-0.98437478,-0.99129315,0.119554318,-0.997859913,-0.971249655,-0.993334799,-0.392311978,-0.214930362,-0.995720749,0.050250696,0.12178273,-0.984340319,0.123788301,-0.992507436,-0.990166152,0.031754875,-0.994230947,-0.984181551,-0.98024511,-0.99309798,0.210250696,-0.986086517,0.182962165,-0.99248578,-0.98902522,0.141061412,-0.316100279,0.10551532,0.099721448,-0.508635097,-0.068523677
f46,0.642001916,-0.984010491,-0.989447756,-0.994535316,0.513170498,-0.99258259,-0.99559519,0.268438697,-0.996284072,-0.998447775,-0.070641762,-0.075602872,-0.990697535,0.206223679,0.351532567,-0.989676509,-0.989981066,-0.986689592,0.392480843,-0.990969405,-0.994620217,0.245210728,0.273706897,-0.985762197,-0.995627299,0.128831418,0.260536398,0.929118774,0.325670498,0.105842912,0.921216475,0.361247236,-0.995107505,0.396072797,-1,-0.992356288,-0.991738358,0.146551724,-0.994849413,-0.993298193,0.188936782,0.182471264,0.151340996,-0.997556743,-0.98936791,-0.142001916,-0.129880623,0.228927203,-0.990170864,-0.979006612,-0.989224504,0.145615367,0.523281726,-0.986534788,0.235632184,-0.986590724,-0.993860006,0.166427203,-0.998019355,-0.981407873,-0.995686706,0.718151341,0.519636015,-0.996643052,0.19683908,0.163793103,-0.98033295,0.058429119,-0.995313101,-0.98772345,0.250239464,-0.996056241,-0.989704663,-0.986672827,-0.994314268,0.02394636,-0.990342057,0.015373804,-0.990482638,-0.991221339,0.230635329,0.593630268,0.10704023,0.186781609,0.850095785,0.356800766
f47,-0.933337119,-0.852221478,-0.90990448,-0.909621921,-0.957412981,-0.901123908,-0.93409252,-0.505082051,-0.932208311,-0.990531337,-0.947759923,-0.290683553,-0.952572229,-0.477106485,-0.4091193,-0.537163478,-0.946729409,-0.88462373,-0.513258759,-0.910988959,-0.95315714,-0.903582988,-0.680994833,-0.8999319,-0.965234976,-0.452274147,-0.917097269,-0.63307024,-0.923911192,-0.81738686,-0.620691613,-0.944460973,-0.945915827,-0.9645676,-1,-0.764531234,-0.901902979,-0.850888649,-0.964782898,-0.940117161,-0.914825961,-0.92470615,-0.960365681,-0.978539782,-0.91981061,-0.324285958,-0.295517394,-0.480665493,-0.914983,-0.855810529,-0.516898594,-0.496175207,-0.948084395,-0.899928093,-0.914939526,-0.883766733,-0.928211744,-0.467378343,-0.971561137,-0.883522939,-0.965707291,-0.469081824,-0.476009312,-0.972463994,-0.709272614,-0.66827551,-0.830544402,-0.923002669,-0.943849389,-0.879578699,-0.922207711,-0.978465818,-0.925359253,-0.900953981,-0.946042601,-0.962182727,-0.950651765,-0.900359215,-0.926817058,-0.869535288,-0.472996464,-0.974561354,-0.888478792,-0.666572029,-0.605587417,-0.956390892
