,or2228,or2334,or3469,or4334,or1995,or4411,or4333,or1205,or4412,or3680,or2123,or757,or4486,or285,or1134,or2738,or4413,or2900,or1417,or4379,or4360,or2099,or636,or4249,or2548,or356,or2115,or1416,or2052,or2065,or1133,or2128,or4380,or2066,or4293,or4492,or4332,or2112,or4259,or3398,or2057,or2124,or2147,or4392,or3115,or191,or474,or922,or4322,or2337,or3021,or2,or2222,or2549,or2086,or2617,or4256,or639,or4358,or2266,or2831,or1885,or1983,or4399,or2068,or70,or2620,or2148,or4376,or3186,or2029,or4149,or4387,or2832,or4247,or2135,or4363,or2094,or4316,or4321,or568,or1992,or1985,or353,or284,or2096
f928,-0.525844839,-0.867264574,-0.770403587,-0.904932735,-0.687606069,-0.901345291,-0.892376682,-0.762634347,-0.913901345,0.176681614,-0.753378187,-0.793730897,-0.719959733,-0.805950397,-0.793899404,-0.799594223,-0.958744395,-0.831390135,-0.778494471,-0.8367713,-0.944394619,-0.833052071,-0.463088117,-0.826008969,0.131838565,-0.802131988,-0.942153956,-0.390598426,-0.865531742,-0.899890131,-0.373164695,-0.812911921,-0.852914798,-0.636908972,-0.750672646,-0.589237668,-0.917488789,-0.878634762,-0.788340807,0.024215247,-0.860145348,-0.868464019,-0.875742974,-0.85469399,0.237898659,-0.735857965,-0.727339073,-0.766534933,-0.888789238,-0.813452915,-0.790519782,-0.811241874,-0.774321724,-0.260645592,-0.844385393,-0.847533632,-0.926457399,-0.766843197,-0.920679631,-0.308102435,0.149775785,-0.749084201,-0.7815829,-0.904932735,-0.94805749,-0.434771619,-0.802690583,-0.886399661,-0.773991031,-0.786547085,-1,-0.542600897,-0.906726457,0.170827108,-0.20896861,-0.862191318,-0.793721973,-0.733720694,-0.820627803,-0.917488789,-0.805846837,-0.925797248,-0.862292726,-0.455429507,-0.330722947,-0.941264139
f929,-0.427197156,-0.766423358,0.00729927,-0.795620438,-0.626952996,-0.781021898,-0.824817518,-0.764851832,-0.518248175,-1,-0.709829838,-0.754189568,-0.865931774,-0.849778645,-0.895015298,-1,-0.98540146,-0.766423358,-0.851780769,-0.98540146,-0.547445255,-0.798477139,-0.63025307,-0.678832117,-1,-0.789547842,-0.929427234,-0.263148166,-0.835947346,-0.878583375,-0.241771411,-0.779754845,-0.824817518,-0.691499708,0.080291971,-0.897810219,-0.751824818,-0.852817146,-0.810218978,-1,-0.904259016,-0.839524754,-0.848405154,-0.810199998,-1,-0.687432083,-0.677014991,-0.756479207,-0.372262774,0.00729927,-1,-0.854331976,-0.724670188,-1,-0.810148583,-0.766423358,-0.912408759,-0.756099194,-0.251733118,-1,-1,-0.693880152,-0.774646624,-0.927007299,-0.962320306,-0.617988226,0.00729927,-0.861406421,-0.868613139,0.00729927,-1,-1,-1,-1,-1,-0.831871994,-1,-0.675136515,-0.065693431,-0.051094891,-0.845622789,-0.909471881,-0.913590555,-0.625064068,-0.183475131,-0.928341647
f930,-0.867045611,-0.530726257,-0.698324022,-0.82122905,-0.690988836,-0.955307263,-0.832402235,-0.802124407,-0.977653631,-0.206703911,-0.848543448,-0.861955238,-0.942993957,-0.885141453,-0.807898344,-0.797566866,-0.988826816,-0.530726257,-0.798124512,-0.82122905,-0.955307263,-0.81478509,-0.910288901,-0.899441341,-0.206703911,-0.850019202,-0.959955135,-0.621363207,-0.95655362,-0.962471153,-0.635495065,-0.93539252,-0.843575419,-0.899465941,-0.82122905,-0.664804469,-0.675977654,-0.907647908,-0.82122905,-0.30726257,-0.968822423,-0.907748974,-0.951605939,-0.318367591,-0.276735484,-0.913197441,-0.85718926,-0.814948386,-0.910614525,-0.698324022,-0.786476995,-0.889486286,-0.773820471,-0.284362159,-0.966076483,-0.530726257,-0.988826816,-0.820523541,-0.966312007,-0.305943863,-0.206703911,-0.723419455,-0.782878064,-0.921787709,-0.953669347,-0.919881114,-0.698324022,-0.83840093,-0.474860335,-0.698324022,-1,-1,-0.910614525,-0.283399783,-0.240223464,-0.9593017,-0.832402235,-0.922627816,-0.854748603,-0.921787709,-0.860944505,-0.93034293,-0.951130478,-0.91930584,-0.664664749,-0.953295959
f931,-0.600802863,-0.853789219,-0.742560769,-0.874727415,-1,-0.928087812,-0.708319047,-0.676147367,-0.95371653,-0.596057402,-1,-0.769818394,-1,-0.618342966,-0.565362822,-0.913002743,-0.966014291,-0.889237859,-0.566940549,-0.73093047,-0.953871966,-0.707591616,-0.696450272,-0.960720311,-0.617077887,-0.792177715,-1,0.155269808,-0.945749846,-1,0.096304503,-1,-0.985023247,-1,-0.909645742,-0.917508995,-0.890636786,-1,-0.809325269,-0.848906688,-0.9074828,-1,-1,-0.9413489,-0.84224841,-0.778927248,-0.779473931,-0.726026959,-0.931891432,-0.694677218,-0.905276052,-0.639117343,-0.780970629,-0.835363622,-1,-0.904507198,-0.821531597,-0.722947827,-0.967662983,-0.838523948,-0.602137707,0.374858543,-0.446769527,-0.871618687,-1,-1,-0.903565436,-1,-0.941254189,-0.742560769,-1,-0.768792945,-0.89767714,-0.823281542,-0.848906688,-1,-0.865291512,-1,-0.957309853,-0.945533261,-0.610393091,-1,-1,-1,-0.103616582,-1
f932,-0.600802863,-0.902330884,-0.702634913,-0.917658982,-1,-0.977704586,-0.801621485,-1,-0.964023309,-0.300988092,-1,-0.769818394,-0.888574634,-0.760695207,-0.698185268,-0.907914237,-0.972890803,-0.924575627,-0.715410314,-0.960729668,-0.988598936,-0.707591616,-0.696450272,-0.940714467,0.321256651,-1,-1,0.138168776,-0.945749846,-1,0.096304503,-1,-0.947808462,-1,-0.880162148,-0.921459336,-0.888016215,-1,-0.808208766,-0.542437294,-1,-1,-1,-0.934627362,-0.551106599,-0.778927248,-0.779473931,-1,-0.916392197,-0.721662022,-0.898786321,-0.777703992,-0.780970629,-0.624989792,-1,-0.935697998,-0.950342032,-1,-0.977337918,-0.636451391,0.391183177,0.35304843,-0.571076279,-0.976691158,-1,-1,-0.911021029,-1,-0.941474538,-0.756574614,-1,-0.259690904,-0.941221181,-0.592196689,-0.468203699,-1,-0.951102103,-1,-0.954902458,-0.921712693,-0.751286008,-1,-1,-1,-0.103616582,-1
f933,-1,-0.810606061,-0.924242424,-0.886363636,-1,-0.946969697,-0.96969697,-0.494000974,-0.962121212,0.863636364,-1,-1,-0.853123067,-0.757945269,-0.774149666,-0.641609858,-0.984848485,-0.772727273,-0.742860611,-0.909090909,-0.977272727,-1,-1,-0.901515152,1,-0.585921062,-1,-1,-1,-1,-1,-1,-0.96969697,-1,-0.78030303,-0.742424242,-0.878787879,-1,-0.825757576,-0.810606061,-1,-1,-1,-0.977270454,-0.802259976,-1,-1,-0.594177199,-0.977272727,-0.901515152,-0.557631737,-0.764348254,-1,-0.796518908,-1,-0.757575758,-0.977272727,-0.590140577,-0.969544693,-0.802655348,0.863636364,-1,-0.752322964,-0.992424242,-1,-1,-0.901515152,-1,-0.96969697,-0.924242424,-1,-0.598484848,-0.893939394,-0.804081991,-0.810606061,-1,-0.946969697,-1,-0.96969697,-0.977272727,-0.760426697,-1,-1,-1,-1,-1
f934,-1,-0.674930282,-0.886819455,-0.827045897,-1,-0.880613385,-0.836903385,-1,-0.893747785,-0.866435722,-1,-1,-1,-1,-1,-0.658775413,-0.928295805,-0.732710943,-1,-0.65815784,-0.718105276,-1,-1,-0.829640677,-0.775979563,-1,-1,-1,-1,-1,-1,-1,-0.894282791,-1,-0.875530826,-0.38839438,-0.814714006,-1,-0.413887421,-0.852739566,-1,-1,-1,-0.544945165,-0.846250192,-1,-1,-1,-0.871036775,-0.772956778,-0.651626895,-1,-1,-0.813576897,-1,-0.703298981,-0.859507393,-1,-0.874515525,-0.804619046,-0.822886224,-1,-1,-0.537607586,-1,-1,-0.772448522,-1,-0.868883375,-0.886819455,-1,-0.628692378,-0.755127699,-0.82223651,-0.852739566,-1,-0.574670135,-1,-0.880118504,-0.938287044,-1,-1,-1,-1,-1,-1
f935,-1,-0.672696189,-0.616178801,-0.865507464,-1,-0.622141606,-0.578875824,-0.524602243,-0.810824785,-0.632090735,-1,-1,-1,-0.858072303,-0.867573663,-0.537029051,-0.884646818,-0.659219415,-0.867957014,-0.344466683,0.006254691,-1,-1,-0.722024852,-0.734684347,-1,-1,-0.883688169,-1,-1,-1,-1,-0.812993078,-1,-0.18522225,0.302777083,-0.703527646,-1,0.232782921,-0.583504295,-0.370748875,-1,-1,-0.463001925,-0.565150443,-1,-1,-0.521895922,-0.806571595,-0.639571345,-0.892769136,-0.861826659,-1,-0.73831958,-1,-0.694570928,-0.053206572,-0.514732706,-0.940910457,-0.513469721,-0.607046952,-0.851659602,-1,-0.289125177,-1,-1,-0.751363523,-1,-0.699457927,-0.616178801,-1,0.018513885,-0.746284714,-0.476047503,-0.583504295,-1,-1,-1,-0.654974564,-0.807063631,-0.859527272,-1,-1,-1,-1,-1
f936,-1,-0.906831108,-0.861757509,-0.927692838,-1,-0.884086293,-0.841432239,-1,-0.851794678,0.30088297,-1,-1,-0.952397821,-1,-1,-0.892887597,-0.99668818,-0.901712841,-1,-1,-0.974764478,-1,-1,-0.823422506,0.413835197,-1,-1,-1,-1,-1,-1,-1,-0.938580789,-1,-0.397166615,-0.181279731,-0.935394873,-1,-0.364075783,-0.598864675,-1,-1,-1,-0.984435626,-0.581187714,-1,-1,-1,-0.925727642,-0.849260178,-0.944770984,-1,-1,-0.583947075,-1,-0.905829351,-0.920061967,-1,-0.935834945,-0.621530866,0.30088297,-1,-1,-0.949912141,-1,-1,-0.84754679,-1,-0.842028914,-0.861757509,-1,1,-1,-0.585046731,-0.598864675,-1,-1,-1,-0.767926253,-0.932947958,-1,-1,-1,-1,-1,-1
f937,-0.948306416,-0.644722402,-0.677584231,-0.812808838,-1,-0.932148206,-0.837218749,-0.652507823,-0.882994913,-0.440518271,-1,-1,-0.367931344,-0.777438889,-0.788040953,-0.409731186,-0.961729915,-0.702060837,-0.780888055,-0.86081621,-0.937883868,-1,-0.997241591,-0.803568722,0.264507406,-0.98410508,-1,-0.470844633,-0.998869971,-1,-0.516462697,-1,-0.905294877,-1,-0.752675329,-0.221271668,-0.836339605,-1,-0.403212213,-0.255152092,-0.531550098,-1,-1,-0.627181043,-0.284276475,-1,-1,-0.668129598,-0.77886172,-0.66139584,-0.391240676,-0.783326208,-0.895446112,-0.305597069,-1,-0.673703868,-0.941746042,-0.664828565,-0.926670391,-0.280365276,0.013138668,-0.314311905,-0.873876564,-0.915741544,-1,-1,-0.656618142,-1,-0.893095984,-0.824904658,-1,0.193187537,-0.8980677,-0.328897959,-0.766171718,-1,-0.732855159,-1,-0.728392741,-0.822903846,-0.777977543,-1,-1,-1,-0.499036268,-1
f938,-0.631776836,-0.712982663,-0.873279677,-0.858264845,-1,-0.879507489,-0.849334971,-0.718780035,-0.80723873,0.047555075,-1,-0.712674635,-0.826441786,-0.780631804,-0.702713312,-0.356109905,-0.944320503,-0.895522297,-0.702044394,-0.722578174,-0.882635073,-0.634999742,-0.71622739,-0.719180081,0.204058868,-0.779521858,-1,-0.025178687,-0.934293701,-1,-0.027291261,-1,-0.838782036,-1,-0.656719593,-0.410248383,-0.773911273,-1,-0.773063269,-0.262239824,-1,-1,-1,-0.592434198,-0.229728706,-0.72404481,-0.724727209,-0.783917873,-0.915336405,-0.693572801,-0.327773634,-0.786434669,-0.774174554,-0.216330066,-1,-0.729942737,-0.956229028,-0.781768554,-0.781591051,-0.2079977,0.047555075,0.538507258,-0.522176154,-0.914579585,-1,-1,-0.698332563,-1,-0.683834436,-0.873279677,-1,-0.560828308,-0.888254997,-0.236826134,-0.262239824,-1,-0.855839372,-1,-0.862276905,-0.940241575,-0.76850299,-1,-1,-1,-0.278756663,-1
f939,-0.981265706,-0.779346405,-0.529411765,-0.816993464,-1,-0.895424837,-0.764705882,-0.994034027,-0.777777778,0.150326797,-1,-1,-0.599839936,-0.967719936,-0.969184421,-0.389890497,-0.908496732,-0.758431373,-0.969887232,-0.803921569,-0.908496732,-1,-0.984918592,-0.712418301,-0.010457516,-0.994408658,-1,-0.946223925,-0.999723266,-1,-0.955843137,-1,-0.803921569,-1,-0.660130719,-0.54248366,-0.816993464,-1,-0.647058824,-0.176470588,-1,-1,-1,-0.751609148,-0.178257599,-1,-1,-0.992960012,-0.816993464,-0.712418301,-0.341617243,-0.97070213,-0.996518628,-0.424458489,-1,-0.772026144,-0.882352941,-0.992819435,-0.737248333,-0.464210759,0.029934641,-0.998622543,-0.970995337,-0.843137255,-1,-1,-0.687581699,-1,-0.803921569,-0.570457516,-1,0.307189542,-0.895424837,-0.402725126,-0.08496732,-1,-0.647058824,-1,-0.568627451,-0.725490196,-0.968050856,-1,-1,-1,-0.956223654,-1
f940,-0.622694481,-0.823577236,-0.756097561,-0.853658537,-1,-0.902439024,-0.837398374,-0.633926131,-0.788617886,-0.300813008,-1,-0.857520092,-0.717935955,-0.623402647,-0.556330833,-0.483471835,-0.918699187,-0.81804878,-0.546943863,-0.821138211,-0.902439024,-0.641927412,-0.643673938,-0.756097561,-0.235121951,-0.740092223,-1,-0.000339372,-0.936540421,-1,-0.063065091,-1,-0.788617886,-1,-0.691056911,-0.658536585,-0.821138211,-1,-0.739837398,-0.317073171,-0.849244224,-1,-1,-0.804858535,-0.275094718,-0.863158371,-0.863496764,-0.673286742,-0.837398374,-0.785528455,-0.46864019,-0.644474801,-0.778240335,-0.432406101,-1,-0.821788618,-0.918699187,-0.670037001,-0.787555665,-0.453270156,-0.25495935,0.035073847,-0.435068336,-0.869918699,-1,-1,-0.78195122,-1,-0.707317073,-0.763089431,-1,-0.170731707,-0.853658537,-0.427101336,-0.25203252,-1,-0.674796748,-1,-0.723577236,-0.756097561,-0.619733303,-1,-1,-1,-0.24032052,-1
f941,-0.935403724,-0.82100312,-0.69513119,-0.956354082,-1,-0.890065177,-0.836796462,-0.724050097,-0.905014845,0.133450804,-1,-1,-0.885993662,-0.654179377,-0.65940431,-0.909945527,-0.967092949,-0.810018339,-0.662982671,-0.778908351,-0.864843878,-1,-1,-0.783758528,0.114621373,-1,-1,-0.631573427,-1,-1,-0.711964554,-1,-0.922523908,-1,-0.178333858,-0.119507491,-0.840804857,-1,-0.182366845,-0.027993504,-0.238604544,-1,-1,-0.749157962,0.012888919,-1,-1,-0.636424655,-0.868271538,-0.731025148,-0.906199005,-0.663327241,-0.910399831,-0.042610868,-1,-0.816849069,-1,-0.63280826,-0.969431402,-0.103332742,0.124798422,-0.369425753,-0.897489819,-0.9275292,-1,-1,-0.719752838,-1,-0.800374735,-0.702898283,-1,1,-0.948842361,-0.010257131,-0.027993504,-1,0.157344169,-1,-0.733609135,-0.868438003,-0.638709255,-1,-1,-1,-0.701583905,-1
f942,-0.614683675,-0.436448813,-0.499270409,-0.762691038,-1,-0.90231165,-0.734428999,-0.657623832,-0.824437447,0.172567391,-1,-0.828304116,-0.260221714,-0.761629958,-0.670658684,-0.265635973,-0.968358805,-0.465478842,-0.665654365,-0.872052838,-0.914138699,-0.568503443,-0.654619556,-0.656708394,0.414945089,-0.720841048,-1,-0.098144634,-0.927776279,-1,-0.10002742,-1,-0.84763075,-1,-0.574687044,-0.614161739,-0.718147608,-1,-0.057522464,0.244297673,-1,-1,-1,-0.687089514,0.262406572,-0.835098542,-0.835506324,-0.726407076,-0.677597727,-0.498809615,-0.232580584,-0.767935475,-0.786214226,0.314627801,-1,-0.44689348,-0.914445895,-0.72368571,-0.873571066,0.354543527,0.652100453,0.092010942,-0.470057126,-0.90784118,-1,-1,-0.426618539,-1,-0.763151832,-0.629367944,-1,0.208202135,-0.877582367,0.30114234,0.100069119,-1,-0.740880117,-1,-0.619691268,-0.708163736,-0.759536567,-1,-1,-1,-0.315104582,-1
f943,-0.810372551,-0.779357306,-0.585996485,-0.856648575,-1,-0.900489703,-0.770359152,-0.884275323,-0.860473343,0.189038612,-1,-1,-0.644549683,-0.532693212,-0.563977147,-0.521045846,-0.896819694,-0.762665399,-0.538803479,-0.770381261,-0.920144147,-1,-0.704679025,-0.697843317,0.018316881,-0.880327744,-1,-0.24463506,-0.985065634,-1,-0.4362995,-1,-0.795894454,-1,-0.707416292,-0.557918707,-0.821164454,-1,-0.646551629,-0.081458718,-1,-1,-1,-0.826630022,-0.072027356,-1,-1,-0.882713837,-0.81523938,-0.705338094,-0.4737293,-0.59211801,-0.887273546,-0.300933316,-1,-0.771862529,-0.888882748,-0.881547216,-0.767383172,-0.334973364,0.036711142,-0.982939171,-0.555774837,-0.858505687,-1,-1,-0.692227762,-1,-0.760498767,-0.618761262,-1,0.263721079,-0.869161978,-0.288718285,0.027978289,-1,-0.774360788,-1,-0.621060544,-0.690237998,-0.537483818,-1,-1,-1,-0.439821403,-1
f944,-0.461818183,-0.77808263,-0.654708828,-0.831081236,-1,-0.883896929,-0.785902097,-0.740105368,-0.756384754,0.523538423,-1,-1,-0.675448751,-0.805136665,-0.597402597,-0.501918287,-0.912133891,-0.772869653,-0.691586353,-0.763632622,-0.908978668,-0.722846442,-0.744910658,-0.689782107,0.271509248,-0.834609153,-1,-0.446396368,-0.935500739,-1,-0.46340808,-1,-0.772000823,-1,-0.464938153,-0.629146947,-0.78110067,-1,-0.630175824,-0.016096211,-1,-1,-1,-0.754188099,0.014705394,-1,-1,-0.777121863,-0.782335322,-0.678578778,-0.461645198,-0.8102913,-0.675434326,-0.235971321,-1,-0.774172897,-0.91688959,-0.774904944,-0.768396364,-0.268931293,0.321878501,-0.115802055,-0.480137166,-0.861330224,-1,-1,-0.679264696,-1,-0.642042207,-0.670530672,-1,-0.004984338,-0.821135423,-0.220256268,0.027253813,-1,-0.561629741,-1,-0.696869927,-0.695863914,-0.807134304,-1,-1,-1,-0.598494703,-1
f945,-0.95484408,-0.849531451,-0.726124739,-0.979007831,-1,-0.892818547,-0.840678618,-0.859136436,-0.929917541,0.958548609,-1,-0.977438682,-0.929574933,-0.811351174,-0.790175195,-0.947131521,-0.976935262,-0.84192216,-0.78545898,-0.81459385,-0.886837703,-0.793069782,-0.824460872,-0.82445336,0.954906808,-0.901650444,-1,0.185031365,-0.960053488,-1,0.160386614,-1,-0.936105642,-1,-0.1972346,-0.150305704,-0.889147138,-1,-0.309893559,-0.096685369,-0.986007524,-1,-1,-0.835332687,-0.037743631,-0.978331489,-0.978385073,-0.895427454,-0.896904469,-0.759256244,-0.943103592,-0.816341432,-0.851424291,-0.054864244,-1,-0.84574161,-1,-0.894387295,-0.981312654,-0.112171214,1,-0.846893263,-0.67058814,-0.933352085,-1,-1,-0.75709485,-1,-0.839908807,-0.736872493,-1,0.767724171,-0.950317547,-0.050285413,-0.096685369,-1,0.292483975,-1,-0.756709944,-0.889916949,-0.821940767,-1,-1,-1,-0.101348445,-1
f946,-0.953823992,-0.726415094,-0.79245283,-0.905660377,-1,-0.933962264,-0.877358491,-1,-0.811320755,0.103773585,-1,-0.976929014,-0.518675395,-0.818587504,-0.833116249,-0.544207158,-0.924528302,-0.754716981,-0.794176707,-0.858490566,-0.952830189,-0.788395154,-0.820495379,-0.698113208,0.122641509,-1,-1,0.208625833,-0.959151082,-1,0.186600167,-1,-0.943396226,-1,-0.216981132,-0.443396226,-0.905660377,-1,-0.311320755,-0.179245283,-1,-1,-1,-0.68864811,-0.113527742,-0.97784199,-0.977896784,-1,-0.943396226,-0.764150943,-0.519237511,-0.823386342,-0.848067912,-0.093637923,-1,-0.735849057,-0.886792453,-1,-0.89570494,-0.083163671,0.160377358,-0.845801607,-0.706318374,-0.886792453,-1,-1,-0.754716981,-1,-0.867924528,-0.867924528,-1,-0.226415094,-0.933962264,-0.121695869,-0.301886792,-1,-0.688679245,-1,-0.839622642,-0.905660377,-0.868496582,-1,-1,-1,-0.081047581,-1
f947,-1,-0.917684306,-0.819086386,-0.92492085,-1,-0.923111714,-0.876074175,1,-0.854364541,-0.10990502,-1,-1,-0.675093918,-0.868282202,-0.332828967,-0.628521618,-0.790140208,-0.917684306,-0.834959601,-0.848032564,-0.923111714,-1,-1,-0.646313885,-0.078245138,0.481295368,-1,-1,-1,-1,-1,-1,-0.857982813,-1,-0.658977838,-0.667118951,-0.863410222,-1,-0.7421981,-0.224785165,-1,-1,-1,-0.843494074,-0.19817896,-1,-1,0.451760476,-0.905924921,-0.867028494,-0.610091691,-0.871766485,-1,-0.472023803,-1,-0.910447761,-0.880597015,0.466200801,-0.660900613,-0.492477589,-0.120759837,-1,-0.364131379,-0.853459973,-1,-1,-0.863410222,-1,-0.833559475,-0.819990954,-1,-0.127091814,-0.935775667,-0.461020785,-0.206693804,-1,-0.813658978,-1,-0.750339213,-0.877883311,-0.292290763,-1,-1,-1,-1,-1
f948,-1,-0.786223278,-0.653206651,-0.798099762,-1,-0.852731591,-0.767220903,-1,-0.767220903,0.541567696,-1,-1,-0.379514276,-1,-1,-0.543350065,-0.888361045,-0.783847981,-1,-0.788598575,-0.926365796,-1,-1,-0.698337292,0.410926366,-1,-1,-1,-1,-1,-1,-1,-0.812351544,-1,-0.520190024,-0.467933492,-0.798099762,-1,-0.581947743,0.225653207,-1,-1,-1,-0.752944416,0.262304677,-1,-1,-1,-0.748218527,-0.684085511,-0.513289835,-1,-1,-0.082271648,-1,-0.786223278,-0.93824228,-1,-0.787536256,-0.112327674,0.42280285,-1,-1,-0.857482185,-1,-1,-0.684085511,-1,-0.691211401,-0.669833729,-1,0.251781473,-0.819477435,-0.095780218,0.251781473,-1,-0.536817102,-1,-0.698337292,-0.717339667,-1,-1,-1,-1,-1,-1
f949,-1,-0.775280899,-0.707865169,-0.95505618,-1,-0.887640449,-0.865168539,-0.652721024,-0.887640449,1,-1,-1,-0.449667507,-0.892540669,-0.899734553,-0.9321432,-0.97752809,-0.775280899,-0.900787962,-0.775280899,-0.842696629,-1,-1,-0.797752809,1,-1,-1,-0.866435526,-1,-1,-1,-1,-0.93258427,-1,-0.191011236,-0.101123596,-0.842696629,-1,-0.033707865,0.235955056,-0.398228612,-1,-1,-0.932577527,0.29042029,-1,-1,-0.648035132,-0.887640449,-0.707865169,-0.928425809,-0.895383261,-1,0.276813075,-1,-0.775280899,-0.842696629,-0.64453422,-0.977415166,0.238307841,1,-0.900448382,-1,-0.93258427,-1,-1,-0.707865169,-1,-0.820224719,-0.707865169,-1,0.505617978,-0.91011236,0.278530109,0.235955056,-1,-0.033707865,-1,-0.820224719,-0.865168539,-0.893642294,-1,-1,-1,-1,-1
f950,-1,-0.877206124,-0.784238271,-0.88088897,-1,-0.94252709,-0.815277581,-1,-0.929769375,0.552530275,-1,-1,-0.847693344,-1,-1,-0.697706666,-0.976194379,-0.861528523,-1,-0.914745132,-0.971849189,-1,-1,-0.793544897,0.208237622,-1,-1,-1,-1,-1,-1,-1,-0.927475412,-1,-0.732791862,-0.760271324,-0.844536244,-1,-0.743019965,-0.510830196,-1,-1,-1,-0.899479852,-0.510630725,-1,-1,-1,-0.923928573,-0.840818324,-0.669515558,-1,-1,-0.578449637,-1,-0.867482786,-0.936116527,-1,-0.943187038,-0.621073583,0.26347025,-1,-1,-0.9644637,-1,-1,-0.823805745,-1,-0.865542163,-0.798328123,-1,-0.140058877,-0.925781927,-0.560992613,-0.322447215,-1,-0.850011559,-1,-0.886653604,-0.938616994,-1,-1,-1,-1,-1,-1
f951,-0.562822499,-0.921442239,-0.808877676,-0.948116604,-0.864756963,-0.972612835,-0.915184533,-0.4559978,-0.974860468,0.678765175,-1,-0.959704292,-0.860852741,-0.788281341,-0.672534045,-0.86052129,-0.990603682,-0.910813308,-0.678651854,-0.956067188,-0.984951032,-0.721167453,-1,-0.92060669,0.011365104,-0.723495242,-1,-0.375391216,-0.911453379,-1,-0.395994875,-0.881129063,-0.969401421,-1,-0.859929119,-0.84494258,-0.923358741,-1,-0.853247413,-0.646590189,-1,-1,-1,-0.949955048,-0.655098705,-0.775533584,-0.961394597,-0.546176522,-0.954168711,-0.876061262,-0.854320742,-0.784908781,-0.561607595,-0.714821264,-0.741637484,-0.915106447,-0.969649058,-0.637375278,-0.980261756,-0.760107135,0.093603295,-0.17862487,-0.647855856,-0.985155949,-0.745977652,-0.741830085,-0.857163039,-1,-0.950511574,-0.823099854,-1,-0.359322963,-0.963009338,-0.698389637,-0.626408296,-1,-0.870750306,-1,-0.937367718,-0.964188632,-0.724325495,-1,-1,-0.743035463,-0.63878581,-1
f952,-0.562822499,-0.877009379,-0.620900668,-0.89595469,-0.864756963,-0.937212717,-0.833429559,-1,-0.959237878,0.717132421,-1,-0.959704292,-0.634110146,-0.788281341,-0.672534045,-0.806083006,-0.98383716,-0.860600913,-0.678651854,-0.92788529,-0.965837267,-0.721167453,-1,-0.876869066,0.030583328,-1,-1,-0.391357699,-0.911453379,-1,-0.410503196,-0.881129063,-0.94264007,-1,-0.663787073,-0.597657835,-0.840655085,-1,-0.639376796,-0.258558405,-1,-1,-1,-0.910341681,-0.306980936,-0.775533584,-0.961394597,-1,-0.90290609,-0.77889025,-0.781524466,-0.784908781,-0.561607595,-0.455556831,-1,-0.867786772,-0.933051927,-1,-0.953829493,-0.527924575,0.144403407,-0.17862487,-0.647855856,-0.968428883,-0.745977652,-0.741830085,-0.746656888,-1,-0.924310431,-0.671365367,-1,0.077281609,-0.935876818,-0.391413571,-0.055207005,-1,-0.655327449,-1,-0.896617377,-0.92099904,-0.724325495,-1,-1,-0.743035463,-0.653817002,-1
f953,-1,-0.876674015,-0.762496473,-0.905217565,-1,-0.935110212,-0.873538855,0.427266376,-0.911887703,0.698179563,-1,-1,-0.831718392,-1,-1,-0.818251859,-0.96475744,-0.889471166,-1,-0.905872836,-0.964076113,-1,-1,-0.832218577,0.160031989,-0.318888175,-1,-1,-1,-1,-1,-1,-0.9056496,-1,-0.840678475,-0.85335943,-0.858604943,-1,-0.934073961,-0.115348738,-1,-1,-1,-0.928955848,-0.067266028,-1,-1,0.133419205,-0.910066253,-0.837324128,-0.802354699,-1,-1,-0.500522299,-1,-0.876329479,-0.940087243,0.144693066,-0.923144963,-0.392034677,0.264806515,-1,-1,-0.950778971,-1,-1,-0.823822411,-1,-0.866142497,-0.789631771,-1,-0.223919505,-0.931809033,-0.452334203,-0.177867438,-1,-0.903713892,-1,-0.855463093,-0.897719623,-1,-1,-1,-1,-1,-1
f954,-1,-0.915195762,-0.836814079,-0.934302699,-1,-0.95472139,-0.951086675,-1,-0.932991304,0.303535234,-1,-1,-0.90028831,-1,-1,-0.940622189,-0.994739646,-0.901242509,-1,-0.938926275,-0.994359454,-1,-1,-0.971732041,-0.162318685,-1,-1,-1,-1,-1,-1,-1,-0.975854339,-1,-0.959924805,-0.941257523,-0.903635021,-1,-0.983360893,-0.548907649,-1,-1,-1,-0.951922616,-0.545411266,-1,-1,-1,-0.952346176,-0.878166794,-0.941171211,-1,-1,-0.82855365,0.997017557,-0.899058293,-0.984511201,-1,-0.99160061,-0.729340985,0.011004147,-1,-1,-0.985064012,-1,-1,-0.851053107,-1,-0.956285766,-0.841542883,-1,-0.410194967,-0.982292029,-0.792907675,-0.603753421,-1,-0.898150155,-1,-0.944883588,-0.983914425,-1,-1,-1,-1,-1,-1
