,or3867,or4150,or2169,or3018,or3584,or2735,or68,or3301,or351,or2452,or2615,or188,or1603,or4433,or2049,or1982,or754
f795,-0.91355875,-0.911187778,-1,-0.924251583,-0.9141542,-0.919733383,-0.952320928,-0.910595937,-0.959907129,-0.914691909,-0.841902696,-1,-1,-0.908326011,-0.981326622,-0.965204287,-1
f796,-0.991689189,-0.991689189,-1,-0.991689189,-0.991689189,-0.973581081,-0.897234857,-0.991689189,-0.915642465,-0.972905405,-0.953108108,-1,-1,-0.991689189,-0.948982074,-0.974672791,-1
f797,-0.449710087,-0.421948474,-0.469151095,-0.986423672,-0.465419613,-0.986316019,-0.854671808,-0.628732895,-0.874313324,-0.985973192,-0.957792516,-0.575359268,-0.655406679,-0.391363849,-0.794721745,-0.452817286,-0.488996062
f798,-0.683765059,-0.663151428,-1,-0.758506536,-0.702808778,-0.786423672,-0.743562959,-0.73174977,-0.875664773,-0.808334187,-0.518105184,-1,-1,-0.619944712,-0.92614831,-0.76219436,-1
f799,-0.940911685,-0.934318139,-1,-0.941545679,-0.942433272,-0.949153617,-0.964050575,-0.940911685,-0.939069274,-0.954986369,-0.953591581,-0.899497536,-0.996891086,-0.932289355,-0.935246284,-0.958943036,-0.712549399
f800,-0.958116535,-0.957174314,-1,-0.955541131,-0.961019972,0.365152483,-1,-0.954117331,-1,0.251890549,-0.974036579,-1,-1,-0.955520193,-1,-0.817868285,-1
f801,-0.663175832,-0.663175832,-0.169356244,-0.663175832,-0.663175832,-0.815754908,-0.83661957,-0.663175832,-0.889539506,-0.823990912,-0.433987717,-0.435343759,-0.471308034,-0.663175832,-0.814855187,-0.672094847,-0.181398835
f802,-0.037942992,0.024756968,-0.704011238,-0.99968625,-0.095873088,-0.995812193,-0.915392095,-0.183875939,-0.899143369,-0.996159118,-0.999603105,-0.622822061,-0.703231535,0.15617486,-0.853761591,-0.653675771,-0.745052889
f803,-0.424743675,-0.372537164,-1,-0.536015064,-0.4720785,-0.561928289,-0.898368205,-0.49889005,-0.911045374,-0.584662826,-0.201008888,-0.982689409,-1,-0.303538883,-0.428592383,-0.290037723,-1
f804,-0.550205738,-0.508832648,-1,-0.650053548,-0.569302745,-0.693816583,-0.999613841,-0.644822727,-1,-0.704582605,0.27462939,-0.982039411,-1,-0.466027845,-0.587031482,-0.590677534,-1
f805,-0.911533421,-0.908256881,-1,-0.918741809,-0.910878113,-0.922018349,-0.926021996,-0.918086501,-0.975652429,-0.923328965,-0.587811271,-1,-1,-0.905635649,-0.429094877,-0.978817249,-1
f806,-0.673272933,-0.673272933,-1,-0.673272933,-0.673272933,-0.673272933,-1,-0.673272933,-1,-0.702944507,-1,-0.996495021,-1,-0.673272933,-1,-0.730785197,-1
f807,0.972963168,0.972963168,-0.995648778,0.963275148,0.972963168,0.964854253,-0.896541277,0.972963168,-0.8279195,1,0.078741838,-0.95385989,-0.984652398,0.972963168,-0.948143166,0.927596133,-0.973954539
f808,0.032429693,-1,0.179061487,-0.225629592,-0.086825437,-0.276817836,-0.85853544,-0.168457056,-0.942413062,-0.317025589,0.834051178,-0.972830347,-0.994569366,0.15936154,-0.854600382,-0.492296879,-0.925122514
f809,-1,-1,0.255218987,-1,-1,-1,-0.881533516,-1,-0.965749773,-0.352941176,-0.147058824,-0.985154113,-0.994190396,-1,-0.848825205,-0.939077776,-0.936979069
f810,-0.488372093,-0.488372093,-0.997244814,-0.488372093,-0.488372093,-0.488372093,-0.99016071,-0.488372093,-0.982522626,-0.488372093,-1,-0.921838651,-0.998471043,-0.488372093,-0.971493237,-0.977049157,-1
f811,-0.637996092,-0.637996092,-0.968962987,-0.625766458,-0.637996092,-0.635233475,-0.932976069,-0.637996092,-0.878990441,-0.624351459,-0.687925342,-0.704849003,-0.967093851,-0.637996092,-0.946305685,-0.847122331,-0.923789305
f812,-0.607572139,-0.607572139,-0.809863415,-0.59186513,-0.607572139,-0.434192117,-0.955388568,-0.607572139,-0.960729617,-0.593782127,-0.672379009,-0.86326408,-0.890244559,-0.607572139,-0.930986446,-0.821518779,-0.828325994
f813,-0.866268153,-0.866268153,-0.983401319,-0.866268153,-0.866268153,-0.869470492,-0.995243721,-0.866268153,-0.98386782,-0.878458936,0.005769683,-0.960262537,-0.986309012,-0.866268153,-0.980165231,-0.86902006,-0.916008838
f814,-0.890472222,-0.891343219,-0.755772601,-0.897071694,-0.889269019,-0.906150155,-0.942965935,-0.893512334,-0.953517566,-0.910480011,-0.629600472,-0.833030193,-0.860301796,-0.889891558,-0.91565767,-0.80671289,-0.800995732
f815,-0.804491533,-0.804491533,-0.785246704,-0.804491533,-0.804491533,-0.806463699,-0.986044537,-0.804491533,-0.986107012,-0.713758246,-0.48304882,-0.771295205,-0.515252652,-0.804491533,-0.801522967,-0.573068747,-0.895918657
f816,-0.085714286,-0.019047619,-1,-0.244571429,-0.133333333,-0.304571429,-0.929838679,-0.176380952,-0.994185872,-0.349428571,-0.245238095,-1,-1,0.019047619,-0.960174679,-0.923375147,-0.950073644
f817,-0.562545568,-0.531298823,-0.950144808,-0.605561921,-0.583376732,-0.612852828,-0.875836408,-0.598791793,-0.939865311,-0.625455682,-0.381835225,-0.532518003,-0.827481245,-0.500052078,-0.986921979,-0.720783645,-0.999990148
f818,-0.860167529,-1,-1,-0.847919417,-0.840618425,-0.857066039,-1,-0.843690427,-1,-0.868915189,-0.124416953,-1,-1,-1,-1,-0.985792612,-1
f819,-0.736781667,-0.730990064,-1,-0.772429977,-0.749263568,-0.793299715,-0.931899919,-0.760846772,-0.978112015,-0.805482051,-0.187078736,-1,-1,-0.725697738,-1,-1,-1
f820,-0.210961585,-0.143325283,-1,-0.392515744,-0.270444256,-0.447944897,-1,-0.337925251,-1,-0.670406983,-0.227004822,-1,-1,-0.091281828,-1,-1,-1
f821,-0.461669337,-0.412874345,-0.992437229,-0.532202382,-0.493318357,-0.553213631,-0.980670639,-0.516807347,-0.969596107,-0.370967476,-0.130329209,-0.996120076,-0.998115569,-0.366342358,-0.956743441,-0.98164944,-0.821157948
f822,-0.841908896,-0.811493666,-0.837558749,-0.873402278,-0.855527656,-0.88128981,-0.921140258,-0.863074719,-0.716056679,-0.889659673,0.143323261,-0.913271155,-0.966713467,-0.801421458,-0.99954094,-1,-0.83018545
f823,-0.872881356,-0.872881356,0.336264344,-0.86440678,-0.872881356,-0.872881356,-0.999782323,-0.872881356,-0.997286127,-0.872881356,-0.237288136,-1,-0.975331396,-0.872881356,-0.996295048,-0.797035077,-0.95945459
f824,-0.903607666,-0.903043968,-0.998031702,-0.906708005,-0.905016911,-0.905580609,-0.963513439,-0.905862458,-0.968036132,-0.906144307,-0.786076663,-0.851181518,-0.998992179,-0.904171364,-0.948480711,-0.801204925,-0.999896969
f825,-0.435582822,-0.401840491,-0.670864106,-0.501533742,-0.460122699,-0.518404908,-0.800166744,-0.486196319,-0.804710009,-0.536809816,0.168711656,-0.381268729,-0.570472879,-0.360429448,-0.788210583,-0.652115454,-0.478565885
f826,-0.999992862,-0.999992267,-1,-0.999994052,-0.999992862,-0.999994052,-0.996817948,-0.999992862,-0.998159338,-0.999994052,-0.999959551,-1,-1,-0.999992267,-1,0.079683285,-1
f827,-0.419046668,-0.277456049,0.132168389,-0.465339218,-0.442978798,-0.502039618,-0.144243975,-0.481086876,-0.116025387,-0.550301095,0.135667357,-0.327887008,0.426612988,-0.141736292,-0.074868189,-0.487191652,0.778538227
f828,-0.216095566,-0.164824082,0.115442247,-0.605657205,-0.276072556,-0.638132335,-0.300593115,-0.297789742,-0.282664097,-0.685878239,-0.158020618,0.855304216,0.370959962,-0.032638164,-0.34684096,-0.634635385,0.641841213
f829,0.111314912,0.307494958,-0.373199272,-0.386908006,-0.048146312,-0.464655561,-0.749887062,-0.121797066,-0.749148556,-0.53238724,0.201089326,0.142275134,-0.218603216,0.51669529,-0.807190286,-0.917550202,-0.020545836
f830,-0.10702387,0.026035716,0.167865867,-0.421862613,-0.273663682,-0.497919567,-0.395799847,-0.49646454,-0.356255955,-0.57123263,0.193948323,0.645949323,0.414539234,0.259300939,-0.295504418,-0.484356035,0.555632
f831,0.267781017,1,0.316881916,-0.659312994,0.454114424,-0.520978313,-0.303718288,-0.227823287,-0.287451311,-0.715092131,-0.071609194,0.931787462,0.54177253,0.976367906,-0.261163992,-0.558756952,0.751349237
f832,0.097798622,0.02306709,-0.947683455,-0.485062566,0.005901731,-0.599181052,-0.572137765,-0.159610817,-0.603103143,-0.629221379,0.082147113,-0.662263856,-0.925997772,0.087938846,-0.800106677,-0.931755392,-0.880793672
f833,-0.070426854,-0.012820737,-0.950462641,-0.419425859,-0.125062364,-0.517498832,0.391095526,-0.239461311,0.430763257,-0.58708735,0.146670365,-0.833419962,-0.936447194,0.052801108,-0.019120562,-0.964268141,-0.825692876
f834,-0.519798298,-0.467779896,-1,-0.623385475,-0.563203088,-0.645237421,-1,-0.578446247,-1,-0.660708313,0.088677182,-1,-1,-0.493315141,-1,-0.98359416,-1
f835,-0.088984765,1,0.007721881,-0.664284751,-0.442901443,-0.722798975,-0.250951184,-0.547121478,-0.20375877,-0.672643926,-0.495753,0.831104456,0.292833438,-0.208979372,-0.224363971,-0.676321982,0.64974077
f836,0.100350263,0.103677758,-0.212311663,-0.421891419,-0.171978984,-0.667950963,-0.52175886,-0.370928196,-0.532631807,-0.697022767,0.297723292,0.480748271,0.027944719,0.571278459,-0.493145363,-0.754081351,0.247896623
f837,-0.584919752,-0.556071815,-1,-0.697082508,-0.569656886,-0.702363016,-0.991722878,-0.649289379,-0.995212087,-0.756653291,-0.045553659,-1,-1,-0.939227516,-1,-0.638817591,-1
f838,-0.240742517,-0.221473864,-0.410646387,-0.388675551,-0.304276742,-0.44046963,-0.675691709,-0.366736619,-0.67714357,-0.494081843,0.016182259,0.363890885,-0.126287266,0.154053007,-0.82613309,-0.642393659,0.114915102
f839,-0.37534507,-0.197152908,-1,-0.550151463,-0.356568169,-0.634032909,-1,-0.44736813,-1,-0.707648692,-0.004852121,-1,-1,-0.064371106,-1,-0.444844995,-1
f840,-0.037751508,0.189697555,0.132168389,-0.51817418,-0.208650213,-0.600066848,-0.144243975,-0.400341369,-0.116025387,-0.668037062,0.270285559,-0.327887008,0.426612988,0.378566376,-0.074868189,-0.5789829,0.778538227
f841,-0.527053294,-0.527053294,0.115442247,-0.684859135,-0.527053294,-0.709956718,-0.300593115,-0.61749361,-0.282664097,-0.731594169,-0.345447268,0.855304216,0.370959962,-0.527053294,-0.34684096,-0.669408003,0.641841213
f842,-1,-0.951098319,0.162254186,-0.961119801,-1,-0.962113105,-0.367395634,-1,-0.355506963,-0.964259404,-0.783208319,0.85520828,0.402149725,-0.948505444,-0.394898063,-0.679980837,0.636231853
f843,-0.396845032,-1,-0.373199272,-0.411981565,-0.403147381,-0.420261434,-0.749887062,-0.419579873,-0.749148556,-0.432764307,0.286069284,0.142275134,-0.218603216,-0.306653097,-0.807190286,-0.93914059,-0.020545836
f844,0.616009231,0.800115332,0.316759492,0.148897581,0.397591988,-0.023284588,-0.318769125,0.251454838,-0.274183702,-0.120187216,0.379056613,0.855794792,0.594881754,1,-0.205686826,-0.507250009,0.753962726
f845,-0.144332907,-0.173945157,-0.46932881,-0.370645179,-0.268273949,-0.127184573,-0.719415507,-0.245242028,-0.712860313,-0.505400185,-0.026953944,-0.22153692,-0.378703395,0.012943514,-0.702267167,-0.825419657,-0.29424911
f846,-0.989663814,0.374423783,-0.947683455,0.401479482,-0.989663814,0.339645931,-0.572137765,-0.989663814,-0.603103143,0.201828251,0.704279256,-0.662263856,-0.925997772,0.400624916,-0.800106677,-0.954609897,-0.880793672
f847,-0.469185907,-0.469185907,-0.950976779,-0.159531672,-0.469185907,-0.145309813,0.10707717,-0.448792735,0.138645987,-0.126587872,0.985121347,-0.867430414,-0.948437424,-0.469185907,-0.485406402,-0.937693222,-0.861280959
f848,0.994960847,0.994960847,-0.961253154,0.57776806,0.994960847,0.534493199,-1,1,-1,0.443612325,0.3935554,-1,-0.96987311,0.994960847,-1,-0.972214623,-1
f849,0.712085535,0.712085535,-0.60270848,0.355261844,0.712085535,0.18091004,-0.626298571,0.506843254,-0.602754214,0.016045732,0.283614458,-0.086459603,-0.421501616,0.712085535,-0.603303107,-0.8088656,-0.176942182
f850,0.682253544,0.682253544,-1,0.527186372,0.682253544,0.423443588,-1,0.574350443,-1,0.316631555,0.978031054,-1,-1,0.682253544,-1,-0.745406914,-1
f851,-0.729006797,-0.728129796,-1,-0.67989476,-0.724183293,-0.651392239,-1,-0.697873273,-1,-0.660600745,0.385661039,-1,-1,-0.729445297,-1,0.010404315,-1
f852,0.233638522,0.23567311,-1,0.379450661,0.232960326,0.450661241,-1,0.349610037,-1,0.355035605,-0.180061038,-1,-1,0.169888098,-1,-0.798695008,-1
f853,-0.033187006,-0.032835821,-1,-0.369446883,-0.266022827,-0.370324846,-1,-0.322212467,-1,-0.462159789,-0.04951712,-1,-1,0.403863038,-1,-0.87170664,-1
f854,-0.112811348,-0.112029487,-1,-0.290182062,-0.259801184,-0.271752485,-1,-0.269630292,-1,-0.348263152,0.092594661,-1,-1,0.154585055,-1,-0.956673845,-1
f855,0.363611714,0.329175705,-1,0.2914859,0.363611714,0.268438178,-1,0.329175705,-1,0.244305857,0.422993492,-1,-1,0.387472885,-1,-0.847085307,-1
f856,-0.260655116,-0.229796383,-1,-0.193372961,-0.260655116,-0.171620083,-1,-0.228531681,-1,-0.149361325,-0.330213735,-1,-1,-0.284178576,-1,-0.921591115,-1
f857,-0.999598877,-0.997593261,-1,-1,-0.999598877,-0.999598877,-1,-0.999598877,-1,-0.999197754,-0.977135981,-1,-1,-0.997593261,-1,-0.918074403,-1
f858,-0.557875058,-0.579685309,-0.991610116,-0.560990809,-0.557875058,-0.511606169,0.542264703,-0.559432933,0.535360328,-0.542296308,-0.58840941,-0.944637106,-0.990417694,-0.593706185,0.982264666,-0.993028956,-0.940753857
f859,-0.215203026,-0.189445621,-0.276342023,-0.360789654,-0.284184466,1,-0.096304855,-0.324488134,-0.021200216,-0.473020787,-0.354983121,-0.099718874,-0.079706135,-0.129922245,0.322989239,0.270012798,-0.025467208
f860,0.178847888,0.26962874,0.033264271,-0.161242232,0.021731901,-0.239950194,-0.767902191,-0.082562984,-0.747063345,-0.321204524,0.132305273,0.73246251,-0.212523441,0.411416291,-0.652408223,-0.273847741,0.381124943
f861,0.341359141,0.341359141,0.036006564,0.255007302,0.341359141,0.172628011,-0.778170556,0.341359141,-0.758044751,0.086049169,0.705728792,0.732493727,-0.210973208,0.341359141,-0.663555883,-0.290582856,0.383400489
f862,-0.993211931,-0.993211931,-0.976422621,-0.993211931,-0.993211931,-0.993211931,-0.978484121,-0.993211931,-0.976279232,-0.993211931,-0.959862856,-0.967002992,-0.96951423,-0.993211931,-0.964843084,-0.967558486,-0.931660323
f863,0.15669871,0.289905026,-1,-0.151382697,0.036425045,-0.102229843,-1,-0.064299529,-1,-0.318615744,0.056264542,-1,-1,0.475211455,-1,-0.166464539,-1
f864,-0.323238273,-0.207150288,-0.893940616,-0.502171087,-0.395265783,-0.574009699,-0.979781667,-0.445430733,-0.97987218,-0.751359594,-0.189959709,-0.913323524,-0.95274646,-0.074745369,-0.937977365,-0.816121496,-0.881709677
f865,0.155440415,0.215025907,-0.843101283,0.159041451,0.152849741,-0.062512953,-0.297498007,0.170984456,-0.247230626,-0.279041451,0.515181347,-0.456967665,-0.847335348,0.238341969,-0.207264734,0.254346834,-0.705068107
f866,-0.39419586,-0.38107086,-0.868008989,-0.434410828,-0.46281051,-0.441878981,-0.983739161,-0.445,-0.976874225,-0.450636943,-0.184315287,-0.845288742,-0.814538064,-0.173861465,-0.934600438,-0.768790281,-0.77362797
f867,-0.690447286,-0.720886478,-0.854361388,-0.729116412,-0.698015041,-0.758252269,-0.986418351,-0.741308906,-0.986479153,-0.79398889,-0.380915593,-0.725409787,-0.992360431,-0.670539886,-0.986814868,-0.980044105,-0.759815603
f868,-0.590011896,-0.558558531,-1,-0.623260489,-0.62883676,-0.640339741,-0.844021227,-0.632058333,-0.844719509,-0.658783856,0.158290476,-1,-0.370703103,-0.34008183,-0.922787145,-0.913475231,-1
f869,-0.615426433,-0.563328789,-0.280462065,-0.6783792,-0.655480969,-0.675562078,-0.931173453,-0.6665063,-0.930643595,-0.692235547,0.024723629,0.172955848,-0.435630726,-0.2779311,-0.944163545,-0.921861223,-0.144966006
f870,-0.947772747,-0.945010781,-0.280462065,-0.959161276,-0.956826218,-0.958818456,-0.931033677,-0.955120742,-0.930636962,-0.947175507,-0.89003881,0.172945068,-0.435631091,-0.922996981,-0.943405665,-0.928924527,-0.144966006
f871,-0.788415092,-0.756863949,-0.338996567,-0.800709214,-0.806492783,-0.801290802,-0.772666704,-0.784085493,-0.751578734,-0.772211407,0.310188289,0.80038279,-0.01537282,-0.68075671,-0.816430884,-0.875592557,0.158661359
f872,-0.712517204,-0.63767641,-1,-0.782145691,-0.739013789,-0.780519808,-0.91615099,-0.757277776,-0.916526363,-0.830439699,-0.433869391,-1,-1,-0.604974698,-0.917646162,-1,-1
f873,-0.296728768,-0.342921394,-1,-0.483273384,-0.347169747,-0.515801041,-0.977292736,-0.343046012,-0.998922368,-0.617081778,-0.046782864,-0.99824874,-0.999940671,-0.235658976,-0.876878332,0.147472392,-1
f874,-0.077020732,0.113638425,-1,-0.283867253,-0.138813615,-0.296916682,-0.491598213,-0.180298484,-0.515411488,-0.428085796,0.013081061,-0.944583014,-1,0.159399996,-0.747969894,-1,-1
f875,-0.698472027,-0.445788925,-0.53440423,-0.714393836,-0.67407906,-0.669652717,-0.865826413,-0.692516471,-0.863909474,-0.605134186,-0.068513716,0.600062009,-0.349587458,-0.261656761,-0.85013015,-0.760476434,-0.206532667
f876,-0.670971835,-0.624156608,-0.210531538,-0.680411637,-0.675354379,-0.699783349,-0.75071919,-0.673153822,-0.746344227,-0.719900959,-0.330238316,0.396956056,0.082067411,-0.63278242,-0.714612249,-0.62309797,0.321915156
f877,-0.524700688,-0.489988962,0.022008399,-0.562645835,-0.507451813,-0.572047211,-0.643901226,-0.544783901,-0.637817124,-0.718264414,-0.642183918,0.634966408,0.342683227,-0.465103167,-0.597222047,-0.633263323,0.528351586
f878,-0.551951914,-0.382541196,0.435569647,-0.691153037,-0.570251801,-0.709008289,-0.651948852,-0.686175915,-0.623867431,-0.878249068,0.150697624,0.691918184,0.36711583,-0.29306008,-0.554507034,-0.6098245,0.629135866
f879,-0.216440526,-0.203135087,0.024015943,-0.232758518,-0.266007173,-0.368200837,-0.998529278,-0.222674836,-0.998535863,-0.404064555,1,0.82087833,-0.261448074,-0.422465631,-0.998572216,-0.721821326,0.574354186
f880,-0.648479949,-0.591310499,0.685206295,-0.677032231,-0.649006489,-0.581959366,-0.932054384,-0.67398681,-0.93235856,-0.813317732,-0.604510158,-0.297368081,0.026402316,-0.682471014,-0.938924131,-0.409971001,0.170421219
f881,-0.619458484,-0.60967509,0.005534704,-0.685613718,-0.687184116,-0.637184116,-0.614218265,-0.677779783,-0.606565543,-0.727436823,-0.054151625,-0.043907174,0.094108149,-0.579512635,-0.522429895,-0.75389533,-0.052984955
f882,0.789459977,0.714660413,-0.887895085,1,0.807776172,0.977447302,-0.974359551,0.914584447,-0.973993226,-0.02333207,0.636332232,-0.859700503,-0.879588813,0.621530744,-0.97136001,-0.953706033,-0.840472427
f883,-0.9700451,-0.969749897,0.521691535,-0.968446084,-0.967404674,-0.967199672,-0.334034988,-0.966445264,-0.345983889,-0.986059861,-0.995899959,0.964360517,0.627558464,-0.969749897,-0.389584933,-0.424772784,0.970786722
f884,-0.998935897,-0.999450855,0.004660372,-0.998568376,-0.998972222,-0.998504274,-0.555642958,-0.998534188,-0.542603755,-0.998290598,-0.971367521,0.303997943,0.17144266,-0.999262821,-0.484115391,-0.54903838,0.258808778
f885,-0.105673908,-0.030373339,0.090225585,-0.230963932,-0.134781692,-0.26344653,-0.471315141,-0.177810588,-0.489012302,0.01202278,0.23834634,0.478763127,0.390902173,0.077620755,-0.365090654,-0.356306609,0.407544279
f886,0.328996748,0.240180135,0.057492554,0.477858394,0.36377283,0.516137103,-0.576902382,0.414560921,-0.543563435,0.189392044,-0.084063047,0.0864818,0.111267935,0.111833875,-0.487445156,-0.630842375,0.004604002
f887,-0.99972962,-0.99972962,-0.726193615,-0.99972962,-0.99972962,-0.99945924,-0.848590322,-0.99972962,-0.844374258,-0.99945924,-0.994051643,-0.163410383,-0.589281103,-0.99972962,-0.891823194,-0.859835408,-0.081490984
f888,-0.422474959,-0.343289902,-0.290701689,-0.509242994,-0.45048203,-0.530890735,-0.643185648,-0.473458547,-0.644783026,-0.606183139,0.067161177,0.044570984,-0.191130825,-0.256470478,-0.703088181,-0.499377332,-8.49E-05
f889,0.24396781,0.22415582,-0.310404423,0.356925589,0.253193842,0.386330767,-0.643185648,0.307013763,-0.644783026,-0.321716818,0.183951481,0.007264878,-0.418625276,0.12873338,-0.703088181,-0.499377332,-0.129106192
f890,-0.998935897,-0.999450855,0.537854134,-0.998568376,-0.998972222,-0.998504274,-0.362339826,-0.998534188,-0.289792664,-0.998290598,-0.971367521,0.961106794,0.704675464,-0.999262821,-0.26355611,-0.366316199,0.931208996
f891,-0.995601777,-0.995263591,0.574264174,-0.995880108,-0.995472818,-0.995876387,-0.325667475,-0.995567012,-0.248948068,-0.995942514,-0.971964916,1,-0.090466178,-0.99468471,-0.221202628,-0.329872532,0.754780073
f892,0.003123257,0.180689415,0.545404535,-0.078674445,-0.012020099,-0.071527046,-0.368192447,-0.062295655,-0.407808297,-0.09488659,-0.100905098,0.961818256,0.63753695,0.642723169,-0.405870413,-0.420111422,0.978575945
f893,-0.065349396,-0.019126866,0.513011393,-0.076180981,-0.080750117,-0.078372268,-0.356796116,-0.073148333,-0.397126544,-0.439683089,0.250758671,0.930086152,-0.227582614,-0.000551335,-0.395153705,-0.409651589,0.731882631
f894,0.456635319,0.342041101,-0.497045237,0.189132706,0.32149077,0.220480669,-0.845393846,0.280738419,-0.842533807,0.269244166,-0.441309648,-0.450755458,0.662413639,0.255660049,-0.757006487,0.07423302,0.064510541
f895,-0.759530792,-0.739002933,-0.387836128,-0.811554252,-0.782991202,-0.82457478,-0.811822277,-0.798475073,-0.808341202,-0.837067449,-0.161524927,-0.331491116,1,-0.691495601,-0.704242264,0.306799297,0.295654893
f896,-0.760764081,-0.748950836,-1,-0.821484157,-0.790297192,-0.834301527,-1,-0.808022965,-1,-0.847827692,-0.171696648,-1,-1,-0.692247263,-1,-0.983875133,-1
f897,0.682889669,0.741385434,-1,0.455353103,0.585019365,0.437227719,-1,0.505564378,-1,-0.473903268,-0.033442647,-1,-1,0.802066589,-0.897624158,-0.914878465,-1
f898,0.197566602,0.243589648,0.545404535,0.204658811,0.137266641,0.039957446,-0.368192447,0.081146157,-0.407808297,-0.421438419,0.450477305,0.961818256,0.63753695,0.28971164,-0.389285472,-0.406321689,0.978575945
f899,0.372625586,0.401042235,-1,0.054350347,0.24591679,-0.014418603,-1,0.155633854,-1,-0.040410728,0.626254607,-1,1,0.469694815,-1,0.257975508,-1
f900,-0.053018373,-0.055538058,0.535819955,-0.05343832,-0.052808399,-0.05343832,-1,-0.053018373,-1,-0.05343832,-1,-1,0.48646199,-0.088713911,-1,-0.509705298,-1
f901,-0.045717553,-0.045717553,-1,-0.082378502,-0.047707261,-0.101955403,-1,-0.071698113,-1,-0.110211549,-0.123796455,-1,1,-0.045717553,-1,-0.661138737,-1
f902,-0.081892961,-0.081341545,-0.356028121,-0.165891943,-0.099905871,-0.184364367,-0.685833037,-0.115850974,-0.686078319,-0.195484582,-0.816563346,0.16960703,-0.173522873,-0.077435684,-0.628060841,-0.775879627,0.023008449
f903,0.136615752,0.137298404,0.072312731,0.032625082,0.114315783,0.009756236,-0.636418261,0.09457576,-0.637383397,-0.004010581,-0.02483147,0.895011029,0.377084867,0.142133857,-0.579073866,-0.088413862,0.689701824
f904,0.240789682,0.240941788,-0.024944924,0.235123744,0.240295339,0.225680515,-0.541910887,0.240295339,-0.543627526,0.22168774,0.575498305,0.821142861,0.253228775,0.238508096,-0.435047328,-0.664303304,0.591900015
f905,-0.269893213,-0.245086621,0.048881432,-0.163015521,-0.232297636,-0.126119734,-0.635947843,-0.207627494,-0.636599439,-0.079645233,-0.89135255,0.870832305,0.359356127,-0.37854576,-0.541847009,-0.017211102,0.668290591
f906,-1,-1,0.136604986,-0.544863459,-0.50104171,-0.553309003,-0.647483945,-1,-0.642938164,-0.572129703,0.415383755,0.876725602,0.451135976,-1,-0.569253985,-0.245200107,0.682326319
f907,-0.215886408,-0.219123475,0.194641397,0.043841732,-0.132028568,0.019939324,-0.936403894,-0.04745052,-0.936285343,0.041952153,0.049522087,0.745261709,0.324536261,-0.22433918,-0.874554953,-0.857018849,0.59509973
f908,0.849256352,1,0.400516954,0.618932039,0.720977071,0.579735592,-0.963083289,0.637884735,-0.963165671,0.541313778,-0.136696963,0.753852185,0.269784163,0.993802933,-0.951907623,-0.399298673,0.619221996
f909,-0.484482175,-0.519391746,-0.325762615,-0.353695672,-0.428604984,-0.316600535,-0.842793128,-0.38451601,-0.842673398,-0.317892406,-0.865645474,-0.204251945,-0.180788017,-0.61903722,-0.813001125,-0.854472248,-0.124631687
f910,0.09666065,0.069404332,0.003333929,0.049909747,0.075812274,0.037545126,-0.588120864,0.068411552,-0.586204254,-0.040703971,-0.103610108,0.537858819,0.138312843,0.026534296,-0.3850531,-0.617507557,0.406588207
f911,-1,-1,0.525433109,0.29691937,-1,0.52201367,-0.468995581,0.293747451,-0.457344952,0.621477989,0.98220088,0.861114327,0.593083538,-1,-0.459551189,-0.230525083,0.777665153
f912,0.124002399,0.045884836,0.148348934,0.039451525,0.113355631,0.219861729,-0.468995581,0.036911498,-0.457344952,0.299580149,0.003596593,0.861114327,0.473247657,-0.017470688,-0.546869689,-0.335959188,0.777665153
f913,-0.298361964,-0.348503263,0.61251035,-0.348703673,-0.256073457,-0.28806747,-0.530791505,-0.331676114,-0.480414497,-0.230439267,-0.269486268,0.871524105,0.68402251,-0.382821305,-0.428700416,-0.186801777,0.879140711
f914,-0.253671919,-0.253671919,-0.292775675,-0.375791054,-0.253671919,-0.443029539,-0.854787341,-0.313868521,-0.812068639,-0.490523145,0.923962368,-0.256059523,-0.445528464,-0.253671919,-0.760345614,-0.359288634,-0.356779742
f915,-0.638975501,-0.634993318,-0.882129279,-0.694957684,-0.67369265,-0.727982183,-0.941914928,-0.691545657,-0.927718706,-0.735233853,0.21111804,-0.776817857,-0.848780492,-0.641781737,-0.92951342,-0.865897617,-0.742711905
f916,-0.641604685,-0.642618796,0.236436695,-0.641168475,-0.667303607,-0.681915112,-0.898450164,-0.683544573,-0.797809612,-0.717699485,-0.240700688,0.8208783,-0.11874565,-0.630167086,-0.507074678,-0.42689875,0.349446409
f917,0.219983465,0.219983465,-0.155893543,0.093491641,0.219983465,-0.045203932,-0.792017968,0.14722855,-0.79294911,-0.041882234,0.883520118,-1,-0.458536597,0.219983465,-0.899045056,0.227108849,-1
f918,0.199778346,0.199778346,0.936173811,0.172281821,0.199778346,0.090545075,-0.671275316,0.184232029,-0.427335044,0.050537381,0.984337768,0.489299561,0.315465961,0.199778346,-0.004426535,-0.059533008,0.691032611
f919,0.133350695,0.133350695,-0.29822587,0.049695024,0.133350695,-0.017822102,-0.754944778,0.097622105,-0.560389893,-0.028136364,0.898493964,0.107982497,-0.189216242,0.133350695,-0.414028004,-0.697750363,0.079899688
f920,-0.236840841,-0.211195195,1,0.144432432,-0.277189189,0.095543544,-0.893692212,-0.285777778,-0.733303682,-0.352108108,0.229813814,0.062021694,0.051700358,-0.211195195,-0.20326417,-0.254312932,0.398545957
