,or3867,or4150,or2169,or3018,or3584,or2735,or68,or3301,or351,or2452,or2615,or188,or1603,or4433,or2049,or1982,or754
f921,-0.08903919,-0.060139606,-0.385371863,-0.038445878,-0.003236777,-0.067696967,-0.563153457,-0.005837915,-0.565109121,-0.060543837,0.86925765,-1,-0.767486829,-0.060139606,-0.7243397,0.214752127,-1
f922,-0.89156552,-0.89156552,0.61251035,-0.89156552,-0.89156552,-0.89156552,-0.530791505,-0.89156552,-0.480414497,-0.89156552,-0.79485891,0.871524105,0.68402251,-0.89156552,-0.428700416,-0.186801777,0.879140711
f923,0.765237864,0.765237864,-0.099140753,0.765237864,0.765237864,0.765237864,-0.533135326,0.765237864,-0.484080344,0.765237864,1,0.852790556,0.53026364,0.765237864,-0.741511406,-0.629504007,0.523333203
f924,0.17769871,0.17769871,0.974108227,0.17769871,0.17769871,0.17769871,-0.829428996,0.17769871,-0.721428688,0.17769871,0.979741642,0.46367601,0.414454835,0.17769871,-0.212810712,-0.072777668,0.918174679
f925,1,1,-0.561026805,1,1,1,-0.601110568,1,-0.74042813,1,0.568783069,-1,-0.824974868,1,-0.858923183,-0.407281645,-1
f926,-0.424743675,-0.372537164,-0.918775618,-0.536015064,-0.4720785,-0.561928289,-0.272249914,-0.49889005,-0.195813755,-0.584662826,-0.221566714,-1,-0.895795064,-0.303538883,-0.435786417,-0.238470472,-0.867027627
f927,-0.440830227,-0.38939653,-0.997894496,-0.564957816,-0.464571012,-0.619362615,-0.993911389,-0.558455027,-0.99401095,-0.632746587,0.539661407,-1,-0.997298792,-0.336182975,-0.995133046,-0.981564247,-0.99655308
f928,-0.757847534,-0.748878924,0.030074799,-0.777578475,-0.756053812,-0.786547085,-0.299573521,-0.775784753,-0.315577159,-0.790134529,0.051121076,0.465908138,0.282011004,-0.741704036,-0.33235651,-0.315981138,0.267442517
f929,-1,-1,0.25670182,-1,-1,-1,-0.406413397,-1,-0.400214864,-1,-1,0.788422964,0.564066574,-1,-0.442585395,-0.166596383,0.546292871
f930,-1,-1,-0.684232329,-1,-1,-1,-0.839637441,-1,-0.836131117,-1,0.094972067,-0.822227209,-0.691778411,-0.418994413,-0.717687497,-0.596015776,-0.81552666
f931,-0.154636347,-0.154636347,0.555075278,-0.158787413,-0.154636347,-0.158110808,-0.160876347,-0.154636347,-0.008376942,-0.143051765,-0.518375781,0.665018083,0.907752629,-0.154636347,0.251679457,0.419720651,0.439595468
f932,0.032429693,-1,0.497454406,-0.225629592,-0.086825437,-0.276817836,-0.215206787,-0.168457056,-0.16911908,-0.317025589,0.820344565,0.665018083,0.833829264,0.15936154,0.1878395,0.326495841,0.439595468
f933,-1,-1,-1,-1,-1,-1,-1,-1,-0.787493639,-0.333333333,-0.136363636,-1,-1,-1,-1,-1,-1
f934,-0.856283981,-0.856283981,-1,-0.851428801,-0.856283981,-0.855187219,-1,-0.856283981,-1,-0.850867044,-0.869899887,-1,-1,-0.856283981,-1,-1,-1
f935,-0.788307898,-0.788307898,-0.608094497,-0.779834876,-0.788307898,-0.694779418,-1,-0.788307898,-1,-0.780868985,-0.814427487,-1,-0.497213917,-0.788307898,-0.924533153,-0.365936085,-1
f936,-0.866268153,-0.866268153,-1,-0.866268153,-0.866268153,-0.869470492,0.559243592,-0.866268153,0.552263175,-0.878458936,0.005769683,-1,-1,-0.866268153,0.513721296,-1,-1
f937,-0.762121589,-0.762121589,-0.566348301,-0.776454682,-0.759508406,-0.796171779,-0.839910824,-0.76872427,-0.836139436,-0.805575597,-0.19554607,-0.793547322,-0.443656603,-0.760860471,-0.85342725,-0.407598831,-0.821498429
f938,-0.651081433,-0.651081433,0.519642022,-0.651081433,-0.651081433,-0.654601104,-0.385326238,-0.651081433,-0.299292855,-0.489152239,-0.077411492,0.559995597,0.840622884,-0.651081433,-0.046864151,0.212558169,0.348791711
f939,0.254901961,0.254901961,-0.949771323,0.036862745,0.189542484,-0.045490196,-0.937202546,0.130457516,-0.92069368,-0.107058824,0.010849673,-0.925359133,-0.935560283,0.39869281,-0.908487083,-0.933965659,-0.935464573
f940,-0.317073171,-0.317073171,0.64282426,-0.384227642,-0.349593496,-0.395609756,-0.266227563,-0.373658537,-0.202636883,-0.415284553,-0.065528455,0.733995809,1,-0.219512195,0.040933813,0.110827319,0.499234472
f941,-0.82619001,-0.82619001,-0.258555142,-0.834151943,-0.82619001,-0.844126585,-0.517184607,-0.829540113,-0.51934608,-0.85704841,-0.045152613,-0.933148206,-0.048780494,-0.82619001,-0.847982848,-0.625090122,-0.942199103
f942,-0.595115583,-0.586206897,0.550055783,-0.649950081,-0.614315337,-0.68205207,-0.766487261,-0.632132709,-0.721039173,-0.70079103,0.250441594,0.658885253,0.848108663,-0.578066201,-0.099263952,0.031908785,0.434292948
f943,0.123221649,0.219504107,-0.111604145,-0.135226557,0.038546146,-0.214131744,0.882493662,-0.057515227,0.993919215,-0.530813703,0.060323005,0.457847572,0.177738429,0.293589644,0.115645806,-0.236333994,0.260473239
f944,-0.254864303,-0.187324233,0.611475971,-0.352493312,-0.298671605,-0.38157624,-0.168071955,-0.331184123,-0.04003663,-0.129318426,0.152182363,0.646704626,0.837694011,-0.122916524,0.20228202,0.270760961,0.423761423
f945,-0.84923537,-0.84923537,0.658808245,-0.867888496,-0.84923537,-0.876119558,-0.352555299,-0.857111134,-0.22684018,-0.884853958,0.193119069,0.158534711,1,-0.84923537,0.117248703,0.493464986,0.001683606
f946,-0.858490566,-0.858490566,0.66106441,-0.849056604,-0.858490566,-0.858490566,-0.340966311,-0.858490566,-0.242199984,-0.858490566,-0.150943396,0.184706429,1,-0.858490566,0.130273139,0.506056671,0.024312001
f947,-0.69063772,-0.688828584,-1,-0.700587969,-0.695160561,-0.696969697,-1,-0.697874265,-0.561047127,-0.698778833,-0.33966531,-1,-1,-0.692446857,-1,-1,-1
f948,-0.125890736,-0.073634204,-1,-0.228028504,-0.163895487,-0.25415677,-1,-0.204275534,-1,-0.282660333,0.722090261,-1,-1,-0.009501188,-1,-1,-1
f949,-0.797752809,-0.797752809,0.48110741,-0.797752809,-0.797752809,-0.797752809,-1,-0.797752809,-1,-0.797752809,0.483146067,-1,0.900152429,-0.797752809,-0.610291605,-0.110659245,-1
f950,-0.419046668,-0.277456049,-1,-0.465339218,-0.442978798,-0.502039618,0.961593633,-0.481086876,0.952812015,-0.550301095,0.135667357,-1,-1,-0.141736292,0.904324675,-1,-1
f951,-0.215240886,-0.164005436,0.110645624,-0.604528739,-0.275175724,-0.636981045,-0.768145126,-0.296877647,-0.852982473,-0.684693393,-0.157206754,-0.160744162,-0.29286156,-0.031912419,-0.801965956,-0.46903918,-0.274368902
f952,0.112022352,0.308046228,0.110645624,-0.385803955,-0.047311932,-0.463489618,-0.858169252,-0.120904057,-0.852982473,-0.531167379,0.201725301,-0.160744162,-0.29286156,0.517080026,-0.801965956,-0.470919243,-0.274368902
f953,-0.103716885,0.028945215,-1,-0.417615118,-0.269858898,-0.493444869,-0.71582194,-0.491994188,-1,-0.566538925,0.16440234,-1,-1,0.261513611,-1,-1,-1
f954,0.267880364,1,-1,-0.659087858,0.454188489,-0.520771946,-1,-0.227656696,-1,-0.714859427,-0.077380389,-1,-1,0.976371113,-1,-1,-1
f955,0.100109042,0.025568888,-1,-0.481259514,0.008447488,-0.595085757,-1,-0.156641204,-1,-0.625049154,0.056003696,-1,-1,0.090274516,-1,-1,-1
f956,-0.06989964,-0.012321896,-1,-0.418726755,-0.124508241,-0.516751424,-1,-0.238850844,-1,-0.586305667,0.135765784,-1,-1,0.053267629,-1,-0.93691861,-1
f957,-0.519798298,-0.467779896,-0.966768504,-0.623385475,-0.563203088,-0.645237421,-0.995223653,-0.578446247,-0.99699176,-0.660708313,0.088677182,-0.935080333,-0.957366414,-0.493315141,-1,-1,-0.943869646
f958,-0.088984765,1,0.201314771,-0.664284751,-0.442901443,-0.722798975,-0.806672982,-0.547121478,-0.836465548,-0.672643926,-0.495753,-0.102190296,-0.385979574,-0.208979372,-0.779165076,-0.482818617,-0.223742495
f959,0.100350263,0.103677758,-0.947402233,-0.421891419,-0.171978984,-0.667950963,-0.966370663,-0.370928196,-0.994701769,-0.697022767,0.2882662,-0.959305245,-0.909058645,0.571278459,-0.277926758,-0.951318169,-0.964814805
f960,-0.584919752,-0.556071815,0.099472588,-0.697082508,-0.569656886,-0.702363016,-0.784583583,-0.649289379,-0.807480548,-0.756653291,-0.046887762,-0.15975754,-0.20125885,-0.939227516,-0.774237556,-0.565458056,-0.273515856
f961,-0.240742517,-0.221473864,-1,-0.388675551,-0.304276742,-0.44046963,-1,-0.366736619,-1,-0.494081843,0.00666884,-1,-1,0.154053007,-1,-1,-1
f962,-0.329988697,-0.138857951,0.03369608,-0.517487832,-0.3098484,-0.607459933,-0.816828518,-0.407241372,-0.817648536,-0.68642098,0.067405851,-0.155433084,-0.382338097,0.003565175,-0.773909772,-0.591875296,-0.269776878
f963,0.008348159,0.246693915,-0.754286532,-0.495090735,-0.170738008,-0.58090674,-0.918268159,-0.371612757,-0.959317029,-0.652133289,0.331142751,-0.906950841,-0.590197884,0.444611116,-0.973551446,-0.902157502,-0.919548534
f964,-0.446396681,-0.446396681,0.526940558,-0.631114824,-0.446396681,-0.660492563,-0.801717877,-0.552260742,-0.779829249,-0.685820079,-0.233819455,0.211171402,-0.285246872,-0.446396681,-0.763085213,-0.248773457,0.047193949
f965,-1,-0.625303856,-0.98846421,-0.702090794,-1,-0.709701724,-0.968201332,-1,-0.976125127,-0.726147169,0.660222746,-0.871675758,-0.985200426,-0.605436639,-0.96907221,-0.866933652,-0.889049254
f966,-0.137876356,-1,-0.98846421,-0.159511862,-0.146884661,-0.171346749,-0.972287194,-0.170372556,-0.976125127,-0.189217816,0.796944068,-0.871675758,-0.985200426,-0.008959903,-0.96907221,-0.868756479,-0.889049254
f967,0.615979374,0.800099791,-1,0.148831405,0.397545149,-0.023364152,-0.844625793,0.251396636,-1,-0.120274315,0.360315674,-1,-1,1,-1,-1,-1
f968,0.294585729,0.249868298,-1,-0.047168223,0.107422477,0.320481412,-1,0.142202958,-1,-0.250661632,0.470952003,-1,-1,0.532088706,-1,-1,-1
f969,-0.993599733,0.373186279,-1,0.400295499,-0.993599733,0.33833963,-1,-0.993599733,-1,0.200249321,0.692733549,-1,-1,0.399439243,-1,-1,-1
f970,1,1,-1,1,1,1,-1,1,-1,1,0.620660313,-1,-1,1,-1,0.962509032,-1
f971,-0.46890596,-0.46890596,-0.317244151,-0.159088415,-0.46890596,-0.144859055,-0.759032023,-0.448502032,-0.752671521,-0.126127241,0.985201953,-0.76419558,-0.426700927,-0.46890596,-0.662794929,0.039785645,-0.106528285
f972,0.994960847,0.994960847,-0.901248591,0.57776806,0.994960847,0.534493199,-0.86987848,1,-0.901378849,0.443612325,0.387553309,-0.950641738,-0.898883404,0.994960847,-0.908669193,-0.930798792,-0.884524385
f973,0.712218909,0.712218909,-0.991635295,0.355560514,0.712218909,0.181289477,-0.989252753,0.507071705,-0.994281503,0.016501542,0.252966191,-0.996914412,-0.989905007,0.712218909,-0.992496859,-0.994998706,-0.992504898
f974,0.705015025,0.705015025,-0.994500973,0.547899737,0.705015025,0.442786725,-0.995071754,0.595686747,-0.998101558,0.334563926,0.984746585,-0.999174306,-0.994479111,0.705015025,-0.996309518,-0.995252786,-0.997233638
f975,-0.728172421,-0.72729272,-0.993115859,-0.678909171,-0.723334066,-0.650318892,-0.988467392,-0.696943039,-0.988542693,-0.659555751,0.386848472,-0.99987818,-0.992571342,-0.728612272,-0.986934254,-0.990996702,-0.99726149
f976,0.233638522,0.23567311,-0.997264926,0.379450661,0.232960326,0.450661241,-0.996572332,0.349610037,-0.998092918,0.355035605,-0.183452018,-0.999967959,-0.995991713,0.169888098,-0.99590675,-0.997862219,-0.998809884
f977,-0.009534089,-0.009174312,-0.997468699,-0.354020507,-0.248066199,-0.35491995,-1,-0.305630509,-1,-0.449001619,-0.049289441,-1,-0.99588096,0.438208311,-0.998484305,-0.997163273,-0.999401357
f978,-0.097950145,-0.097155187,-0.966391415,-0.278291977,-0.247402192,-0.259553688,-0.961516923,-0.257395946,-0.977464237,-0.337345977,0.094997445,-0.975021334,-0.966352344,0.173925388,-0.985123795,-0.986539717,-0.947550465
f979,0.400143678,0.40756705,-0.996393642,0.374281609,0.437978927,0.353927203,-0.994626051,0.40756705,-0.997224654,0.332614943,0.492576628,-0.997495686,-0.995748602,0.459051724,-0.99796517,-0.998047236,-0.995040081
f980,-0.076545961,-0.083454039,-0.996610661,-0.051364903,-0.110640669,-0.032200557,-0.994664472,-0.082339833,-0.997944667,-0.012590529,-0.171253482,-0.999106069,-0.997086107,-0.131364903,-0.997131762,-0.996970088,-0.997450219
f981,-0.996929376,-0.996929376,-0.973111378,-0.998976459,-0.998635278,-0.998635278,-0.990946883,-0.998635278,-0.989633866,-0.998294098,-0.983964517,-0.997858552,-0.965523191,-0.996929376,-0.986238588,-0.973367651,-0.976801998
f982,-0.807831238,-0.81361075,-0.998463652,-0.807831238,-0.806867986,-0.792563695,-0.998026049,-0.807349612,-0.998949682,-0.802051727,-0.816548668,-0.999433269,-0.998145849,-0.817945384,-0.998621895,-0.999081411,-0.998623372
f983,-0.942673677,-0.940960752,-0.999859722,-0.953441127,-0.94786135,-0.854323782,-0.999251839,-0.950796993,-0.999712793,-0.961615831,-0.951276301,-0.999783248,-0.999680767,-0.936625182,-0.999857225,-0.999873585,-0.999735042
f984,0.178847814,0.26962874,-0.964075882,-0.161242232,0.021731901,-0.239950194,-0.962397142,-0.082562984,-0.966358763,-0.321204524,0.118522906,-0.994273716,-0.944730168,0.411416291,-0.984288387,-0.977348564,-0.940203256
f985,-0.231884058,-0.22826087,-0.950223742,-0.130434783,-0.242753623,-0.213768116,-0.865577598,-0.123188406,-0.938352126,-0.221014493,-1,-0.952296137,-0.948496214,-0.22826087,-0.926636165,-0.906772304,-0.906502521
f986,0.023255814,-0.031282157,-0.999124676,-0.083762091,-0.050833505,-0.104342457,-0.997550982,-0.077382177,-0.998596026,-0.123070591,-1,-0.998891689,-0.998809181,-0.031282157,-0.998463764,-0.998648678,-0.997841231
f987,0.038159958,-0.017250392,-0.997124171,-0.070569786,-0.03711448,-0.091479352,-0.994742594,-0.064296916,-0.996213433,-0.110297961,-1,-0.997666328,-0.998572566,-0.017250392,-0.99524288,-0.99922665,-0.994253391
f988,-0.619493349,-0.60199879,-0.999492525,-0.709405815,-0.663229745,-0.728423572,-0.99448222,-0.689470972,-0.999853624,-0.74841082,-0.537748159,-0.999937605,-1,-0.518024908,-0.998773581,-0.994576786,-1
f989,-0.451201424,-0.449421537,-1,-0.471966775,-0.452388015,-0.483239395,-0.998940275,-0.466033818,-1,-0.487985761,-1,-1,-1,-0.449421537,-1,-1,-1
f990,-0.907680928,-0.907680928,-0.985928702,-0.907680928,-0.907680928,-0.907680928,-1,-0.907680928,-0.998747945,-0.907680928,-0.761690128,-1,-0.999118521,-0.907680928,-0.998287648,-0.991322067,-0.99821396
f991,0.15669871,0.289905026,-1,-0.151382697,0.036425045,-0.102229843,-1,-0.064299529,-1,-0.318615744,0.061038885,-1,-1,0.475211455,-1,-0.977119123,-1
f992,-0.367393556,-0.17060781,-0.991736107,-0.479226131,-0.367393556,-0.554375788,-0.994869446,-0.419870611,-0.99662342,-0.739899746,-0.160787316,-0.998679629,-0.991032996,-0.032100342,-0.993122692,-0.997248115,-0.99564909
f993,0.155440415,0.215025907,-0.983282912,0.159041451,0.152849741,-0.062512953,-0.990718591,0.170984456,-0.991455132,-0.279041451,0.493834197,-0.993689261,-0.989233156,0.238341969,-0.984724015,-0.991054064,-0.991174924
f994,-0.39419586,-0.38107086,-0.999145401,-0.434410828,-0.46281051,-0.441878981,-0.999314437,-0.445,-0.998443041,-0.450636943,-0.204219745,-0.999727471,-0.999741483,-0.173861465,-0.999911562,-1,-1
f995,-0.690447286,-0.720886478,-0.996484234,-0.729116412,-0.698015041,-0.758252269,-0.997431843,-0.741308906,-0.998630052,-0.79398889,-0.386170979,-0.999985986,-0.99395206,-0.670539886,-0.996916186,-0.999383435,-0.998073602
f996,-0.590011896,-0.558558531,-0.997816253,-0.623260489,-0.62883676,-0.640339741,-0.999173612,-0.632058333,-0.999950675,-0.658783856,0.125091068,-1,-0.999978275,-0.34008183,-0.999229131,-0.999416679,-0.999011626
f997,-0.615426433,-0.563328789,-0.913913341,-0.6783792,-0.655480969,-0.675562078,-0.901427581,-0.6665063,-0.942275804,-0.692235547,-0.000286575,-0.936018434,-0.913813263,-0.2779311,-0.961895367,-0.96552218,-0.865653219
f998,-0.823640335,-0.814313797,-0.998029639,-0.862096833,-0.854211867,-0.860939206,-0.997063902,-0.848452858,-0.998483668,-0.821623589,-0.638878777,-0.998631749,-0.997677216,-0.739978158,-0.998888255,-0.998933092,-0.99729011
f999,-0.788415092,-0.756863949,-0.996560419,-0.800709214,-0.806492783,-0.801290802,-0.994585381,-0.784085493,-0.997914199,-0.772211407,0.279493372,-0.999092818,-0.997042913,-0.68075671,-0.997089244,-0.996925174,-0.997412422
f1000,-0.712517204,-0.63767641,-0.905430119,-0.782145691,-0.739013789,-0.780519808,-0.968159314,-0.757277776,-0.963541306,-0.830439699,-0.435263802,-0.992468322,-0.878741729,-0.604974698,-0.951599785,-0.906331455,-0.918410385
f1001,-0.296728768,-0.342921394,-0.925185004,-0.483273384,-0.347169747,-0.617081778,-0.995771047,-0.343046012,-0.993199196,-0.617081778,-0.611643886,-0.954169359,-0.932247883,-0.235658976,-0.997473545,-0.977969571,-0.886886508
f1002,-0.077020732,0.113638425,-0.978560637,-0.283867253,-0.138813615,-0.296916682,-0.997404702,-0.180298484,-0.998433193,-0.428085796,0.00548928,-0.987426062,-0.98066913,0.159399996,-0.99945135,-0.997225113,-0.974481088
f1003,-0.698472027,-0.445788925,-0.806596646,-0.714393836,-0.67407906,-0.669652717,-0.978766621,-0.692516471,-0.982683681,-0.605134186,-0.068513716,-0.962532309,-0.886164734,-0.261656761,-0.993291213,-0.982924108,-0.919641008
f1004,-0.445151357,-0.366205637,-0.571936808,-0.461069937,-0.452541754,-0.493736952,-0.985617198,-0.448830898,-0.988237956,-0.527661795,0.128914405,-0.951589614,-0.393030959,-0.380751566,-0.990491945,-0.94193961,-0.440414382
f1005,-0.434508175,-0.393209572,-0.977592151,-0.479653771,-0.413986164,-0.490839146,-0.880103438,-0.458402366,-0.934792442,-0.664802438,-0.575093144,-0.972036019,-0.969292304,-0.363601464,-0.954684065,-0.981845486,-0.960814953
f1006,-0.551951914,-0.382541196,-0.99557908,-0.691153037,-0.570251801,-0.709008289,-0.968089963,-0.686175915,-0.983715689,-0.878249068,0.144412203,-0.99493383,-0.989661164,-0.29306008,-0.987542951,-0.989985018,-0.990497282
f1007,-0.213030167,-0.199666817,-0.995379636,-0.229419181,-0.262812547,-0.365450998,-0.92723138,-0.21929161,-0.974081215,-0.401470809,1,-0.995649807,-0.98390153,-0.419951974,-0.959792761,-0.95983693,-0.981461204
f1008,-0.24955093,-0.127501675,-0.979434828,-0.310506296,-0.250675024,-0.107538236,-0.991157012,-0.304004723,-0.989804857,-0.601457915,-0.167262777,-0.99857394,-0.974490526,-0.322117383,-0.986375268,-0.974218741,-0.985071755
f1009,-0.567042491,-0.555911527,-1,-0.642309983,-0.644096687,-0.587209661,-1,-0.633396998,-1,-0.689893825,0.028895324,-1,-1,-0.52159448,-1,-1,-1
f1010,0.789459977,0.714660413,-1,1,0.807776172,0.977447302,-1,0.914584447,-1,-0.02333207,0.603565402,-1,-1,0.621530744,-1,-1,-1
f1011,-0.951870883,-0.951396574,-1,-0.949301713,-0.947628458,-0.947299078,-1,-0.946086957,-1,-0.977602108,-0.993412385,-1,-1,-0.951396574,-1,-1,-1
f1012,-0.991386616,-0.995554941,-1,-0.988411713,-0.991680648,-0.987892834,-1,-0.988134978,-1,-0.986163239,-0.804555753,-1,-1,-0.994032897,-1,-1,-1
f1013,-0.152,-0.0806,-1,-0.2708,-0.1796,-0.3016,-1,-0.2204,-1,-0.0404,0.1798,-1,-1,0.0218,-1,-1,-1
f1014,0.343287064,0.260468914,-1,0.482094949,0.375714452,0.517788405,-1,0.423072437,-1,0.21311093,-0.04770792,-1,-1,0.140790855,-1,-1,-1
f1015,-0.999662846,-0.999662846,-1,-0.999662846,-0.999662846,-0.999325691,-1,-0.999662846,-1,-0.999325691,-0.993594066,-1,-1,-0.999662846,-1,-1,-1
f1016,-0.422474959,-0.343289902,-1,-0.509242994,-0.45048203,-0.530890735,-1,-0.473458547,-1,-0.606183139,0.057676213,-1,-1,-0.256470478,-1,-1,-1
f1017,0.794915824,0.766375214,-1,0.957639706,0.808206593,1,-1,0.885738096,-1,-0.019993951,0.674989079,-1,-1,0.628912262,-1,-1,-1
f1018,-0.991386616,-0.995554941,-1,-0.988411713,-0.991680648,-0.987892834,-1,-0.988134978,-1,-0.986163239,-0.804555753,-1,-1,-0.994032897,-1,-1,-1
f1019,-0.989322295,-0.98850127,-1,-0.989998007,-0.989009216,-0.989988974,-1,-0.989237895,-1,-0.990149514,-0.9338483,-1,-1,-0.987095902,-1,-1,-1
f1020,0.003123257,0.180689415,-1,-0.078674445,-0.012020099,-0.071527046,-1,-0.062295655,-1,-0.09488659,-0.153550442,-1,-1,0.642723169,-1,-1,-1
f1021,0.132168984,0.18756932,-1,0.119186712,0.113710343,0.11656033,-1,0.122821514,-1,-0.316491271,0.490293139,-1,-1,0.209833152,-1,-1,-1
f1022,0.284052648,0.183348638,-1,0.048974594,0.165289256,0.076522804,-1,0.129476584,-1,0.119375574,-0.498928681,-1,-1,0.107438017,-1,-1,-1
f1023,-0.66828479,-0.639967638,-1,-0.740048544,-0.700647249,-0.758009709,-1,-0.722006472,-1,-0.775242718,0.101375405,-1,-1,-0.574433657,-1,-1,-1
f1024,-0.649052037,-0.632916499,-1,-0.731988705,-0.689390883,-0.749495764,-1,-0.713602259,-1,-0.767970956,0.100524405,-1,-1,-0.555465914,-1,-1,-1
