,or4378,or4319,or2451,or4434,or2061,or1,or4323,or2095,or3866,or2236,or2059,or4324,or470,or2060,or4359,or2064,or4500,or4354,or1602,or1036,or3583,or753,or2114,or4325,or1319,or2055,or2090,or2080,or2111,or4030,or2734,or1766
f846,-0.795598041,-0.653236025,-0.174903908,-0.791916878,-0.98770071,-0.986853514,-0.808921184,-0.990557736,-0.011234069,-0.960152921,-0.649155264,-0.818062811,-0.909066132,-0.886166858,-0.32539562,-0.987869409,-0.800022623,-0.744208081,-0.355242868,-0.810285853,-0.020882972,-0.930828465,-0.997875909,-0.735887899,-0.738696547,-0.784788008,-0.978190719,-1,-0.930206611,0.696885868,-0.030589881,-0.733384579
f847,-0.351967573,-0.621661657,-0.132866408,-0.834274619,-0.986423297,-0.970647403,-0.786686036,-0.994636939,0.049192442,-0.844789938,-0.967239127,-0.804564725,-0.190955399,-0.992509256,-0.795045548,-0.996570418,-0.909555992,-0.836136041,0.324597948,-0.615484893,0.049192442,-0.43302347,-0.992169899,-0.788140984,-0.085000461,-0.963618686,-0.618663509,-0.79493486,-0.833632687,0.972312912,-0.013941391,-0.411193923
f848,-0.754560669,-0.527356431,-0.227239094,-0.798562256,-0.980315498,-0.979971245,-0.676211606,-0.985659918,-0.157211113,-0.992115729,-1,-0.635792026,-1,-1,0.07984396,-1,-0.916533277,-0.50042669,-0.999449469,-0.997810038,-0.157211113,-0.999466034,-1,-0.781116596,-0.998558453,-0.99727314,-0.99995801,-1,-0.999406603,0.173963635,-0.131861754,-1
f849,0.135619921,0.061440264,-0.284667662,-0.748118369,-0.967841082,-0.814916253,-0.267114045,-0.961760853,-0.084555512,-0.901545326,-0.932555326,-0.368577339,-0.614637783,-0.936257049,-0.267493002,-0.939344565,-0.54422581,-0.427888719,-0.625526142,-0.582227671,-0.084555512,-0.612874139,-0.968591592,0.042587471,-0.619700817,-0.981391013,-0.878800102,-0.881498893,-0.898100325,0.277237426,-0.296661356,-0.580466365
f850,0.012725938,-0.1049871,-0.009980228,-0.732256523,-0.999486062,-0.752982366,-0.404926105,-1,0.206090644,-0.992699231,-0.993578238,-0.462817077,-1,-0.990444552,-0.239971961,-1,-0.675964967,-0.481513269,-1,-1,0.206090644,-1,-0.994043187,-0.250201368,-1,-0.93738231,-0.999634565,-0.997129614,-0.996086011,0.919274361,0.059841201,-1
f851,-0.848278886,-0.772418329,-0.667616751,-0.915807937,-0.997960331,-0.019660407,-0.935101951,-1,-0.71935979,-0.977561038,-0.990386836,-0.922823942,-1,-1,-0.883797413,-1,-0.95965797,-0.890374918,-1,-1,-0.708835782,-1,-0.998277821,-0.935978952,-1,-0.972686663,-0.998549697,-1,-0.984466542,0.084411313,-0.662354747,-1
f852,-0.926754832,-0.806035944,-0.321804001,-0.80332316,-1,-0.426850684,-0.91183452,-1,-0.492031197,-0.986811967,-0.999916459,-0.919294676,-1,-0.996598971,-0.353001017,-1,-0.985079688,-0.811461512,-1,-1,-0.452017633,-1,-0.970841637,-0.938284164,-1,-0.999145274,-0.99176238,-0.999048469,-1,-0.373346897,-0.329942353,-1
f853,-0.723266023,-0.269359087,-0.540825285,-0.840913082,-0.998818914,-0.575588757,-0.516242318,-1,-0.424934153,-0.957660625,-0.944957406,-0.708867428,-1,-0.916554053,-0.322036874,-1,-0.733625988,-0.646883231,-1,-1,-0.439859526,-1,-0.963863594,-0.58928885,-1,-0.945812808,-0.994475734,-0.959800237,-0.939327412,-0.166286216,-0.463740123,-1
f854,-0.77326036,-0.445325589,-0.511560371,-0.844968167,-0.99867821,-0.894140414,-0.661230872,-1,-0.479057299,-0.959135337,-0.938400144,-0.781860829,-1,-0.90661308,-0.432592427,-1,-0.817826427,-0.716407908,-1,-1,-0.479280688,-1,-0.98564565,-0.712275215,-1,-0.999902518,-0.996563321,-0.976341721,-0.944584373,-0.090249079,-0.462526527,-1
f855,0.123373102,-0.006778742,0.459598698,0.195227766,-1,-0.743344633,0.023590022,-1,0.615780911,-0.995651631,-1,0.037689805,-1,-1,-0.209056399,-1,0.444414317,0.188991323,-1,-1,0.615780911,-1,-0.991731679,-0.04175705,-1,-0.877868906,-0.999883973,-1,-0.99380134,0.630694143,0.487527115,-1
f856,-0.217402302,-0.02946756,-0.388895915,-0.144808398,-1,0.3893555,-0.068926268,-1,-0.525989629,-0.972847495,-1,-0.041355761,-1,-1,0.218667004,-1,-0.410648792,-0.238396358,-1,-1,-0.525989629,-1,-0.861051125,-0.025420513,-1,-1,-0.98304071,-0.843549502,-0.93096675,-0.516883774,-0.412672316,-1
f857,-0.712795828,-0.817890092,-0.937825913,-0.934215804,-1,-0.687584848,-0.800240674,-1,-0.952266346,-0.996063035,-1,-0.8648215,-1,-1,-0.912956278,-1,-0.881267549,-0.776173285,-1,-1,-0.952266346,-1,-0.981871097,-0.772563177,-1,-1,-0.997760849,-1,-1,-0.988367429,-0.941837144,-1
f858,-0.612400685,-0.60149556,-0.534506933,-0.59214831,-0.990055972,-0.996677197,-0.59214831,-0.996001586,-0.570338059,-0.807175147,-0.980256608,-0.60772706,-0.962479493,-1,-0.574232747,-0.988016021,-0.58903256,-0.575011684,-0.954995843,-0.953454256,-0.570338059,-0.95680549,-0.988723332,-0.59837981,-0.953992711,-0.982171779,-0.997289572,-0.822106714,-0.986657008,-0.59526406,-0.483252843,0.991775189
f859,-0.54102307,-0.451440837,-0.547154564,-0.249456439,-0.541121401,-0.124509724,-0.449037839,-0.907745681,-0.355731386,-0.24811242,-0.432276059,-0.448503364,-0.510809816,-0.227373483,-0.512272608,-0.836548787,-0.605532027,-0.483145875,-0.487323102,-0.387470825,-0.393123235,-0.426754509,-0.730946442,-0.526536668,-0.454851394,-0.747113349,-0.800727998,-0.491098375,-0.420085088,-0.422844303,-0.207532245,0.293635359
f860,-0.598857323,-0.508176958,-0.289694559,-0.819897264,-0.95576891,-0.624130994,-0.693364084,-0.991747354,0.127117622,-0.824478083,-0.969752268,-0.783677534,-0.915924709,-0.895857691,-0.47861411,-0.944096345,-0.511426774,-0.50770521,-0.87716092,-0.892257396,0.024606458,-0.895013804,-0.970317919,-0.73094664,-0.883620332,-0.973261626,-0.980034709,-0.920280474,-0.910850633,0.712961002,-0.19173166,-0.679704791
f861,-0.647056153,-0.453596858,-0.166778907,-0.514456291,-0.955751227,-0.639106766,-0.474511377,-0.991812389,-0.134506685,-0.828714935,-0.970340228,-0.467784529,-0.915512819,-0.897233657,-0.50778241,-0.944645651,-0.392245587,-0.599007241,-0.886892333,-0.895355193,-0.134506685,-0.895540318,-0.971379025,-0.339527986,-0.911509668,-0.973515978,-0.980298997,-0.922152679,-0.911903584,0.718183675,-0.156586484,-0.691934176
f862,-0.902079806,-0.927542742,-0.951462238,-0.995216101,-0.996284949,-0.972359055,-0.957935475,-0.999397323,-0.951462238,-0.966744348,-0.992897144,-0.979059883,-0.991387465,-0.991813293,-0.923964416,-0.995815486,-0.925937871,-0.914442691,-0.988082066,-0.989534089,-0.951462238,-0.989836646,-0.996145098,-0.96410156,-0.988900399,-0.996522074,-0.996921754,-0.984427869,-0.982182359,-0.959855178,-0.951462238,-0.965903111
f863,-0.049911954,0.002245894,-0.220403683,0.164839352,-1,-1,-0.05502728,-1,0.138673826,-0.844249568,-1,0.004728501,-1,-1,-0.164908634,-1,0.118524292,0.027129702,-0.972081534,-0.970111986,0.028792471,-0.972782103,-1,-0.077451575,-1,-1,-1,-1,-0.924986398,0.651026241,-0.148411882,-1
f864,-0.896321402,1,-0.726520834,-0.887869255,-0.95506429,-1,-0.899330186,-0.936568726,-0.53013623,-0.774578016,-0.881198827,-0.955615192,-0.989532062,-0.961749576,-0.866065624,-0.971333705,-0.711742245,-0.798780954,-0.873133622,-0.886584068,-0.606636073,-0.934600803,-0.972051551,-0.90618194,-0.864842603,-0.969509009,-0.917268919,-0.783950795,-0.74568158,0.282554808,-0.712187085,-0.945531094
f865,-0.784974093,-0.606217617,-0.306917098,-0.810880829,-0.987171158,0.036309908,-0.79015544,-0.993417178,-0.18134715,-0.685052042,-0.954441056,-0.914507772,-0.998804791,-0.882889311,-0.683937824,-0.948740603,-0.489637306,-0.613989637,-0.364782777,-0.77620106,-0.194300518,-0.934698948,-0.925613066,-0.797927461,0.746345416,-0.975996563,-0.977517921,-0.860149853,-0.907407566,0.533678756,-0.332253886,-0.149536451
f866,-0.647941879,-0.723423567,-0.26433121,-0.868351911,-0.920970664,-0.935814619,-0.792384554,-0.930215081,-0.242882166,-0.764355254,-0.862849015,-0.811803344,-0.980018973,-0.840819305,-0.700573248,-0.972601707,-0.480485669,-0.590282643,-0.917722473,-0.937643558,-0.274156051,-0.948675915,-0.96461403,-0.785127389,-0.927128596,-0.991311273,-0.948489139,-0.800943995,-0.519346435,-0.126441083,-0.384952229,-0.945616549
f867,-0.946342514,-0.942159228,-0.633174095,-0.876141076,-0.998146249,-0.975317078,-0.950851635,-0.997034794,-0.589218051,-0.998646907,-0.998282282,-0.949495746,-0.955435063,-0.995036445,-0.948591819,-0.996676198,-0.744682864,-0.835590521,-0.961826889,-0.955794757,-0.57924333,-0.953006552,-0.997960617,-0.963117705,-0.959579151,-0.997307335,-0.994854919,-0.99778488,-0.998342597,-0.383690437,-0.605846091,-0.986751609
f868,-0.687796451,-0.696299188,-0.194606941,-0.882664683,-1,-0.86174723,-0.847620863,-1,-0.191127151,-0.998778561,-0.998122185,-0.845585862,-0.983657906,-1,-0.765403142,-1,-0.37503343,-0.602560043,-0.996867278,-0.993693925,-0.199543816,-0.920779657,-0.978301766,-0.800963398,-0.996408189,-1,-0.887062005,-1,-1,0.190131168,-0.417780742,-0.922416693
f869,-0.697268851,-0.712799493,-0.247262338,-0.892619385,-0.995256287,-0.918961596,-0.817866664,-0.990300915,-0.138884788,-0.998120876,-0.992121482,-0.841612463,-0.69996442,-0.98401825,-0.600323048,-0.976986428,-0.258614192,-0.517910953,-0.776803832,-0.714455847,-0.160984082,-0.693422994,-0.989933753,-0.8175853,-0.751696857,-0.993699329,-0.983833593,-0.984106839,-0.985970939,0.107243407,-0.398018289,-0.946363789
f870,-0.995157395,-0.990413972,-0.949762829,-0.992930142,-0.995258275,-0.926478108,-0.995821475,-0.990300915,-0.931601984,-0.99813882,-0.99213238,-0.996832687,-0.699974073,-0.984097765,-0.99740621,-0.977002456,-0.981670979,-0.986073739,-0.776859152,-0.714471301,-0.939626994,-0.693433996,-0.990007857,-0.997319966,-0.751733133,-0.993725563,-0.983833593,-0.98419046,-0.985984821,-0.846252695,-0.947606727,-0.946028387
f871,-0.821274808,-0.848948699,-0.400641362,-0.837106923,-0.9778509,-0.775959113,-0.878028094,-0.976901717,-0.137779788,-0.9928222,-0.966782069,-0.907075178,-0.558803844,-0.949711954,-0.893617881,-0.944596999,-0.528558389,-0.722744126,-0.422034641,-0.165695392,-0.176810798,-0.402994669,-0.9735104,-0.890693786,-0.359347196,-0.984363821,-0.971126001,-0.973003952,-0.952077269,0.496603365,-0.180930379,-0.818947556
f872,-0.963215455,-0.961531007,-0.739245261,-0.95979636,-1,-1,-0.952854986,-1,-0.613277018,-1,-1,-0.974066756,0.908352472,-1,-0.985796536,-1,-0.662895716,-0.894685763,0.094763097,0.449703318,-0.616567826,0.746816464,-0.956315947,-0.976660359,-0.335221008,-0.97658668,-1,-1,-1,-0.24998013,-0.610959508,-0.910504157
f873,-0.970363489,-0.929873852,-0.703634891,-0.853500926,-0.999676959,0.221098502,-0.946794759,-1,-0.451038014,-0.997084882,-0.998229622,-0.974176811,-0.998431847,-0.987082224,-0.951704722,-0.99739615,-0.850412657,-0.837669863,-0.991012958,-0.997489504,-0.46000827,-0.998212565,-0.987961481,-0.955871507,-0.994106878,-0.995738064,-1,-0.986415358,-0.997744838,0.311311382,-0.556358652,-0.945512167
f874,-0.909721065,-0.9385614,-0.453813499,-0.836063914,-1,-0.928268211,-0.945478356,-1,-0.157987081,-1,-1,-0.96339496,-0.237050173,-1,-0.911838329,-1,-0.614278454,-0.795987743,-0.355645884,-0.274085167,-0.185317495,-0.264636308,-0.811683928,-0.952222389,-0.321341211,-0.939310759,-1,-1,-1,0.121803807,-0.280467822,-0.725657431
f875,-0.824124967,-0.936678785,-0.691055498,-0.95145601,-0.889212867,-0.754844289,-0.954750177,-0.912685096,-0.712101567,-0.786462139,-0.849536973,-0.95438726,-0.655488818,-0.77419295,-0.927345311,-0.861803224,-0.521421393,-0.78971922,-0.646266856,-0.648224681,-0.635858034,-0.657303979,-0.81361068,-0.918166929,-0.649315422,-0.847429757,-0.86062486,-0.841446607,-0.655575464,0.035745747,-0.763638845,-0.85426262
f876,-0.965725781,-0.982336738,-0.570102136,-0.93735376,-0.784655491,-0.616971504,-0.971488703,-0.82475248,-0.690971835,-0.543127801,-0.767881533,-0.987592077,-0.548038001,-0.647220833,-0.970420922,-0.781365247,-0.841553699,-0.920355927,-0.462545459,-0.516659854,-0.673178582,-0.545946324,-0.646514162,-0.987972764,-0.51184668,-0.751319007,-0.778756854,-0.591331642,-0.435416345,-0.056604766,-0.662952646,-0.722427045
f877,-0.928192239,-0.938581982,-0.542158444,-0.940821941,-0.799948434,-0.629590867,-0.956965271,-0.819256334,-0.521934279,-0.336481355,-0.742111057,-0.972237412,-0.517334287,-0.627814481,-0.935844443,-0.753235091,-0.813230874,-0.87292859,-0.474168537,-0.472396408,-0.52045003,-0.514994034,-0.650755698,-0.955773117,-0.463722757,-0.801478585,-0.742461127,-0.559710939,-0.343328304,0.43446888,-0.515666129,-0.607781534
f878,-0.971531699,-0.979476937,-0.880577002,-0.931728689,-0.827973186,-0.484059386,-0.974849004,-0.951998316,-0.613802784,-0.89563609,-0.795356702,-0.9925413,-0.622544933,-0.86097515,-0.981318332,-0.625307225,-0.750110286,-0.888447745,-0.611586807,-0.619944376,-0.697201009,-0.622697442,-0.961266786,-0.983583412,-0.620908781,-0.541545151,-0.825491062,-0.799855659,-0.686740405,-0.171693257,-0.781407026,-0.549370711
f879,-0.893066348,-0.914369396,-0.281231321,-0.914707113,-0.972202775,-0.718791901,-0.93834728,-0.953056428,-0.096631799,-0.956949787,-0.975625839,-0.962659892,-0.603621586,-0.956070089,-0.926957561,-0.990363117,-0.49852361,-0.867788404,-0.607735247,-0.612611609,-0.109246862,-0.608402362,-0.998933165,-0.942719665,-0.613102616,-0.980746495,-0.926868887,-0.932420726,-0.973538167,0.511769277,0.040944411,-0.998565366
f880,-0.934652697,-0.045597277,-0.713541113,-0.939709605,-0.99643278,-0.410362931,-0.572761408,-0.981100322,-0.715895118,-0.811400317,-0.992180156,-0.960511648,-0.595226381,-0.973470452,-0.594644187,-0.915904265,-0.749946814,-0.330828635,-0.629291586,-0.601024751,-0.759576641,-0.595831497,-0.986309293,-0.494271886,-0.599056053,-0.962349657,-0.969562417,-0.505435757,-0.784929552,-0.675834486,-0.715136688,-0.938631101
f881,-0.740306859,-0.825776173,-0.422382671,-0.931787004,-0.676818382,-0.796956272,-0.889909747,-0.943954878,-0.340162455,-0.467138399,-0.703095354,-0.879151625,-0.734696165,-0.547456254,-0.879765343,-0.826928384,0.054620939,0.330866426,-0.580723166,-0.632382989,-0.464277978,-0.713082578,-0.786668731,-0.910595668,-0.572582404,-0.548111497,-0.896334182,-0.659045104,-0.718030807,-0.278953069,-0.328519856,-0.541007471
f882,-0.737435679,-0.749930351,-0.094970871,-0.733460382,-0.980924957,-0.964700021,-0.871962065,-0.99656202,-0.405280483,-0.957772802,-0.971266678,-0.906880377,-0.965220756,-0.962864588,-0.606185976,-0.978804517,-0.669752854,-0.772940549,-0.941853607,-0.956217054,-0.366553026,-0.958613137,-0.975390726,-0.850498245,-0.942905171,-0.974271608,-0.99083153,-0.977673584,-0.949064908,0.249799554,-0.238789436,-0.972149721
f883,-0.862788028,-0.9999508,-0.995899959,-0.99799918,-0.926607746,-0.527515451,-0.949077491,-0.944625195,-1,-0.686660464,-0.856268697,-0.991734317,-0.316117688,-0.807850879,-0.972792128,-0.872163597,-0.896268963,-0.997064371,-0.214461727,-0.296122462,-1,-0.36509837,-0.895384484,-1,-0.299485488,-0.871957168,-0.786428093,-0.707755436,-0.740475779,-0.994571546,-0.998359984,-0.369472187
f884,-0.997747863,-0.997839744,-0.99465812,-0.999098291,-0.84379325,-0.658074156,-0.997767094,-0.935428031,-0.996292735,-0.767344915,-0.773466215,-0.999049145,-0.598688342,-0.706828586,-0.998897436,-0.789105529,-0.993282051,-0.997775641,-0.178607609,-0.581820815,-0.996912393,-0.581608526,-0.724261967,-0.999376068,-0.58181251,-0.793338219,-0.811082613,-0.622982465,-0.60943287,-0.933771368,-0.99508547,-0.476388602
f885,0.075089644,-0.502636575,0.157772622,-0.016452225,-0.795428475,-0.537402701,-0.318076355,-0.925346141,0.420375448,-0.674979615,-0.658753026,0.179076144,-0.460757007,-0.417104686,-0.361105252,-0.759409285,0.373971736,-0.085425016,-0.208542256,-0.440924055,0.41088378,-0.442081373,-0.652230704,-0.393587851,-0.435952418,-0.714463659,-0.778492074,-0.521714909,-0.635317402,0.452858047,0.269352457,-0.389766511
f886,0.112084063,0.798849137,0.015761821,0.222166625,-0.858024414,-0.757018216,0.578433825,-0.925891815,-0.295971979,-0.793229917,-0.836072669,-0.011258444,-0.72956257,-0.842081112,0.631473605,-0.766317965,-0.243182387,0.304228171,-0.35663375,-0.723062551,-0.284463348,-0.723654276,-0.712250579,0.670002502,-0.723840245,-0.79375635,-0.789828828,-0.598817223,-0.517545632,-0.345258944,-0.117087816,-0.458754715
f887,-0.996755441,-0.998377721,-0.998648101,-0.998377721,-0.956491637,-0.790378006,-0.996755441,-1,-0.998648101,-0.950931124,-0.90945629,-0.996755441,-0.720771988,-0.949824465,-0.99891848,-0.979759554,-0.995944302,-0.998377721,-0.221383851,-0.695894239,-0.99891848,-0.692543474,-0.979440933,-0.99918886,-0.700432333,-0.996656884,-0.990828946,-0.990442932,-0.960567878,-0.987021766,-0.998107341,-0.889412229
f888,-0.867702378,-0.888435979,-0.476858745,-0.895823973,-0.855487143,-0.653928428,-0.918534147,-0.931638283,-0.349044603,-0.757446812,-0.932115922,-0.9382893,-0.611661155,-0.692929289,-0.884992027,-0.942742339,-0.595784624,-0.775679144,-0.448992182,-0.438020428,-0.361154229,-0.579217056,-0.889074228,-0.920101956,-0.446952121,-0.918289329,-0.867885659,-0.810090436,-0.528330078,0.295909132,-0.426379945,-0.659044178
f889,-0.80032237,-0.42795428,-0.309447166,-0.812781899,-0.855487143,-0.653928428,-0.73159039,-0.931638283,-0.501327735,-0.757446812,-0.932115922,-0.924878936,-0.649242333,-0.692929289,-0.581830651,-0.942742339,-0.659814322,-0.536884068,-0.460715755,-0.450237373,-0.500314439,-0.690600777,-0.889074228,-0.687640774,-0.446952121,-0.918289329,-0.867885659,-0.810090436,-0.528330078,-0.086407278,-0.400093305,-0.659044178
f890,-0.997747863,-0.997839744,-0.99465812,-0.999098291,-0.923955171,-0.609583901,-0.997767094,-0.950491453,-0.996292735,-0.691492738,-0.870029813,-0.999049145,-0.356963178,-0.805892351,-0.998897436,-0.771217504,-0.993282051,-0.997775641,-0.232645329,-0.28455745,-0.996912393,-0.354674357,-0.871188503,-0.999376068,-0.291424515,-0.873315639,-0.795627925,-0.675640361,-0.728756442,-0.933771368,-0.99508547,-0.278914698
f891,-0.995322383,-0.99603437,-0.969916984,-0.998826077,-0.919581772,-0.587130757,-0.99070696,-0.947644177,-0.97771567,-0.673750236,-0.862555123,-0.998572624,-0.692163897,-0.794729064,-0.998023192,-0.758060039,-0.986686153,-0.996201815,-0.189442971,-0.259543718,-0.974872932,-0.668912574,-0.86378045,-0.998252405,-0.250673768,-0.86602992,-0.783874322,-0.656986176,-0.713157006,-0.979364392,-0.967572328,-0.237444501
f892,-0.77510954,-0.703571041,-0.108044301,-0.922851092,-0.934016346,-0.597321567,-0.694248448,-0.950050518,-0.141257261,-0.685468173,-0.864064577,-0.753013588,-0.350520632,-0.819699553,-0.59355591,-0.870485843,-0.557785084,-0.570933128,-0.224420579,-0.31805814,-0.186856495,-0.348598092,-0.893666543,-0.709348935,-0.313637712,-0.880625531,-0.789692926,-0.712723908,-0.736434067,0.506010575,-0.41830259,-0.393240719
f893,-0.829937881,-0.681763376,-0.344161796,-0.855010489,-0.932826155,-0.59005819,-0.835189311,-0.949149546,-0.339539298,-0.679794754,-0.86161262,-0.933396607,-0.71883713,-0.816447355,-0.746652885,-0.868149711,-0.579575348,-0.651106947,-0.211005793,-0.322380985,-0.34755494,-0.706652668,-0.891748536,-0.817243121,-0.301257341,-0.878472294,-0.785899479,-0.707542119,-0.731679954,0.294885232,-0.348846209,-0.382296201
f894,-0.420411007,-0.516544758,-0.204458377,0.015673981,-0.976359029,-0.291996989,-0.441309648,-0.989415259,0.122605364,-0.839604874,-0.962640593,-0.441657959,-0.826702933,-0.76929193,-0.031347962,-0.912748076,-0.080111459,-0.167537443,-0.815761199,-0.612276866,-0.059909439,-0.872813769,-0.946923667,-0.476837339,-0.685310124,-0.936363553,-0.94705213,-0.906751989,-0.90467672,-0.485545106,-0.124346917,-0.805779241
f895,-0.616422287,-0.553665689,-0.52,-0.923753666,-0.971225569,-0.15193171,-0.731378299,-0.987116862,-0.481524927,-0.812310527,-0.954528278,-0.841642229,-0.794401977,-0.7191954,-0.55542522,-0.893801974,-0.448680352,-0.585923754,-0.775771873,-0.540593604,-0.494428152,-0.845217451,-0.935398539,-0.705571848,-0.61701422,-0.922545375,-0.935554897,-0.88674939,-0.883977983,-0.144281525,-0.514780059,-0.876083949
f896,-0.631999716,-0.568798859,-0.532000602,-0.939144071,-0.978636868,-0.991458201,-0.747769512,-0.994558407,-0.487287472,-1,-0.985390338,-0.858223347,-1,-0.967749042,-0.568208197,-1,-0.452438401,-0.59833197,-1,-1,-0.503826015,-1,-1,-0.721780374,-1,-0.987955241,-0.996105073,-0.980804059,-0.998609447,-0.15415398,-0.52609398,-1
f897,-0.889940761,-0.90929894,-1,-0.832222116,-0.958057233,-0.964984788,-0.923433996,-0.963042508,-0.1646511,-1,-0.957727999,-0.959531068,-1,-0.923919534,-0.951007618,-1,-0.661379002,-0.83304125,-1,-1,-0.224368231,-1,-1,-0.950544992,-1,-0.962952012,-0.992107729,-0.9479399,-0.986495958,0.509444571,-1,-0.895408262
f898,-0.871651242,-0.894365145,-1,-0.859716062,-0.927221596,-0.591649085,-0.905546105,-0.944063385,-0.288046716,-0.685468173,-0.857216491,-0.94281285,-0.350520632,-0.807374478,-0.956368318,-0.870485843,-0.833458707,-0.872916322,-0.224420579,-0.31805814,-0.337419274,-0.348598092,-0.893666543,-0.929091533,-0.313637712,-0.874623737,-0.788414374,-0.704290144,-0.734241146,0.586494993,-1,-0.376299654
f899,-0.828034516,-0.863863025,-1,-0.836474213,-0.968784013,-1,-0.878360277,-1,0.448816931,-0.904895216,-0.960736995,-0.955540104,-1,-0.795437667,-0.93268792,-0.941808941,-0.469431074,-0.798013869,-1,-1,0.334801949,-1,-0.933223732,-0.927887309,-1,-0.928772326,-0.639768685,-0.892401159,-0.825599081,0.905240741,-1,-1
f900,-0.150026247,-0.067716535,-0.149816273,-0.015853018,-0.988224143,-0.656025605,-0.074015748,-0.980094006,-0.107611549,-0.989476768,-0.973347548,-0.095013123,-1,-0.972090691,-0.092073491,-0.966687338,-0.169133858,-0.046929134,-0.777278327,-1,-0.122309711,-1,-0.957920522,-0.105511811,-1,-0.982461762,-0.912679468,-0.952314802,-0.902412429,-0.172703412,-0.139107612,-1
f901,-0.677072613,-0.77511721,-0.064722699,-0.844208119,-0.999066591,-0.79331477,-0.834945683,-1,0.227810177,-0.965056535,-0.995396132,-0.861040595,-1,-0.993058201,-0.772006861,-1,-0.378456261,-0.704974271,-1,-1,0.193985134,-1,-0.973633901,-0.882401372,-1,-0.984606721,-0.997212465,-0.985219147,-0.921806032,-0.118376215,-0.039839909,-1
f902,-0.850751638,-0.871013742,-0.246292431,-0.61575401,-0.930053571,-0.823799891,-0.912227658,-0.957113039,0.015643161,-0.87218117,-0.925541929,-0.861438771,-0.428034619,-0.885747024,-0.809573622,-0.935010274,-0.91841592,-0.827495301,-0.41767295,-0.400225052,0.114322708,-0.430527529,-0.929488627,-0.860363359,-0.405126329,-0.946239802,-0.931195211,-0.898187917,-0.874940385,-0.779794687,-0.199788277,-0.654691075
f903,-0.779503371,-0.810791592,0.134055807,-0.638194385,-0.835903874,-0.283324512,-0.863128253,-0.825561777,0.528173621,-0.60089537,-0.767197232,-0.908581506,-0.313346172,-0.687736382,-0.882697614,-0.773338362,-0.638023722,-0.726711608,-0.178256679,-0.179116602,0.676650454,-0.306035286,-0.716140284,-0.914327161,-0.180500161,-0.810069235,-0.737929417,-0.633407643,-0.493129255,0.170634582,0.204027647,-0.58400065
f904,-0.840783344,-0.862204899,0.654707355,-0.80299775,-0.931040928,-0.732839613,-0.887619229,-0.936879884,0.839959438,-0.8213426,-0.898388568,-0.886123523,-0.166015335,-0.825342877,-0.878378807,-0.903704668,-0.594460817,-0.837335615,-0.138069943,-0.127277376,0.831910511,-0.169780803,-0.89918462,-1,-0.119938484,-0.925016594,-0.904587821,-0.863483599,-0.82502961,0.767303609,0.666115283,-0.498383384
f905,-0.894621345,-0.910524416,-0.840266075,-0.837487288,-0.827655203,-0.217858662,-0.899089291,-0.815208936,-0.853312856,-0.583402941,-0.748455091,-0.864206833,-0.322084221,-0.665565154,-0.861700928,-0.76104497,-0.890037297,-0.85160945,-0.178413434,-0.191861141,-0.85652318,-0.322314662,-0.707953545,-0.930560813,-0.182848808,-0.798369182,-0.723108228,-0.615861329,-0.48979488,-0.893757905,-0.831929047,-0.550392196
f906,-0.938979543,-0.958946824,-0.442286449,-0.898821259,-0.910665803,-0.510258699,-0.931177203,-0.921508476,-0.376959324,-0.798427839,-0.843567629,-0.95461219,-0.238181122,-0.822765365,-0.944348896,-0.886563667,-0.587147112,-0.815288673,-0.095103874,-0.045192286,-0.381937162,-0.207293243,-0.823517153,-0.977264147,0.018154207,-0.869853027,-0.797374183,-0.772532996,-0.70824272,0.171218032,-0.400506173,-0.580004775
f907,-0.883597248,-0.946065667,0.015672282,-0.848705851,-0.960954408,-0.894344013,-0.919371482,-0.969578012,-0.076495062,-0.930084446,-0.859022647,-0.942367821,-0.833454968,-0.94021516,-0.962289721,-0.883745146,-0.455893998,-0.827227371,-0.838920047,-0.832820722,-0.065440247,-0.831333073,-0.970910718,-0.945690074,-0.834808958,-0.965152632,-0.873432033,-0.947179624,-0.930033274,-0.186462401,0.020036127,-0.901217157
f908,-0.880964677,-0.887988019,-0.369396819,-0.874147903,-0.958078917,-0.791005946,-0.863096468,-0.973675136,-0.233009709,-0.914054649,-0.902204343,-0.918560215,-0.852732192,-0.944966514,-0.90497831,-0.924845228,-0.474333815,-0.749431936,-0.86064991,-0.854925161,-0.273187358,-0.8534047,-0.956842403,-0.933691386,-0.857093411,-0.977017623,-0.84283713,-0.921304418,-0.900771349,-0.095589754,-0.328134683,-0.958336541
f909,-1,-0.730037705,-0.723908831,-0.039631005,-0.934643688,-0.855868755,-0.769348453,-0.966035449,-0.732562678,-0.858323337,-0.942149585,-0.53252566,-0.82130549,-0.863200549,-0.413809876,-0.919660385,-0.735579049,-0.727752623,-0.672807553,-0.703082233,-0.755520413,-0.820571729,-0.923879905,-0.666791953,-0.664456934,-0.913009312,-0.913049212,-0.875995432,-0.865589975,-0.850779749,-0.724831595,-0.815074454
