,or4378,or4319,or2451,or4434,or2061,or1,or4323,or2095,or3866,or2236,or2059,or4324,or470,or2060,or4359,or2064,or4500,or4354,or1602,or1036,or3583,or753,or2114,or4325,or1319,or2055,or2090,or2080,or2111,or4030,or2734,or1766
f319,-0.337880219,-0.446474314,0.364956282,0.251877579,-0.930516065,-0.564816904,-0.538537412,-0.91854814,0.269125212,-0.564470389,-0.914131391,-0.206768858,-0.422286581,-0.870643482,-0.570731066,-0.909180343,-0.077841857,-0.219193689,-0.413931614,-0.30078895,0.287972999,-0.370975275,-0.872209722,-0.450072165,-0.308048408,-0.839004939,-0.909902818,-0.774572087,-0.87644746,0.131399542,-0.023887225,-0.102613253
f320,-0.357969264,-0.47654782,0.275717429,0.145668568,-0.981728848,0.254051206,-0.448430287,-0.967946932,0.351093633,-0.970094143,-0.950634123,-0.186357354,0.038939895,-0.956086233,-0.26866498,-0.930742368,0.093938418,-0.052893056,-0.029658942,0.053837658,0.350017499,0.008955687,-0.91710996,-0.495997643,0.094931294,-0.845231009,-0.73005791,-0.67862717,-0.693645925,0.052602197,0.009245285,0.969752487
f321,-0.975020459,-0.957505067,-0.792917732,-0.816536082,-0.900615899,0.152668422,-0.969221976,-0.881054567,-0.738979525,-0.297504006,-0.873578845,-0.960425948,0.581032577,-0.908881766,-0.988456204,-0.932836829,-0.934219851,-0.933455317,0.821848796,0.879906772,-0.763724418,0.685264465,-0.870248976,-0.981989709,0.848727785,-0.839731472,-0.676127373,-0.449509519,-0.674799773,-0.644503363,-0.786353479,0.887890368
f322,-0.790946649,-0.848158967,-0.439764849,-0.041463956,-0.981115208,-0.604957755,-0.796275341,-0.978108587,-0.253869027,-0.882277087,-0.508516568,-0.736720489,-0.769899729,-0.905992841,-0.892638432,-0.986568672,-0.616337623,-0.699582527,0.743318985,-0.50775918,-0.269464084,-0.822830561,-0.985634582,-0.833432458,-0.311060866,-0.499067091,-0.951556169,-1,-0.831142944,-0.215305525,-0.242632034,0.18978639
f323,-0.923056164,-0.930846803,-0.564134319,-0.576934002,-0.955483031,-0.96600769,-0.859182579,-0.993218492,-0.401541833,-0.993692592,-0.969490479,-0.868604901,-0.398057582,-0.998356695,-0.974366298,-0.995747631,-0.509405697,-0.795935015,-0.706652539,-0.706652539,-0.391490477,-0.573010203,-0.997379431,-0.936397173,-0.706652539,-0.982825225,-0.940492265,-0.907492961,-0.846018589,-0.296760003,-0.356693613,0.029176834
f324,-0.952597907,-0.90360744,-0.621200273,0.178798907,-0.995463396,-0.959345794,-0.87848298,-0.992211838,-0.350411691,-0.999665109,-1,-0.899955251,-1,-1,-0.933352538,-1,-0.833537974,-0.759484741,-0.997071651,-0.997071651,-0.344718297,-0.999295171,-1,-0.9080475,-0.997071651,-0.99796729,-1,-1,-1,-0.059846577,-0.439058986,-1
f325,-0.889679936,-0.935478792,-0.466639148,0.007806165,-0.940132791,-0.160657653,-0.904863044,-0.899692268,-0.238776336,-0.703770384,-0.911167018,-0.891651512,0.122763572,-0.921134305,-0.907048489,-0.945783474,-0.672061922,-0.769060974,0.141671864,0.141671864,-0.244687052,0.141671864,-0.892719765,-0.923938205,0.141671864,-0.814819055,-0.741678038,-0.766481324,-0.866562696,-0.385520463,-0.304922884,0.99784936
f326,-0.647643908,-0.890976551,-0.505381699,-0.51073126,-0.934257031,-0.175828846,-0.870548597,-0.928664541,-0.573280636,-0.715512333,-0.898714602,-0.778650929,-0.64797947,-0.931011376,-0.87441151,-0.926769698,-0.332915641,-0.609743455,-0.565361676,-0.589150946,-0.446498486,-0.637538849,-0.896649047,-0.786410243,-0.583801766,-0.868692976,-0.82441978,-0.679706394,-0.778999138,-0.069849536,-0.625658141,0.389678027
f327,-0.974181537,-0.988565249,-0.741214287,-0.762593679,-0.936432948,-0.155430421,-0.969331525,-0.934179156,-0.827778868,-0.714350893,-0.903393343,-0.977360021,-0.66410073,-0.933168675,-0.980775455,-0.929274529,-0.916958562,-0.944423729,-0.585663087,-0.609560815,-0.813214196,-0.651783628,-0.896824743,-0.988196713,-0.602234195,-0.882212039,-0.827311785,-0.675935412,-0.773587339,-0.681448976,-0.799290231,0.381255498
f328,-0.900925959,-0.927175517,-0.495204061,-0.58924426,-0.919716326,0.469190409,-0.915214843,-0.888358991,-0.512020455,-0.48348942,-0.898745542,-0.907218269,-0.127266138,-0.926808174,-0.923628495,-0.925795053,-0.82071518,-0.837591245,-0.02395249,0.026983617,-0.498012529,-0.09322362,-0.822259013,-0.920503333,0.098898746,-0.863632245,-0.742115364,-0.63912295,-0.509369311,-0.112839678,-0.471739557,0.996408774
f329,-0.939624556,-0.962594617,-0.797605467,-0.271597621,-0.912,-0.341936,-0.92383312,-0.872,-0.394054823,-0.5936,-0.824,-0.961684374,0.0616,-0.92,-0.965816002,-0.88432,-0.631279769,-0.780845635,0.26048,0.21568,-0.512781678,0.048,-0.8584,-0.954641813,0.24912,-0.716,-0.69488,-0.6464,-0.624,-0.21256925,-0.633520554,1
f330,-0.863055278,-0.905756155,-0.264416175,-0.450486822,-1,0.517968417,-0.8872555,-1,-0.144103625,-0.474178404,-1,-0.884170172,-1,-1,-0.919292359,-1,-0.553181346,-0.843153975,-0.994024755,-0.994024755,-0.134516602,-1,-0.829278703,-0.904432452,-0.994024755,-1,-1,-1,-0.067008109,-0.132161586,0.05383632,-1
f331,-0.912305906,0.100696122,-0.692802902,-0.592971143,-0.892473118,0.419354839,-0.181298808,-0.870967742,-0.717936518,-0.397849462,-0.827956989,-0.871641195,-0.311827957,-0.956989247,-0.530659938,-0.935483871,-0.766533288,-0.168134581,0.032258065,0.096774194,-0.755212169,-0.419354839,-0.612903226,-0.115834016,0.053763441,-0.913978495,-0.741935484,-0.849462366,-0.35483871,-0.805001199,-0.69780038,-0.204301075
f332,-0.866782191,-0.923192714,-0.763215036,-0.823963251,-1,0.929824561,-0.919357712,-1,-0.749582696,-0.368421053,-1,-0.849839159,-1,-1,-0.946784262,-1,-0.623601297,-0.367574528,-0.964912281,-0.929824561,-0.791497266,-1,-0.789473684,-0.940250503,-0.964912281,-1,-1,-1,-0.403508772,-0.834198724,-0.727698696,-1
f333,-0.878549458,-0.900592806,-0.665467416,-0.379759804,-0.869410515,-0.278110924,-0.915430324,-0.765119433,-0.79648266,-0.765010862,-0.797995396,-0.895667664,-0.110512054,-0.863120592,-0.842832241,-0.93476932,-0.893719715,-0.90270817,0.148753799,0.127678131,-0.777697427,-0.091624276,-0.797644984,-0.90990845,0.154776668,-0.780251473,-0.726019411,-0.641630811,-0.729530736,-0.740864709,-0.721655097,0.97659597
f334,-0.976076656,-0.999992632,-0.999428696,-0.998245023,-0.928487741,-0.291115604,-0.987321969,-0.907792421,-1,-0.557538971,-0.867539913,-0.996509223,0.225583846,-0.910714035,-0.995907082,-0.918792204,-0.987416874,-0.99952594,0.489260077,0.382982155,-1,0.251259057,-0.894544964,-1,0.427109319,-0.821729646,-0.72411444,-0.615899033,-0.731729789,-0.999575496,-0.999773723,0.907132589
f335,-0.998937054,-0.999123773,-0.997985242,-0.997858998,-0.920310164,-0.256461845,-0.998495128,-0.901899866,-0.998705518,-0.51447482,-0.853302138,-0.998912961,0.273839641,-0.897862894,-0.999550846,-0.911051564,-0.997794012,-0.999027492,0.541732667,0.491356966,-0.998894374,0.325908839,-0.87982442,-0.999616141,0.509873137,-0.785977285,-0.736003442,-0.588546082,-0.726307163,-0.985988493,-0.998166362,0.929760383
f336,-0.99793298,-0.998493999,-0.989376843,-0.99739028,-0.898608101,-0.652379042,-0.994136051,-0.879452822,-0.992714738,-0.4389599,-0.934269635,-0.998472179,-0.14499531,-0.863388118,-0.999246309,-0.865588664,-0.9959067,-0.998445219,-0.132630121,0.034818834,-0.991575728,-0.069055569,-0.831288149,-0.998993915,0.024074977,-0.761891748,-0.871934316,-0.705678129,-0.912468796,-0.995912481,-0.988672069,0.328115034
f337,-0.762649572,-0.824412043,-1,-0.462829462,-0.981728848,-0.074969182,-0.863226838,-0.967946932,-0.606688664,-0.974163372,-0.950634123,-0.836467024,0.038939895,-0.956086233,-0.825713594,-0.930742368,-0.817671225,-0.757870274,-0.029658942,0.053837658,-0.62548506,0.008955687,-0.922493313,-0.874487421,0.094931294,-0.937758049,-0.730139459,-0.67862717,-0.698527187,-0.569391397,-1,0.969752487
f338,-0.831923774,-0.87582313,-1,-0.727267732,-0.900615899,-0.174873548,-0.897544358,-0.881054567,-0.796449975,-0.3021768,-0.873578845,-0.859675611,0.581032577,-0.908881766,-0.905748555,-0.932836829,-0.945547934,-0.888087189,0.821848796,0.879906772,-0.80573102,0.685264465,-0.886885847,-0.890723652,0.848727785,-0.839731472,-0.678319427,-0.471392636,-0.684796865,-0.725175567,-1,0.887890368
f339,-0.504866802,-0.648135295,-1,-0.300993902,-0.981115208,-0.948221099,-0.709893427,-0.978108587,-0.089249714,-0.885434782,-0.508516568,-0.760133672,-0.769899729,-0.905992841,-0.680298098,-0.986568672,-0.618582701,-0.608909089,0.743318985,-0.50775918,-0.139506418,-0.822830561,-0.995751074,-0.755653614,-0.311060866,-0.499067091,-0.952905035,-1,-0.831142944,-0.274340915,-1,0.18978639
f340,-0.928454218,-0.929555782,-0.97952602,-0.877014915,-0.993870606,-0.96600769,-0.935437029,-0.99634404,-0.983600239,-0.868789925,-0.98650601,-0.857261579,-0.398057582,-0.998181103,-0.873933218,-0.998883473,-0.982538265,-0.946051531,0.053066513,-0.706652539,-0.983458692,-0.573010203,-0.995394629,-0.911393294,-0.290671188,-0.975100966,-0.757878962,-0.859102056,-0.881651176,-0.990788258,-0.979502102,-0.227413642
f341,-0.549438157,-0.718340372,-0.626663116,-0.677293057,-0.984423676,-0.959345794,-0.809244176,-0.982866044,-0.625987769,-0.988317757,-1,-0.636706554,-1,-1,-0.475261709,-1,-0.783479489,-0.723188049,-0.999232866,-0.997071651,-0.627008878,-0.999295171,-1,-0.806907571,-0.998041277,-0.996728972,-0.999953271,-1,-0.999260125,-0.837282281,-0.621055926,-1
f342,-0.690375255,-0.761497472,-0.544404836,-0.245736719,-0.953079542,-0.307308167,-0.840797859,-0.91575687,-0.531498,-0.731019198,-0.910221937,-0.759459697,-0.073406507,-0.949978925,-0.728286009,-0.936183148,-0.873091231,-0.741934289,-0.037876419,0.030021353,-0.472859626,-0.057801886,-0.940299117,-0.858423776,-0.047226328,-0.958841032,-0.751306724,-0.736868492,-0.76573556,-0.782551171,-0.521753166,0.779013183
f343,-0.820529516,-0.8605697,-0.466374339,-0.670322218,-0.934257031,-0.366814156,-0.89507042,-0.928664541,-0.547188102,-0.716898381,-0.898724778,-0.759475874,-0.64797947,-0.931013199,-0.773855909,-0.926769698,-0.885865964,-0.876697346,-0.565361676,-0.589150946,-0.537662804,-0.637538849,-0.906429905,-1,-0.583801766,-0.868714543,-0.824450764,-0.679850679,-0.788597894,-0.73647749,-0.468759077,0.389678027
f344,-0.952131883,-0.96351477,-0.97924122,-0.890403927,-0.936432948,-0.355003281,-0.962030722,-0.934179156,-0.985452419,-0.715540585,-0.903393343,-0.884417602,-0.66410073,-0.933168675,-0.896370259,-0.929274529,-0.987528551,-0.954671082,-0.585663087,-0.609560815,-0.985407641,-0.651783628,-0.907071574,-0.962879674,-0.602234195,-0.882212039,-0.827326147,-0.676086537,-0.78367299,-0.993616008,-0.978404249,0.381255498
f345,-0.841697181,-0.904395396,-0.586061937,-0.610312549,-0.99591492,-0.950204526,-0.852107244,-0.994319363,-0.647113829,-0.973816429,-0.994847863,-0.779365966,-0.955592624,-0.996275775,-0.761845701,-0.996224225,-0.732584648,-0.677758006,-0.950335708,-0.947743923,-0.640998826,-0.953860436,-0.991214585,-0.930587465,-0.944084661,-0.99306119,-0.986878039,-0.981650042,-0.976152557,-0.598067651,-0.56007378,-0.898416597
f346,-0.805763326,-0.919211015,-0.515121911,-0.625196121,-0.999251525,-0.077205194,-0.888555652,-1,-0.663556415,-0.980090565,-0.991467385,-0.819800697,-1,-0.99251525,-0.896199565,-1,-0.773311589,-0.806126549,-1,-1,-0.650839502,-1,-0.988698028,-0.89335005,-1,-0.861756671,-0.999251525,-0.993637963,-0.9910183,-0.820424273,-0.518534162,-1
f347,-0.894125763,-0.910567007,-0.83953454,-0.833816138,-0.999251525,-0.077205194,-0.899137326,-1,-0.851060687,-0.984581415,-0.996781558,-0.864271472,-1,-1,-0.860585279,-1,-0.883264676,-0.850129703,-1,-1,-0.855260539,-1,-0.999176678,-0.930593867,-1,-0.984805958,-0.999251525,-1,-0.9910183,-0.893590126,-0.830964238,-1
f348,-1,-0.73294281,-0.7255813,-0.028041814,-1,0.064558607,-0.77183053,-1,-0.731250757,-0.98211887,-0.999944811,-0.537556223,-1,-0.998675472,-0.415161701,-1,-0.722181803,-0.727867151,-1,-1,-0.755906759,-1,-0.972493965,-0.670377655,-1,-0.999061793,-0.991611322,-0.998951415,-1,-0.852082005,-0.725975698,-1
f349,-0.947650308,-0.967722036,-0.64812517,-0.473193147,-0.998563928,0.323708397,-0.961919694,-1,-0.66292969,-0.903603104,-0.938940236,-1,-1,-0.945429271,-0.866349133,-1,-0.994909939,-0.958576903,-1,-1,-0.626370554,-1,-0.942758177,-0.960461725,-1,-0.900121492,-0.99055352,-0.925611192,-0.883758889,-1,-0.688012161,-1
f350,-0.966875112,-0.978343231,-0.676949034,-0.760235322,-0.997273991,-0.439976971,-0.984960989,-1,-0.783251395,-0.842189181,-0.884093931,-1,-1,-0.896411673,-0.922090746,-1,-0.997780945,-0.96138076,-1,-1,-0.758869629,-1,-0.96143243,-0.985899565,-1,-0.999695232,-0.990032077,-0.92574298,-0.819918236,-0.947913254,-0.646722376,-1
f351,-0.976988245,-0.97831438,-1,-0.986592018,-1,0.288849799,-0.975405079,-1,-0.97900516,-0.984059881,-1,-0.962192968,-1,-1,-0.994469068,-1,-0.928759782,-0.986660697,-1,-1,-0.980446661,-1,-0.978912149,-0.97996596,-1,-0.637549947,-0.99968055,-1,-0.980878956,-1,-0.981603813,-1
f352,-0.97664018,-0.978019609,-1,-0.981519087,-1,0.368944125,-0.986191339,-1,-0.971471065,-0.980470308,-1,-0.916192511,-1,-1,-0.97624083,-1,-0.950428846,-0.988592964,-1,-1,-0.972971254,-1,-0.930467087,-0.968556004,-1,-1,-0.990838428,-0.908540684,-0.95821769,-0.92561258,-0.9763241,-1
f353,-0.518450479,-0.511146142,0.018523175,-0.0985933,-1,-0.410342632,-0.520224116,-1,0.025941562,-0.994575717,-1,-0.44021978,-1,-1,-0.161941136,-1,-0.439108522,0.008613413,-1,-1,0.052125685,-1,-0.982621903,-0.583185865,-1,-1,-0.99768292,-1,-1,-0.20508984,0.000927389,-1
f354,-0.714030845,-0.749194003,-0.764081844,-0.646650146,-1,0.363475495,-0.808064692,-1,-0.760903399,-0.990104775,-0.999927353,-0.560392643,-1,-0.999986989,-0.731282006,-1,-0.944320356,-0.903536612,-1,-1,-0.754801166,-1,-0.930172847,-0.82406301,-1,-0.999846031,-0.999778805,-0.998969925,-0.93147291,-0.722347511,-0.762166885,-1
f355,-0.808331714,-0.824657934,-0.769646839,-0.707332593,-1,0.363167556,-0.858248076,-1,-0.768175927,-0.991873898,-1,-0.718405106,-1,-1,-0.794633232,-1,-0.912079409,-0.851499164,-1,-1,-0.762259303,-1,-0.930009788,-0.872349375,-1,-1,-0.999901898,-0.998967751,-0.931110709,-0.746557415,-0.766665975,-1
f356,-0.784744988,-0.727606409,-0.188457261,-0.350313465,-1,0.959918389,-0.801740371,-1,-0.241457604,-0.992299592,-1,-0.67472837,-1,-1,-0.57529573,-1,-0.673869652,-0.610783919,-1,-1,-0.200085334,-1,-0.979695933,-0.799192978,-1,-1,-1,-0.999012768,-0.912268001,-0.52374308,-0.147118931,-1
f357,-0.722511811,-0.686476056,-0.087953845,-0.094783541,-0.999898241,-0.957651601,-0.785805548,-0.984954564,-0.292664663,-0.972828726,-0.997831625,-0.600650175,-0.992215401,-0.998374841,-0.591462307,-0.998778886,-0.636121343,-0.647958389,-0.993701388,-0.993364684,-0.146718621,-0.992309678,-0.917802295,-0.819505323,-0.80546583,-0.99601492,-0.953385186,-0.998575367,-0.991946038,-0.46356481,-0.075178963,-0.941949218
f358,-0.858491704,-0.888398289,-0.586085329,-0.796771482,-1,-0.942023729,-0.872980461,-1,-0.684132537,-0.998405716,-0.999443266,-0.890288919,-1,-0.999907211,-0.844942695,-1,-0.883085322,-0.858729137,-1,-1,-0.676070955,-1,-0.550985462,-0.960741495,-1,-0.999105851,-1,-1,-0.996836738,-0.811938066,-0.590756505,-1
f359,-0.600736141,-0.678723977,-0.221947271,-0.557583957,-0.981098861,-0.369389488,-0.732482368,-0.981164829,-0.406250712,-0.917845036,-0.934432398,-0.675187941,-0.592127783,-0.707362184,-0.666224129,-0.957716764,-0.582991344,-0.67737971,-0.634772623,-0.60234554,-0.391097018,-0.59456128,-0.954919219,-0.875015422,-0.989501267,-0.50434841,-0.956109092,-0.783934276,-0.547694469,-0.596968652,-0.230727875,-0.772729438
f360,-0.687519385,-0.380118856,-0.233475106,-0.364473238,-0.979534926,-0.886004836,-0.641049126,-0.985292988,-0.415047858,-0.99320844,-0.91915211,-0.344716479,-0.567045566,-0.64407584,-0.558591542,-0.953839085,-0.712788865,-0.674559743,-0.605797232,-0.57443071,-0.400118685,-0.569416887,-0.978790686,-0.838239654,-0.654983315,-0.417896394,-0.995094649,-0.779560537,-0.560281124,-0.402020378,-0.242125614,-0.880150354
f361,-0.736519999,-0.763480743,-0.892880437,-0.613980464,-0.985673546,0.453789033,-0.853544519,-0.965929927,-0.918254686,-0.732777033,-0.967902698,-0.740155134,-0.763331119,-0.897622731,-0.662590332,-0.971577779,-0.779274728,-0.834473388,-0.820740346,-0.781117877,-0.916168379,-0.767682352,-0.962573034,-0.869443799,-0.843474941,-0.818767575,-0.857101379,-0.805984337,-0.686520326,-0.728048928,-0.89408932,-0.26005974
f362,-0.329441061,-0.410121495,-1,-0.160638215,-0.981656285,-0.506496286,-0.569744588,-0.942914018,-0.206647463,-0.952182196,-0.913675378,-0.424179833,-0.860763287,-0.759797941,-0.162807109,-0.966009546,-0.339883374,-0.130848047,-0.916928873,-0.871572594,-0.234744173,-0.867998031,-0.969648323,-0.52351129,-0.910400479,-0.64545474,-0.965153364,-0.803634496,-0.881119031,-0.275803635,-0.242359058,-0.148611914
f363,-0.342654297,-0.291988921,-1,-0.393500553,-0.980708911,-0.755105557,-0.574230949,-0.98886415,-0.206280813,-0.999895987,-0.925887764,-0.413261697,-0.554094684,-0.652523118,0.084632935,-0.955365588,-0.287131181,-0.386288948,-0.587368968,-0.560419951,-0.195781598,-0.555554111,-0.955320083,-0.433406621,-0.641419772,-0.414665778,-1,-0.79183501,-0.526368822,-0.241063737,-0.221074569,-1
f364,-0.903699241,-0.947820443,-1,-0.94332737,-0.980708911,-0.951968926,-0.96406827,-0.992803627,-0.95397243,-0.999934992,-0.925894265,-0.951230526,-0.554094684,-0.652523118,-0.924150268,-0.955365588,-0.927001414,-0.952159468,-0.587368968,-0.560419951,-0.946970269,-0.555554111,-0.981729535,-0.958139535,-0.641419772,-0.42589589,-1,-0.792020282,-0.543706424,-0.958225609,-0.945028614,-1
f365,-0.974055444,-0.790392123,-1,-1,-1,-0.388586613,-0.96008897,-0.984056687,-1,-1,-1,-0.47218482,-0.856510186,-0.99671011,-0.816582445,-0.992154878,-1,-0.957628628,-0.964570416,-0.856257118,-1,-0.789700114,-0.997469315,-0.973829446,-0.988358851,-1,1,-1,-0.946096419,-0.978917667,-1,-1
f366,-0.762600095,-0.756448202,-1,-0.949650351,0.5344,-0.4162,-0.859539602,-0.1112,-1,-0.9982,0.6992,-0.809355693,0.6436,0.785,-0.888111889,0.587,-0.483476421,-0.669306304,0.6984,0.6618,-1,0.648,0.49,-0.780487804,0.6972,0.7754,-1,0.4484,0.5742,-0.706149915,-1,-1
f367,-0.885453033,-0.963548372,-1,-0.809918149,0.7476,-0.2188,-0.961644733,-0.0928,-0.975839871,-0.9822,0.6994,-0.850193118,0.9094,0.81,-0.87838394,0.7928,-0.988102308,-0.972369315,0.9406,0.915,-0.975223255,0.9136,0.5972,-0.953696016,0.9268,0.8286,-1,0.7492,0.9238,-0.968417868,-0.967775486,-1
f368,-0.731044575,-0.862684183,-1,-0.811166569,-0.940858719,-0.906081454,-0.806457426,-0.95642877,-0.680221178,-0.991089779,-0.982270902,-0.757466835,-0.904437257,-0.993506251,-0.799428025,-0.992260647,-0.809316664,-0.721542499,-0.783156942,-0.909942827,-0.698731573,-0.911611936,-0.986223619,-0.862843667,-0.781139063,-0.986016018,-0.953655225,-0.987543959,-0.970919297,-0.414889071,-0.71654399,-0.830523112
f369,-0.812199719,-0.64410148,-1,-0.318461539,-0.942743734,-0.971674964,-0.965431135,-0.974988271,-0.758545866,-0.999975088,-0.982270902,-0.921800528,-0.983890188,-0.995889507,-0.586946385,-0.995233488,-0.760343407,-0.733386124,-0.959235531,-0.982910312,-0.752383462,-0.983641067,-0.993099354,-0.705321506,-0.962623574,-0.986522564,-0.995798162,-1,-0.980352672,-0.779176272,-0.693070229,-0.8746258
f370,-0.28008314,-0.711773494,-0.600660615,-0.660726428,-1,-0.571075862,-0.796647609,-0.980841379,-0.653419103,-0.906206897,-0.972413793,-0.73412562,-1,-1,-0.637027411,-0.999393103,-0.494611116,-0.58488381,-0.993668966,-1,-0.654824635,-0.972827586,-0.994041379,-0.789820887,-1,-0.869062069,-1,-0.970758621,-0.907006897,-0.78899045,-0.598580245,-0.566758621
f371,-0.946344,-0.948847367,-0.91883473,-0.912437376,-0.996564417,-0.997055215,-0.949535412,-0.99791411,-0.909409606,-0.875254397,-0.993776687,-0.947087256,-0.97863681,-1,-0.905065953,-0.997014315,-0.933022431,-0.926482718,-0.972619632,-0.972825358,-0.911825052,-0.97510593,-0.994924335,-0.954513216,-0.97270593,-0.990662577,-0.998683027,-0.906462168,-0.992736196,-0.943175035,-0.918687536,1
f372,-0.460381205,-0.683329897,-0.032104378,-0.328186802,-0.762457548,0.162534195,-0.717086044,-0.927889978,-0.068605735,-0.271179671,-0.731871857,-0.238171111,-0.582669168,-0.784883815,-0.409009005,-0.938985026,-0.193902495,-0.047537314,-0.532657016,-0.464183652,-0.044834652,-0.504990746,-0.818550322,-0.736465462,-0.515424017,-0.801550378,-0.854925628,-0.599071518,-0.526978944,-0.600101662,-0.010041615,0.946287007
