,or789,or1355,or4488,or4421,or4320,or2185,or2127,or4326,or2158,or4366,or4473,or4386,or4385,or4395,or2157,or4349,or3752,or2770,or4502,or4400,or3466,or506,or2130,or3182,or2224,or3558,or2178,or3183,or3336,or2022,or2122,or2015,or4347,or2093,or4361,or2067,or3619,or4253,or4355,or2709,or4503,or2201,or4345,or2899,or2062,or4449,or4331,or2027,or1577,or4495,or2205,or919,or1990,or3587,or4527,or4469,or4398,or2191,or1484,or2181,or4451,or1488,or4384,or4446,or2182,or4367,or4394,or352,or1201,or2081,or728,or2104,or4479,or3053,or2013,or4429,or2011,or2117,or2245,or4396,or2160,or4381,or635,or2616,or2118,or1606,or4368,or2165,or2156,or4377,or2393,or4348,or2215,or4408,or4472,or445,or4393,or2161,or2121,or2208,or4452,or4382,or4522,or4521,or4414,or2246,or2264,or1984,or2085,or3275,or4410,or4035,or4357,or1771,or2239,or2187,or4510,or1040,or3465,or2992,or2146,or4466,or2120,or2091,or2084,or4254,or2258,or918,or2209,or4422,or4275,or2136,or1699,or2207,or2231,or4455,or3304,or2144,or4435,or4420,or3963,or4425,or2129,or129,or2188,or1072,or1011,or1323,or2125,or4391,or3748,or2131,or3870,or4465,or2083,or2333
f983,-0.998752861,-0.999075988,-0.982918719,-0.964646775,-0.972313206,-0.999838286,-0.999512142,-0.979574453,-0.999714619,-0.965027044,-0.973492945,-1,-0.977554747,-0.975066656,-0.999636422,-0.981682597,-0.953773746,-0.964272111,-0.976479041,-0.980341844,-0.959221472,-0.998733108,-0.999547676,-0.963196705,-0.999593355,-0.960925677,-0.998617634,-0.962533024,-0.971362065,-0.99872982,-0.999030031,-0.999701445,-0.972819921,-0.999335392,-0.964374575,-0.999030848,-0.971106995,-0.958395219,-0.953806759,-0.95588407,-0.966809421,-0.999956414,-0.972770402,-0.966506077,-0.999110868,-0.984314574,-0.976334221,-0.998070505,-0.994372497,-0.962231238,-0.999757476,-0.99874778,-0.999583566,-0.963906791,-0.979899909,-0.98303394,-0.978585628,-0.99951646,-0.999152856,-0.999919194,-0.974354702,-0.998729967,-0.984177863,-0.977181029,-0.999038552,-0.971623364,-0.984180666,-0.999195377,-0.999229728,-0.99935427,-0.998396542,-0.998889475,-0.975269404,-0.972557687,-0.998792363,-0.974502014,-0.999039299,-0.999523706,-0.998574456,-0.974628459,-0.999391999,-0.976778647,-0.999201731,-0.961194451,-0.999457049,-0.999384114,-0.97638156,-0.999610734,-0.999616452,-0.987066478,-0.959352589,-0.961864361,-0.999168497,-0.967614807,-0.976473124,-0.998391079,-0.976093477,-0.999262594,-0.999117123,-0.999526408,-0.96617159,-0.982939885,-0.975830845,-0.976275657,-0.96875873,-0.998805948,-0.999656319,-0.999571373,-0.99937654,-0.963636148,-0.97279158,-0.950696086,-0.953498121,-0.998653309,-0.998905809,-0.999557056,-0.973614718,-0.999003545,-0.960364772,-0.964039776,-0.999450377,-0.972871931,-0.999754941,-0.999323365,-0.999117063,-0.98321115,-0.99695673,-0.999366024,-0.999301139,-0.972913353,-0.978035935,-0.999717974,-0.999871829,-0.99932372,-0.999273427,-0.95827002,-0.966271251,-0.999471338,-0.985151116,-0.968989508,-0.956332545,-0.967670244,-0.999685604,-0.99787502,-0.999486924,-0.999228768,-0.998268328,-0.999130984,-0.999757584,-0.955630246,-0.95605474,-0.999052347,-0.961280409,-0.977508354,-0.999600938,-0.972429685
f984,-0.915236047,-0.949535731,-0.938789346,-0.935475417,-0.901876507,-0.996567897,-0.962197972,-0.939616312,-0.954976712,-0.938987315,-0.916553098,-0.958066883,-0.949770996,-0.967292169,-0.964328505,-0.967659084,-0.57047332,-0.660260478,-0.942289548,-0.949418178,-0.751073488,-0.91389355,-0.969434205,-0.490472272,-0.939391025,-0.495198511,-0.974598973,-0.771897474,-0.556556473,-0.952121037,-0.974377849,-0.982941363,-0.957962051,-0.994067001,-0.936366495,-0.972677006,-0.492316836,-0.94836985,-0.969441241,-0.619104728,-0.968550162,-0.983472467,-0.943704791,-0.537648076,-0.964148121,-0.947788049,-0.953978404,-0.923417123,-0.92816988,-0.948894014,-0.971102102,-0.865073664,-0.9391336,-0.547646493,-0.822518084,-0.953873572,-0.976045707,-0.988588387,-0.938943927,-0.990771848,-0.80773666,-0.937146258,-0.945434532,-0.938882482,-0.949028725,-0.958433798,-0.952930077,-0.913957386,-0.904693723,-0.968584915,-0.898086803,-0.991529586,-0.915557186,-0.615648711,-0.844005799,-0.962469861,-0.942021393,-0.969678367,-0.974923847,-0.949575427,-0.968789103,-0.889086906,-0.914636775,-0.580051368,-0.982170338,-0.940497115,-0.976360205,-0.977631042,-0.962762747,-0.95041409,-0.751970856,-0.936209246,-0.985465023,-0.952405913,-0.95680889,-0.897739611,-0.954502568,-0.94369536,-0.909553788,-0.962809675,-0.869902506,-0.946535276,-0.940227377,-0.944034577,-0.962941608,-0.871104549,-0.910136665,-0.972613627,-0.98809798,-0.538419127,-0.95361149,-0.539805535,-0.964409267,-0.954775048,-0.927266321,-0.964170646,-0.879861621,-0.887320185,-0.449469546,-0.575211327,-0.964413485,-0.964461684,-0.957302415,-0.987441496,-0.973840816,-0.959482126,-0.889769586,-0.945158261,-0.947109099,-0.934217423,-0.884212182,-0.962577857,-0.97703396,-0.953940218,-0.893890406,-0.947583604,-0.580463434,-0.941574769,-0.860310305,-0.916762763,0.589264006,-0.91492819,-0.97060505,-0.897598641,-0.960877098,-0.922627524,-0.963717233,-0.902857385,-0.949623702,-0.953087326,-0.385936681,-0.951149433,-0.507363654,-0.912359786,-0.988450653,-0.661027361
f985,-0.84317119,-0.873018929,-0.830304456,-0.844202899,-0.710144928,-0.983759548,-0.916280128,-0.916666667,-0.872131387,-0.847826087,-0.81884058,-0.862318841,-0.835733859,-0.916666667,-0.919540286,-0.876811594,-0.507246377,-0.351449275,-0.920289855,-1,-0.68115942,-0.840687326,-0.937943257,-0.260869565,-0.871449422,-0.416666667,-0.912552354,-0.68115942,-0.213768116,-0.955356632,-0.896567595,-0.945548198,-0.923913043,-0.930143911,-0.923913043,-0.847112488,-0.06884058,-0.887681159,-0.960144928,-0.199275362,-0.934782609,-0.88810763,-0.81884058,-0.264492754,-0.926669038,-1,-0.876811594,-0.162581887,-0.859371224,-0.971014493,-0.912568809,-0.767074822,-0.875383977,-1,-0.536231884,-0.847826087,-0.945652174,-0.933224169,-0.811277195,-0.958134409,-0.641304348,-0.742010135,-0.760869565,-1,-0.827603657,-0.923913043,-0.905797101,-0.764482344,-0.827027222,-0.89795615,-0.626953578,-0.95397116,-0.891304348,-0.311594203,-0.645915485,-0.887681159,-0.87653779,-0.917064633,-0.945088863,-0.844202899,-0.923716657,-0.786231884,-0.766341982,-0.282608696,-0.912918012,-0.759548113,-0.945652174,-0.951114383,-0.892343827,-0.782608696,-0.619565217,-0.916666667,-0.941930009,-0.913043478,-0.902173913,-0.625682706,-0.894927536,-0.922202547,-0.819665382,-0.940067873,-0.764492754,-0.807971014,-1,-0.894323671,-0.949275362,-0.888860518,-0.794396744,-0.869097122,-0.797385941,-0.442028986,-0.913043478,-0.503623188,-0.952898551,-0.7296545,-0.932564389,-0.928018687,-0.753623188,-0.818304255,-0.224637681,-0.101449275,-0.919403683,-0.945652174,-0.891861253,-0.945969506,-0.936331017,-0.858695652,-0.792178685,-0.784669747,-0.961674279,-0.847826087,-0.717391304,-0.91867285,-0.905477475,-0.905674804,-0.93646186,-0.894927536,-1,-0.860152068,-0.561594203,-0.753623188,0.550724638,-0.876811594,-0.917510824,-0.627741829,-0.720945897,-0.882989563,-0.81753045,-0.850064278,-0.853901166,-0.811594203,-0.213768116,-0.842975121,-0.822463768,-0.804347826,-0.907704693,-0.365942029
f986,-0.997764519,-0.998226403,-0.890329438,-0.654867257,-0.847705289,-0.999620039,-0.99811619,-0.9045071,-0.997555324,-0.799547232,-0.877958428,-0.905330315,-0.802572684,-0.600946697,-0.998379563,-0.740069973,-0.791726693,-0.498456473,-0.946696851,-1,-0.640461,-0.997729113,-0.998824867,-0.770323112,-0.997083307,-0.378267133,-0.997962807,-0.640666804,-0.616381972,-0.998955526,-0.997813314,-0.998726048,-0.899773616,-0.99836565,-0.971393291,-0.997415606,-0.568429718,-0.145914797,-0.935583453,-0.463881457,-0.055566989,-0.998485229,-0.683473966,-0.773204363,-0.998492438,-0.836781373,-0.891541469,-0.980407798,-0.997076976,-0.955340605,-0.998075335,-0.996992324,-0.99797052,-1,-0.902037456,-0.816217329,-0.805927146,-0.998470844,-0.997510611,-0.999121967,-0.934760239,-0.995461175,-0.840707965,-0.863757975,-0.995966622,-0.916032105,-0.715785141,-0.997019252,-0.997315863,-0.997797942,-0.99457971,-0.998998837,-0.940934349,-0.478905125,-0.99956355,-0.935789257,-0.997111483,-0.99809921,-0.998715301,-0.437950196,-0.998763691,-0.806132949,-0.997042788,-0.778761062,-0.998789301,-0.994376693,-0.909446388,-0.999152893,-0.997517194,-0.903478082,-0.772586952,-0.736159704,-0.998718154,-0.287919325,-0.82527269,-0.994561244,-0.660835563,-0.99828231,-0.995887096,-0.999223705,-0.861082527,-0.851615559,-1,-0.572957399,-0.943198189,-0.997779023,-0.995235273,-0.997271823,-0.996396822,-0.400905536,-0.877341017,-0.790286067,-0.944021404,-0.994732118,-0.998510229,-0.998383269,-0.708376209,-0.995771947,-0.759415518,0.171022844,-0.998142675,-0.949578102,-0.997532087,-0.998740927,-0.998528049,-0.865816012,-0.996952971,-0.997090148,-0.999197591,-0.613706524,-0.757769088,-0.998097273,-0.998629909,-0.997989406,-0.998513464,-0.857378061,-1,-0.996960063,-0.738423544,-0.844206627,-0.815394114,-0.921383001,-0.998286135,-0.993220003,-0.993585152,-0.998894695,-0.996758189,-0.996497771,-0.997638316,-0.849351718,-0.757151677,-0.996857595,-0.912121836,-0.859230294,-0.997931285,-0.718666392
f987,-0.999096132,-0.998328116,-0.817193635,-0.884997386,-0.766858338,-1,-0.997635817,-0.895452169,-1,-0.860951385,-0.829587036,-0.843178254,-0.824407044,-0.933089388,-0.999972823,-0.899634083,-0.507579718,-0.457396759,-0.901725039,-1,-0.699947726,-0.999081817,-1,-0.231573445,-0.985809891,-0.451123889,-0.994737122,-0.699947726,-0.368531103,-0.995615698,-0.995213875,-0.999580251,-0.922634605,-0.996201736,-0.928907475,-0.986016142,-0.193936226,-0.913225301,-0.962362781,-0.259801359,-0.929952953,-0.999393831,-0.844223732,-0.24098275,-1,-0.913216622,-0.887088343,-0.899661546,-0.999826959,-0.960271824,-1,-0.999676945,-0.999548647,-1,-0.523261892,-0.866178777,-0.933089388,-1,-0.9972265,-0.999997392,-0.670674334,-0.994698342,-0.815995818,-0.792995295,-0.999227913,-0.923680084,-0.907997909,-0.997304135,-0.996503881,-0.998405441,-0.999107855,-1,-0.856769472,-0.424986932,-0.999992419,-0.926816519,-0.998837203,-0.991789984,-0.998213097,-0.87663356,-0.999296016,-0.774176686,-0.997325421,-0.259801359,-0.998514802,-0.998991425,-0.95086252,-0.999347298,-1,-0.849451124,-0.619445896,-0.901725039,-0.99860674,-0.914270779,-0.902770518,-0.999104815,-0.923680084,-0.999996842,-0.985865243,-0.9999989,-0.749085206,-0.831677993,-1,-0.896541209,-0.930998432,-0.997311801,-0.982627522,-0.999965194,-0.984857247,-0.470987977,-0.901725039,-0.504443283,-0.957135389,-0.995774256,-0.9982227,-0.998648649,-0.766858338,-0.994953563,-0.194981704,0.033978045,-0.996036167,-0.95086252,-0.991434849,-0.996747534,-0.999732105,-0.854678515,-0.999858799,-0.995700075,-0.999990857,-0.863042342,-0.745948772,-1,-0.999215909,-0.999572527,-1,-0.911134344,-1,-0.993896063,-0.722948249,-0.848405646,0.538944067,-0.890224778,-0.99822097,-0.979753525,-0.989051487,-0.999887193,-0.998608381,-0.997051768,-0.994935775,-0.860951385,-0.187663356,-1,-0.830632514,-0.835859906,-1,-0.323575536
f988,-0.988802115,-0.991628141,-0.874327349,-0.770994627,-0.869509585,-1,-0.999398912,-0.855580102,-0.997442513,-0.869563081,-0.888878392,-0.940485477,-0.87047908,-0.602992799,-0.998140725,-0.758661412,-0.866321565,-0.536687832,-0.93301804,-0.768801689,-0.731011311,-0.988624762,-0.997898833,-0.826827841,-0.999758014,-0.479367772,-1,-0.735424873,-0.623676557,-1,-0.998232938,-1,-0.895351097,-1,-0.961862683,-0.993215916,-0.632295969,-0.484684653,-0.955987733,-0.670575494,-0.341946968,-0.991139035,-0.790884958,-0.827963282,-0.998328428,-0.646260407,-0.914747112,-1,-0.997615092,-0.925349073,-0.999028042,-0.983247752,-0.992882429,-0.816026152,-0.959507504,-0.82093148,-0.832777527,-1,-0.9847701,-1,-0.930105659,-0.988726375,-0.817942344,-0.914674665,-1,-0.911144951,-0.673668806,-0.980352804,-0.989741823,-1,-0.973717637,-1,-0.915859416,-0.532224677,-0.938247503,-0.937779815,-1,-0.999747082,-1,-0.555204895,-0.997027954,-0.782122171,-0.980507937,-0.829456823,-0.993533102,-1,-0.895222842,-0.998724674,-1,-0.858272698,-0.806962871,-0.804583631,-0.99941309,-0.543022935,-0.850180494,-0.9736281,-0.562306282,-0.999484821,-0.999146907,-0.998192379,-0.909070382,-0.864665526,-0.905282096,-0.61471436,-0.952511895,-0.997131181,-0.999644186,-0.997334895,-0.991031239,-0.481377901,-0.88029326,-0.86334693,-0.939804342,-0.991991485,-0.999374506,-0.999581695,-0.764721527,-1,-0.824176498,-0.482453949,-0.999980765,-0.942741729,-0.999501473,-1,-0.999858251,-0.879557102,-0.985418743,-0.983369751,-0.999752129,-0.747234957,-0.88072481,-1,-0.994501464,-0.999007495,-1,-0.900343751,-0.821086005,-0.999040698,-0.527475746,-0.879591759,-0.853490162,-0.910500266,-0.998264464,-0.984760779,-0.999133338,-0.986955313,-0.991929965,-1,-0.993877674,-0.834551184,-0.819403009,-0.99818462,-0.80682746,-0.860831433,-1,-0.795776161
f989,-0.995345854,-0.99966406,-0.904287216,-0.952536339,-0.867695046,-1,-1,-0.940670424,-0.983535201,-0.908632453,-0.903292791,-0.914565411,-0.899130551,-0.962029071,-0.996404197,-0.947196678,-0.719371106,-0.686146544,-0.942450311,-1,-0.803025808,-0.995272141,-1,-0.552061703,-0.999436967,-0.728270543,-1,-0.804805696,-0.634529813,-1,-0.998934428,-1,-0.951943044,-1,-0.956096114,-1,-0.503411451,-0.948383269,-0.97626817,-0.683180065,-0.95668941,-1,-0.910412341,-0.564520914,-1,-0.909810026,-0.935924058,-1,-1,-0.977454761,-1,-0.958224602,-1,-0.905665974,-0.71047167,-0.924058143,-0.962029071,-1,-1,-0.988690978,-0.810145357,-0.989548385,-0.893800059,-0.922871551,-1,-0.951349748,-0.947789973,-0.996634608,-0.993060811,-1,-1,-1,-0.909819045,-0.641649362,-1,-0.953129635,-1,-1,-1,-0.925244735,-0.998399933,-0.860575497,-0.996661181,-0.576980125,-1,-1,-0.967368733,-1,-1,-0.907445862,-0.777514091,-0.940670424,-1,-0.951349748,-0.944823495,-1,-0.95668941,-0.996595071,-1,-0.983918305,-0.857609018,-0.904479383,-0.886646504,-0.939434391,-0.96084248,-1,-1,-0.99968878,-0.997574358,-0.73005043,-0.944230199,-0.717591219,-0.975081578,-0.995335856,-0.998807881,-0.998210504,-0.860575497,-0.999216403,-0.540789083,-0.671907446,-1,-0.969148621,-1,-1,-1,-0.915752002,-1,-0.997104336,-0.997278983,-0.918718481,-0.845149807,-1,-1,-0.991481183,-1,-0.948976565,-1,-1,-0.824384456,-0.908039158,-0.128448532,-0.937703945,-1,-0.996222074,-1,-0.999660621,-0.998406747,-1,-0.96550621,-0.894986651,-0.527736577,-1,-0.905665974,-0.883714031,-0.989378488,-0.61257787
f990,-1,-0.99052589,-0.841990384,-0.969673855,-0.860758616,-1,-1,-0.900469223,-0.994517109,-0.936851351,-0.872824353,-0.849386312,-0.916592718,-0.98474447,-1,-0.964866052,-0.784943254,-0.901532487,-0.832420313,-0.952846543,-0.924045952,-1,-0.999055111,-0.695490373,-0.996517809,-0.919654208,-0.999462774,-0.923999723,-0.850218431,-1,-0.999741659,-1,-0.929778333,-1,-0.773432263,-1,-0.830016411,-0.990754224,-0.94679056,-0.874349906,-0.993250584,-1,-0.955204216,-0.695490373,-1,-0.951593523,-0.905277027,-1,-1,-0.918868317,-1,-1,-1,-0.824422717,-0.557266024,-0.933707787,-0.968610591,-0.997937922,-0.998128577,-0.999691008,-0.540161339,-0.99972194,-0.894875529,-0.86182188,-1,-0.917296535,-0.970552204,-0.998361374,-0.99834854,-0.988462654,-0.997779252,-0.995286499,-0.779257102,-0.899590874,-0.990014233,-0.896169937,-1,-0.999497188,-1,-0.980029124,-0.989743018,-0.89399718,-0.998374312,-0.695490373,-0.998653314,-0.999851102,-0.950673786,-0.991414433,-0.997764597,-0.85812357,-0.847768301,-0.966114232,-0.999769963,-0.989043756,-0.949333148,-0.997771687,-0.979520607,-0.999422816,-1,-0.983589696,-0.835702563,-0.896770913,-0.893364214,-0.977030026,-0.88946675,-1,-1,-1,-1,-0.919654208,-0.927143286,-0.784897025,-0.930240621,-0.998728232,-1,-1,-0.927235744,-0.999022697,-0.695490373,-0.919654208,-1,-0.911148094,-1,-0.999695814,-1,-0.90144003,-1,-0.997940863,-0.997503191,-0.967732242,-0.904537364,-1,-0.99120154,-1,-1,-0.943277165,-0.824422717,-0.992987266,-0.903612787,-0.911471696,-0.241569008,-0.872778124,-1,-1,-0.999626235,-0.999655555,-0.999436901,-0.999641438,-1,-0.916048355,-0.695490373,-0.994086468,-0.824422717,-0.893812265,-1,-0.781198715
f991,-1,-1,0.106472357,-0.167425883,-1,-1,-1,-0.131272192,-1,0.053722468,-1,-0.097578014,-0.112884984,-0.127057533,-1,-0.060592939,0.059692272,-0.283226812,-0.176190064,-0.255136976,0.029173523,-1,-1,-0.063826102,-1,-0.100961289,-1,-0.091157877,-0.195912358,-1,-1,-1,-0.114044052,-1,0.024254496,-0.778643309,-0.125579516,-0.014785947,0.095153142,-0.360480356,-0.154193008,-1,-0.109275136,-0.107574724,-1,-0.212161048,0.175820559,-1,-0.894979556,0.133142808,-1,-1,-1,-0.224190988,0.007338125,-0.101388528,-0.308830576,-1,-1,-1,0.072821223,-1,-0.21889091,-0.062394273,-1,-0.11185012,-0.190231229,-0.957432097,-1,-1,-1,-1,0.043041483,-1,-1,-0.1237089,-1,-1,-1,-0.185427672,-1,-0.092358766,-0.957768209,-0.233480327,-1,-1,-0.206535608,-1,-1,-0.229467971,-0.373447649,0.004116509,-1,-0.262815739,0.045246962,-1,-0.187125083,-1,-1,-1,-0.17091308,-0.098270835,0.145437595,0.133278966,-0.334257094,-0.967114107,-1,-1,-1,-0.182402356,-0.137288185,0.145105511,0.081366011,-1,-1,-1,0.032649173,-0.999394134,0.041436448,-0.266905112,-0.96125966,0.005259663,-1,-1,-1,-0.006229612,-1,-1,-1,-0.123870558,0.003492971,-1,-0.976801337,-1,-1,-0.132761756,-0.286279264,-1,-0.105118213,-0.095026125,0.730238734,-0.167056378,-1,-1,-1,-1,-1,-1,-1,-0.298484455,0.172044687,-0.685472605,-0.160393753,-0.017106896,-1,-0.250189313
f992,-0.993241081,-0.99512575,-0.971708644,-0.977880012,-1,-0.999211204,-0.987748501,-0.976982494,-0.995727103,-0.979475939,-1,-0.980402981,-0.979216603,-0.978399047,-0.985930378,-0.983837643,-0.812613833,-0.845477999,-0.976101717,-0.984351974,-0.914591322,-0.993134033,-0.996726496,-0.744637114,-0.991322789,-0.812565857,-0.981390388,-0.90936525,-0.791060413,-0.998614065,-0.99750595,-0.997930551,-0.981328201,-0.985365198,-0.983595643,-0.99146079,-0.776056739,-0.983972953,-0.877267886,-0.870584793,-0.986270473,-0.986358123,-0.982117778,-0.788203278,-0.997334284,-0.987604836,-0.973234636,-0.982405345,-0.985075304,-0.98749248,-0.993373815,-0.99055807,-0.992573692,-0.819375771,-0.880721792,-0.986318101,-0.989575242,-0.994237306,-0.976601542,-0.995705692,-0.875577971,-0.99024568,-0.980992863,-0.970416909,-0.989028604,-0.987354477,-0.979252027,-0.980677884,-0.984376518,-0.991067039,-0.966741658,-0.99169372,-0.967898755,-1,-0.991707394,-0.984376144,-0.979001119,-0.998085826,-0.989670266,-0.981839507,-0.986793514,-0.963971682,-0.98083045,-0.787077856,-0.996518162,-0.990329532,-0.990837511,-0.994188672,-0.99435623,-0.985776241,-0.92957005,-0.976978487,-0.988093482,-0.979190018,-0.981377966,-0.966628355,-0.970878101,-0.991994506,-0.995256577,-0.994791943,-0.954211502,-0.978565164,-0.957182596,-0.959374655,-0.983023864,-0.9937804,-0.819915832,-0.993118126,-0.977587246,-0.830322368,-0.983965493,-0.765693008,-0.987431089,-0.986270798,-0.995858608,-0.975390531,-0.920737466,-0.984190453,-0.727076354,-0.850120159,-0.991234322,-0.981593389,-0.996129262,-0.987879582,-0.992578434,-0.972374688,-0.929880009,-0.988949882,-0.990133437,-0.981343358,-0.955809061,-0.994392841,-0.997209894,-0.988918305,-0.99253982,-0.988950832,-0.834703759,-0.989177662,-0.940741636,-0.968356795,0.831403631,-0.978879912,-0.985261308,-0.99043469,-0.984083227,-0.972943149,-0.976897989,-0.994179167,-0.985579373,-0.982033753,-0.727076354,-0.988079372,-0.819375771,-0.933857977,-0.995850582,-0.884757012
f993,-0.985504577,-0.988661165,-0.948768945,-0.950777202,-0.922279793,-0.996978758,-0.991399191,-0.950777202,-0.988915971,-0.96373057,-1,-0.958549223,-0.954619834,-0.953367876,-0.967420823,-0.966321244,-0.621761658,-0.591165803,-0.945595855,-0.961139896,-0.841968912,-0.985274998,-0.997575176,-0.484818653,-0.991440926,-0.606217617,-0.974400984,-0.811658031,-0.509222798,-0.995276374,-0.988090824,-0.994686634,-0.961139896,-0.98517044,-0.968911917,-0.984034087,-0.515544041,-0.968911917,-0.979274611,-0.617797927,-0.968911917,-0.933282904,-0.961139896,-0.551761658,-0.989919846,-0.971499741,-0.955958549,-0.965992356,-0.979948827,-0.976683938,-0.969761012,-0.970751555,-0.965891395,-0.559585492,-0.787564767,-0.971502591,-0.974093264,-0.984846389,-0.922118631,-0.992391409,-0.779792746,-0.97928905,-0.953367876,-0.940414508,-0.983321248,-0.974093264,-0.950777202,-0.96345518,-0.98230164,-0.992565993,-0.9337795,-0.991681382,-0.943005181,-1,-0.99331185,-0.966321244,-0.9516203,-0.991440315,-0.987051024,-0.958549223,-0.98196304,-0.924870466,-0.963743737,-0.475362694,-0.99271882,-0.98390389,-0.979274611,-0.993226898,-0.99306731,-0.966321244,-0.787694301,-0.955958549,-0.989832104,-0.945595855,-0.966321244,-0.933553904,-0.932642487,-0.989613765,-0.978957288,-0.975935256,-0.896373057,-0.955958549,-0.930030823,-0.929835924,-0.950777202,-0.979358537,-0.934600754,-0.992768923,-0.954849239,-0.608031088,-0.96373057,-0.613989637,-0.979274611,-0.975961504,-0.987655525,-0.971417056,-0.85492228,-0.989532337,-0.505181347,-0.613860104,-0.994135274,-0.966321244,-0.990399667,-0.984934621,-0.978320434,-0.948186528,-0.917883154,-0.983449038,-0.96756019,-0.955958549,-0.917098446,-0.991835182,-0.990929815,-0.982137357,-0.983609098,-0.976683938,-0.562590674,-0.994910906,-0.873056995,-0.935233161,1,-0.958549223,-0.99262913,-0.984355238,-0.973350724,-0.974033465,-0.969159536,-0.994463415,-0.990841742,-0.950777202,-0.515544041,-0.985609197,-0.580310881,-0.873056995,-0.993343572,-0.709715026
f994,-0.99808346,-0.999852357,-0.863767985,-0.936588376,-0.896309713,-1,-0.996872471,-0.92441879,-0.999029956,-0.910557325,-1,-0.915406051,-0.887566984,-0.922113854,-1,-0.938057325,-0.793726115,-0.616640127,-0.930792197,-0.929538217,-0.871500796,-0.998053106,-0.999838758,-0.633232484,-0.998126632,-0.697854299,-0.999720825,-0.872296975,-1,-0.998693128,-0.99899405,-0.999269126,-0.940214968,-0.99383136,-0.910609076,-0.999683261,-1,-0.918049363,-0.961572452,-0.691878981,-0.942476115,-1,-0.940238854,-0.655254777,-0.999934458,-0.939062378,-0.920967357,-1,-0.999883387,-0.945290605,-1,-0.992913494,-1,-0.758877389,-0.489916401,-0.934179936,-0.948515127,-0.99301274,-0.991074401,-0.999755854,-0.665943471,-0.999271928,-0.878905255,-0.896588376,-0.993157764,-0.953861465,-0.901803344,-0.9965191,-0.996771172,-0.99918638,-0.995688786,-0.998276019,-0.892730892,-0.499904459,-0.99658636,-0.932822452,-1,-0.999668576,-0.998293499,-0.919092357,-0.999111856,-0.844128185,-0.996546585,-0.681130573,-0.999669684,-0.996491559,-0.944629777,-0.998128515,-0.999818733,-0.840824045,-0.777468153,-0.945513535,-1,-0.957484076,-0.911238057,-0.995674098,-0.899952229,-0.998540579,-0.999934774,-1,-0.861914809,-0.916480892,-0.851511982,-0.846358313,-0.89665207,-0.988520418,-0.869250271,-0.999954893,-1,-0.691413217,-0.943801752,-0.784136146,-0.943399682,-0.999689074,-1,-1,-0.759263535,-1,-0.617436306,-0.691878981,-0.999700839,-0.912125796,-0.999740813,-0.995130689,-0.999185886,-0.895656847,-0.997011117,-0.999720916,-0.999716448,-0.927933917,-0.797488057,-1,-1,-0.999602122,-0.992519079,-0.938443471,-0.759410828,-0.999622151,-0.838463376,-0.908781847,0.91839172,-0.900023885,-0.996124922,-0.999265588,-0.998027621,-0.999215374,-0.995665197,-0.999873021,-0.997885342,-0.897619427,-0.619028662,-0.999884431,-0.735270701,-0.782472134,-1,-0.675955414
