,or789,or1355,or4488,or4421,or4320,or2185,or2127,or4326,or2158,or4366,or4473,or4386,or4385,or4395,or2157,or4349,or3752,or2770,or4502,or4400,or3466,or506,or2130,or3182,or2224,or3558,or2178,or3183,or3336,or2022,or2122,or2015,or4347,or2093,or4361,or2067,or3619,or4253,or4355,or2709,or4503,or2201,or4345,or2899,or2062,or4449,or4331,or2027,or1577,or4495,or2205,or919,or1990,or3587,or4527,or4469,or4398,or2191,or1484,or2181,or4451,or1488,or4384,or4446,or2182,or4367,or4394,or352,or1201,or2081,or728,or2104,or4479,or3053,or2013,or4429,or2011,or2117,or2245,or4396,or2160,or4381,or635,or2616,or2118,or1606,or4368,or2165,or2156,or4377,or2393,or4348,or2215,or4408,or4472,or445,or4393,or2161,or2121,or2208,or4452,or4382,or4522,or4521,or4414,or2246,or2264,or1984,or2085,or3275,or4410,or4035,or4357,or1771,or2239,or2187,or4510,or1040,or3465,or2992,or2146,or4466,or2120,or2091,or2084,or4254,or2258,or918,or2209,or4422,or4275,or2136,or1699,or2207,or2231,or4455,or3304,or2144,or4435,or4420,or3963,or4425,or2129,or129,or2188,or1072,or1011,or1323,or2125,or4391,or3748,or2131,or3870,or4465,or2083,or2333
f971,-0.67628757,-0.610503668,-0.997122931,-0.96909916,-0.860687163,-1,-0.97101423,-0.991355113,-0.899302433,-0.987066436,-0.991978068,-0.991041934,-0.978127458,-0.998981451,-0.813867232,-0.996800492,-0.163725819,-0.807397326,-0.981957378,-0.976382398,-0.634381165,-0.735975505,-1,-0.40959933,-0.834447491,-0.616996397,-0.961466784,-0.663402151,-0.701897131,-0.983318954,-0.972434676,-0.996921447,-0.992273029,-0.93140002,-0.990273782,-0.849484539,-0.676941565,-0.980298199,-0.999852235,-0.6788945,-0.997827607,-0.845867134,-0.996506272,-0.375997645,-0.858104034,-0.988354753,-0.996300094,-0.983401076,-0.449942901,-0.998277934,-0.961586825,-0.392503757,-0.979517227,-0.596639138,-0.995159226,-0.994437465,-0.997365697,-1,0.025832204,-0.997159714,-0.982669898,-0.67373335,-0.986833634,-0.934535352,-0.940324665,-0.976096068,-0.998516482,0.135671543,0.154708147,-0.794522874,-0.369694326,-0.626018706,-1,-0.722730096,-1,-0.999247087,-0.469583256,-0.948622378,-0.975072852,-0.977569128,-0.842887413,-0.918160395,0.123124836,-0.420886094,-0.987895325,-0.988721986,-0.999486588,-0.939499249,-0.591087808,-0.989801677,-0.767036658,-0.986293319,-0.884400351,-0.977101074,-0.997801738,-0.585834732,-0.996319675,-0.790073585,-0.933604517,-0.955077857,-0.856162175,-0.990887946,-0.992176205,-0.993011027,-0.996381663,-0.414995715,-0.502797208,-0.914044112,-0.752538978,-0.655229236,-0.990043177,-0.163725819,-0.997715774,-0.389494535,-0.887506514,-0.365294366,-0.993257156,-0.952242651,-0.422331032,-0.642349914,-0.946813307,-0.99932986,-0.987981843,-0.984000048,-0.624763876,-0.95643944,-0.733512741,-0.265746502,-0.82248743,-0.9863854,-0.999278199,-0.873473021,0.04157988,-0.9175586,-0.958153973,-0.993057651,-0.640986517,-0.833446171,-0.968493932,-0.994042254,-0.258616183,-0.996179523,-0.952002485,-0.867542069,-0.623711346,-0.574026557,-0.591542045,-0.882937064,-0.970880436,-0.992442653,-0.422331032,-0.936073927,-0.596639138,-0.991848811,-0.842261687,-0.484449215
f972,-0.835780474,-0.820638997,-0.999646753,-0.979420381,-0.956619469,-0.97600608,-0.922074499,-0.952823091,-0.860288393,-0.963132231,-0.971250109,-0.997029536,-0.986390104,-0.999233069,-0.771703823,-0.997739578,-0.424658807,-0.597163917,-1,-0.938149736,-0.773529629,-0.833179555,-0.923709585,-0.732321554,-0.837453691,-0.888137097,-0.835459298,-0.793218973,-0.528305415,-0.887568742,-0.859002263,-0.911932211,-0.876874671,-0.848228129,-0.986458015,-0.520007316,-0.586028862,-0.983360097,-0.994900622,-0.844113395,-0.987544959,-0.957879014,-0.955383892,-0.768677135,-0.831055851,-0.948415747,-0.97341272,-0.76423278,-0.853211529,-0.995995261,-0.936680324,-0.715438438,-0.784020901,-0.006991942,-0.996788691,-1,-0.995077023,-0.907692308,-0.727061773,-0.904281497,-0.856056744,-0.748490812,-0.938903431,-0.834129618,-0.542466641,-0.97614005,-0.995400815,-0.804398721,-0.790144167,-0.894412384,-0.712853693,-0.83118259,-0.994493359,-0.578196777,-0.795476368,-0.984256026,-0.862196999,-0.870948469,-0.885645038,-0.983119142,-0.855128883,-0.939479649,-0.805943181,-0.790068192,-0.879225334,0.161070329,-0.999410766,-0.671943772,-0.869584118,-0.981711521,-0.910547484,-0.985839744,-0.920219502,-0.958917973,-0.997281797,-0.71187546,-0.990838112,-0.679504256,-0.786807553,-0.791879332,-0.952677961,-0.997238476,-0.995860498,-0.992996418,-0.985260878,-0.835752597,-0.302705438,-0.86190625,-0.866804613,-0.848819904,-0.982593304,-0.424658807,-0.968392843,-0.748423576,-0.862584018,-0.779647837,-0.99830962,-0.088652077,-0.716652806,-0.848511058,-0.499900073,-0.999570373,-0.933807633,-0.827521959,-0.847843173,-0.985419686,-0.615022708,-0.80302129,-0.784309941,-0.991411628,-0.98724025,-0.783910916,-0.929837664,-0.866574915,-0.837955657,-0.882170938,-0.053541976,-0.865866769,-0.933632451,-0.995036404,-0.53664842,-0.983015375,-0.911418576,-0.629691001,-0.607824907,-0.818232063,-0.822577321,-0.087246292,-0.858652843,-0.994810147,-0.716652806,-0.611581654,-0.006991942,-0.99383731,-0.934908219,-0.832244169
f973,-0.984416384,-0.988549058,-0.871503176,-0.83861621,-0.738396924,-0.998272087,-0.986387056,-0.890218285,-0.992003931,-0.878238525,-0.823632495,-0.870350431,-0.742018507,-0.930911875,-0.985753548,-0.869304374,-0.611439477,-0.659633403,-0.860235155,-0.861265673,-0.700909061,-0.98416957,-0.993645303,-0.202536075,-0.987954757,-0.313875979,-0.977825909,-0.708568479,-0.521943393,-0.991299842,-0.991030163,-0.995639549,-0.838015754,-0.984744381,-0.905211893,-0.985565797,-0.466420164,-0.888872261,-0.923045414,-0.327353202,-0.84977464,-0.987216228,-0.850709204,-0.184117809,-0.99173444,-0.766434402,-0.946928413,-0.958948303,-0.958953897,-0.921446734,-0.991670433,-0.979877399,-0.988894149,0.551420154,-0.795593176,-0.863131373,-0.923506532,-0.991957871,-0.973978256,-0.995449067,-0.745775778,-0.980377291,-0.803701707,-0.848829384,-0.98298031,-0.887781424,-0.905846714,-0.975648119,-0.979653869,-0.98778607,-0.958638341,-0.987735624,-0.898953706,-0.665692744,-0.977912704,-0.91401549,-0.976653191,-0.994073509,-0.984322022,-0.867347671,-0.985426996,-0.540226367,-0.9758404,-0.207591878,-0.992777336,-0.98388663,-0.939638033,-0.992536473,-0.99114128,-0.787433376,-0.378798725,-0.869704137,-0.986042865,-0.928566678,-0.904594052,-0.958497433,-0.924348267,-0.988091911,-0.986937452,-0.992070206,-0.669979116,-0.896852937,-0.94736468,-0.920960387,-0.912248721,-0.985208935,-0.862068193,-0.989722448,-0.976339632,-0.302729822,-0.916943629,-0.611439477,-0.963993495,-0.977213475,-0.989161425,-0.977945121,-0.85092138,-0.977966555,-0.194080001,-0.318819391,-0.988732689,-0.994434979,-0.992948209,-0.986724446,-0.988712473,-0.922543004,-0.928755701,-0.983433246,-0.987836301,-0.928220522,-0.944758509,-0.992197905,-0.994929243,-0.985983869,-0.987912011,-0.839319505,0.429905017,-0.985639744,-0.699063392,-0.839353667,0.153080917,-0.872604262,-0.985569614,-0.973383654,-0.979392058,-0.972919648,-0.970722002,-0.986751038,-0.984369618,-0.91218155,-0.194080001,-0.982727553,0.551420154,-0.955506824,-0.992961503,-0.395218314
f974,-0.98751454,-0.988662287,-0.923336609,-0.886276123,-0.771277819,-0.997759968,-0.994202681,-0.920962076,-0.993995801,-0.914260677,-0.886449939,-0.919199066,-0.835564856,-0.95889945,-0.99110531,-0.921465092,-0.247520186,-0.61857641,-0.909663204,-0.893622001,-0.601051371,-0.987316794,-0.995296643,-0.193875733,-0.989247705,-0.392234235,-0.97839444,-0.623691869,-0.472580418,-0.992101077,-0.988876146,-0.996539801,-0.873626587,-0.980953713,-0.936850218,-0.990194469,-0.441377269,-0.921875027,-0.953723524,-0.419360145,-0.908206726,-0.997788825,-0.900843466,-0.175473268,-0.99245847,-0.846081042,-0.961160422,-0.993982573,-0.988405663,-0.952292694,-0.995157226,-0.981522764,-0.991950723,0.323584682,-0.877322518,-0.917248251,-0.952860013,-0.997284682,-0.970587864,-0.994001527,-0.810378108,-0.983226818,-0.865025294,-0.843025139,-0.97805083,-0.917617512,-0.943137896,-0.975228915,-0.981640563,-0.995649316,-0.985539686,-0.991490034,-0.939597024,-0.577870682,-0.984042957,-0.945739801,-0.985343319,-0.993555735,-0.989359357,-0.907931452,-0.994148699,-0.678502212,-0.975424506,-0.215245734,-0.993610088,-0.983666538,-0.964286629,-0.995229821,-0.994162066,-0.866601168,-0.506125411,-0.91404447,-0.991772511,-0.938066559,-0.942493435,-0.985490423,-0.951898735,-0.991110445,-0.986388351,-0.997688553,-0.728195683,-0.934689044,-0.964555763,-0.948842993,-0.943580926,-0.990130286,-0.977078439,-0.993405499,-0.993979086,-0.394843344,-0.94273384,-0.247520186,-0.970681507,-0.978249729,-0.986526673,-0.984985738,-0.909160182,-0.981822222,-0.191383459,-0.398114726,-0.991183654,-0.996328491,-0.992969639,-0.983860992,-0.993406442,-0.930794199,-0.92323623,-0.983127436,-0.992173734,-0.949607486,-0.964428449,-0.997212592,-0.995186853,-0.989323845,-0.991077818,-0.875960103,0.220971235,-0.988685926,-0.793918092,-0.902016997,0.129897559,-0.91976779,-0.995150201,-0.985342623,-0.993381288,-0.984382993,-0.979885734,-0.987255742,-0.991251089,-0.943846335,-0.191383459,-0.991976856,0.323584682,-0.9687095,-0.998286672,-0.364639703
f975,-0.992833264,-0.986556051,-0.998168816,-0.993842094,-0.977567627,-0.99884946,-0.995656685,-0.988563888,-0.994747977,-0.991642841,-0.994281944,-0.996921047,-0.993654914,-0.997800748,-0.982786419,-0.996921047,-0.393446228,-0.940180339,-0.996481196,-0.996041346,-0.768198812,-0.992719757,-0.997628928,-0.815702661,-0.991108075,-0.912909611,-0.9898475,-0.759401803,-0.920387068,-0.995751479,-0.991305164,-0.996575277,-0.995601495,-0.983508146,-0.992522542,-0.977761191,-0.920387068,-0.999120299,-0.998240598,-0.908511106,-0.997800748,-0.996803843,-0.994721795,-0.802067297,-0.989424479,-0.996480844,-0.985924786,-0.982818847,-0.986687875,-0.997360897,-0.99504499,-0.976121074,-0.973691197,-0.810864306,-0.995601495,-0.996041346,-0.99956015,-0.991163565,-0.968424517,-0.993971693,-0.986804486,-0.978212884,-0.996481196,-0.976248076,-0.97379517,-0.997360897,-0.998240598,-0.983945277,-0.981227647,-0.992352663,-0.964053232,-0.988194768,-0.998680449,-0.935341984,-0.990330953,-0.998680449,-0.988765115,-0.992774733,-0.990969475,-0.996041346,-0.988342765,-0.990763141,-0.984072045,-0.793710139,-0.990963744,-0.973752074,-0.997360897,-0.991080982,-0.990992392,-0.996041346,-0.755883,-0.98988344,-0.994727567,-0.994281944,-0.996481196,-0.963930771,-0.997800748,-0.988253306,-0.98548041,-0.984657276,-0.989443589,-0.991642841,-0.994720211,-0.997709112,-0.997800748,-0.989232197,-0.896291669,-0.99157991,-0.981061086,-0.907191555,-0.995161645,-0.384649219,-0.999120299,-0.979996031,-0.993069463,-0.986001063,-0.998240598,-0.988727891,-0.823180119,-0.904992303,-0.987342476,-0.999120299,-0.997559178,-0.979507642,-0.984483079,-0.982405982,-0.960477569,-0.985393807,-0.987768836,-0.997360897,-0.999120299,-0.988635261,-0.990871656,-0.985904846,-0.992496644,-0.995601495,-0.796789092,-0.995165476,-0.974488674,-0.995161645,-0.761161205,-0.998240598,-0.99602212,-0.979950576,-0.988259014,-0.983348232,-0.984229095,-0.993145992,-0.992504126,-0.994721795,-0.841213987,-0.939724406,-0.810864306,-0.992082692,-0.995250293,-0.822300418
f976,-0.995089613,-0.996280188,-0.99647067,-0.99321804,-0.987114276,-0.999603346,-0.992918451,-0.985757884,-0.99747714,-0.98982706,-0.992539844,-0.994574432,-0.993011891,-0.998643608,-0.991586842,-0.998643608,-0.590369617,-0.953204476,-1,-0.997287216,-0.812817904,-0.995011842,-0.997975317,-0.865717192,-0.9949192,-0.95591726,-0.990449718,-0.807392336,-0.9491353,-0.999352461,-0.997368538,-0.998885794,-0.994574432,-0.991582064,-0.987114276,-0.994560448,-0.943031536,-0.998643608,-0.995930824,-0.954560868,-0.99660902,-0.991317503,-0.99660902,-0.865038996,-0.99828782,-0.973547711,-0.973550356,-0.991097787,-0.990805246,-0.997287216,-0.996537046,-0.992707633,-0.995505508,-0.501525941,-0.995930824,-0.999321804,-0.997965412,-0.996748756,-0.985346346,-0.997649109,-0.97287216,-0.993455809,-0.995252628,-0.936249576,-0.99206016,-0.995930824,-0.999321804,-0.98840785,-0.990426001,-0.994851687,-0.975840419,-0.995500726,-0.997287216,-0.957273652,-0.993501661,-0.993896236,-0.987953201,-0.998883052,-0.993680647,-0.997965412,-0.992208762,-0.990505256,-0.988499381,-0.861648016,-0.997373663,-0.992523868,-0.993896236,-0.996406822,-0.996784377,-0.991183452,-0.913869108,-0.985757884,-0.993207812,-0.99321804,-0.99660902,-0.975758114,-0.997965412,-0.995301674,-0.997092586,-0.996763795,-0.992539844,-0.99660902,-0.996608002,-0.998587092,-0.995252628,-0.996376633,-0.895388163,-0.995891089,-0.98487997,-0.955239064,-0.994574432,-0.625635809,-0.99660902,-0.992228024,-0.998304846,-0.985323966,-0.999321804,-0.990048845,-0.871820956,-0.951848084,-0.995029244,-0.997965412,-0.99828441,-0.99291424,-0.99585481,-0.992539844,-0.959011494,-0.992614278,-0.994580666,-0.995930824,-0.998643608,-0.996652588,-0.997832528,-0.993308789,-0.995861074,-0.98643608,-0.472363513,-0.993581126,-0.930145812,-0.997287216,-0.880637504,-0.991861648,-0.991919552,-0.992743077,-0.990797067,-0.983208724,-0.985463414,-0.996183084,-0.996687619,-0.993896236,-0.884028484,-0.992032196,-0.516446253,-0.990505256,-0.997498422,-0.887419464
f977,-1,-0.996720713,-0.935780865,-0.915992085,-0.921928404,-0.99910741,-0.999687074,-0.902320561,-0.999552377,-0.930023386,-0.905918331,-0.952149667,-0.93827629,-0.968519518,-0.992939891,-0.942795467,-0.555315704,-0.760568448,-0.938118367,-0.942795467,-0.665227559,-1,-0.999656186,-0.62277388,-0.993356759,-0.79906458,-0.986226837,-0.659651016,-0.70030581,-0.999475796,-0.995195227,-0.999067537,-0.941716136,-0.979039585,-0.9095161,-0.992729465,-0.643820831,-0.992084907,-0.952509444,-0.787731606,-0.978593272,-1,-0.930563051,-0.622414103,-0.99638141,-0.84600007,-0.867961864,-0.999191185,-0.998200655,-0.969598849,-0.999315849,-0.986466115,-0.998540268,-0.189422558,-0.930742939,-0.94009714,-0.963302752,-1,-0.968966067,-0.99394472,-0.885231157,-0.98738293,-0.926425616,-0.903040115,-0.981109918,-0.943515021,-0.962043533,-0.978075651,-0.9825438,-0.998990406,-0.999725487,-0.999312701,-0.933801043,-0.760208671,-0.99054869,-0.958265875,-0.993988851,-0.998417927,-0.999243818,-0.945853571,-0.99882492,-0.790969599,-0.978248765,-0.62043533,-0.997569991,-0.981718706,-0.966720633,-0.99823666,-0.999727521,-0.937218924,-0.805720453,-0.923367512,-0.996077748,-0.951610002,-0.916171973,-0.999724551,-0.971577622,-0.997208584,-0.994382011,-0.999473761,-0.879474726,-0.942795467,-0.978226963,-0.976389638,-0.959345206,-0.997317021,-0.97457015,-0.998907627,-0.995886314,-0.78845116,-0.916171973,-0.50170894,-0.983090484,-0.983342725,-0.997638249,-0.985068681,-0.971937399,-0.97864584,-0.627630869,-0.789890268,-0.994654791,-0.996402231,-0.997809299,-0.983358581,-0.997289148,-0.954847994,-0.928276425,-0.984446455,-0.997955819,-0.961503868,-0.989566469,-0.999898251,-0.997123874,-0.994805088,-0.998559434,-0.974275949,-0.182047131,-0.988563721,-0.674941536,-0.902680338,-0.554236373,-0.921748516,-0.999879184,-0.999944635,-0.997400826,-0.98981103,-0.991596343,-0.991389602,-0.994354225,-0.952509444,-0.67332254,-0.999020441,-0.08814535,-0.97769383,-1,-0.758949451
f978,-0.933398405,-0.94096733,-0.95839403,-0.944239396,-0.942763046,-0.990521362,-0.970696978,-0.932996423,-0.941274901,-0.951961842,-0.937879734,-0.968088127,-0.958224789,-0.9793311,-0.925395527,-0.962864119,-0.494066209,-0.825563568,-0.960024984,-0.962409857,-0.697461814,-0.932343565,-0.966720018,-0.691783544,-0.938466461,-0.843279768,-0.947543909,-0.690761456,-0.78172733,-0.952795419,-0.949020241,-0.963260882,-0.961160638,-0.962535519,-0.938788257,-0.80848427,-0.74504571,-0.994548862,-0.968883084,-0.834762364,-0.985350065,-0.986231997,-0.95423315,-0.687922321,-0.939299852,-0.897440201,-0.908579865,-0.92120466,-0.962023802,-0.979671796,-0.979669678,-0.913946389,-0.953618754,-0.3559707,-0.954460281,-0.961047073,-0.9763784,-0.974299728,-0.937306415,-0.965698391,-0.919595707,-0.92438653,-0.951848277,-0.92198058,-0.829666654,-0.962977684,-0.975469877,-0.939023732,-0.938357847,-0.96481113,-0.943806114,-0.943006872,-0.957412981,-0.824768611,-0.918867126,-0.972290046,-0.956856542,-0.951550572,-0.963483248,-0.964454034,-0.954267969,-0.864062234,-0.939505199,-0.683947533,-0.960209751,-0.469495342,-0.977286923,-0.853776089,-0.955202617,-0.957867242,-0.799897791,-0.946624269,-0.972015038,-0.966838908,-0.94560218,-0.943614676,-0.981148146,-0.86455016,-0.926268132,-0.930874638,-0.919936403,-0.961160638,-0.984323274,-0.984266462,-0.972971438,-0.942174388,-0.896073785,-0.949836695,-0.97802172,-0.834989495,-0.944920788,-0.463857816,-0.988529896,-0.919999409,-0.946547753,-0.921969489,-0.981715973,-0.560820295,-0.69780251,-0.834762364,-0.774799427,-0.997160865,-0.972061421,-0.961697321,-0.959958559,-0.965703254,-0.89933059,-0.934782476,-0.919403039,-0.974334223,-0.992958946,-0.917083744,-0.986352769,-0.966080402,-0.935333995,-0.980353188,-0.342797115,-0.943112428,-0.776503322,-0.936857646,-0.636931463,-0.948782011,-0.964348119,-0.85930822,-0.828251188,-0.94756509,-0.951130729,-0.549315753,-0.94591462,-0.967633865,-0.733348475,-0.948227233,-0.294531827,-0.9822838,-0.978261048,-0.783090114
f979,-0.992147365,-0.99434256,0.417889706,0.196360153,0.123084291,-0.998980034,-0.995959984,0.155651341,-0.995974054,0.301005747,0.206417625,0.315613027,0.336357409,0.323275862,-0.996852761,0.419779693,0.23802682,0.277059387,-0.072318008,0.164750958,0.38697318,-0.992022994,-0.996820389,0.372605364,-0.995228361,0.400143678,-0.994514907,0.296695402,0.309386973,-0.993501486,-0.995283225,-0.99754043,0.108237548,-0.995959155,0.097940613,-0.993626672,0.322318008,0.19085249,0.026819923,0.27059387,0.16954023,-0.998258183,0.246886973,0.352729885,-0.994933886,0.244616799,0.444923372,-0.975241086,-0.993162267,-0.060584291,-0.996649266,-0.990841148,-0.995408562,-0.073515326,0.743773946,0.21743295,-0.090996169,-0.996671776,-0.99340528,-0.998632723,0.694444444,-0.990476651,0.319683908,0.062021073,-0.994026024,0.079980843,0.116858238,-0.991686407,-0.992941585,-0.995188526,-0.990406336,-0.994808433,-0.153735632,0.311063218,-0.988404248,0.434626437,-0.992971848,-0.996255753,-0.993492538,0.266522989,-0.995887387,0.39894636,-0.991752051,0.302203065,-0.996714405,-0.994302842,0.191570881,-0.997492743,-0.995964482,0.254549808,0.21144636,0.126197318,-0.995384815,0.143199234,0.051245211,-0.990373653,0.108477011,-0.994954878,-0.992197263,-0.996748939,0.04190613,0.420737548,0.664531927,0.897499601,0.113745211,-0.991499241,-0.992246965,-0.995700133,-0.995817538,0.354885057,0.254789272,0.24137931,-0.225574713,-0.989115578,-0.992801475,-0.996749642,0.637452107,-0.991935306,0.398227969,0.305795019,-0.995756822,0.744731801,-0.995935173,-0.996241605,-0.994906466,0.704501916,-0.982821496,-0.993838814,-0.995472898,0.591714559,0.75335249,-0.996966112,-0.998020114,-0.995234344,-0.994242079,-0.038074713,-0.094109195,-0.994676421,0.147749042,0.179358238,0.939176245,0.115900383,-0.99629669,-0.985446951,-0.992486788,-0.994693648,-0.990620471,-0.992962462,-0.990495287,0.355363985,0.430316092,-0.993846539,-0.021551724,0.897270115,-0.996739823,0.32782567
f980,-0.986482713,-0.990164058,-0.236476567,0.075208914,0.009693593,-0.99823865,-0.993956294,0.017493036,-0.993832489,-0.031086351,-0.010584958,-0.16724234,-0.049164848,-0.090584958,-0.995753713,-0.179052925,0.054038997,0.011922006,0.298495822,-0.00189415,-0.082116992,-0.986268626,-0.995163635,-0.102172702,-0.993299494,-0.079888579,-0.992838412,0.000557103,-0.020612813,-0.991837886,-0.991530211,-0.996947375,0.128467967,-0.994967561,0.050027855,-0.994791198,-0.039108635,0.085905292,0.203788301,0.034206128,0.116211699,-0.997606089,0.004345404,-0.084568245,-0.9945263,-0.047927077,-0.202451253,-0.994086781,-0.988785621,0.261058496,-0.995265621,-0.990098935,-0.992371088,0.328802228,-0.407465181,-0.082116992,0.317214485,-0.997060282,-0.991236547,-0.99800893,-0.518662953,-0.991223644,-0.139610028,0.042896936,-0.990285109,0.105292479,0.150752089,-0.989486513,-0.993105154,-0.996040582,-0.984548734,-0.991848094,0.292033426,-0.021949861,-0.989754021,-0.196211699,-0.98860244,-0.994199725,-0.989042348,0.035320334,-0.99453912,-0.114651811,-0.989569527,-0.040222841,-0.994889064,-0.995912027,-0.030194986,-0.996146966,-0.993882244,-0.137604457,0.070306407,0.156991643,-0.99400948,0.145626741,0.101058496,-0.984496095,0.182395543,-0.992451622,-0.989441449,-0.997888884,0.195097493,-0.2545961,-0.359585034,-0.447771588,0.075208914,-0.99130974,-0.994095864,-0.993672947,-0.996540777,-0.039331476,-0.096155989,0.053593315,0.373593315,-0.988839866,-0.987169472,-0.994917581,-0.310529248,-0.996200667,-0.126462396,0.003899721,-0.994430276,-0.630752089,-0.994017819,-0.994903147,-0.994877296,-0.507743733,-0.970231809,-0.993299936,-0.993047174,-0.288690808,-0.428189415,-0.997057689,-0.996928006,-0.992304904,-0.991411792,0.096155989,0.34729805,-0.996255857,0.067409471,0.056935933,-0.584846797,0.089247911,-0.99483925,-0.984172478,-0.99499392,-0.990669719,-0.984473092,-0.992605922,-0.994726718,-0.204679666,-0.152534819,-0.992042286,0.286239554,-0.632089136,-0.998145078,-0.050473538
f981,-0.991889284,-0.994188148,-0.634956767,-0.939952235,-0.733879222,-0.998645697,-0.998045928,-0.792562265,-0.996104244,-0.923916752,-0.821221426,-0.737291027,-0.844262798,-0.868304333,-0.997379441,-0.868304333,-0.965881952,-0.957011259,-0.899351757,-0.775844422,-0.969634937,-0.991760826,-0.998664201,-0.918457864,-0.997530969,-0.991470488,-0.99370266,-0.967929034,-0.953258274,-0.998294593,-0.998039342,-0.995990226,-0.896622313,-0.997459264,-0.761514841,-0.988256338,-0.94336404,-0.948481747,-0.89457523,-0.981917434,-0.961105425,-0.994834609,-0.903445923,-0.917093142,-0.998171063,-0.819156259,-0.868304333,-0.997081752,-0.987020403,-0.857386557,-0.997322799,-0.992623589,-0.997514065,-0.942681679,-0.979529171,-0.727737973,-0.899351757,-0.998584009,-0.964410548,-0.998718927,-0.738996929,-0.964744235,-0.784032753,-0.699078813,-0.99342559,-0.818150802,-0.940975776,1,-0.981026638,-0.996367545,-0.9888789,-0.999167851,-0.772432617,-0.953599454,-0.996258176,-0.861480723,-0.99683255,-0.998046825,-0.999356566,-0.977482088,-0.997244806,-0.93654043,0.984208082,-0.912998976,-0.99864097,-0.983082558,-0.773456158,-0.999199078,-0.996716812,-0.69737291,-0.952917093,-0.963834869,-0.99791238,-0.969293756,-0.771409075,-0.988841013,-0.978164449,-0.996781872,-0.995753127,-0.999071088,-0.90174002,-0.754008871,-0.940958064,-0.994313659,-0.821903787,-0.994809788,-0.998738285,-0.994683409,-0.997224196,-0.989423405,-0.76083248,-0.969976117,-0.792562265,-0.968057867,-0.998075478,-0.994839311,-0.976799727,-0.986036351,-0.918116684,-0.98567042,-0.997718723,-0.640054589,-0.99734898,-0.997870426,-0.996475804,-0.772091436,-0.996421051,-0.986738066,-0.998545154,-0.944387581,-0.962470147,-0.998560128,-0.972997757,-0.995465073,-0.998259475,-0.638007506,-0.941999318,-0.996511487,-0.858068918,-0.885022177,-0.986693961,-0.845445241,-0.998525562,-0.990625453,-0.993565064,-0.993766462,-0.99157567,-0.987128234,-0.99605163,-0.737973388,-0.923234391,-0.997218434,-0.951552371,-0.854657114,-0.997209742,-0.933810986
f982,-0.997137752,-0.997896801,-0.802497261,-0.812840148,-0.821316765,-0.999682634,-0.997499706,-0.817463758,-0.998531359,-0.809516929,-0.810239368,-0.825314261,-0.814892853,-0.815537254,-0.997383349,-0.841159755,-0.815055628,-0.787217647,-0.820353513,-0.814140538,-0.813129124,-0.997092419,-0.99883283,-0.806867986,-0.997787646,-0.811684246,-0.995927277,-0.816500506,-0.814092376,-0.998402039,-0.998352507,-0.999199115,-0.841159755,-0.997197995,-0.819390262,-0.997348865,-0.814092376,-0.817463758,-0.805904734,-0.792130232,-0.857920339,-0.997652,-0.824158359,-0.801570101,-0.998481862,-0.833340749,-0.8201127,-0.99246002,-0.992461048,-0.800462361,-0.998470106,-0.996304075,-0.997960184,-0.810239368,-0.818908636,-0.81361075,-0.81842701,-0.998522899,-0.995220577,-0.999164129,-0.825555074,-0.99639589,-0.819679237,-0.820883302,-0.996873988,-0.814092376,-0.853248567,-0.995527281,-0.996263019,-0.997756663,-0.992403089,-0.997747398,-0.80600106,-0.80879449,-0.995943219,-0.812551173,-0.995711883,-0.998911479,-0.99712042,-0.811780571,-0.997323371,-0.831430911,-0.995562598,-0.735153879,-0.998673411,-0.997040452,-0.809757742,-0.998629171,-0.998372916,-0.835283919,-0.791937581,-0.813177287,-0.997436488,-0.807349612,-0.812647498,-0.992377209,-0.813129124,-0.997812837,-0.997600797,-0.998543532,-0.843519723,-0.818138034,-0.819817833,-0.805844531,-0.814236864,-0.99728332,-0.974666016,-0.998112318,-0.995654292,-0.810720994,-0.802533353,-0.816982132,-0.770746039,-0.995814791,-0.998009275,-0.995949173,-0.834802293,-0.995953109,-0.811684246,-0.804941482,-0.997930529,-0.819390262,-0.998704795,-0.997561674,-0.997926816,-0.817945384,-0.986914534,-0.996957178,-0.997765889,-0.809276116,-0.820353513,-0.998566986,-0.999068652,-0.997425652,-0.997779795,-0.809950393,-0.809276116,-0.997362447,-0.820835139,-0.813321774,-0.81842701,-0.816500506,-0.997349566,-0.995111366,-0.996214932,-0.995026142,-0.9946225,-0.997566559,-0.997129162,-0.817945384,-0.81120262,-0.996827564,-0.810480181,-0.814092376,-0.998707237,-0.794827337
