,or1320,or3584,or754,or68,or3867,or3301,or1037,or2735,or3018,or1886,or4313,or4150,or1603,or471
f476,-0.718583106,-0.665453543,-0.971662125,-0.989318801,-0.202017374,-0.345283677,-0.690245232,-0.369589936,-0.310888394,-0.97253406,-0.22086027,-0.232863732,-0.97253406,-0.971662125
f477,-0.524390578,-0.481416901,-0.480233099,-0.426609395,-0.554883058,-0.669144662,-0.152362452,-0.578224257,-0.50759454,0.357828787,-0.581330774,-0.575753729,-0.475363191,-0.480233099
f478,-0.989590115,0.247716995,-0.99668475,-0.985964436,-0.98646636,-0.98785606,-0.989303797,-0.782961244,-0.98731645,-0.991886679,-0.990230073,-0.992342417,-0.989065702,-0.99668475
f479,-0.208955224,0.324968732,-0.5,-0.343283582,-0.968115175,-0.971266563,0.104477612,-0.757453505,-0.968933141,0.313432836,-0.974164319,-0.98242007,-0.298507463,-0.5
f480,-0.111111111,-0.879547398,-1,-1,-0.593008194,-0.634306834,-0.111111111,-0.702740053,-0.677855624,-1,-0.498117562,-0.697796004,-1,-1
f481,-0.504065041,-0.858156028,-0.487804878,-0.430894309,-0.858156028,-0.858156028,-0.138211382,-0.858156028,-0.858156028,0.268292683,0.085106383,-0.858156028,-0.447154472,-0.487804878
f482,-0.528301887,-0.941176471,-0.924528302,-0.660377358,-0.941176471,-0.941176471,-0.58490566,-0.941176471,-0.941176471,-0.622641509,-0.176470588,-0.941176471,-0.509433962,-0.924528302
f483,-0.6,-0.925925926,-0.540740741,-0.614814815,-0.925925926,-0.925925926,-0.2,-0.925925926,-0.925925926,0.214814815,-0.185185185,-0.925925926,-0.6,-0.540740741
f484,-0.916494469,-0.777777778,-0.965722621,-0.956484745,-0.777777778,-0.777777778,-0.926704753,-0.777777778,-0.777777778,-0.994165552,0.111111111,-0.777777778,-0.994165552,-0.965722621
f485,-0.917102224,-0.822485207,-0.965722621,-0.962076091,-0.822485207,-0.822485207,-0.927312508,-0.822485207,-0.822485207,-0.994165552,0.230769231,-0.822485207,-0.994165552,-0.965722621
f486,-1,-0.997167542,-1,-0.671428571,-0.992275566,-0.996387605,-1,-0.996457574,-0.996457574,-1,-0.98524826,-0.992010871,-1,-1
f487,-1,-0.981861714,-1,-1,-0.972558518,-0.994826549,-1,-0.975235397,-0.975235397,-1,-0.75493723,-0.98989582,-1,-1
f488,-0.869565217,-0.997921435,-1,-1,-0.995721285,-0.996662005,-0.869565217,-0.996918115,-0.996918115,-1,-0.981566534,-0.997652767,-1,-1
f489,-1,-0.961147903,-1,-1,-0.958498896,-0.964679912,-1,-0.958498896,-0.958498896,-1,-0.781015453,-0.961147903,-1,-1
f490,-0.323814601,-0.08020043,-0.263684639,0.647538822,-0.340775347,-0.223649301,-0.251511088,-0.523722227,-0.523722227,-0.246346551,-0.963076003,-0.403546387,-0.314223318,-0.26110237
f491,-0.399069277,-0.974856928,-0.339677106,0.647538822,-0.696477155,-0.885519279,-0.389477994,-0.832090252,-0.832090252,-0.302418663,-0.936039966,-0.338422929,-0.438172197,-0.430794287
f492,-0.545520779,-0.990723681,-0.518960305,0.647538822,-0.989728283,-0.989455858,-0.448870165,-0.989373735,-0.989373735,-0.244502074,-0.998957593,-0.985384779,-0.36623758,-0.37435328
f493,-0.521173678,-0.904679874,-0.424154169,0.647538822,-0.931093885,-0.897215045,-0.288769531,-0.909847832,-0.909847832,-0.292458485,-0.990812518,-0.902383003,-0.302418663,-0.429687601
f494,-0.354064029,-0.900986042,-0.347792806,0.647538822,-0.843934689,-0.898170224,-0.359597461,-0.917708161,-0.917708161,-0.233066314,-0.777262975,-0.843847211,-0.326027973,-0.647704825
f495,-0.355539611,-0.999073749,-0.340414897,0.647538822,-0.996935274,-0.999063315,-0.31164105,-0.997898411,-0.997898411,-1,-0.989213429,-0.995426644,-0.278440458,-0.53814287
f496,-0.333405883,-0.996187596,-0.329348033,0.647538822,-0.994871614,-0.995219156,-0.39796259,-0.995311322,-0.995311322,-0.281760517,-0.99122338,-0.994418901,-0.232697419,-0.289507322
f497,-0.374722176,-0.896039604,-0.279178248,0.647538822,-0.917326733,-0.891584158,-0.33119251,-0.899009901,-0.899009901,-0.313854423,-0.869306931,-0.894059406,-0.288400635,-0.241182015
f498,-0.437434406,-1,-0.32713466,0.647538822,-0.999974257,-0.999970681,-0.347792806,-0.999082183,-0.999082183,-0.295778545,-0.996733831,-0.996680199,-0.248559924,-0.322707914
f499,-0.364024207,-0.999174388,-0.335619256,0.647538822,-0.989052295,-0.999581959,-0.318650064,-0.997267321,-0.997267321,-0.25298667,-0.980040303,-0.991835352,-0.237861956,-0.286556158
f500,-0.356277402,-1,-0.313116632,0.647538822,-0.999832034,-1,-0.330823614,-1,-1,-0.278440458,-0.999794541,-0.999287642,-0.462150402,-0.362548625
f501,-0.359228566,-0.997157296,-0.358121879,0.647538822,-0.994303257,-0.996983485,-0.281760517,-0.996340822,-0.996340822,-0.325659078,-0.97110002,-0.988652487,-0.278440458,-0.24155091
f502,-0.893125284,-0.998788321,-0.601891682,-0.524407513,-0.993239294,-0.998919333,-0.709300772,-0.997429299,-0.997429299,-0.628075988,-0.98145985,-0.992006606,-0.674032116,-0.773639351
f503,-0.91150112,-1,-0.914115011,-0.571321882,-1,-1,-0.915982076,-1,-1,-0.879761016,-1,-1,-0.90403286,-0.914115011
f504,-0.99512306,-0.999138606,-0.993148858,-0.956485117,-0.999420517,-0.999138606,-0.994159519,-0.999079875,-0.999079875,-0.987482689,-0.995974941,-0.988132341,-0.988224902,-0.993148858
f505,-0.999448589,-1,-0.998634037,-0.989221024,-1,-1,-0.999374672,-1,-1,-0.995554806,-1,-1,-0.99652134,-0.998634037
f506,-0.99878826,-1,-0.998833139,-0.978233552,-1,-1,-0.999730724,-1,-1,-0.995197918,-0.996190826,-0.999434466,-0.995960865,-0.998833139
f507,-0.999540951,-0.997735193,-0.998437794,-0.980070207,-0.998374362,-0.996245172,-0.999746053,-0.994871311,-0.994871311,-0.994122497,-0.980628556,-0.995798225,-0.993286008,-0.998437794
f508,-0.999810106,-0.99900612,-0.999008025,-1,-0.999114424,-0.998797766,-0.999477197,-0.998741906,-0.998741906,-0.993133243,-0.995915036,-0.999164876,-0.991290323,-0.999008025
f509,-0.934487599,-0.915832377,-0.936359382,-0.793167993,-0.925289146,-0.898461347,-0.931679925,-0.893715164,-0.893715164,-0.933239744,-0.619480708,-0.907366373,-0.947902043,-0.936359382
f510,-0.996450373,-0.946847966,-0.995634498,-0.979048823,-0.903151416,-0.84739211,-0.995548684,-0.91788745,-0.91788745,-0.994803589,-0.901559,-0.919240591,-0.995225097,-0.995634498
f511,-0.999256134,-0.998991111,-0.998312228,-0.984356154,-0.998768832,-0.9992987,-0.999247755,-0.999199221,-0.999199221,-0.996327169,-0.99803115,-0.999305932,-0.997538739,-0.998312228
f512,-0.986004821,-0.99167048,-0.988368418,-0.979893266,-0.979888839,-0.99002481,-0.985606818,-0.988298661,-0.988298661,-0.977928503,-0.946552876,-0.978621185,-0.977940868,-0.988368418
f513,-0.99167048,-0.986004821,-0.988298661,-0.925679194,-0.977940868,-0.985606818,-0.99002481,-0.988368418,-0.988368418,-0.978621185,-0.96851712,-0.977928503,-0.979888839,-0.988298661
f514,-0.998991111,-0.999256134,-0.999199221,-0.98998417,-0.997538739,-0.999247755,-0.9992987,-0.998312228,-0.998312228,-0.999305932,-0.991337377,-0.996327169,-0.998768832,-0.999199221
f515,-0.946847966,-0.996450373,-0.91788745,-0.771277934,-0.995225097,-0.995548684,-0.84739211,-0.995634498,-0.995634498,-0.919240591,-0.991828325,-0.994803589,-0.903151416,-0.91788745
f516,-0.915832377,-0.934487599,-0.893715164,-0.323140905,-0.947902043,-0.931679925,-0.898461347,-0.936359382,-0.936359382,-0.907366373,-0.917641554,-0.933239744,-0.925289146,-0.893715164
f517,-0.99900612,-0.999810106,-0.998741906,-0.993678005,-0.991290323,-0.999477197,-0.998797766,-0.999008025,-0.999008025,-0.999164876,-0.988540442,-0.993133243,-0.999114424,-0.998741906
f518,-0.997735193,-0.999540951,-0.994871311,-0.979216368,-0.993286008,-0.999746053,-0.996245172,-0.998437794,-0.998437794,-0.995798225,-0.975484521,-0.994122497,-0.998374362,-0.994871311
f519,-1,-0.99878826,-1,-0.983362489,-0.995960865,-0.999730724,-1,-0.998833139,-0.998833139,-0.999434466,-0.97459833,-0.995197918,-1,-1
f520,-1,-0.999448589,-1,-0.99500761,-0.99652134,-0.999374672,-1,-0.998634037,-0.998634037,-1,-0.991685498,-0.995554806,-1,-1
f521,-0.999138606,-0.99512306,-0.999079875,-1,-0.988224902,-0.994159519,-0.999138606,-0.993148858,-0.993148858,-0.988132341,-0.968706672,-0.987482689,-0.999420517,-0.999079875
f522,-1,-0.91150112,-1,-1,-0.90403286,-0.915982076,-1,-0.914115011,-0.914115011,-1,-0.690067214,-0.879761016,-1,-1
f523,-0.998788321,-0.893125284,-0.997429299,-0.986572628,-0.674032116,-0.709300772,-0.998919333,-0.773639351,-0.601891682,-0.992006606,-0.314452133,-0.628075988,-0.993239294,-0.997429299
f524,-0.997157296,-0.359228566,-0.996340822,-0.98295354,-0.278440458,-0.281760517,-0.996983485,-0.24155091,-0.358121879,-0.988652487,-1,-0.325659078,-0.994303257,-0.996340822
f525,-1,-0.356277402,-1,-0.998453809,-0.462150402,-0.330823614,-1,-0.362548625,-0.313116632,-0.999287642,-1,-0.278440458,-0.999832034,-1
f526,-0.999174388,-0.364024207,-0.997267321,-0.983863129,-0.237861956,-0.318650064,-0.999581959,-0.286556158,-0.335619256,-0.991835352,-1,-0.25298667,-0.989052295,-0.997267321
f527,-1,-0.437434406,-0.999082183,-0.996600824,-0.248559924,-0.347792806,-0.999970681,-0.322707914,-0.32713466,-0.996680199,-1,-0.295778545,-0.999974257,-0.999082183
f528,-0.896039604,-0.374722176,-0.899009901,-0.671782178,-0.288400635,-0.33119251,-0.891584158,-0.241182015,-0.279178248,-0.894059406,-1,-0.313854423,-0.917326733,-0.899009901
f529,-0.996187596,-0.333405883,-0.995311322,-0.977497818,-0.232697419,-0.39796259,-0.995219156,-0.289507322,-0.329348033,-0.994418901,-1,-0.281760517,-0.994871614,-0.995311322
f530,-0.999073749,-0.355539611,-0.997898411,-0.980520511,-0.278440458,-0.31164105,-0.999063315,-0.53814287,-0.340414897,-0.995426644,-1,-1,-0.996935274,-0.997898411
f531,-0.900986042,-0.354064029,-0.917708161,-0.857747632,-0.326027973,-0.359597461,-0.898170224,-0.647704825,-0.347792806,-0.843847211,-1,-0.233066314,-0.843934689,-0.917708161
f532,-0.904679874,-0.521173678,-0.909847832,-0.985070342,-0.302418663,-0.288769531,-0.897215045,-0.429687601,-0.424154169,-0.902383003,-1,-0.292458485,-0.931093885,-0.909847832
f533,-0.990723681,-0.545520779,-0.989373735,-0.995213027,-0.36623758,-0.448870165,-0.989455858,-0.37435328,-0.518960305,-0.985384779,-0.405709395,-0.244502074,-0.989728283,-0.989373735
f534,-0.974856928,-0.399069277,-0.832090252,-0.803475936,-0.438172197,-0.389477994,-0.885519279,-0.430794287,-0.339677106,-0.338422929,-0.447763479,-0.302418663,-0.696477155,-0.832090252
f535,-0.08020043,-0.323814601,-0.523722227,-0.945775885,-0.314223318,-0.251511088,-0.223649301,-0.26110237,-0.263684639,-0.403546387,-1,-0.246346551,-0.340775347,-0.523722227
f536,-0.961147903,-1,-0.958498896,-0.437527594,-1,-1,-0.964679912,-1,-1,-0.961147903,-1,-1,-0.958498896,-0.958498896
f537,-0.997921435,-0.869565217,-0.996918115,-0.954159317,-1,-0.869565217,-0.996662005,-1,-1,-0.997652767,-1,-1,-0.995721285,-0.996918115
f538,-0.981861714,-1,-0.975235397,-0.569424627,-1,-1,-0.994826549,-1,-1,-0.98989582,-1,-1,-0.972558518,-0.975235397
f539,-0.997167542,-1,-0.996457574,-0.990705067,-1,-1,-0.996387605,-1,-1,-0.992010871,-1,-1,-0.992275566,-0.996457574
f540,-0.822485207,-0.917102224,-0.822485207,0.230769231,-0.994165552,-0.927312508,-0.822485207,-0.965722621,-0.965722621,-0.822485207,-0.956403711,-0.994165552,-0.822485207,-0.822485207
f541,-0.777777778,-0.916494469,-0.777777778,0.111111111,-0.994165552,-0.926704753,-0.777777778,-0.965722621,-0.965722621,-0.777777778,-0.956403711,-0.994165552,-0.777777778,-0.777777778
f542,-0.925925926,-0.6,-0.925925926,-0.185185185,-0.6,-0.2,-0.925925926,-0.540740741,-0.540740741,-0.925925926,-0.525925926,0.214814815,-0.925925926,-0.925925926
f543,-0.941176471,-0.528301887,-0.941176471,-0.176470588,-0.509433962,-0.58490566,-0.941176471,-0.924528302,-0.924528302,-0.941176471,-0.886792453,-0.622641509,-0.941176471,-0.941176471
f544,-0.858156028,-0.504065041,-0.858156028,0.085106383,-0.447154472,-0.138211382,-0.858156028,-0.487804878,-0.487804878,-0.858156028,-0.276422764,0.268292683,-0.858156028,-0.858156028
f545,-0.879547398,-0.111111111,-0.677855624,-0.593582585,-1,-0.111111111,-0.634306834,-1,-1,-0.697796004,-1,-1,-0.593008194,-0.702740053
f546,0.324968732,-0.208955224,-0.968933141,-0.757013346,-0.298507463,0.104477612,-0.971266563,-0.5,-0.5,-0.98242007,-0.291044776,0.313432836,-0.968115175,-0.757453505
f547,0.247716995,-0.989590115,-0.98731645,-0.796910212,-0.989065702,-0.989303797,-0.98785606,-0.99668475,-0.99668475,-0.992342417,-0.689572031,-0.991886679,-0.98646636,-0.782961244
f548,-0.481416901,-0.524390578,-0.50759454,-0.564495299,-0.475363191,-0.152362452,-0.669144662,-0.480233099,-0.480233099,-0.575753729,-0.325326256,0.357828787,-0.554883058,-0.578224257
f549,-0.665453543,-0.718583106,-0.310888394,-0.258604204,-0.97253406,-0.690245232,-0.345283677,-0.971662125,-0.971662125,-0.232863732,-1,-0.97253406,-0.202017374,-0.369589936
f550,-0.552234001,-1,-0.248997116,0.167180225,-1,-1,0.151121336,-1,-1,-0.015349838,-1,-1,0.335893863,-0.076016127
f551,-0.792097747,-0.799880475,-0.305989463,-0.109024421,-1,-0.799880475,-0.160749438,-1,-1,0.113945155,-1,-1,0.296045165,-0.187816001
f552,-0.543572966,-1,-0.243663944,0.102342199,-1,-1,0.050860026,-1,-1,-0.112814062,-1,-1,0.235225634,-0.132018289
f553,-0.693855002,-1,-0.25872749,-0.062337801,-1,-1,-0.033132788,-1,-1,-0.307214497,-1,-1,-0.051680666,-0.2783715
f554,-0.903515142,-0.402552487,-0.841194598,-0.802700336,-0.350090116,-0.060402358,-0.831044485,-0.477373472,-0.477373472,-0.84963599,-0.349213308,0.346047055,-0.810791355,-0.852637416
f555,-0.780828083,-0.348319511,-0.78021747,-0.708146088,-0.352926912,-0.007662835,-0.740686591,-0.479654687,-0.479654687,-0.775498292,-0.352053931,0.340171686,-0.72421401,-0.770341137
f556,-0.648316234,-1,-0.808090443,-0.636315364,-1,-1,-0.729584683,-1,-1,-0.787040079,1,-1,-0.704769749,-0.748749979
f557,-0.612704804,-1,-0.816811069,-0.6228618,-0.0625,-1,-0.725721804,-1,-1,-0.785680978,-0.3125,-0.0625,-0.712478676,-0.745129668
f558,-0.477693296,-1,-0.911101026,-0.733241825,-1,-1,-0.910877019,-1,-1,-0.907847102,-1,-1,-0.904071663,-0.842830264
f559,-0.502915519,-1,-0.917034002,-0.7502778,-1,-1,-0.910525654,-1,-1,-0.914309321,-1,-1,-0.913743425,-0.850996145
f560,0.459881571,-0.340821756,0.177203734,-0.270136788,-0.21489802,-0.590895655,0.346572544,-0.684895064,-0.684895064,0.512709125,0.58646172,-0.21489802,0.565536679,0.106456701
f561,-0.670714027,-0.349948987,-0.707321493,-0.71076477,-0.208278677,-0.596560268,-0.562341428,-0.689258126,-0.689258126,-0.681315694,0.581402128,-0.208278677,-0.691917361,-0.480065241
f562,0.567469001,-0.179104478,0.335995624,0.244274252,-0.164179104,-0.492537313,0.475200584,-0.492537313,-0.492537313,0.605160467,0.955223881,-0.194029851,0.642851933,0.346608315
f563,-0.715872037,-0.675675676,-0.839957698,-0.640962369,-0.664864865,-0.718918919,-0.642372433,-0.718918919,-0.718918919,-0.728562616,0.135135135,-0.675675676,-0.741253195,-0.512822773
f564,0.39383289,0.034055728,0.080310608,-0.28466934,0.058823529,-0.356037152,0.269198997,-0.356037152,-0.356037152,0.453866835,0.845201238,0.034055728,0.51390078,-0.025818952
f565,-0.670666869,-0.966666667,-0.654412882,-0.748442959,-0.3,-0.966666667,-0.554306547,-0.966666667,-0.966666667,-0.679781255,-0.6,-0.3,-0.68889564,-0.507823181
f566,0.849271065,-0.054892601,0.564615765,-0.187546331,0.064439141,-0.374701671,0.717321473,-0.374701671,-0.374701671,0.924635532,0.980906921,0.040572792,1,0.364467507
f567,-0.102748252,-0.992256651,0.031121325,-0.050655942,-0.992252116,-0.993919287,-0.062912956,-0.993919287,-0.993919287,-0.09824763,-0.960657497,-0.992252116,-0.093747008,-0.022503112
f568,0.618241124,-0.12,-0.11381508,-0.495982221,-0.102571977,-0.484644914,0.216636737,-0.484644914,-0.484644914,0.940319372,0.661650672,-0.120038388,0.718228579,-0.12532896
f569,0.618241124,-0.973642691,-0.11381508,-0.495982221,-0.919164733,-0.979675174,0.216636737,-0.979675174,-0.979675174,0.940319372,-0.923851508,-0.919164733,0.718228579,-0.12532896
f570,0.618241124,-1,-0.11381508,-0.495982221,-1,-1,0.216636737,-1,-1,0.940319372,1,-1,0.718228579,-0.12532896
f571,0.618241124,-1,-0.11381508,-0.495982221,-0.629641334,-1,0.216636737,-1,-1,0.940319372,-0.801232422,-0.629641334,0.718228579,-0.12532896
f572,0.618241124,-1,-0.11381508,-0.495982221,-1,-1,0.216636737,-1,-1,0.940319372,-1,-1,0.718228579,-0.12532896
f573,0.618241124,-1,-0.11381508,-0.495982221,-1,-1,0.216636737,-1,-1,0.940319372,-1,-1,0.718228579,-0.12532896
f574,0.618241124,-0.195586478,-0.11381508,-0.495982221,-0.182683253,-0.497195868,0.216636737,-0.497195868,-0.497195868,0.940319372,0.892951016,-0.195474032,0.718228579,-0.12532896
f575,0.618241124,-0.248407643,-0.11381508,-0.495982221,-0.205568324,-0.530212095,0.216636737,-0.530212095,-0.530212095,0.940319372,0.8637074,-0.217519207,0.718228579,-0.12532896
f576,0.618241124,-0.611330907,-0.11381508,-0.495982221,-0.552935591,-0.727172021,0.216636737,-0.707548663,-0.790314923,0.940319372,0.464155721,-0.470169331,0.718228579,-0.12532896
f577,0.618241124,0.10952539,-0.11381508,-0.495982221,0.10952539,-0.133753734,0.216636737,-0.140391636,-0.140391636,0.940319372,0.413873216,0.10952539,0.718228579,-0.12532896
f578,0.618241124,0.054574132,-0.11381508,-0.495982221,0.054574132,-0.176656151,0.216636737,-0.1829653,-0.1829653,0.940319372,0.963722397,0.054574132,0.718228579,-0.12532896
f579,0.618241124,-0.999164091,-0.11381508,-0.495982221,-0.999164091,-0.999164091,0.216636737,-0.999214753,-0.999164091,0.940319372,-0.994614722,-0.999164091,0.718228579,-0.12532896
f580,0.463376191,-0.925675676,0.150215445,-0.197887316,-0.925675676,-0.925675676,0.347471537,-0.93018018,-0.925675676,0.791871583,0.438918919,-0.925675676,0.685936034,0.098093107
f581,0.633414601,-1,0.412985536,-0.047682046,-0.836572876,-1,0.560882037,-1,-1,0.867052172,-0.528990694,-0.663785034,0.755364826,0.213573798
f582,0.326351576,-0.094780945,-0.081707844,-0.186559045,-0.098132799,-0.0211859,0.054471221,-0.06971491,-0.041552054,0.664936473,0.794662538,-0.077948811,0.723635259,0.021200544
f583,0.3398511,0.181652314,-0.088458259,-0.196948503,0.300722522,0.117245658,0.085068138,-0.059334404,0.014705882,0.534667204,-0.214384761,0.527696687,0.463242647,-0.265505721
f584,0.003033795,0.132207615,-0.059590414,-0.519748915,0.224302856,0.137252574,-0.254274962,0.015164555,0.070599757,0.462069801,0.485097585,0.389381844,0.317118639,-0.08912706
f585,0.524402103,-1,0.130572151,-0.607949075,-0.886838868,-1,0.320514551,-1,-1,0.434891582,-0.520295203,-0.787453875,0.624302232,-0.4472721
f586,0.020107095,-0.261658031,-0.499317765,-0.722861401,-0.261658031,-0.237305699,0.02322982,-0.183937824,-0.230569948,0.499157037,1,-0.261658031,0.615276492,-0.654038348
f587,0.864808161,-0.100977199,0.164551282,0.214191236,-0.226058632,0.092899023,0.617528604,-0.071530945,-0.19218241,0.801733511,1,-0.083127036,0.910766289,0.220714762
f588,-0.084652185,-0.233606557,-0.774311438,-0.869820664,-0.260928962,-0.139453552,-0.677249138,-0.180273224,-0.255464481,0.379572585,1,-0.178907104,0.690197028,-0.842187172
f589,-0.01746797,-1,-0.309377925,-0.606506689,-0.739130435,-1,0.019196432,-1,-1,0.405665538,-0.826086957,-0.565217391,0.124081292,-0.210594758
f590,0.318770792,-0.090909091,0.108965592,0.08839226,-0.090909091,0.090909091,0.208771954,0.272727273,0.090909091,0.558413467,0.818181818,-0.090909091,0.433683042,0.209308196
f591,0.511460656,-0.727272727,0.195424512,0.087730776,-0.727272727,-0.636363636,0.340702685,-0.636363636,-0.636363636,0.679442449,-0.545454545,-0.727272727,0.587674843,0.193753689
f592,-1,-0.627906977,-1,-0.030393403,-0.488372093,-0.534883721,-1,-0.488372093,-0.534883721,-1,-0.209302326,-0.395348837,-1,-1
f593,-1,0.132207615,-1,-0.080012169,0.224302856,0.137252574,-1,0.015164555,0.070599757,-1,0.485097585,0.389381844,-1,-1
f594,0.203658067,0.311651253,-0.031087086,-0.622419521,0.311651253,0.317449949,-0.03600328,0.195700256,0.240279163,0.030572454,0.442500086,0.311651253,0.163110968,-0.174736199
f595,0.482621766,0.131927687,0.814933352,0.62522191,0.224000158,0.136971399,0.646421039,0.031864393,0.070335061,0.68909325,0.484730409,0.389038332,0.541080308,1
f596,0.551215818,-0.012205317,0.756104774,0.615985376,0.035389846,-0.040182801,0.615253794,-0.047985287,0.002619406,0.760614929,1,0.122666221,0.638959444,0.951050306
f597,-0.869387755,-0.583055286,-0.869387755,-0.069387755,-0.534280486,-0.602859398,-0.869387755,-0.680407563,-0.610016862,-0.869387755,-0.619883041,-0.494779895,-0.869387755,-0.869387755
f598,-0.845559846,0.249139574,-0.845559846,0.160875161,0.249708451,0.248968911,-0.845559846,0.248684473,0.248855136,-0.845559846,-0.830759166,0.76238018,-0.845559846,-0.845559846
f599,-0.99913856,0.689908257,-0.999097237,-0.99854666,0.728440367,0.671559633,-0.999091673,0.594495413,0.631192661,-0.999250645,-0.414678899,0.785321101,-0.999244748,-0.999029356
f600,-0.998801153,0.114315783,-0.998076975,-0.992987407,0.136615752,0.09457576,-0.998158838,0.009756236,0.032625082,-0.999466974,0.206360042,0.137298404,-0.99887988,-0.997841752
f601,-0.99102002,-0.184005231,-0.989989297,-0.999691563,-0.18226912,-0.204342532,-0.990045426,-0.230339105,-0.213541667,-0.993070708,-0.014542749,-0.190295815,-0.992552576,-0.9888215
f602,0.478033997,0.240295339,0.883045268,-0.628745721,0.240789682,0.240295339,0.685632366,0.225680515,0.235123744,0.165627005,1,0.240941788,0.320321279,1
f603,-0.697260055,-0.108782894,-0.649623046,-0.732772041,-0.106899393,-0.131235084,-0.664198798,-0.159551812,-0.141230483,-0.685913764,-0.023896921,-0.106663956,-0.667646082,-0.565637341
f604,-0.311808255,0.221712445,-0.270776673,-0.726478958,0.24290752,0.218271448,-0.311674098,0.203555697,0.205630056,-0.333737203,1,0.242687882,-0.378017247,0.013944492
f605,0.661493861,-1,1,-0.30404041,1,-1,0.894777494,-1,-1,0.499799981,-1,-1,0.600651403,0.76917699
f606,0.610974989,-1,0.333242258,-0.796424291,0.508834516,-1,0.266804434,-1,-1,0.924528903,-1,0.754475741,0.515713888,0.349399878
f607,-0.587128331,-1,-0.577826834,-0.768049749,-0.060070671,-0.999411072,-0.589103404,-1,-1,-0.64454253,-1,-1,-0.640456522,-0.556240636
f608,-0.710667738,0.51509982,-0.672003454,-0.848625402,0.449178679,0.457762255,-0.686325439,0.291199591,0.372177903,-0.721493105,0.93249862,0.561321835,-0.7353705,-0.669015691
f609,-0.379351694,-1,-0.373686328,-0.524815298,-1,-1,-0.369472938,-1,-1,-0.122493726,-0.629817284,-1,-0.481822224,-0.22180335
f610,0.860121131,-1,0.781265281,-0.624236211,-1,-1,0.906550809,-1,-1,1,-1,-1,0.799094134,0.878608041
f611,-0.865022522,-0.330041802,-0.876969479,-0.978066199,-0.095187702,-0.576100543,-0.853733604,-0.744025272,-0.540648956,-0.887041199,-0.521574053,-0.115431435,-0.86877948,-0.902061741
f612,-0.035056386,-0.330329526,-0.072441037,-0.656936142,-0.085090816,-0.544645025,-0.033632131,-0.739710681,-0.540891082,0.113839714,-0.521828501,-0.104706473,-0.040789118,0.003841183
f613,-0.797283542,0.207035334,-0.7595803,-0.722155399,-0.308087303,0.383862402,-0.756430875,0.306958541,0.215750858,-0.788221,0.937288935,-0.149523977,-0.799970337,-0.74248937
f614,-0.779505297,0.523650006,-0.759817563,-0.90103856,0.457356852,0.465988867,-0.753184581,0.298486237,0.379921535,-0.766494383,0.890628033,0.570132866,-0.759290557,-0.739824748
f615,0.291137273,0.003236246,0.388015499,-0.030267892,-0.346757761,0.048783411,0.345846107,-0.051899796,-0.012345679,0.360678326,1,-0.219705142,0.300638176,0.504097927
f616,-0.155481254,0.245355388,-0.012865096,-0.355739897,0.294738104,0.149466619,-0.098487202,0.005633465,0.149466619,-0.164860174,1,0.359463023,-0.158152413,0.012330015
f617,-0.412002164,-0.134328358,-0.392614929,-0.717681666,-0.313432836,-0.134328358,-0.457599032,-0.253731343,-0.194029851,-0.548130497,0.253731343,-0.253731343,-0.456070113,-0.417711588
f618,-0.106001554,-0.072463768,0.08393026,-0.638236191,-0.072463768,-0.101449275,-0.005394623,-0.217391304,-0.101449275,-0.143569955,0.217391304,-0.043478261,-0.090171882,0.149007708
f619,0.727478837,-0.47497364,1,-0.462051994,-0.589468461,-0.426595547,0.889468814,-1,-0.280530919,0.513795745,-0.613378404,-0.509489549,0.562447561,0.737763279
f620,0.098315498,-0.833252602,0.212876816,-0.563936908,-0.834568718,-0.840719256,0.166997828,-1,-0.882801886,0.095516651,-0.727171768,-0.813232045,0.187989415,0.336728008
f621,0.094514862,-0.434528586,0.082808821,-0.622410631,-0.347360163,-0.468525816,0.08838176,-1,-0.482433774,0.199170748,0.065218813,-0.226622446,0.301066382,0.161558207
f622,-0.139088439,-0.061782592,0.109191692,-0.844384446,-0.040360644,-0.092831913,0.014766931,-1,-0.19188411,-0.282610945,0.511087803,0.110829406,-0.222652462,0.253027944
f623,-0.466329396,0.459939274,-0.286758681,-0.269944455,0.408098715,0.419061414,-0.370507694,0.262289751,0.33617395,-0.562622902,0.88830378,0.511594025,-0.526817169,-0.165598501
f624,-0.180776984,-0.917222261,-0.143529952,-0.741575722,-0.917093924,-0.910163695,-0.174393459,-0.918197627,-0.913923986,-0.318848279,-0.929491334,-0.905941388,-0.260701181,-0.142430557
f625,-0.510707542,0.045818724,-0.553893422,-0.898993585,0.048542237,-0.213219355,-0.536230911,-0.353240426,-0.288771053,-0.593172563,0.63648837,0.116650698,-0.558443392,-0.582377234
f626,0.852617695,-0.102615694,0.687273904,-0.655522804,-0.054325956,-0.142857143,1,-0.521126761,-0.154929577,0.540378758,-0.798792757,1,0.671874505,0.762794594
f627,-0.208969362,-0.273703041,0.442325265,-0.220757671,-0.223613596,-0.322003578,-0.115466343,0.296958855,0.296958855,-0.342289132,-0.994633274,0.549194991,-0.286143082,0.575596072
f628,0.367135135,0.151185771,0.574354186,-0.697381022,0.20256917,0.135869565,0.472176951,0.081521739,0.123023715,0.136719101,0.401185771,0.567687747,0.233756098,0.691206955
