,or1320,or3584,or754,or68,or3867,or3301,or1037,or2735,or3018,or1886,or4313,or4150,or1603,or471
f948,-1,-0.163895487,-1,-1,-0.125890736,-0.204275534,-1,-0.25415677,-0.228028504,-1,1,-0.073634204,-1,-1
f949,-1,-0.797752809,-1,-1,-0.797752809,-0.797752809,-1,-0.797752809,-0.797752809,0.750702247,0.483146067,-0.797752809,0.900152429,-1
f950,-1,-0.442978798,-1,0.961593633,-0.419046668,-0.481086876,-1,-0.502039618,-0.465339218,-1,0.700777613,-0.277456049,-1,-1
f951,-0.210834738,-0.275175724,-0.274368902,-0.768145126,-0.215240886,-0.296877647,0.294020234,-0.636981045,-0.604528739,0.349383492,0.500826807,-0.164005436,-0.29286156,-0.220510626
f952,-0.279667193,-0.047311932,-0.274368902,-0.858169252,0.112022352,-0.120904057,0.219899139,-0.463489618,-0.385803955,0.349383492,1,0.308046228,-0.29286156,-0.220510626
f953,-1,-0.269858898,-1,-0.71582194,-0.103716885,-0.491994188,-1,-0.493444869,-0.417615118,-1,0.752956664,0.028945215,-1,-1
f954,-1,0.454188489,-1,-1,0.267880364,-0.227656696,-1,-0.520771946,-0.659087858,-1,0.403802684,1,-1,-1
f955,-0.560568658,0.008447488,-1,-1,0.100109042,-0.156641204,-0.526805596,-0.595085757,-0.481259514,-1,0.958749602,0.025568888,-1,-1
f956,-1,-0.124508241,-1,-1,-0.06989964,-0.238850844,-1,-0.516751424,-0.418726755,-1,1,-0.012321896,-1,-1
f957,-0.515950632,-0.563203088,-0.943869646,-0.995223653,-0.519798298,-0.578446247,-0.426271983,-0.645237421,-0.623385475,-0.960719616,0.23584887,-0.467779896,-0.957366414,-0.93970351
f958,-0.383182562,-0.442901443,-0.223742495,-0.806672982,-0.088984765,-0.547121478,0.183763509,-0.722798975,-0.664284751,0.464174764,-0.083187272,1,-0.385979574,-0.166126592
f959,-0.904060245,-0.171978984,-0.964814805,-0.966370663,0.100350263,-0.370928196,-0.89384735,-0.667950963,-0.421891419,-0.937828257,1,0.103677758,-0.909058645,-0.962203266
f960,-0.001918049,-0.569656886,-0.273515856,-0.784583583,-0.584919752,-0.649289379,0.500619626,-0.702363016,-0.697082508,0.37789054,1,-0.556071815,-0.20125885,-0.219594268
f961,-0.574774775,-0.304276742,-1,-1,-0.240742517,-0.366736619,-0.542103218,-0.44046963,-0.388675551,-1,1,-0.221473864,-1,-1
f962,-0.386020503,-0.3098484,-0.269776878,-0.816828518,-0.329988697,-0.407241372,0.148890049,-0.607459933,-0.517487832,0.305540489,0.531644535,-0.138857951,-0.382338097,-0.215577767
f963,-0.563360527,-0.170738008,-0.919548534,-0.918268159,0.008348159,-0.371612757,-0.586234545,-0.58090674,-0.495090735,-0.709561163,0.997653072,0.246693915,-0.590197884,-0.913577208
f964,-0.207976269,-0.446396681,0.047193949,-0.801717877,-0.446396681,-0.552260742,0.705755418,-0.660492563,-0.631114824,1,-0.083472154,-0.446396681,-0.285246872,0.124919472
f965,-0.765281752,-1,-0.889049254,-0.968201332,-1,-1,-0.778151754,-0.709701724,-0.702090794,-0.986364437,0.946768365,-0.625303856,-0.985200426,-0.880814194
f966,-0.766990036,-0.146884661,-0.889049254,-0.972287194,-0.137876356,-0.170372556,-0.779991292,-0.171346749,-0.159511862,-0.986364437,0.82332469,-1,-0.985200426,-0.880814194
f967,-1,0.397545149,-1,-0.844625793,0.615979374,0.251396636,-1,-0.023364152,0.148831405,-1,0.840628379,0.800099791,-1,-1
f968,-1,0.107422477,-1,-1,0.294585729,0.142202958,-1,0.320481412,-0.047168223,-1,0.760910694,0.249868298,-1,-1
f969,-0.658301155,-0.993599733,-1,-1,-0.993599733,-0.993599733,-0.632047234,0.33833963,0.400295499,-1,0.411898738,0.373186279,-1,-1
f970,-1,1,-1,-1,1,1,-1,1,1,-1,0.620660313,1,-1,-1
f971,-0.791712344,-0.46890596,-0.106528285,-0.759032023,-0.46890596,-0.448502032,-0.389928122,-0.144859055,-0.159088415,-0.397323177,0.973353096,-0.46890596,-0.426700927,-0.454273806
f972,-0.896671578,0.994960847,-0.884524385,-0.86987848,0.994960847,1,-0.894366289,0.534493199,0.57776806,-0.883273615,0.173963635,0.994960847,-0.898883404,-0.875953477
f973,-0.995366907,0.712218909,-0.992504898,-0.989252753,0.712218909,0.507071705,-0.994025236,0.181289477,0.355560514,-0.990112731,0.27757224,0.712218909,-0.989905007,-0.991948591
f974,-0.999030262,0.705015025,-0.997233638,-0.995071754,0.705015025,0.595686747,-0.998815772,0.442786725,0.547899737,-0.993500027,0.945166397,0.705015025,-0.994479111,-0.997028311
f975,-0.997530473,-0.723334066,-0.99726149,-0.988467392,-0.728172421,-0.696943039,-0.999409051,-0.650318892,-0.678909171,-0.99186279,0.046844073,-0.72729272,-0.992571342,-0.99705823
f976,-0.999696318,0.232960326,-0.998809884,-0.996572332,0.233638522,0.349610037,-0.999819095,0.450661241,0.379450661,-0.996767082,-0.432349949,0.23567311,-0.995991713,-0.99872155
f977,-0.999900486,-0.248066199,-0.999401357,-1,-0.009534089,-0.305630509,-0.999704972,-0.35491995,-0.354020507,-0.997007946,0,-0.009174312,-0.99588096,-0.999356924
f978,-0.953114368,-0.247402192,-0.947550465,-0.961516923,-0.097950145,-0.257395946,-0.947348208,-0.259553688,-0.278291977,-0.960273897,-0.003350179,-0.097155187,-0.966352344,-0.943657521
f979,-0.996497872,0.437978927,-0.995040081,-0.994626051,0.400143678,0.40756705,-0.995270815,0.353927203,0.374281609,-0.995737204,0.741618774,0.40756705,-0.995748602,-0.994671943
f980,-0.999024128,-0.110640669,-0.997450219,-0.994664472,-0.076545961,-0.082339833,-0.998937311,-0.032200557,-0.051364903,-0.995993725,-0.398551532,-0.083454039,-0.997086107,-0.997260968
f981,-0.975761863,-0.998635278,-0.976801998,-0.990946883,-0.996929376,-0.998635278,-0.973157301,-0.998635278,-0.998976459,-0.968217045,-0.990788127,-0.996929376,-0.965523191,-0.97508018
f982,-0.999149038,-0.806867986,-0.998623372,-0.998026049,-0.807831238,-0.807349612,-0.998902613,-0.792563695,-0.807831238,-0.998184002,-0.821316765,-0.81361075,-0.998145849,-0.998521195
f983,-0.999710122,-0.94786135,-0.999735042,-0.999251839,-0.942673677,-0.950796993,-0.999783017,-0.854323782,-0.953441127,-0.999834188,-0.95101687,-0.940960752,-0.999680767,-0.999715377
f984,-0.966387804,0.021731901,-0.940203256,-0.962397142,0.178847814,-0.082562984,-0.896079182,-0.239950194,-0.161242232,-0.957536885,1,0.26962874,-0.944730168,-0.935764982
f985,-0.935704192,-0.242753623,-0.906502521,-0.865577598,-0.231884058,-0.123188406,-0.916474793,-0.213768116,-0.130434783,-0.941163345,1,-0.22826087,-0.948496214,-0.899562889
f986,-0.998519065,-0.050833505,-0.997841231,-0.997550982,0.023255814,-0.077382177,-0.998070967,-0.104342457,-0.083762091,-0.998965347,-0.383618028,-0.031282157,-0.998809181,-0.997681001
f987,-0.997796335,-0.03711448,-0.994253391,-0.994742594,0.038159958,-0.064296916,-0.996065832,-0.091479352,-0.070569786,-0.996600705,0.985363304,-0.017250392,-0.998572566,-0.993826862
f988,-1,-0.663229745,-1,-0.99448222,-0.619493349,-0.689470972,-1,-0.728423572,-0.709405815,-0.999400153,-0.595316867,-0.60199879,-1,-1
f989,-1,-0.452388015,-1,-0.998940275,-0.451201424,-0.466033818,-1,-0.483239395,-0.471966775,-1,-0.265499852,-0.449421537,-1,-1
f990,-0.998548039,-0.907680928,-0.99821396,-1,-0.907680928,-0.907680928,-0.99843648,-0.907680928,-0.907680928,-0.98336741,-0.706862677,-0.907680928,-0.999118521,-0.998081396
f991,-1,0.036425045,-1,-1,0.15669871,-0.064299529,-1,-0.102229843,-0.151382697,-1,0.850477758,0.289905026,-1,-1
f992,-0.998219159,-0.367393556,-0.99564909,-0.994869446,-0.367393556,-0.419870611,-0.998289678,-0.554375788,-0.479226131,-0.990231892,0.513528422,-0.17060781,-0.991032996,-0.995326154
f993,-0.994046457,0.152849741,-0.991174924,-0.990718591,0.155440415,0.170984456,-0.993197038,-0.062512953,0.159041451,-0.980240027,0.544041451,0.215025907,-0.989233156,-0.990519903
f994,-1,-0.46281051,-1,-0.999314437,-0.39419586,-0.445,-1,-0.441878981,-0.434410828,-0.998989845,0.185119427,-0.38107086,-0.999741483,-1
f995,-0.999494592,-0.698015041,-0.998073602,-0.997431843,-0.690447286,-0.741308906,-0.999724428,-0.758252269,-0.729116412,-0.995844286,-0.211156132,-0.720886478,-0.99395206,-0.997930619
f996,-1,-0.62883676,-0.999011626,-0.999173612,-0.590011896,-0.632058333,-0.999970477,-0.640339741,-0.623260489,-0.997418762,0.745618754,-0.558558531,-0.999978275,-0.998938266
f997,-0.879904871,-0.655480969,-0.865653219,-0.901427581,-0.615426433,-0.6665063,-0.865135147,-0.675562078,-0.6783792,-0.898243635,0.39126206,-0.563328789,-0.913813263,-0.855681643
f998,-0.998086585,-0.854211867,-0.99729011,-0.997063902,-0.823640335,-0.848452858,-0.997416174,-0.860939206,-0.862096833,-0.997670989,-0.204390244,-0.814313797,-0.997677216,-0.997088975
f999,-0.999009662,-0.806492783,-0.997412422,-0.994585381,-0.788415092,-0.784085493,-0.998921558,-0.801290802,-0.800709214,-0.995934338,0.715684295,-0.756863949,-0.997042913,-0.997220365
f1000,-0.914752129,-0.739013789,-0.918410385,-0.968159314,-0.712517204,-0.757277776,-0.905591635,-0.780519808,-0.782145691,-0.888216275,0.009692546,-0.63767641,-0.878741729,-0.912354586
f1001,-0.896143939,-0.347169747,-0.886886508,-0.995771047,-0.296728768,-0.343046012,-0.879406095,-0.617081778,-0.483273384,-0.911566993,0.730874198,-0.342921394,-0.932247883,-0.878490923
f1002,-0.980655115,-0.138813615,-0.974481088,-0.997404702,-0.077020732,-0.180298484,-0.976321712,-0.296916682,-0.283867253,-0.974658192,0.270455106,0.113638425,-0.98066913,-0.972587006
f1003,-0.989550731,-0.67407906,-0.919641008,-0.978766621,-0.698472027,-0.692516471,-0.948767152,-0.669652717,-0.714393836,-0.77139289,0.175245357,-0.445788925,-0.886164734,-0.913676549
f1004,-0.061555843,-0.452541754,-0.440414382,-0.985617198,-0.445151357,-0.448830898,-0.147053583,-0.493736952,-0.461069937,-0.494019688,0.560955115,-0.366205637,-0.393030959,-0.398880444
f1005,-0.968144518,-0.413986164,-0.960814953,-0.880103438,-0.434508175,-0.458402366,-0.968815408,-0.490839146,-0.479653771,-0.973513419,1,-0.393209572,-0.969292304,-0.957906535
f1006,-0.994434503,-0.570251801,-0.990497282,-0.968089963,-0.551951914,-0.686175915,-0.990375577,-0.709008289,-0.691153037,-0.994774374,-0.027668656,-0.382541196,-0.989661164,-0.989791965
f1007,-0.988208871,-0.262812547,-0.981461204,-0.92723138,-0.213030167,-0.21929161,-0.996378503,-0.365450998,-0.229419181,-0.994538626,0.513825604,-0.199666817,-0.98390153,-0.980085205
f1008,-0.989634734,-0.250675024,-0.985071755,-0.991157012,-0.24955093,-0.304004723,-0.985764892,-0.107538236,-0.310506296,-0.975691504,-0.264718239,-0.127501675,-0.974490526,-0.983963741
f1009,-1,-0.644096687,-1,-1,-0.567042491,-0.633396998,-1,-0.587209661,-0.642309983,-1,-0.286303986,-0.555911527,-1,-1
f1010,-1,0.807776172,-1,-1,0.789459977,0.914584447,-1,0.977447302,1,-1,0.108855816,0.714660413,-1,-1
f1011,-1,-0.947628458,-1,-1,-0.951870883,-0.946086957,-1,-0.947299078,-0.949301713,-1,-0.984374177,-0.951396574,-1,-1
f1012,-1,-0.991680648,-1,-1,-0.991386616,-0.988134978,-1,-0.987892834,-0.988411713,-1,0.319698359,-0.995554941,-1,-1
f1013,-1,-0.1796,-1,-1,-0.152,-0.2204,-1,-0.3016,-0.2708,-1,0.4774,-0.0806,-1,-1
f1014,-1,0.375714452,-1,-1,0.343287064,0.423072437,-1,0.517788405,0.482094949,-1,-0.415373848,0.260468914,-1,-1
f1015,-1,-0.999662846,-1,-1,-0.999662846,-0.999662846,-1,-0.999325691,-0.999662846,-1,-0.963924477,-0.999662846,-1,-1
f1016,-1,-0.45048203,-1,-1,-0.422474959,-0.473458547,-1,-0.530890735,-0.509242994,-1,0.553334567,-0.343289902,-1,-1
f1017,-1,0.808206593,-1,-1,0.794915824,0.885738096,-1,1,0.957639706,-1,0.206070769,0.766375214,-1,-1
f1018,-1,-0.991680648,-1,-1,-0.991386616,-0.988134978,-1,-0.987892834,-0.988411713,-1,0.319698359,-0.995554941,-1,-1
f1019,-1,-0.989009216,-1,-1,-0.989322295,-0.989237895,-1,-0.989988974,-0.989998007,-1,-0.950082954,-0.98850127,-1,-1
f1020,-1,-0.012020099,-1,-1,0.003123257,-0.062295655,-1,-0.071527046,-0.078674445,-1,0.679947767,0.180689415,-1,-1
f1021,-1,0.113710343,-1,-1,0.132168984,0.122821514,-1,0.11656033,0.119186712,-1,0.747972023,0.18756932,-1,-1
f1022,-1,0.165289256,-1,-1,0.284052648,0.129476584,-1,0.076522804,0.048974594,-1,-0.557086012,0.183348638,-1,-1
f1023,-1,-0.700647249,-1,-1,-0.66828479,-0.722006472,-1,-0.758009709,-0.740048544,-1,0.186084142,-0.639967638,-1,-1
f1024,-1,-0.689390883,-1,-1,-0.649052037,-0.713602259,-1,-0.749495764,-0.731988705,-1,0.185155305,-0.632916499,-1,-1
