,or2063,or4337,or2051,or917,or4419,or4318,or2054,or1483,or634,or4407,or4317,or4315,or3747,or2073,or3181,or2204,or4432,or4436,or3464,or2143,or2172,or2168
f554,-0.793009208,-0.460762823,-0.719118337,-0.817165047,-0.394174095,-0.09070096,-0.749450064,-0.698259584,-0.78742743,-0.461444785,-0.73681134,-0.716352477,-0.150713625,-0.836713477,0.120707292,-0.786080478,0.500316625,-0.438111939,0.120707292,-0.744556241,-0.795625666,-0.813746906
f555,-0.692492147,-0.463116543,-0.61250437,-0.709252167,-0.396818468,-0.094669965,-0.689255222,-0.671847818,-0.672842719,-0.463795528,-0.737960134,-0.717590572,-0.15442068,-0.715869995,0.11581551,-0.61653214,0.493767884,-0.375866919,0.11581551,-0.579703187,-0.662784429,-0.698606569
f556,-0.640528275,-1,-0.565387167,-0.643195785,-0.142857143,-1,-0.550313025,-0.780722382,-0.59113385,-1,-1,-1,1,-0.732367408,1,-0.698624041,-1,-1,1,-0.513670046,-0.734686764,-0.725062023
f557,-0.643938611,-1,-0.616986467,-0.591196954,-1,-0.296875,-0.602465281,-0.777069139,-0.582729817,-0.015625,-1,-1,-1,-0.697028221,-1,-0.618264525,-0.890625,-0.921875,-1,-0.52811624,-0.70411442,-0.702255882
f558,-0.92562293,-1,-0.894834906,-0.8586999,-1,-1,-0.92983588,-0.886895519,-0.85210805,-1,-1,-1,-1,-0.918006718,-1,-0.933401313,-1,-1,-1,-0.919789434,-0.899858713,-0.919951605
f559,-0.934578965,-1,-0.901792333,-0.853531275,-1,-1,-0.941933399,-0.89428567,-0.860635303,-1,-1,-1,-1,-0.914662316,-1,-0.929983409,-1,-1,-1,-0.920024533,-0.903631217,-0.924774524
f560,-0.290654979,-0.891812001,-0.829364156,0.036588835,-0.974283181,-0.752882057,-0.750924418,0.401598014,-0.0823572,-0.368607745,-1,-0.918415607,0.399940881,-0.524060714,0.191545965,-0.636180281,-0.849246231,-0.990245344,0.219923145,-0.734401262,-1,0.19479999
f561,-0.678461399,-0.893310013,-0.791228706,-0.588256615,-0.972890249,-0.743186124,-0.669490758,-0.652229069,-0.656034795,-0.358985571,-1,-0.919545256,0.384637808,-0.661063791,0.179128407,-0.697444726,-0.849293106,-0.988922898,0.207112666,-0.712441102,-0.82312432,-0.594961943
f562,-0.337755288,-0.820895522,-0.643344274,0.45944566,-0.641791045,-0.447761194,-0.466037564,0.595514223,0.405944566,0.313432836,-1,-0.865671642,0.865671642,-0.615654632,1,-0.617149891,0.059701493,-0.940298507,1,-0.631044858,-1,0.161579139
f563,-0.723671455,-0.816216216,-0.889574337,-0.758878999,-0.956756757,-0.924324324,-0.800652155,-0.74530713,-0.737728034,-0.448648649,-1,-0.902702703,0.091891892,-0.792852736,1,-0.802414735,-1,-1,1,-0.768440998,-0.826033313,-0.729796422
f564,-0.402424188,-0.789473684,-0.844830953,0.074422866,-0.585139319,-0.19504644,-0.828632151,0.529971913,-0.069406269,0.102167183,-1,-0.770897833,0.715170279,-0.547928025,-0.157894737,-0.766495442,0.547987616,-0.907120743,-0.157894737,-0.777925472,-1,0.280824284
f565,-0.694592131,-1,-0.774456935,-0.584991645,-1,-0.166666667,-0.639184262,-0.660033419,-0.662160109,1,-1,-1,-0.6,-0.649096157,0.233333333,-0.673401185,0.033333333,-0.666666667,0.233333333,-0.703364727,-0.819838979,-0.575383564
f566,-0.555967383,-0.756563246,-0.638003459,0.060044477,-0.661097852,-0.22673031,-0.681986657,0.238448233,-0.043241908,0.37947494,-1,-0.780429594,0.861575179,-0.233629849,0.708830549,-0.653323449,0.341288783,-0.880668258,0.708830549,-0.558932543,-1,-0.502347418
f567,-0.150531456,-0.994703748,-0.236330556,-0.042803792,-0.997025393,-0.997844619,-0.241597242,-0.13147563,-0.081681509,-0.98786578,-1,-0.997900544,-0.962370012,-0.181461266,-0.965637848,-0.219237767,-0.999631197,-1,-0.965637848,-0.216460787,-0.249832424,-0.046011682
f568,0.011667294,-0.848483685,-0.599799272,-0.249085435,-0.683992322,-0.382648752,-0.38527161,-0.146764163,-0.39828127,-0.007907869,-1,-0.839808061,0.54806142,-0.274333746,0.415316699,-0.532627202,0.745451056,-0.917543186,0.415316699,-0.372045092,-0.603813825,0.174184992
f569,0.010627812,-1,-0.595354589,-0.249085435,-0.998979118,-0.837215777,-0.377063283,-0.146764163,-0.39828127,-0.793735499,-1,-0.999535963,-0.923851508,-0.26927971,-0.915545244,-0.526390308,-0.778143852,-0.969837587,-0.915545244,-0.373801459,-0.598257971,0.175367851
f570,0.003136369,-1,-0.590802373,-0.249085435,0.240802676,-1,-0.368926645,-0.146764163,-0.39828127,-1,-1,-1,1,-0.261644891,1,-0.526390308,-1,-1,1,-0.374016524,-0.593096403,0.163754324
f571,-0.0106995,-1,-0.585891715,-0.249085435,-1,0.397377153,-0.360718318,-0.146764163,-0.39828127,0.552535946,-1,-1,-1,-0.254906178,-1,-0.524633941,-0.75667562,-0.794596303,-1,-0.376418087,-0.588006524,0.148699751
f572,0.005717153,-1,-0.581303654,-0.249085435,-1,-1,-0.351936484,-0.146764163,-0.39828127,-1,-1,-1,-1,-0.252397082,-1,-0.518970554,-1,-1,-1,-0.379429002,-0.582773267,0.148986505
f573,0.01876445,-1,-0.576321308,-0.249085435,-1,-1,-0.34315465,-0.146764163,-0.39828127,-1,-1,-1,-1,-0.24515655,-1,-0.515099378,-1,-1,-1,-0.382762514,-0.577647544,0.150097676
f574,0.03116655,-0.790540446,-0.57158987,-0.249085435,-0.764790217,-0.533516059,-0.333297489,-0.146764163,-0.39828127,-0.060960011,-1,-0.843362148,0.795600534,-0.230066133,0.642645302,-0.522017313,0.397821351,-0.939616277,0.642645302,-0.382834203,-0.571625715,0.157589118
f575,0.017904188,-0.804294438,-0.566822589,-0.249085435,-0.731512246,-0.448000525,-0.325770203,-0.146764163,-0.39828127,0.006421958,-1,-0.853647646,0.756228249,-0.217592344,0.613316698,-0.520081725,0.326259111,-0.926508635,0.613316698,-0.378927182,-0.567109343,0.145258706
f576,0.005573776,-0.824497547,-0.562126996,-0.249085435,-0.729545814,-0.415413831,-0.318422137,-0.146764163,-0.39828127,-0.04272828,-0.852508308,-0.824022788,0.358284539,-0.208201158,-0.129134357,-0.523701991,-0.120430448,-0.804874189,0.113467321,-0.378640429,-0.5614818,0.122103339
f577,-0.015323404,-0.77962164,-0.542771117,-0.249085435,-1,-0.632260206,-0.309461082,-0.146764163,-0.39828127,-0.550282111,-0.61566545,-0.231662795,-0.12313309,-0.200888937,-0.131098573,-0.527537323,-0.461666114,-0.841022237,-0.123464985,-0.384698102,-0.556499453,0.119880997
f578,-0.026650178,-0.790536278,-0.544527484,-0.249085435,-0.82681388,-0.642902208,-0.303044967,-0.146764163,-0.39828127,-0.572555205,-0.634700315,-0.269085174,0.962460568,-0.195153861,0.95488959,-0.532842268,-0.488328076,-0.848895899,0.96214511,-0.390038891,-0.551552951,0.11812463
f579,-0.032134344,-0.998338315,-0.541193971,-0.249085435,-1,-0.999835858,-0.298600283,-0.146764163,-0.39828127,-1,-0.999823699,-1,-0.994614722,-0.182249942,-0.993917625,-0.52929369,-0.997602715,-0.999931101,-0.994614722,-0.397171891,-0.546498916,0.135975052
f580,1,-0.852252252,0.793508308,0.363262295,-1,-0.985405405,0.847370417,0.704142205,0.171590739,-1,-0.984324324,-0.882162162,0.438918919,0.790044147,0.556936937,0.739647313,-0.786846847,-0.993783784,0.438918919,0.834852308,0.741286263,0.860615476
f581,0.996797535,-0.862782886,0.856959599,0.465856437,-0.684929244,-1,0.940385256,0.628481834,0.33784301,-0.522823633,-0.872804361,-1,-0.862452508,0.81271422,-0.625351027,0.782321973,-0.816419801,-1,-0.703760806,0.887095138,0.768349645,0.883864528
f582,1,-0.498096366,0.69200933,0.255430964,-0.47415976,-0.308461609,0.712889856,0.930451114,0.119737603,-0.065707259,-0.693050369,-0.429091903,0.314545951,0.735229639,-0.0893524,0.665184646,0.136351216,-0.881737863,-0.005628928,0.741410849,0.668163745,0.813796004
f583,0.790285478,-0.959896365,0.519535344,0.300515927,-0.822471172,-0.612100423,0.588468956,0.561866902,0.13382454,-0.532075609,-0.946723106,-0.929061451,0.349328565,0.592781814,0.201357466,0.478711591,0.238760765,-0.655926142,0.20256167,0.640285267,0.460919445,0.598664964
f584,1,-0.681059639,0.528614052,0.005039819,-0.561602912,-0.414151606,0.573142812,0.520085081,0.306538078,-0.153238172,-0.78158293,-0.651502112,0.470101196,0.597874762,0.213144592,0.570348318,0.321660682,-0.749235837,0.245155355,0.571987766,0.582276193,0.741327412
f585,0.712855332,-0.75399754,0.490549037,0.542693339,-0.803198032,-1,0.493140188,0.748025958,0.359366406,-0.26199262,-0.945879459,-1,-0.75399754,0.500515693,-0.75399754,0.359691381,-0.20295203,-1,-0.75399754,0.55392816,0.301316475,0.455061537
f586,0.882761255,-0.487046632,0.649792911,0.305095642,-0.481865285,-0.243523316,0.60420718,0.898196306,-0.41880359,-0.238341969,-0.626943005,-0.564766839,0.378238342,0.662227135,-0.139896373,0.598229315,0.450777202,-0.347150259,0.170984456,0.662718025,0.532295304,0.694241349
f587,1,-0.928338762,0.82284557,0.644743938,-0.413680782,-0.683387622,0.861304054,0.935086672,0.179025355,-0.530944625,-0.817589577,-0.895765472,0.348534202,0.862160369,0.463192182,0.745982461,0.990618893,-0.3447557,0.463192182,0.879658046,0.817333106,0.912199881
f588,0.407518279,-0.644808743,0.268518483,-0.619256097,-0.43715847,-0.468306011,0.300441812,1,-0.733756864,-0.237704918,-0.714754098,-0.726775956,0.346994536,0.271796876,0.121857923,0.33298269,0.776939891,-0.380928962,0.28579235,0.340653144,0.303993611,0.379426695
f589,0.551240072,-0.739130435,0.39933786,0.035056745,-0.913043478,-1,0.410453638,0.217387828,-0.316207945,-0.826086957,-0.913043478,-1,-0.826086957,0.42864263,-0.826086957,0.375777376,-0.739130435,-1,-0.826086957,0.441568246,0.411612203,0.462412166
f590,0.789272705,-0.454545455,0.676799957,0.434328561,-0.818181818,-0.636363636,0.858630449,0.695235889,0.322736989,-0.090909091,-0.454545455,-0.454545455,0.636363636,0.757261439,-0.090909091,0.242485181,0.272727273,-0.454545455,0.272727273,0.400316863,0.495836098,0.761757099
f591,0.826151806,-0.909090909,0.450778919,0.530747274,-0.909090909,-0.727272727,0.549676831,0.752748443,0.457674897,-0.818181818,-0.818181818,-0.909090909,-0.636363636,0.585764004,-0.545454545,0.231355651,-0.545454545,-0.818181818,-0.545454545,0.408891283,0.573168711,0.866465031
f592,0.938096384,-0.674418605,0.794777216,0.240477909,-0.860465116,-0.76744186,0.879132922,0.487450886,0.132856538,-0.581395349,-0.720930233,-0.813953488,-0.302325581,0.958249806,-0.441860465,0.302065479,-0.302325581,-0.76744186,-0.348837209,0.324459413,0.684067036,0.543206907
f593,1,-0.681059639,0.632187405,0.228475814,-0.561602912,-0.414151606,0.641846669,0.375874658,0.127042031,-0.153238172,-0.78158293,-0.651502112,0.470101196,0.733875875,0.213144592,0.336477031,0.321660682,-0.749235837,0.245155355,0.456495284,0.65972011,0.712960146
f594,-0.392879258,-0.654897377,-0.728224396,-0.381655691,-0.506583697,-0.4357846,-0.083244772,-0.256378501,-0.433242262,-0.183392352,-0.808551357,-0.67359989,0.442500086,-0.613346527,0.405438856,0.1336138,0.155980335,-0.81189764,0.442500086,-0.53267282,-0.606984762,-0.04348008
f595,-0.698093517,-0.681138494,-0.656058364,0.680945442,-0.561711302,-0.414296452,0.187367053,0.771989692,0.736348958,-0.153447526,-0.781636932,-0.651588275,0.469737727,-0.505363151,0.212864433,-0.685952224,0.321333914,-0.749297836,0.244847502,-0.868373736,-0.739273199,-0.460240131
f596,-0.67194212,-0.625257761,-0.626265846,0.649124639,-0.431421724,0.260101432,0.2902178,0.88453465,0.680067587,0.238031544,-0.638521986,-0.543888982,0.633394639,-0.462517285,0.381374352,-0.658749138,0.138828513,-0.772613275,0.538204314,-0.856972157,-0.716688821,-0.41348567
f597,-0.2,-0.915491694,-0.575510204,-0.069387755,-0.900548918,-0.767499013,-0.567346939,-0.069387755,-0.069387755,-0.736752413,-0.937520181,-0.916675636,-0.66182327,-0.493877551,-0.688479891,-0.248979592,-0.583414057,-0.925806336,-0.672568435,-0.640816327,-0.771428571,-0.46122449
f598,-0.150579151,-0.87103564,-0.534105534,0.160875161,-0.859146116,-0.878715476,-0.472329472,0.160875161,0.160875161,-0.838894104,-0.922234548,-0.769377364,-0.86295759,-0.428571429,-0.863071366,-0.199485199,-0.704297864,-0.864322894,-0.848963222,-0.593307593,-0.734877735,-0.415701416
f599,-0.999432358,-0.656880734,-0.999194127,-0.99872518,-0.92293578,-0.688073394,-0.999562606,-0.998863602,-0.998637105,-0.844036697,-0.921100917,-0.911926606,-0.588990826,-0.999057797,-0.697247706,-1,-0.546788991,-0.590825688,-0.601834862,-0.999263211,-0.999585342,-0.999718816
f600,-0.999353545,-0.740819751,-0.999178329,-0.969858859,-0.746849845,-0.733481241,-0.999275159,-0.982453635,-0.972081411,-0.457860455,-0.826663253,-0.776203885,0.126660409,-0.998879751,0.046448787,-1,0.825013511,-0.805614814,0.07841966,-0.996179348,-0.998611578,-0.998076237
f601,-0.998733252,-0.694737554,-1,-0.9997367,-0.699585137,-0.594990079,-0.999132414,-0.999686548,-0.999755089,-0.34535083,-0.75813943,-0.685763889,-0.224499459,-1,-0.234352453,-1,0.191558442,-0.845463564,-0.231060606,-0.998617776,-0.999832825,-0.999896352
f602,-0.800940153,-0.798954273,-0.641547107,-0.658564027,-0.831111956,-0.716741135,-0.414217153,-0.723109433,-0.639608998,-0.631967551,-0.848730868,-0.752346548,0.728009633,-0.673797982,0.613993726,-1,0.872421333,-0.909623855,0.633197072,-0.888611623,-0.5617363,-0.814337523
f603,-0.867976933,-0.683443383,-0.876851875,-0.790178034,-0.665400298,-0.569705596,-0.867978419,-0.815981599,-0.809046828,-0.304110527,-0.747439616,-0.67879884,-0.164217758,-0.828715232,-0.176995602,-1,0.2895562,-0.844375716,-0.17491947,-0.902721369,-0.845363594,-0.755022902
f604,-0.200559552,-0.789659927,-0.9218397,-0.804172892,-0.809244323,-0.661049626,-0.869456183,-0.834028482,-0.792280857,-0.603272607,-0.839822825,-0.751955389,0.794479763,-0.805129723,0.693775701,-1,0.91367003,-0.907813015,0.745256427,-0.635040389,-0.950311619,-0.776318179
f605,-0.623120664,-0.979714286,-0.802337727,0.140479624,-0.974857143,-0.980857143,-0.720124731,-0.11894443,0.130845517,-1,-0.984228571,-0.966514286,-1,-0.497409271,-1,-1,-1,-1,-1,-0.695356975,-0.757492247,-0.213156585
f606,-0.102321373,-0.887742794,-0.647412655,-0.346594755,-0.790632562,-0.487488395,-0.677570607,-0.317093938,-0.362731258,-0.616939463,-0.896778344,-0.801407967,-1,-0.823172035,-1,-1,0.311850753,-0.746229705,-1,-0.652006364,-0.905090681,-0.222143677
f607,-0.86410322,-0.866902238,-0.887038671,-0.639684922,-0.870435807,-0.712603062,-0.915710855,-0.709803469,-0.64038034,-0.782096584,-0.918433451,-0.88221437,-1,-0.87578715,-1,-1,-1,-0.848056537,-1,-0.890087985,-0.915729158,-0.811057951
f608,-0.882491333,-0.481447895,-0.904237022,-0.821147477,-0.299253426,-0.379540384,-0.900645804,-0.820540205,-0.819017533,0.145117194,-0.741208794,-0.65353242,0.94756477,-0.956991301,0.920943116,-1,0.773576774,-0.663651342,1,-0.940834179,-0.961185688,-0.839666218
f609,-0.577158057,-0.319611134,-0.726028591,-0.463063321,-1,-0.970296716,-0.677015833,-0.485912306,-0.470039676,-0.289527851,-0.849076918,-0.968333386,-0.925773457,-0.390773367,-0.906773489,-1,-1,-0.984673359,-0.920833465,-0.869422698,-0.574391748,-0.576739375
f610,-0.320375747,-0.874859217,-0.667139421,-0.304052575,-1,-0.996245776,-0.473261111,-0.379797965,-0.283962471,-0.876861469,-0.969966212,-0.972969591,-1,-0.586221257,-1,-1,-1,-0.997747466,-1,-0.617644855,-0.622709531,-0.019763773
f611,-0.968366129,-0.944798137,-0.976761604,-0.921340149,-0.895022127,-0.690744952,-0.977472773,-0.933862419,-0.924075564,-0.874185809,-0.945692461,-0.975592925,-0.685983579,-0.970835212,-0.659255184,-1,-0.737600523,-0.962371972,-0.70200079,-0.981985534,-0.983068152,-0.924004293
f612,-0.436255985,-0.944827496,-0.667684137,-0.29489476,-0.895077959,-0.690909427,-0.686861419,-0.355380873,-0.307840599,-0.869737757,-0.945721344,-0.975605906,-0.629994959,-0.761850279,-0.659436408,-1,-0.737917542,-0.962391984,-0.652031952,-0.578854832,-0.81258395,-0.302005737
f613,-0.711070262,-0.662555629,-0.834624533,-0.598300995,-0.277906794,-0.390329654,-0.776709615,-0.625117477,-0.582844923,0.07620995,-0.755373185,-0.647604156,0.996049332,-0.798505365,0.965841067,-1,0.827604711,-0.655635021,-0.214603592,-0.727323787,-0.798573056,-0.566032022
f614,-0.857621545,-0.575514332,-0.933494545,-0.763991075,-0.295298893,-0.380273678,-0.937870263,-0.790967624,-0.749734496,0.050288712,-0.761265186,-0.656091846,0.947973147,-0.929958207,0.918492467,-1,0.783585627,-0.663929282,1,-0.959730801,-0.906727494,-0.868987109
f615,0.44370698,-0.744935874,0.043964969,0.169276881,-0.47261177,-0.484597866,0.137122473,0.021031665,0.200729887,-0.19453434,-0.784729714,-0.653601822,0.968116984,0.167764355,0.881817092,-1,0.370250509,-0.677813736,-0.26429342,0.049912673,0.154184563,0.604924222
f616,-0.039957782,-0.668224859,-0.33361754,-0.20504779,-0.47261177,-0.460625674,-0.301903897,-0.319343911,-0.203276869,-0.19453434,-0.784729714,-0.653601822,0.968116984,-0.177194305,0.881817092,-1,0.370250509,-0.677813736,0.934316193,-0.35181442,-0.322526962,0.068301162
f617,-0.720482047,-0.641791045,-0.787833775,-0.650741718,-0.671641791,-0.28358209,-0.859389483,-0.665928458,-0.641735626,-0.402985075,-0.671641791,-0.582089552,0.52238806,-0.834146754,0.462686567,-1,0.611940299,-0.492537313,0.373134328,-0.796005326,-0.867999469,-0.67802919
f618,-0.518025465,-0.623188406,-0.631415456,-0.461654589,-0.68115942,-0.246376812,-0.586930916,-0.643146896,-0.462961018,-0.420289855,-0.68115942,-0.594202899,0.47826087,-0.494051078,0.420289855,-1,0.565217391,-0.507246377,0.420289855,-0.709994088,-0.52992918,-0.341991305
f619,-0.435250771,-0.944613285,-0.589619794,-0.29798306,-0.742665757,-0.623798301,-0.400555744,-0.414791615,-0.306590996,-0.649910066,-0.844569869,-0.866650127,-0.599981393,-0.571028745,-0.63251256,-1,0.861936364,-0.642839422,-0.656701606,-0.68063708,-0.529753641,-0.433710206
f620,-0.526895171,-0.923847217,-0.239476665,-0.603937486,-0.96017627,-0.870330683,-0.178227138,-0.657224924,-0.590996536,-0.848885318,-0.939853266,-0.913197784,-0.758170197,-0.141089235,-0.804449275,-0.845064172,-0.859078719,-0.956017627,-0.756624883,-0.801990206,0.079201523,-0.62177551
f621,-0.357063516,-0.658232738,-0.083254717,-0.642682069,-0.918834584,-0.331871215,-0.204194978,-0.684680518,-0.643357594,-0.604776254,-0.583379396,0.12124292,-0.020344846,0.073839599,-0.113337969,-0.78134069,1,-0.832866763,-0.036903637,-0.721583459,0.468779204,-0.539162768
f622,-0.926226095,-0.564024464,-0.837960888,-0.86259253,-0.777861903,-0.144136228,-0.73979204,-0.888818714,-0.855345152,-0.246411442,-0.544922533,-0.059768207,0.372956527,-0.758935101,0.175289742,-0.984587743,1,-0.693042382,0.355056281,-0.985708882,-0.732692826,-0.873571049
f623,-0.793471129,-0.506315376,-0.367431571,-0.376413103,-0.324383559,-0.392026283,0.162113892,-0.466134949,-0.320960256,0.033491974,-0.75007918,-0.669184934,0.93853963,-0.514366071,0.946115548,-0.942955961,0.719919089,-0.669776143,0.995312559,-0.914065529,-0.713343446,-0.783489266
f624,-0.818298625,-0.973973139,-0.733281259,-0.749453577,-0.981699061,-0.956557729,-0.637423823,-0.762008511,-0.740771392,-0.923061621,-0.966811902,-0.949563331,-0.932956449,-0.648027599,-0.935972382,-0.88503388,-0.882134767,-0.97520518,-0.934175656,-0.87925547,-0.475924812,-0.769019953
f625,-0.869556548,-0.629522263,-0.881017698,-0.901490306,-0.731989286,0.138691553,-0.888597357,-0.90702718,-0.901140621,-0.519423729,-0.257422283,-0.268084217,0.493442033,-0.777682298,0.372155431,-0.934677892,0.509050652,-0.595635673,0.441945455,-0.918922324,-0.634656217,-0.897066673
f626,-0.808495071,-0.903420523,-0.707461581,-0.687221503,-0.887323944,-0.85110664,-0.464262239,-0.722385475,-0.665356835,-0.404426559,-0.99195171,-0.561368209,-0.798792757,-0.229184231,-0.782696177,-0.835369811,-0.014084507,-0.971830986,-0.782696177,-0.957054644,-0.240094501,-0.692261146
f627,-0.797356815,-0.914132379,-0.242521125,-0.23195534,-0.849731664,-0.85509839,0.248952507,-0.251550008,-0.194016294,-0.404293381,-0.915921288,-0.82647585,-0.994633274,-0.719008538,-0.994633274,-0.793941305,0.987477639,-0.935599284,-0.994633274,-0.764167624,-0.504924976,-0.385222287
f628,-0.766395729,-0.364624506,-0.597079748,-0.701528117,-0.875494071,0.462450593,-0.562650059,-0.717895797,-0.700257838,-0.544960474,-0.459486166,0.515316206,0.328063241,-0.5493015,0.247035573,-0.912535925,-0.330039526,-0.865612648,0.282608696,-0.903510192,-0.420598653,-0.787941741
f629,-0.733152041,-0.759178297,-0.777398242,-0.699448363,-0.690369559,-0.489472672,-0.783132295,-0.692757673,-0.723633449,-0.048648009,-0.802288099,-0.77262569,-0.196057247,-0.685924753,-0.229505528,-0.870337771,-0.293137182,-0.790684802,-0.209969364,-0.812814926,-0.458464075,-0.785314573
f630,-0.220039985,-0.620041326,-0.069712652,-0.154321374,-0.517066697,0.027853727,-0.051293866,-0.102121129,-0.155245633,0.115593078,-0.550794412,-0.344633967,-0.016624692,-0.024073099,-0.068880043,-0.400835698,0.696059775,-0.706820406,-0.044963518,-0.340210973,0.230614663,-0.255852743
f631,-0.440460273,-0.71084157,-0.320540354,-0.470845936,-0.788499389,0.054262383,-0.099038057,-0.405521572,-0.48872685,-0.107191001,-0.621655338,-0.439692899,-0.255201223,-0.238144466,-0.288705762,-0.733469667,1,-0.770485352,-0.268745611,-0.686311476,-0.355685228,-0.593022797
f632,-0.873687499,-1,-0.76082955,-0.817806093,-1,-1,-0.751761944,-0.826074946,-0.82559321,-0.745454545,-1,-1,0.127272727,-0.738704969,0.6,-0.833807087,-0.090909091,-1,0.6,-0.869854996,-0.742308522,-0.875080073
f633,-0.864555901,-0.976952832,-0.952112662,-0.758071238,-0.988318532,-0.989928952,-0.947129662,-0.77614786,-0.786194231,-0.971975528,-0.998898757,-0.997335702,-0.862277482,-0.641537968,-0.837953424,-0.897881333,-0.888869153,-0.98714032,-0.842435366,-0.782465838,-0.916569681,-0.843432903
f634,-0.502341569,-0.662481932,-0.238138116,-0.700165855,-0.87009804,-0.90315362,-0.445265359,-0.698652942,-0.721262729,-0.587789259,-0.988286717,-0.949555438,0.678060294,-0.329998245,1,-0.589423102,0.298359026,-0.787033115,0.984109236,-0.619264511,-0.492736106,-0.606921495
f635,0.089202748,-0.623533261,-0.238083738,-0.457835276,-0.847789386,-0.904658924,-0.0416371,-0.430312254,-0.502470762,-0.607756297,-0.986379152,-0.947190528,0.550938057,-0.145834253,0.832954676,-0.449129138,0.240841701,-0.791626675,0.818844072,-0.288648422,0.026266881,-0.292389584
f636,0.166593513,-0.98751449,0.019011681,-0.5271762,-1,-1,0.293950601,-0.469537823,-0.554783663,-0.98110146,-1,-1,-0.849397533,-0.021865527,-1,-0.469432854,-0.996019211,-0.999319653,-1,-0.126446274,0.218289071,-0.20577199
f637,0.040538962,-1,-0.212780514,-0.159434751,-1,-1,0.32427469,-0.0633272,-0.224630213,-0.974265755,-1,-1,-0.769613097,0.053092704,-0.748330456,-0.048637588,-0.494719146,-1,-0.777773099,-0.000675028,-0.055763861,0.167731244
f638,0.008685942,-0.809872779,-0.386210016,0.131498315,-0.837963694,-0.863795147,-0.529367954,0.596990526,0.275936488,-0.894331043,-0.990419274,-0.957490854,-0.501125301,0.868346319,-0.280989817,-0.710146378,-0.108516657,-0.890363086,-0.37402973,-0.63496058,-0.481182864,0.001259001
f639,-0.076854169,-0.841623799,-0.099438856,-0.511201099,-0.902977257,-0.917797922,-0.353039326,-0.479258097,-0.480139634,-0.780110035,-0.972448207,-0.954462655,-0.540395832,0.680111428,-0.440708755,-0.747171757,0.000463588,-0.804849783,-0.475295344,-0.700642844,0.075913483,0.301627972
f640,-0.933872941,-0.841188181,-0.926243916,-0.737567499,-0.902977257,-0.917797922,-0.910085342,-0.836896525,-0.793925167,-0.779450667,-0.972448207,-0.954462655,-0.545650335,-0.880206726,-0.440708755,-1,0.000602478,-0.804826046,-0.475295344,-0.980693605,-0.906195753,-0.780286177
f641,-0.486192205,-0.878070215,-0.505005047,-0.233703442,-1,-1,-0.6086606,-0.332657868,-0.242669688,-0.973953362,-1,-1,-0.601148537,-0.645145833,-0.217797779,-1,-0.984772035,-0.981771899,-0.601148537,-0.215932661,-0.906939524,-0.567211357
f642,-0.313378499,0.24507464,-0.418242978,-0.061212101,-0.983534673,-0.975236498,-0.231769933,0.078544329,-0.216789567,-0.947590472,-0.975424299,-0.962876584,-0.907715556,-0.170817576,-0.907715556,-0.713376137,-0.970196012,-0.985015242,-0.907715556,-0.587680855,-0.615563946,-0.574008396
f643,-0.55335296,-0.645933014,-0.551800934,-0.288329462,-0.770334928,-0.741626794,-0.467673052,-0.157810927,-0.432488577,-0.263157895,-0.80861244,-0.76076555,-0.770334928,-0.314207802,-0.779904306,-0.785548682,-0.76076555,-0.799043062,-0.779904306,-0.594745746,-0.660095302,-0.50631535
f644,-0.648011552,-0.77604679,-0.755804114,-0.68620731,-0.656700784,-0.645875316,-0.585864623,-0.569675835,-0.694773922,-0.163099827,-0.763923967,-0.734137977,0.829578626,-0.583149947,0.69525987,-0.870373514,-0.172202579,-0.86910541,0.724120697,-0.683877738,-0.64942605,-0.584266799
f645,-0.243706532,-0.716096565,-0.3889765,-0.201749942,-0.586275379,-0.70104373,-0.224934627,-0.116786123,-0.272852498,0.021216978,-0.776978236,-0.632435847,0.904438855,-0.208841819,0.770485587,-0.69765207,-0.296998961,-0.862405031,0.837131132,-0.522327255,-0.477769398,-0.182498132
f646,0.13906337,-0.718985377,-0.413524754,-0.283416518,-0.59167846,-0.705165961,-0.022648067,-0.223738306,-0.354118513,0.008603575,-0.778438861,-0.637543911,0.900338854,0.011717258,0.76346894,-1,-0.305323899,-0.849001093,0.832097115,-0.370396808,-0.504803285,-0.095855613
f647,-0.223394852,-0.997617902,-0.519226541,-0.10138306,-0.926090892,-0.966925019,-0.378511302,-0.139707722,-0.357419067,-0.79535847,-0.980016197,-0.879993807,-0.138495617,-0.427230439,-0.107059356,-1,-0.620757193,-0.99013267,-0.162640292,-0.628169312,-0.558801803,-0.283327481
f648,-0.379076933,-0.451930669,-0.498776821,-0.371660142,-0.77247086,-0.815917609,-0.455055976,-0.381895591,-0.406471883,-0.027071097,-0.837052875,-0.893836063,-0.793068413,-0.464569788,-0.832121107,-1,-0.817875339,-0.74231776,-0.845295106,-0.629222279,-0.316544302,-0.294905231
f649,-0.482133642,-1,-0.660087719,-0.565469083,-1,-1,-0.681458901,-0.589298007,-0.563619746,-1,-1,-1,-1,-0.575223712,-1,-0.612798998,-1,-1,-1,-0.201908757,-0.939587978,-0.356225649
