,or2063,or4337,or2051,or917,or4419,or4318,or2054,or1483,or634,or4407,or4317,or4315,or3747,or2073,or3181,or2204,or4432,or4436,or3464,or2143,or2172,or2168
f286,-0.820109857,-0.430110658,-0.954073848,-0.810344828,-0.480766148,-0.506228859,-0.937595362,-0.786389991,-0.679432408,-0.527965823,-0.519761029,-0.570823529,-0.370794705,-0.890143424,-0.387199616,-0.894263045,-0.365756079,-0.472291367,-0.380888455,-0.839945072,-0.994354593,-0.92706744
f287,0.030058538,-0.999998392,-0.827570489,-0.040161519,-0.999995164,-0.999997462,-0.631073298,-0.160189661,-0.456511947,-0.999993546,-0.999998188,-0.99999833,-0.999996934,-0.606286695,-0.999996764,0.345668413,-0.999993861,-0.999997985,-0.99999692,0.580059183,-0.830851351,0.012734101
f288,-0.114652138,-0.544802582,-0.961704155,0.293079635,-0.671688823,-0.458307577,-0.944199752,-0.708817715,-0.606167948,-0.629222279,-0.580282986,-0.533862146,-0.381895591,-0.879582072,-0.401100967,-0.68449533,-0.294905231,-0.316544302,-0.396733045,-1,-0.984339061,-0.414719921
f289,-0.943170829,-0.601762912,-0.971037851,-0.692429537,-0.662633351,-0.472008608,-0.939089188,-0.650782706,-0.727849304,-0.628169312,-0.653817128,-0.581214869,-0.139707722,-0.96576502,-0.143487701,-0.965873892,-0.283327481,-0.558801803,-0.15145766,-1,-0.991567739,-0.861975625
f290,-1,-0.337674483,-1,-1,-0.471078686,-0.221390638,-1,-1,-1,-0.370396808,-0.587486494,-0.500213689,-0.223738306,-1,-0.316991992,-1,-0.095855613,-0.504803285,-0.311812267,-1,-1,-1
f291,0.635614925,-0.390826965,-0.784553447,-0.045141006,-0.577599626,-0.28098587,-0.403655428,-0.033731083,-0.40926375,-0.522327255,-0.591978561,-0.476753796,-0.116786123,-0.609679704,-0.218137449,1,-0.182498132,-0.477769398,-0.146153351,-1,-0.657638422,-0.042266987
f292,-0.6504725,-0.671445189,-0.892943891,-0.540156634,-0.892402734,-0.591596152,-0.879407038,-0.623084268,-0.765534421,-0.683877738,-0.888370475,-0.822924251,-0.569675835,-0.742797672,-0.697427999,-0.471041859,-0.584266799,-0.64942605,-0.621032573,1,-0.989124136,-0.592498706
f293,-0.948935375,-0.487345769,-0.997207481,-0.939884845,-0.658602975,-0.472210844,-0.947742863,-0.653135357,-0.931389537,-0.560757379,-0.700625552,-0.607239907,-0.087177167,-0.951715761,-0.244856647,-0.853440229,-0.464910392,-0.631587752,-0.159160013,-0.257799498,-0.975709441,0.058513721
f294,-0.971445876,-0.428270041,-0.996735766,-0.969512689,-0.694564358,-0.264801044,-0.993358851,-0.563889662,-1,-0.587680855,-0.637481342,-0.510992455,0.078544329,-0.93253447,-0.09619611,-0.865201576,-0.574008396,-0.615563946,0.045237419,-1,-0.998134891,0.640951875
f295,-1,-0.737853397,-1,-0.945142029,-0.416325631,-0.564886748,-1,-0.900881159,-0.972463768,-0.075565564,-0.539964066,-0.513381336,-0.213187419,-1,-0.138850352,-0.932782609,-0.489731678,-0.890279438,-0.139393552,-1,-0.998150725,-0.958028986
f296,-1,-0.927032982,-1,-1,-0.977031005,-0.916357195,-1,-1,-1,-0.980693605,-0.940002697,-0.950202238,-0.836896525,-0.985191869,-0.749863758,-1,-0.780286177,-0.906195753,-0.786192182,-1,-1,-1
f297,-0.916802899,0.02393806,-0.965251361,-0.672350814,-0.652711858,-0.289570983,-0.978232092,-0.873218003,-0.767379813,-0.700642844,-0.154796404,-0.337516719,-0.479258097,-0.902052976,-0.528325813,-0.805787825,0.301627972,0.075913483,-0.539986089,-0.900157658,-0.998212546,-0.971986274
f298,-0.999994929,0.004301933,-0.979614336,-0.710364335,-0.825511654,-0.294353949,-0.99848781,-0.895638583,-0.808928515,-0.63496058,-0.678531491,-0.402452144,0.596990526,-0.891103027,0.081674574,-0.901869903,0.001259001,-0.481182864,0.204206183,-0.742164958,-1,-0.807242895
f299,-1,-0.189661732,-0.954355735,-0.362338258,-0.177614534,0.260689329,-0.999884186,-0.768190716,-0.572183794,-0.000675028,-0.280481908,-0.304144961,-0.0633272,-0.903958561,-0.191055304,-0.800520935,0.167731244,-0.055763861,-0.129101602,-1,-1,-0.568411897
f300,-0.939223629,-0.471016419,-1,-0.644532081,-0.628884702,-0.173194895,-0.988775769,-0.725822756,-0.943165241,-0.34906646,-0.496098049,-0.405119866,-0.604723084,-0.910594001,-0.664180925,-0.770730878,-0.408176469,-0.092184951,-0.637312316,0.87253382,-0.993339367,-0.999766883
f301,0.175930171,-0.39661086,-0.942921476,-1,-0.512122374,-0.19128006,-0.59729763,-0.333283576,-0.672628913,-0.288648422,-0.500653976,-0.416919276,-0.430312254,-0.927216531,-0.48323837,0.075729767,-0.292389584,0.026266881,-0.449448174,0.724654776,-0.977087334,-0.887351589
f302,0.077597601,-0.257962595,-0.898781094,-0.191050657,-0.173504993,-0.281978678,-0.648669214,-0.195097801,-0.497165083,-0.28709522,-0.149100821,-0.131049274,-0.578846112,-0.621263979,-0.600594585,0.22675985,-0.450644908,-0.291062728,-0.576807332,0.536503347,-0.801581574,-0.062592788
f303,-0.231002753,-0.948142414,-0.943673282,-0.475101816,-1,-0.983823525,-0.774270551,-0.869930121,-0.880422125,-0.944653192,-0.989960566,-0.988218932,-0.943045721,-0.930514653,-0.941312637,-0.82038896,-0.960164928,-0.978772981,-0.945498747,-1,-0.802781408,-0.926469907
f304,-0.10497409,-0.793680673,-0.912153917,-0.315669502,-1,-0.67792628,-0.702260832,-0.225978377,-0.525554696,-0.864183427,-0.819060006,-0.766539027,-0.818495493,-0.637760862,-0.814927584,0.184117446,-0.869636207,-0.731078626,-0.817044614,0.536503347,-0.848404279,-0.080049955
f305,-0.553689588,-0.50486986,-0.925731209,-0.152434982,-0.999008411,-0.14616283,-0.724736759,-0.515687597,-0.665613472,-0.737173301,-0.511543638,-0.355888151,-0.502798596,-0.846367078,-0.570415341,-0.497809528,-0.659305449,-0.461200311,-0.531181053,-0.983889875,-0.993132489,-0.411377846
f306,-0.898142286,-0.787854588,-0.981860031,-0.948040894,-0.916452254,-0.757134573,-1,-0.866967244,-0.930473988,-0.860096456,-0.81226127,-0.775216482,-0.786605738,-0.821579399,-0.808246474,-0.981278541,-0.834057769,-0.683900844,-0.799246132,-1,-1,-0.941539158
f307,-0.532164243,-0.693872981,-0.981541122,-0.891797438,-0.98651138,-0.716084916,-0.882764988,-0.993891098,-0.836082062,-0.795128892,-0.676237281,-0.714402029,-0.646983927,-0.872966142,-0.669362932,-0.389164159,-0.761194758,-0.357876721,-0.661315374,0.530057676,-0.938000715,-0.635031062
f308,-1,-0.791058666,-1,-1,-0.935816729,0.497580961,-1,-1,-1,-0.720340253,-0.610101872,-0.488036155,-0.251550008,-1,-0.267486998,-0.576675698,-0.385222287,-0.504924976,-0.247926805,-1,-0.898531015,-0.017294918
f309,-0.997711316,-0.538117488,-1,-0.884637658,-0.863909278,-0.304517816,-1,-0.992535005,-0.982499703,-0.931783516,-0.507897379,-0.670944005,-0.722385475,-1,-0.700057005,-1,-0.692261146,-0.240094501,-0.721041559,-1,-1,-1
f310,-1,-0.76117854,-1,-1,-0.801868768,-0.775606551,-1,-1,-1,-0.853959968,-0.690735261,-0.731279398,-0.878435609,-1,-0.874109242,-1,-0.865411985,-0.52230346,-0.877847123,-1,-1,-1
f311,-0.66025553,-0.65154329,-0.938196441,-0.722803717,-0.770679157,-0.372674453,-0.877933311,0.052118234,-0.680430773,-0.789526844,-0.541239244,-0.581960099,-0.687935858,-0.864689747,-0.683414033,-0.602112302,-0.697129546,-0.31281125,-0.686425174,-1,-0.975618556,-0.928615792
f312,-0.774680482,-0.624970619,-0.937430243,-0.677297178,-0.965746992,0.316752167,-0.714601757,-0.726732509,-0.515754869,-0.909442541,-0.629559542,-0.517676186,-0.437414789,-0.909500704,-0.371819384,-0.623615264,-0.77184171,-0.697922279,-0.416160388,-1,-0.981341269,-0.862879642
f313,-0.80475987,-0.803102196,-0.981566274,-0.747782463,-0.98472257,-0.723296122,-0.988212095,-0.999129735,-0.994155796,-0.985708882,-0.899617538,-0.860180007,-0.888818714,-0.691752225,-0.868544326,-0.599233836,-0.873571049,-0.732692826,-0.878707997,-1,-0.792010893,-0.317174839
f314,-0.812326738,0.312411173,-0.960278194,-0.025418168,-0.553278555,0.148560943,-0.67805466,-0.797037956,-0.723705262,-0.667508196,0.213041228,0.177130869,-0.623437806,-0.891405545,-0.584282375,0.643124083,-0.449656971,0.754051843,-0.616093941,-1,-0.82521094,-0.963301991
f315,-0.713213917,-0.16598886,-0.863202976,-0.289130639,-0.751539835,-0.050335774,-0.75441558,-0.259745538,-0.289130639,-0.801990206,-0.25328454,-0.237775342,-0.657224924,-0.857450999,-0.61721756,-0.735409047,-0.62177551,0.079201523,-0.645854232,-0.645315577,-0.783175467,-0.471443309
f316,-1,-0.682395518,-0.999860613,-0.999484267,-0.757350124,-0.423856121,-0.999790919,-1,-0.998215841,-0.68063708,-0.775573325,-0.678261919,-0.414791615,-1,-0.320189494,-0.996863784,-0.433710206,-0.529753641,-0.411958655,-0.998815207,-1,-1
f317,-0.243099557,-0.422160996,-0.689772083,0.87211759,-0.447232464,-0.439604371,-0.481619058,0.936952063,0.804426307,-0.599407293,-0.594490679,-0.54817156,-0.507069529,-0.433102675,-0.266948108,0.022804573,-0.091075479,-0.350678954,-0.519257621,-0.054866509,-0.731652247,0.816030042
f318,-0.419102471,-0.600844126,-0.721639959,0.829140421,-0.500149633,-0.787205717,-0.52757297,0.816477163,0.858639243,-0.614437453,-0.768956814,-0.712842443,-0.368584127,-0.631780651,-0.362585363,-0.329225822,-0.391455259,-0.750510834,-0.402891326,-0.104610652,-0.720915039,0.500662631
f319,-0.580095148,0.05225279,-0.588033985,0.007026042,-0.004312228,0.048753942,-0.405656792,-0.060312308,0.044069789,0.067897968,-0.150775682,-0.057286644,0.121393744,-0.56163431,0.288127855,-0.875442235,0.760046314,0.116149607,0.11737507,-0.228327952,-0.760425817,-0.360863553
f320,-0.427018328,-0.046429937,-0.89978356,0.834098396,0.030730205,0.025065273,-0.585699843,0.915202335,0.728771235,0.050192024,-0.155668921,-0.10043319,0.021303331,-0.745637919,0.140671836,-0.354490709,0.605351245,0.154491657,-0.010953341,-0.502479607,-0.811891799,0.267036812
f321,-0.285113136,-0.926207268,-0.731954804,0.761492735,-0.930573278,-0.891935782,-0.565633135,0.870263054,0.784951864,-0.928108674,-0.983728985,-0.899841805,-0.626821113,-0.568563655,-0.578744744,0.192963117,-0.766106831,-0.833483546,-0.682871734,0.040966336,-0.677130468,1
f322,-0.732674413,-0.660327696,-0.965723304,0.784088445,-0.791304795,-0.627272207,-0.900929874,0.362961164,1,-0.461850658,-0.80924943,-0.738348089,-0.260137946,-0.980237097,-0.222701652,-0.889368073,-0.143527851,-0.602467057,-0.265538811,-0.949142374,-0.675007039,0.14317904
f323,-0.852732887,-0.835100519,-0.90435833,0.029176834,-0.669457894,-0.780778512,-0.978928885,0.029176834,0.416792104,-0.578854832,-0.832512847,-0.798302938,-0.355380873,-0.972450123,-0.323923563,-0.979389664,-0.302005737,-0.81258395,-0.388229438,-0.403144319,-0.996456056,-0.706652539
f324,-1,-0.74489696,-1,-1,-0.866576664,-0.754562863,-0.91588785,-1,-1,-0.753675946,-0.884809216,-0.792089679,-0.095655824,-1,0.043511934,-1,0.039141034,-0.768479312,-0.144447937,-0.966900312,-0.991168224,-0.997071651
f325,-0.697696315,-0.768591405,-0.820628235,0.99784936,-0.75830326,-0.600903483,-0.748333112,0.99784936,0.99784936,-0.617644855,-0.920797881,-0.790209134,-0.379797965,-0.700305805,-0.331413868,-0.557891156,-0.019763773,-0.622709531,-0.408369466,-0.286763429,-0.795870483,0.141671864
f326,-0.75598916,-0.417878623,-0.779874114,0.263208047,-0.435893857,-0.585393251,-0.098828451,0.34029152,0.236290373,-0.757178025,-0.637777014,-0.708701596,-0.044000857,-0.737216455,-0.048151109,-0.6570468,-0.212903169,-0.208537513,-0.001802865,-0.628892071,-0.822223761,-0.526399083
f327,-0.764266728,-0.956413282,-0.789745765,0.258994263,-0.937764962,-0.905582027,-0.742990472,0.337062471,0.234517887,-0.911606064,-0.933589218,-0.916525071,-0.73188646,-0.742984249,-0.743275453,-0.683552632,-0.760460788,-0.942011288,-0.743786311,-0.626660622,-0.840976566,-0.544787314
f328,-0.438080177,-0.796524474,-0.782953207,0.989399293,-0.832899395,-0.719814026,-0.683675571,0.991919741,0.997973758,-0.680225848,-0.912767062,-0.777583673,-0.155712414,-0.730345038,0.00176555,-0.328366569,-0.450298645,-0.754825374,-0.169607742,-0.230044396,-0.841730707,0.113897881
f329,-0.26608,-0.910460862,-0.688,0.8192,-0.858093629,-0.764629509,-0.5424,0.8944,0.8192,-0.652006364,-0.932816506,-0.809097827,-0.317093938,-0.652,-0.376575831,-0.32288,-0.222143677,-0.905090681,-0.401918059,-0.13968,-0.44512,0.35264
f330,-1,-0.713999257,-1,-0.993683312,-0.786494266,-0.680702224,-1,-1,-0.978147674,-0.695356975,-0.897573911,-0.852620948,-0.11894443,-1,0.092150143,-0.961587708,-0.213156585,-0.757492247,-0.115723132,-1,-1,-1
f331,-0.548387097,-0.717154813,-0.870967742,-0.204301075,-0.722384087,-0.882357222,-0.76344086,-0.225806452,0.440860215,-0.558477201,-0.896159907,-0.899323931,-0.799210085,-0.849462366,-0.768949103,-0.612903226,-0.729393005,-0.939887723,-0.78739873,-0.634408602,-0.784946237,-0.075268817
f332,-1,-0.833066415,-1,-0.929824561,-0.929286036,-0.846635108,-1,-1,-1,-0.908858874,-0.908043645,-0.867523842,-0.827591691,-1,-0.802287751,-0.824561404,-0.770479,-0.855119916,-0.816907,-1,-1,-1
f333,-0.243099557,-0.75349404,-0.69291087,0.87211759,-0.914521344,-0.404233688,-0.481619058,0.936952063,0.804426307,-0.888611623,-0.822472812,-0.710694041,-0.723109433,-0.436227569,-0.666880363,0.022804573,-0.814337523,-0.5617363,-0.707294617,-0.068734287,-0.731652247,0.816030042
f334,-0.381018265,-0.999952126,-0.728421951,0.949060646,-0.999505369,-0.999497889,-0.573131423,0.935567172,0.980493439,-0.998453806,-1,-1,-0.999649364,-0.620741777,-0.999718556,-0.285249215,-0.999884056,-0.999812994,-0.999661519,-0.113420371,-0.702617957,0.599047532
f335,-0.309651192,-0.99930453,-0.711329108,0.947600978,-0.999114012,-0.999542931,-0.527617686,0.94323957,0.967137606,-0.997267466,-0.99950006,-0.998924931,-0.987450823,-0.56866497,-0.973243139,-0.213921557,-0.998624123,-0.999006999,-0.988690021,-0.155266345,-0.664935937,0.660230917
f336,-0.378548939,-0.997105984,-0.50602127,0.490379071,-0.997568803,-0.998295396,-0.471285551,0.390719614,0.5452031,-0.996975578,-0.997506328,-0.997688878,-0.995335238,-0.411798675,-0.99486082,-0.815656917,-0.998845778,-0.998297885,-0.994845197,-0.159892642,-0.645434842,-0.054090417
f337,-0.427018328,-0.597509278,-0.89978356,0.834098396,-0.76598395,-0.865354479,-0.588385656,0.915202335,0.728771235,-0.81426539,-0.746425322,-0.627977124,-0.574409666,-0.745637919,-0.699556922,-0.354490709,-0.559864457,-0.59445432,-0.57880525,-0.502479607,-0.811891799,0.267036812
f338,-0.285113136,-0.750895225,-0.731954804,0.761492735,-0.842902021,-0.914199391,-0.565633135,0.870263054,0.784951864,-0.858670718,-0.830040872,-0.765970258,-0.729419385,-0.568563655,-0.723051056,0.192963117,-0.775567673,-0.796366475,-0.732921387,0.040966336,-0.677130468,1
f339,-0.732674413,-0.410254791,-0.965723304,0.784088445,-0.565606606,-0.849671148,-0.900929874,0.362961164,1,-0.637380387,-0.680831888,-0.555095098,-0.282991799,-0.980237097,-0.308411537,-0.889368073,-0.450092124,-0.520102679,-0.326694318,-0.972892524,-0.675007039,0.14317904
f340,-0.854210287,-0.952278238,-0.988610094,0.029176834,-0.960771773,-0.961081457,-0.9807938,-0.225419757,0.416792104,-0.984747013,-0.951572851,-0.944857347,-0.990820649,-0.977717901,-1,-0.894555418,-0.983506128,-0.965744151,-0.990896522,-0.248733614,-0.997010081,-0.244059217
f341,-0.998259346,-0.715447007,-1,-1,-0.692620953,-0.673414352,-0.993637072,-1,-1,-0.851025517,-0.768762363,-0.663248832,-0.836610357,-1,-0.827565481,-0.961444704,-0.648643133,-0.906648215,-0.835819397,-1,-0.992647975,-1
f342,-0.651884986,-0.764290735,-0.75105415,0.787235365,-0.809681611,-0.80425421,-0.694506639,0.880951258,0.648783646,-0.835835568,-0.845978334,-0.771985786,-0.789855303,-0.784764916,-0.793491824,-0.509960114,-0.474385332,-0.882670332,-0.797879427,-0.168210742,-0.808215931,0.234611864
f343,-0.75598916,-0.853228941,-0.779911324,0.263208047,-0.897939369,-0.832999031,-0.098879634,0.34029152,0.236290373,-0.910540818,-0.892102267,-0.797453569,-0.74127262,-0.737221619,-0.744322835,-0.6570468,-0.567111745,-0.956210568,-0.748880204,-0.628901032,-0.822223761,-0.526399083
f344,-0.764266728,-0.946713781,-0.789745765,0.258994263,-0.943059561,-0.966312715,-0.742990472,0.337062471,0.234517887,-0.990590099,-0.980046517,-0.967332579,-0.993577931,-0.742984249,-0.993194388,-0.683552632,-0.986671581,-0.974339124,-0.993809402,-0.626660622,-0.840976566,-0.544787314
f345,-0.971407795,-0.775403573,-0.988955993,-0.898773261,-0.696817012,-0.786061022,-0.983904443,-0.898645013,-0.898336966,-0.721570674,-0.847630296,-0.787337488,-0.552888854,-0.986279128,-0.494433206,-0.965825231,-0.699097571,-0.897027338,-0.542261221,-0.960822297,-0.991946773,-0.943321459
f346,-1,-0.822673204,-0.982186295,-1,-0.764467124,-0.820268043,-0.920062872,-1,-1,-0.80062854,-0.901510575,-0.834020813,-0.811127014,-0.992141013,-0.768587416,-1,-0.703036191,-0.844884469,-0.793792835,-0.977845141,-1,-1
f347,-1,-0.817137935,-0.999850305,-1,-0.763699625,-0.855974466,-0.999775458,-1,-1,-0.902802424,-0.930388282,-0.900185908,-0.893467978,-1,-0.893290262,-1,-0.855032975,-0.86513023,-0.897660622,-0.998727593,-1,-1
f348,-1,-0.74207828,-0.993266982,-1,-0.748970487,-0.43651636,-1,-1,-1,-0.747853667,-0.702086704,-0.501578586,-0.863093659,-0.993300095,-0.854445782,-1,-1,-1,-0.857923546,-0.970253305,-1,-1
f349,-1,-0.80272339,-0.884831061,-1,-0.860828853,-0.885866657,-0.647883517,-1,-1,-0.963493457,-0.941130806,-0.950586931,-0.893837279,-0.939718587,-0.838113679,-1,-0.707065486,-0.68159614,-0.8661459,-0.6893791,-1,-1
f350,-1,-0.902063509,-0.781381743,-1,-0.950472433,-0.959061157,-0.337093044,-1,-1,-0.95471422,-0.892442605,-0.968539585,-0.942535001,-0.885571427,-0.925157937,-1,-0.804588028,-0.721931293,-0.933315299,-0.429566344,-1,-1
f351,-1,-0.969281182,-1,-1,-0.94413097,-0.966962222,-0.989479041,-1,-1,-0.954554844,-0.963694138,-0.949918675,-0.943619686,-1,-0.945790535,-1,-1,-0.980732575,-0.946444847,-1,-1,-1
f352,-1,-0.956985722,-1,-1,-0.969949776,-0.963737649,-1,-1,-1,-0.963297559,-0.946052254,-0.948611821,-0.932393028,-1,-0.934494191,-1,-1,-0.938894245,-0.935244061,-1,-1,-1
f353,-1,-0.238922808,-1,-1,-0.096377739,-0.161238988,-1,-1,-1,-0.560923692,-0.369191312,-0.292184393,-0.201807348,-1,-0.280511643,-1,-0.036203676,-0.076764184,-0.197943345,-0.959202021,-1,-1
f354,-1,-0.47745618,-0.999734349,-1,-0.925660095,-0.374490409,-0.999634594,-1,-1,-0.878427462,-0.543364109,-0.601295195,-0.721200976,-0.999963134,-0.709149345,-1,-0.775386403,-0.509455404,-0.719851327,-0.999936027,-1,-1
f355,-1,-0.652143607,-1,-1,-0.878355353,-0.590671235,-1,-1,-1,-0.884025594,-0.708592774,-0.717960926,-0.745510852,-1,-0.745325899,-1,-0.782218405,-0.655945473,-0.744278886,-1,-1,-1
f356,-1,-0.504691276,-1,-1,-0.141509875,-0.57669174,-1,-1,-1,-0.584318188,-0.674225828,-0.580154965,-0.526240832,-1,-0.539463626,-1,0.160532046,-1,-0.528351758,-1,-1,-1
f357,-0.981354074,-0.426114024,-0.998593325,-0.948617455,-0.419208674,-0.479738083,-0.99033734,-0.943126934,-0.948767102,-0.583585064,-0.713267237,-0.583204396,-0.457587068,-0.995440278,-0.287510308,-0.982398605,-0.308152242,-0.125765001,-0.287881122,-0.974317707,-0.999536097,-0.990644115
f358,-0.996280004,-0.725693629,-1,-1,-0.871980461,-0.86891995,-0.997157282,-1,-1,-0.87233368,-0.873317287,-0.815078181,-0.811161485,-1,-0.800205078,-0.997646533,-0.703265848,-0.806672281,-0.810247329,-0.999502313,-0.999949388,-0.999392654
f359,-0.898078979,-0.651007713,-0.879488135,-0.779074611,-0.615717611,-0.633074527,-0.372609718,-0.775614941,-0.78570076,-0.737007007,-0.688224065,-0.547706133,-0.595304379,-0.6436759,-0.571823947,-0.758990929,-0.442216396,-0.405957323,-0.593345272,0.165943255,-0.937388755,-0.47775097
f360,-0.91115229,-0.484541875,-0.878948122,-0.897894586,-0.542734965,-0.636117382,-0.328644927,-0.894465662,-0.888288777,-0.731684222,-0.64726592,-0.674428491,-0.399551088,-0.591472886,-0.364713054,-0.804897818,-0.450480665,-0.40523828,-0.396644351,0.327557193,-0.964915294,-0.511956792
f361,-0.863091284,-0.717091723,-0.851700123,-0.280718152,-0.572519106,-0.844057871,-0.683529351,-0.269454266,-0.302291358,-0.834033165,-0.793785411,-0.771097187,-0.726925937,-0.778103038,-0.711082185,-0.695596664,-0.923206315,-0.704940079,-0.725604001,-0.521149616,-0.797584151,-0.504691297
f362,-0.795479355,-0.117657005,-0.786232582,-0.274663413,-0.110976579,-0.256904171,-0.419615146,-0.250305015,-0.206425651,-0.34902782,-0.416443204,-0.241474343,-0.341128815,-0.55510606,-0.492607445,-0.799974315,-0.12100693,-0.342615143,-0.362517802,-0.152957041,-0.753975898,-0.77000792
f363,-0.920352343,-0.289066466,-0.900274658,-1,0.222909879,-0.14059053,-0.294667728,-1,-1,-0.205592374,-0.432160501,-0.07485773,-0.315260956,-0.616635517,-0.265638761,-0.803757456,-0.17050715,-0.320802331,-0.247115402,0.355443598,-0.999414929,-0.507614048
